id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,set_camera_shake,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade,characters/3/hide_char_id
d_main_24_02_151,d_main_24_02,Speech,viper,Locale_MainScenario:d_main_24_02_151,True,,16,idle,,17,17,1.0,,,viper,,,,,,,,,,,,18,good,,
d_main_24_02_152,d_main_24_02,Speech,viper,Locale_MainScenario:d_main_24_02_152,False,,16,idle,,17,180,2.0,,,viper,,,,,,,,,,,,18,idle,,
d_main_24_02_153,d_main_24_02,Speech,viper,Locale_MainScenario:d_main_24_02_153,True,,16,idle,,180,180,1.0,,,viper,,,,,,,,,,,,18,idle,,
d_main_24_02_154,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_154,True,,16,idle,,180,180,1.0,,,crow,,,,,,,,,,,,18,idle,,
d_main_24_02_155,d_main_24_02,Speech,viper,Locale_MainScenario:d_main_24_02_155,True,,16,idle,,180,180,1.0,,,viper,,,,,,,,,,,,18,delight,,
d_main_24_02_156,d_main_24_02,Speech,viper,Locale_MainScenario:d_main_24_02_156,True,,16,idle,,180,180,1.0,,,viper,,,,,,,,,,,,18,delight,,
d_main_24_02_157,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_157,True,,16,angry,,180,160,1.0,,,crow,,,,,,,,,,,,18,delight,,
d_main_24_02_158,d_main_24_02,Speech,viper,Locale_MainScenario:d_main_24_02_158,True,,16,angry,,160,17,1.0,,,viper,,,,,,,,,,,,18,idle,,
d_main_24_02_159,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_159,True,,16,idle,,17,17,1.0,,,crow,,,,,,,,,,,,18,idle,,
d_main_24_02_160,d_main_24_02,Speech,viper,Locale_MainScenario:d_main_24_02_160,True,,16,idle,,17,17,1.0,,,viper,,,,,,,,,,,,18,idle,,
d_main_24_02_161,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_161,True,,16,idle,,17,17,1.0,,,crow,,,,,,,,,,,,18,idle,,
d_main_24_02_162,d_main_24_02,Speech,viper,Locale_MainScenario:d_main_24_02_162,False,,16,idle,,17,17,1.0,,,viper,,,,,,,,,,,,18,good,,
d_main_24_02_163,d_main_24_02,Speech,viper,Locale_MainScenario:d_main_24_02_163,True,,16,idle,,17,17,1.0,,,viper,,,,,,,,,,,,18,good,,
d_main_24_02_164,d_main_24_02,Narration,Narration,Locale_MainScenario:d_main_24_02_164,False,,16,idle,,black,black,1.0,,,,,,,,,,,crow,,,,18,good,,viper
