id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_main_40_11_122,d_main_40_11,Monologue,,,Locale_MainScenario:d_main_40_11_122,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_123,d_main_40_11,Monologue,,,Locale_MainScenario:d_main_40_11_123,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_124,d_main_40_11,Monologue,,,Locale_MainScenario:d_main_40_11_124,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_125,d_main_40_11,Monologue,,,Locale_MainScenario:d_main_40_11_125,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_126,d_main_40_11,Monologue,,,Locale_MainScenario:d_main_40_11_126,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_127,d_main_40_11,Self,,,Locale_MainScenario:d_main_40_11_127,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_128,d_main_40_11,Monologue,,,Locale_MainScenario:d_main_40_11_128,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_129,d_main_40_11,Monologue,,,Locale_MainScenario:d_main_40_11_129,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_130,d_main_40_11,Narration,,,Locale_MainScenario:d_main_40_11_130,False,land_d,black,black,1.0,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_131,d_main_40_11,Narration,,,Locale_MainScenario:d_main_40_11_131,False,,black,black,1.0,,,,,,nayuta_n,1,idle_02,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_132,d_main_40_11,Narration,,,Locale_MainScenario:d_main_40_11_132,False,,black,black,1.0,,,,,,,1,idle_02,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_133,d_main_40_11,Narration,,,Locale_MainScenario:d_main_40_11_133,False,,1,10,1.0,,,,,,,1,idle_02,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_134,d_main_40_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_11_134,True,,10,10,1.0,,,,,,,1,idle_02,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_135,d_main_40_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_11_135,True,,10,10,1.0,,,,,,,1,idle_02,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_136,d_main_40_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_11_136,True,,10,10,1.0,,,,,,,1,idle_02,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_137,d_main_40_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_11_137,True,,10,10,1.0,,,,,,,1,idle_02,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_138,d_main_40_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_11_138,True,,10,10,1.0,,,,,,,1,idle_02,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_139,d_main_40_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_11_139,True,,10,10,1.0,,,,,,,1,idle_02,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_140,d_main_40_11,Narration,nayuta_n,,Locale_MainScenario:d_main_40_11_140,False,,10,100,1.0,,,,,,,1,idle_02,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_141,d_main_40_11,Narration,nayuta_n,,Locale_MainScenario:d_main_40_11_141,False,,100,100,1.0,,,,,,,1,idle_02,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_142,d_main_40_11,Narration,snowwhite,,Locale_MainScenario:d_main_40_11_142,False,,100,L_1300,1.0,,,,,,,1,idle_02,,snowwhite,13,idle,,rapunzel,15,idle,,hongryeon,17,idle,,,,,,,,,,,,,
d_main_40_11_143,d_main_40_11,Narration,rapunzel,,Locale_MainScenario:d_main_40_11_143,False,,L_1300,1500,1.0,,,,,,,1,idle_02,,,13,idle,,,15,idle,,,17,idle,,,,,,,,,,,,,
d_main_40_11_144,d_main_40_11,Narration,hongryeon,,Locale_MainScenario:d_main_40_11_144,False,,1500,1700,1.0,,,,,,,1,idle_02,,,13,idle,,,15,idle,,,17,idle,,,,,,,,,,,,,
d_main_40_11_145,d_main_40_11,Narration,nayuta_n,,Locale_MainScenario:d_main_40_11_145,False,,100,10,1.0,,,,,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,,,,,,,,,,,,
d_main_40_11_146,d_main_40_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_11_146,False,,10,10,1.0,,,,,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,,,,,,,,,,,,
d_main_40_11_147,d_main_40_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_11_147,True,,black,black,1.0,,,,,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,,,,,,,,,,,,
d_main_40_11_148,d_main_40_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_11_148,True,,black,black,1.0,none,,,,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,,,,,,,,,,,,
