id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,set_camera_shake,fade,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_main_24af_06_150,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_150,True,,1,special,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_151,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_151,True,,1,special,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_152,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_152,True,,1,special,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_153,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_153,True,,1,special,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_154,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_154,True,,1,special,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_155,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_155,True,,1,special,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_156,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_156,True,,1,special,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_157,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_157,True,,1,special,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_158,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_158,True,,1,special,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_159,d_main_24af_06,Self,enikk,,Locale_MainScenario:d_main_24af_06_159,False,,1,special,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_160,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_160,True,,1,special,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_161,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_161,True,,1,special,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_162,d_main_24af_06,Self,enikk,,Locale_MainScenario:d_main_24af_06_162,False,,1,special,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_163,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_163,True,,1,special,,,,,10,100,1.0,,,,,,,,,,,,,
d_main_24af_06_164,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_164,True,,1,special,,,,,100,100,1.0,,,,,,,,,,,,,
d_main_24af_06_165,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_165,True,,1,special,,,,TechIndoor,black,black,1.0,,,,,enikk,,,,,,,,
d_main_24af_06_166,d_main_24af_06,Self,enikk_op_c,,Locale_MainScenario:d_main_24af_06_166,False,,,,,,,,1,1,1.0,,,,,,,,,,enikk_op_c,OP_center,special,
d_main_24af_06_167,d_main_24af_06,Speech,enikk_op_c,enikk_op_c,Locale_MainScenario:d_main_24af_06_167,True,,,,,,,,1,1,1.0,,,,,,,,,,,OP_center,special,
d_main_24af_06_168,d_main_24af_06,Speech,enikk_op_c,enikk_op_c,Locale_MainScenario:d_main_24af_06_168,True,,,,,,,,1,1,1.0,,,,,,,,,,,OP_center,special,
d_main_24af_06_169,d_main_24af_06,Speech,enikk_op_c,enikk_op_c,Locale_MainScenario:d_main_24af_06_169,True,,,,,,,,1,1,1.0,,,,,,,,,,,OP_center,special,
d_main_24af_06_170,d_main_24af_06,Self,enikk_op_c,,Locale_MainScenario:d_main_24af_06_170,False,,,,,,,,1,1,1.0,,,,,,,,,,,OP_center,special,
d_main_24af_06_171,d_main_24af_06,Speech,enikk_op_c,enikk_op_c,Locale_MainScenario:d_main_24af_06_171,True,,,,,,,,1,1,1.0,,,,,,,,,,,OP_center,special,
d_main_24af_06_172,d_main_24af_06,Speech,enikk_op_c,enikk_op_c,Locale_MainScenario:d_main_24af_06_172,True,,,,,,,,1,1,1.0,,,,,,,,,,,OP_center,special,
d_main_24af_06_173,d_main_24af_06,Speech,enikk_op_c,enikk_op_c,Locale_MainScenario:d_main_24af_06_173,True,,,,,,,,1,1,1.0,,,,,,,,,,,OP_center,special,
d_main_24af_06_174,d_main_24af_06,Speech,anis,anis,Locale_MainScenario:d_main_24af_06_174,True,anis,1,void,neon,13,idle,ElevatorOut,3,12,2.0,,,,,,,,black,,,OP_center,special,enikk_op_c
d_main_24af_06_175,d_main_24af_06,Speech,neon,neon,Locale_MainScenario:d_main_24af_06_175,True,,1,void,,13,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_24af_06_176,d_main_24af_06,Self,neon,,Locale_MainScenario:d_main_24af_06_176,False,,1,void,,13,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_24af_06_177,d_main_24af_06,Speech,anis,anis,Locale_MainScenario:d_main_24af_06_177,True,,1,worry,,13,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_24af_06_178,d_main_24af_06,Speech,neon,neon,Locale_MainScenario:d_main_24af_06_178,True,,1,worry,,13,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_24af_06_179,d_main_24af_06,Speech,anis,anis,Locale_MainScenario:d_main_24af_06_179,True,,1,void,,13,idle,,12,10,1.0,,,,,,,,,,,,,
d_main_24af_06_180,d_main_24af_06,Speech,neon,neon,Locale_MainScenario:d_main_24af_06_180,True,,1,void,,13,idle,,S_130,S_130,1.0,,,,,,,,,,,,,
d_main_24af_06_181,d_main_24af_06,Speech,anis,anis,Locale_MainScenario:d_main_24af_06_181,True,,1,no,,13,idle,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_182,d_main_24af_06,Speech,anis,anis,Locale_MainScenario:d_main_24af_06_182,True,,1,void,,13,idle,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_183,d_main_24af_06,Self,anis,,Locale_MainScenario:d_main_24af_06_183,False,,1,void,,13,idle,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_184,d_main_24af_06,Speech,neon,neon,Locale_MainScenario:d_main_24af_06_184,True,,1,void,,13,idle,,10,12,1.0,,,,,,,,,,,,,
d_main_24af_06_185,d_main_24af_06,Speech,anis,anis,Locale_MainScenario:d_main_24af_06_185,True,,1,worry,,13,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_24af_06_186,d_main_24af_06,Speech,anis,anis,Locale_MainScenario:d_main_24af_06_186,True,,1,worry,,13,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_24af_06_187,d_main_24af_06,Speech,neon,neon,Locale_MainScenario:d_main_24af_06_187,False,,1,void,,13,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_24af_06_188,d_main_24af_06,Speech,anis,anis,Locale_MainScenario:d_main_24af_06_188,True,,1,void,,13,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_24af_06_189,d_main_24af_06,Speech,anis,anis,Locale_MainScenario:d_main_24af_06_189,True,,1,void,,13,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_24af_06_190,d_main_24af_06,Speech,neon,neon,Locale_MainScenario:d_main_24af_06_190,True,,1,void,,13,worry,,12,12,1.0,,,,,,,,,,,,,
d_main_24af_06_191,d_main_24af_06,Self,neon,,Locale_MainScenario:d_main_24af_06_191,False,,1,void,,13,worry,,12,12,1.0,,,,,,,,,,,,,
d_main_24af_06_192,d_main_24af_06,Speech,anis,anis,Locale_MainScenario:d_main_24af_06_192,True,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,,,,
d_main_24af_06_193,d_main_24af_06,Speech,neon,neon,Locale_MainScenario:d_main_24af_06_193,True,,1,idle,,13,delight,,12,12,1.0,,,,,,,,,,,,,
