id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,play_sound,set_camera_shake,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_filter_01,characters/3/hide_char_id
d_main_38_08_144,d_main_38_08,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_38_08_144,True,,,,,OP_center,angry,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_145,d_main_38_08,Speech,drake,drake,Locale_MainScenario:d_main_38_08_145,True,,,,,OP_center,angry,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_146,d_main_38_08,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_38_08_146,True,,,,,OP_center,idle_02,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_147,d_main_38_08,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_38_08_147,True,,,,,OP_center,idle_02,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_148,d_main_38_08,Speech,drake,drake,Locale_MainScenario:d_main_38_08_148,True,,,,,OP_center,idle_02,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_149,d_main_38_08,Speech,laplace,laplace,Locale_MainScenario:d_main_38_08_149,True,,,,,OP_center,idle_02,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_150,d_main_38_08,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_38_08_150,True,,,,,OP_center,idle_02,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_151,d_main_38_08,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_38_08_151,True,,,,,OP_center,idle,,,,,1,10,1.0,,,,,,,,,,,
d_main_38_08_152,d_main_38_08,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_38_08_152,True,,,,,OP_center,idle,,,,,10,10,1.0,,,,,,,,,,,
d_main_38_08_153,d_main_38_08,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_38_08_153,True,,,,,OP_center,idle,,,,,10,100,1.0,,,,,,,,,,,
d_main_38_08_154,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_154,True,,,,,OP_center,idle,leviathan,15,think_01,SilverBog,14,14,1.0,,,maxwell_op,,,,ziz,13,idle,,
d_main_38_08_155,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_155,False,,,,,,,,15,think_01,,14,14,1.0,,,,,,,,13,idle,,
d_main_38_08_156,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_156,True,,,,,,,,15,think_01,,14,14,1.0,,,,,,,,13,surprise,,
d_main_38_08_157,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_157,True,,,,,,,,15,think_01,,14,14,1.0,,,,,,,,13,think,,
d_main_38_08_158,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_158,True,,,,,,,,15,think_01,,14,14,1.0,,,,,,,,13,think,,
d_main_38_08_159,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_159,True,,,,,,,,15,think_01,,14,14,1.0,,,,,,,,13,idle,,
d_main_38_08_160,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_160,False,,,,,,,,15,think_01,,14,S_130,1.0,,,,,,,,13,idle,,
d_main_38_08_161,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_161,True,,,,,,,,15,think_01,,S_130,S_130,1.0,,,,,,,,13,surprise,,
d_main_38_08_162,d_main_38_08,Self,ziz,,Locale_MainScenario:d_main_38_08_162,False,,,,,,,,15,think_01,,S_130,S_130,1.0,,,,,,,,13,surprise,,
d_main_38_08_163,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_163,True,,,,,,,,15,think_01,,S_130,14,1.0,,,,,,,,13,surprise,,
d_main_38_08_164,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_164,True,,,,,,,,15,think_01,,14,14,1.0,,,,,,,,13,surprise,,
d_main_38_08_165,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_165,False,,,,,,,,15,think_01,,14,14,1.0,,,,,,,,13,surprise,,
d_main_38_08_166,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_166,True,,,,,,,,15,think_02,,14,14,1.0,,,,,,,,13,surprise,,
d_main_38_08_167,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_167,True,,,,,,,,15,think_02,,14,14,1.0,,,,,,,,13,idle,,
d_main_38_08_168,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_168,True,,,,,,,,15,think_02,,14,14,1.0,,,,,,,,13,idle,,
d_main_38_08_169,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_169,True,,,,,,,,15,think_02,,14,14,1.0,,,,,,,,13,surprise,,
d_main_38_08_170,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_170,True,,,,,,,,15,think_02,,14,14,1.0,,,,,,,,13,surprise,,
d_main_38_08_171,d_main_38_08,Self,ziz,,Locale_MainScenario:d_main_38_08_171,False,,,,,,,,15,think_02,,14,14,1.0,,,,,,,,13,surprise,,
d_main_38_08_172,d_main_38_08,Self,ziz,,Locale_MainScenario:d_main_38_08_172,False,,,,,,,,15,think_02,,14,S_130,1.0,,,,,,,,13,surprise,,
d_main_38_08_173,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_173,True,,,,,,,,15,think_02,,S_130,S_130,1.0,,,,,,,,13,idle,,
d_main_38_08_174,d_main_38_08,Self,ziz,,Locale_MainScenario:d_main_38_08_174,False,,,,,,,,15,think_02,,S_130,S_130,1.0,,,,,,,,13,idle,,
d_main_38_08_175,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_175,True,,,,,,,,15,think_02,,S_130,S_130,1.0,,,,,,,,13,idle,,
d_main_38_08_176,d_main_38_08,Self,ziz,,Locale_MainScenario:d_main_38_08_176,False,,,,,,,,15,think_02,,S_130,S_130,1.0,,,,,,,,13,idle,,
d_main_38_08_177,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_177,True,,,,,,,,15,think_02,,S_130,S_130,1.0,,,,,,,,13,surprise,,
d_main_38_08_178,d_main_38_08,Self,ziz,,Locale_MainScenario:d_main_38_08_178,False,,,,,,,,15,think_02,,S_130,S_130,1.0,,,,,,,,13,surprise,,
d_main_38_08_179,d_main_38_08,Self,ziz,,Locale_MainScenario:d_main_38_08_179,False,,,,,,,,15,think_02,,S_130,S_130,1.0,,,,,,,,13,surprise,,
d_main_38_08_180,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_180,True,,,,,,,,15,think_02,,S_130,S_1300,1.0,,,,,,,,13,idle,,
d_main_38_08_181,d_main_38_08,Narration,,,Locale_MainScenario:d_main_38_08_181,False,,,,,,,,15,think_02,EventScene_Chap_38_01,black,black,1.0,bgm_spot_splinter_a,,,leviathan,sfx_scn_thunder_2,,,13,idle,,ziz
d_main_38_08_182,d_main_38_08,Monologue,,,Locale_MainScenario:d_main_38_08_182,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,
d_main_38_08_183,d_main_38_08,Monologue,,,Locale_MainScenario:d_main_38_08_183,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,
d_main_38_08_184,d_main_38_08,Monologue,,,Locale_MainScenario:d_main_38_08_184,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,
d_main_38_08_185,d_main_38_08,Monologue,,,Locale_MainScenario:d_main_38_08_185,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_186,d_main_38_08,Speech,laplace_p,laplace_p,Locale_MainScenario:d_main_38_08_186,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_187,d_main_38_08,Speech,drake_p,drake_p,Locale_MainScenario:d_main_38_08_187,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_188,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_188,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_189,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_189,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_190,d_main_38_08,Speech,laplace_p,laplace_p,Locale_MainScenario:d_main_38_08_190,True,,,,,,,,,,,1,d_main_38_08_1,1.0,,,,,,,,,,,
d_main_38_08_191,d_main_38_08,Speech,laplace_p,laplace_p,Locale_MainScenario:d_main_38_08_191,True,,,,,,,,,,,d_main_38_08_1,d_main_38_08_1,1.0,,,,,,,,,,,
d_main_38_08_192,d_main_38_08,Speech,drake_p,drake_p,Locale_MainScenario:d_main_38_08_192,True,,,,,,,,,,,d_main_38_08_1,d_main_38_08_2,1.0,,,,,,,,,,,
d_main_38_08_193,d_main_38_08,Speech,drake_p,drake_p,Locale_MainScenario:d_main_38_08_193,True,,,,,,,,,,,d_main_38_08_2,d_main_38_08_2,1.0,,,,,,,,,,,
d_main_38_08_194,d_main_38_08,Speech,drake_p,drake_p,Locale_MainScenario:d_main_38_08_194,True,,,,,,,,,,,d_main_38_08_2,d_main_38_08_2,1.0,,,,,,,,,,,
d_main_38_08_195,d_main_38_08,Self,,,Locale_MainScenario:d_main_38_08_195,False,,,,,,,,,,,d_main_38_08_2,1,1.0,,,,,,,,,,,
d_main_38_08_196,d_main_38_08,Speech,laplace_p,laplace_p,Locale_MainScenario:d_main_38_08_196,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_197,d_main_38_08,Speech,drake_p,drake_p,Locale_MainScenario:d_main_38_08_197,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_198,d_main_38_08,Self,,,Locale_MainScenario:d_main_38_08_198,False,,,,,,,laplace_p,13,idle_02,SilverBog,black,black,1.0,,,,,,,drake_p,15,delight,,
d_main_38_08_199,d_main_38_08,Speech,helm_op,helm_op,Locale_MainScenario:d_main_38_08_199,True,helm_op,OP_center,idle,,,,,13,idle_02,,5,5,1.0,,,,,,,,15,delight,,
d_main_38_08_200,d_main_38_08,Speech,helm_op,helm_op,Locale_MainScenario:d_main_38_08_200,True,,OP_center,idle,,,,,13,idle_02,,5,5,1.0,,,,,,,,15,delight,,
d_main_38_08_201,d_main_38_08,Self,helm_op,,Locale_MainScenario:d_main_38_08_201,False,,OP_center,idle,,,,,13,idle_02,,5,5,1.0,,,,,,,,15,delight,,
d_main_38_08_202,d_main_38_08,Speech,helm_op,helm_op,Locale_MainScenario:d_main_38_08_202,True,,OP_center,idle,,,,,13,idle_02,,5,5,1.0,,,,,,,,15,delight,,
d_main_38_08_203,d_main_38_08,Self,helm_op,,Locale_MainScenario:d_main_38_08_203,False,,OP_center,idle,,,,,13,idle_02,,5,5,1.0,,,,,,,,15,delight,,
d_main_38_08_204,d_main_38_08,Speech,helm_op,helm_op,Locale_MainScenario:d_main_38_08_204,True,,OP_center,idle,,,,,13,idle_02,,5,5,1.0,,,,,,,,15,delight,,
d_main_38_08_205,d_main_38_08,Narration,,,Locale_MainScenario:d_main_38_08_205,False,,OP_center,idle,,,,,13,idle_02,,5,3,1.0,,helm_op,,,,Low_2,,15,delight,,
d_main_38_08_206,d_main_38_08,Monologue,,,Locale_MainScenario:d_main_38_08_206,False,,,,,,,,13,idle_02,,3,3,1.0,,,,,sfx_scn_rollingground,,,15,delight,,
d_main_38_08_207,d_main_38_08,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_38_08_207,True,,,,maxwell_p,3,pain,,13,idle_02,,3,L_30,1.0,,,,,,,,15,delight,,
d_main_38_08_208,d_main_38_08,Monologue,maxwell_p,,Locale_MainScenario:d_main_38_08_208,False,,,,,3,pain,,13,idle_02,,L_30,L_30,1.0,,,,,,,,15,delight,,
d_main_38_08_209,d_main_38_08,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_38_08_209,True,,,,,3,no,,13,idle_02,,L_30,L_30,1.0,,,,,,,,15,delight,,
d_main_38_08_210,d_main_38_08,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_38_08_210,True,,,,,3,no,,13,idle_02,,L_30,L_30,1.0,,,,,,,,15,delight,,
d_main_38_08_211,d_main_38_08,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_38_08_211,True,,,,,3,shy,,13,idle_02,,L_30,L_30,1.0,,,,,,,,15,delight,,
d_main_38_08_212,d_main_38_08,Self,maxwell_p,,Locale_MainScenario:d_main_38_08_212,False,,,,,3,shy,,13,idle_02,,L_30,L_30,1.0,,,,,,,,15,delight,,
d_main_38_08_213,d_main_38_08,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_38_08_213,True,,,,,3,idle,,13,idle_02,,L_30,L_30,1.0,,,,,,,,15,delight,,
d_main_38_08_214,d_main_38_08,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_38_08_214,True,,,,,3,idle,,13,idle_02,,L_30,L_30,1.0,,,,,,,,15,delight,,
d_main_38_08_215,d_main_38_08,Monologue,laplace_p,,Locale_MainScenario:d_main_38_08_215,False,,,,,3,idle,,13,idle_02,,L_30,14,1.0,,,,,,,,15,delight,,
d_main_38_08_216,d_main_38_08,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_38_08_216,True,,,,,3,no,,13,idle_02,,L_30,L_30,1.0,,,,,,,,15,delight,,
d_main_38_08_217,d_main_38_08,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_38_08_217,True,,,,,3,no,,13,idle_02,,L_30,L_30,1.0,,,,,,,,15,delight,,
d_main_38_08_218,d_main_38_08,Speech,laplace_p,laplace_p,Locale_MainScenario:d_main_38_08_218,True,,,,,3,no,,13,rage_02,,14,14,1.0,,,,,,,,15,delight,,
d_main_38_08_219,d_main_38_08,Speech,drake_p,drake_p,Locale_MainScenario:d_main_38_08_219,True,,,,,3,no,,13,rage_02,,14,14,1.0,,,,,,,,15,delight,,
d_main_38_08_220,d_main_38_08,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_38_08_220,True,,,,,3,idle,,13,rage_02,,30,3,1.0,,,,,,,,15,delight,,
d_main_38_08_221,d_main_38_08,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_38_08_221,True,,,,,3,idle,,13,rage_02,,3,3,1.0,,,,,,,,15,delight,,
d_main_38_08_222,d_main_38_08,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_38_08_222,True,,,,,3,idle,,13,rage_02,,3,3,1.0,,,,,,,,15,delight,,
d_main_38_08_223,d_main_38_08,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_38_08_223,True,,,,,3,delight,,13,rage_02,,3,3,1.0,,,,,,,,15,delight,,
d_main_38_08_224,d_main_38_08,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_38_08_224,True,,,,,3,idle,,13,rage_02,,3,30,1.0,,,,,,,,15,delight,,
