id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_main_35bf_03_131,d_main_35bf_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35bf_03_131,True,,13,13,1.0,,,Vignetting,,,5,idle,,3,angry,,1,angry,,13,idle,,,15,idle,
d_main_35bf_03_132,d_main_35bf_03,Speech,anis,anis,Locale_MainScenario:d_main_35bf_03_132,True,,30,30,1.0,,,Vignetting,,,5,idle,,3,worry,,1,angry,,13,idle,,,15,idle,
d_main_35bf_03_133,d_main_35bf_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35bf_03_133,True,,14,14,1.0,,,Vignetting,,,5,idle,,3,worry,,1,angry,,13,idle,,,15,idle,
d_main_35bf_03_134,d_main_35bf_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35bf_03_134,True,,14,14,1.0,,,Vignetting,,,5,idle,,3,worry,,1,angry,,13,idle,,,15,idle,
d_main_35bf_03_135,d_main_35bf_03,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_03_135,True,,10,10,1.0,,,Vignetting,,,5,idle,,3,worry,,1,idle,,13,idle,,,15,idle,
d_main_35bf_03_136,d_main_35bf_03,Self,rapi_red,,Locale_MainScenario:d_main_35bf_03_136,False,,10,10,1.0,,,Vignetting,,,5,idle,,3,worry,,1,idle,,13,idle,,,15,idle,
d_main_35bf_03_137,d_main_35bf_03,Self,rapi_red,,Locale_MainScenario:d_main_35bf_03_137,False,,10,10,1.0,,,Vignetting,,,5,idle,,3,worry,,1,idle,,13,idle,,,15,idle,
d_main_35bf_03_138,d_main_35bf_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35bf_03_138,True,,14,14,1.0,,,Vignetting,,,5,idle,,3,worry,,1,idle,,13,idle,,,15,idle,
d_main_35bf_03_139,d_main_35bf_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35bf_03_139,True,,14,14,1.0,,,Vignetting,,,5,idle,,3,worry,,1,idle,,13,idle,,,15,idle,
d_main_35bf_03_140,d_main_35bf_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35bf_03_140,True,,14,14,1.0,,,Vignetting,,,5,idle,,3,worry,,1,idle,,13,idle,,,15,idle,
d_main_35bf_03_141,d_main_35bf_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35bf_03_141,True,,14,14,1.0,,,Vignetting,,,5,idle,,3,worry,,1,idle,,13,idle,,,15,idle,
d_main_35bf_03_142,d_main_35bf_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35bf_03_142,True,,14,14,1.0,,,Vignetting,,,5,idle,,3,worry,,1,idle,,13,idle,,,15,idle,
d_main_35bf_03_143,d_main_35bf_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35bf_03_143,True,,14,14,1.0,,,Vignetting,,,5,idle,,3,worry,,1,idle,,13,idle,,,15,idle,
d_main_35bf_03_144,d_main_35bf_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35bf_03_144,True,,14,14,1.0,,,Vignetting,,,5,idle,,3,worry,,1,idle,,13,idle,,,15,idle,
d_main_35bf_03_145,d_main_35bf_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35bf_03_145,True,,14,14,1.0,,,Vignetting,,,5,idle,,3,worry,,1,idle,,13,delight,,,15,idle,
d_main_35bf_03_146,d_main_35bf_03,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_03_146,False,,14,2,1.5,,,Vignetting,,,5,idle,,3,worry,,1,think,,13,delight,,,15,idle,
d_main_35bf_03_147,d_main_35bf_03,Speech,anis,anis,Locale_MainScenario:d_main_35bf_03_147,False,,2,2,1.0,,,Vignetting,,,5,idle,,3,worry,,1,think,,13,delight,,,15,idle,
d_main_35bf_03_148,d_main_35bf_03,Speech,neon,neon,Locale_MainScenario:d_main_35bf_03_148,False,,2,4,1.0,,,Vignetting,,,5,idle,,3,worry,,1,think,,13,delight,,,15,idle,
d_main_35bf_03_149,d_main_35bf_03,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_03_149,True,,10,10,1.0,,,Vignetting,,,5,idle,,3,worry,,1,idle,,13,idle,,,15,idle,
d_main_35bf_03_150,d_main_35bf_03,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_03_150,True,,10,10,1.0,,,Vignetting,,,5,idle,,3,worry,,1,idle,,13,idle,,,15,idle,
d_main_35bf_03_151,d_main_35bf_03,Self,rapi_red,,Locale_MainScenario:d_main_35bf_03_151,False,,10,10,1.0,none,,Vignetting,,,5,idle,,3,worry,,1,idle,,13,idle,,,15,idle,
d_main_35bf_03_152,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_152,True,Office,L_130,L_130,1.0,bgm_story_fairytalesend_if,,,black,,5,idle,,3,void,,1,idle,andersen,13,idle,cinderella,,15,idle,grave_p
d_main_35bf_03_153,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_153,True,,L_130,L_130,1.0,,,,,,5,idle,,3,void,,1,idle,,13,idle,,,,,
d_main_35bf_03_154,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_154,True,,L_130,L_130,1.0,,,,,,5,idle,,3,void,,1,idle,,13,idle,,,,,
d_main_35bf_03_155,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_155,True,,L_130,L_130,1.0,,,,,,5,idle,,3,void,,1,idle,,13,idle,,,,,
d_main_35bf_03_156,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_156,True,,L_130,L_130,1.0,,,,,,5,idle,,3,void,,1,idle,,13,idle,,,,,
d_main_35bf_03_157,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_157,False,,L_130,L_130,1.0,,,,,,5,idle,,3,void,,1,idle,,13,idle,,,,,
d_main_35bf_03_158,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_158,True,,L_130,L_130,1.0,,,,,,5,idle,,3,void,,1,idle,,13,idle,,,,,
d_main_35bf_03_159,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_159,True,,L_130,L_130,1.0,,,,,,5,idle,,3,void,,1,idle,,13,idle,,,,,
d_main_35bf_03_160,d_main_35bf_03,Speech,anis,anis,Locale_MainScenario:d_main_35bf_03_160,True,,30,30,1.0,,,,,,5,idle,,3,angry,,1,idle,,13,idle,,,,,
d_main_35bf_03_161,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_161,True,,L_130,L_130,1.0,,,,,,5,idle,,3,angry,,1,idle,,13,idle,,,,,
d_main_35bf_03_162,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_162,False,,L_130,L_130,1.0,,,,,,5,idle,,3,angry,,1,idle,,13,idle,,,,,
d_main_35bf_03_163,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_163,True,,L_130,L_130,1.0,,,,,,5,idle,,3,angry,,1,idle,,13,idle,,,,,
d_main_35bf_03_164,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_164,True,,L_130,L_130,1.0,,,,,,5,idle,,3,angry,,1,idle,,13,idle,,,,,
d_main_35bf_03_165,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_165,True,,L_130,L_130,1.0,,,,,,5,idle,,3,angry,,1,idle,,13,idle,,,,,
d_main_35bf_03_166,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_166,True,,L_130,L_130,1.0,,,,,,5,idle,,3,angry,,1,idle,,13,think,,,,,
d_main_35bf_03_167,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_167,True,,L_130,L_130,1.0,,,,,,5,idle,,3,void,,1,idle,,13,think,,,,,
d_main_35bf_03_168,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_168,True,,L_130,L_130,1.0,,,,,,5,idle,,3,void,,1,idle,,13,think,,,,,
d_main_35bf_03_169,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_169,True,,L_130,L_130,1.0,,,,,,5,idle,,3,void,,1,idle,,13,think,,,,,
d_main_35bf_03_170,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_170,False,,L_130,L_130,1.0,,,,,,5,idle,,3,void,,1,idle,,13,think,,,,,
d_main_35bf_03_171,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_171,True,,L_130,L_1300,1.0,,,,,,5,idle,,3,void,,1,idle,,13,good,,,,,
d_main_35bf_03_172,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_172,True,,L_1300,L_1300,1.0,none,,,,,5,idle,,3,void,,1,idle,,13,good,,,,,
