id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_filter_01,set_filter_02,characters/6/hide_char_id
d_main_35_03_116,d_main_35_03,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_03_116,True,,,,,,,,1,idle,,13,idle,,15,pain,,17,idle,,16,14,1.0,,,,,,,,,,,,,
d_main_35_03_117,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_117,False,,,,,,,,1,idle,,13,idle,,15,surprise,,17,idle,,14,14,1.0,,,,,,,,,,,,,
d_main_35_03_118,d_main_35_03,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_03_118,True,,,,,,,,1,idle,,13,idle,,15,surprise,,17,idle,,14,130,1.0,,,,,,,,,,,,,
d_main_35_03_119,d_main_35_03,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_03_119,True,,,,,,,,1,idle,,13,idle,,15,surprise,,17,idle,,130,130,1.0,,,,,,,,,,,,,
d_main_35_03_120,d_main_35_03,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_03_120,True,,,,,,,,1,idle,,13,idle,,15,surprise,,17,idle,,130,130,1.0,,,,,,,,,,,,,
d_main_35_03_121,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_121,True,,,,,,,,1,idle,,13,idle,,15,smile,,17,idle,,S_150,S_150,1.0,,,,,,,,,,,,,
d_main_35_03_122,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_122,True,,,,,,,,1,idle,,13,idle,,15,smile,,17,idle,,S_150,S_150,1.0,,,,,,,,,,,,,
d_main_35_03_123,d_main_35_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_03_123,True,,,,,,,,1,idle,,13,idle,,15,smile,,17,delight,,S_150,16,1.0,,,,,,,,,,,,,
d_main_35_03_124,d_main_35_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_03_124,True,,,,,,,,1,idle,,13,idle,,15,smile,,17,delight,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_125,d_main_35_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_03_125,True,,,,,,,,1,idle,,13,idle,,15,smile,,17,delight,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_126,d_main_35_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_03_126,True,,,,,,,,1,idle,,13,idle,,15,smile,,17,delight,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_127,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_127,False,,,,,,,,1,idle,,13,idle,,15,pain,,17,delight,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_128,d_main_35_03,Speech,grave_p,grave_p,Locale_MainScenario:d_main_35_03_128,True,,,,,,,,1,idle,,13,idle,,15,pain,,17,surprise,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_129,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_129,True,,,,,,,,1,idle,,13,idle,,15,delight,,17,surprise,,16,16,1.0,,,,,,,,,,,,,
d_main_35_03_130,d_main_35_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_03_130,True,,,,,,,,1,idle,,13,idle,,15,delight,,17,surprise,,16,16,1.0,,,,,,,,,,,,,
