id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id
d_main_40_af_03_118,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_118,True,,53,53,1.0,,viper,viper,,,,1,idle,,,13,idle,,,3,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_119,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_119,True,,53,53,1.0,,carlson,carlson,,,,1,idle,,,13,idle,,,3,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_120,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_120,True,,53,53,1.0,,carlson,carlson,,,,1,idle,,,13,idle,,,3,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_121,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_121,True,,53,53,1.0,,viper,viper,,,,1,idle,,,13,idle,,,3,angry,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_122,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_122,True,,1700,170,0.7,,eh,eh,,,,1,idle,,,13,idle,,,3,angry,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_123,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_123,True,,170,1517,1.0,,jackal,jackal,,,,1,idle,,,13,idle,,,3,angry,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_124,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_124,True,,1517,1517,1.0,,eh,eh,,,,1,idle,,,13,idle,,,3,angry,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_125,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_125,True,,1517,1517,1.0,,jackal,jackal,,,,1,idle,,,13,idle,,,3,angry,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_126,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_126,True,,1517,1517,1.0,,eh,eh,,,,1,idle,,,13,idle,,,3,angry,,,5,idle,,,15,idle,,,,,,,,,,,17,pain,
d_main_40_af_03_127,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_127,True,,1517,13,1.5,,mrsmiss,mrsmiss,,,,1,idle,,,13,no,,,3,angry,,,5,idle,,,15,idle,,,,,,,,,,,17,pain,
d_main_40_af_03_128,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_128,True,,13,113,1.0,,neon,neon,,,,1,idle,,,13,no,,,3,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,pain,
d_main_40_af_03_129,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_129,True,,113,113,1.0,,mrsmiss,mrsmiss,,,,1,idle,,,13,no,,,3,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,pain,
d_main_40_af_03_130,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_130,True,,113,113,1.0,,neon,neon,,,,1,idle,,,13,no,,,3,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,pain,
d_main_40_af_03_131,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_131,True,,L_50,L_500,0.5,,carlson,carlson,,,,1,idle,,,13,no,,,3,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,pain,
d_main_40_af_03_132,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_132,True,,L_500,L_500,1.0,,carlson,carlson,,,,3,idle,,,13,no,,,1,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_133,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_133,True,,100,10,1.0,,viper,viper,,,,3,idle,,,13,no,,,1,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_134,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_134,False,,10,S_30,1.0,,neon,neon,,,,3,idle,,,13,no,,,1,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_135,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_135,True,,S_30,S_30,1.0,,neon,neon,,,,3,idle,,,13,no,,,1,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_136,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_136,True,,S_30,53,1.0,,carlson,carlson,,,,3,idle,,,13,no,,,1,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_137,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_137,True,,53,53,1.0,,neon,neon,,,,3,idle,,,13,no,,,1,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_138,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_138,True,,53,53,1.0,,carlson,carlson,,,,3,idle,,,13,no,,,1,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_139,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_139,True,,53,53,1.0,,neon,neon,,,,3,idle,,,13,no,,,1,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_140,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_140,True,,53,53,1.0,,carlson,carlson,,,,3,idle,,,13,no,,,1,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_141,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_141,True,,53,53,1.0,,neon,neon,,,,3,idle,,,13,no,,,1,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_142,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_142,True,,53,53,1.0,none,carlson,carlson,,,,3,idle,,,13,no,,,1,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_143,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_143,False,,53,53,1.0,,neon,neon,,,,3,idle,,,13,no,,,1,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_144,d_main_40_af_03,Narration,Locale_MainScenario:d_main_40_af_03_144,False,,black,black,1.0,,neon,,,,,3,idle,,,13,no,,,1,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_145,d_main_40_af_03,Narration,Locale_MainScenario:d_main_40_af_03_145,False,,black,black,1.0,,neon,,,,,3,idle,,,13,no,,,1,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_146,d_main_40_af_03,Narration,Locale_MainScenario:d_main_40_af_03_146,False,,black,black,1.0,bgm_manifest_b,neon,,sfx_scn_wallbreak4,,,3,idle,,,13,no,,,1,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_147,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_147,True,,L_500,L_50,1.0,,carlson,carlson,,,,3,idle,,,13,no,,,1,idle,,,5,idle,,,15,idle,,,,,,,,,,,17,idle,
d_main_40_af_03_148,d_main_40_af_03,Narration,Locale_MainScenario:d_main_40_af_03_148,False,,black,black,1.0,,eternity,,,,,1,idle,,,13,no,mrsmiss,,3,idle,viper,,3,idle,,,15,idle,jackal,,,,,,,,,,17,idle,eh
d_main_40_af_03_149,d_main_40_af_03,Narration,Locale_MainScenario:d_main_40_af_03_149,False,,black,black,1.0,,eternity,,sfx_scn_wallbreaknear,,,1,idle,,,,,,,,,,,3,idle,,,,,,,,,,,,,,,,,
d_main_40_af_03_150,d_main_40_af_03,Narration,Locale_MainScenario:d_main_40_af_03_150,False,,black,black,1.0,,eternity,,,,,1,idle,,,,,,,,,,,3,idle,,,,,,eternity,15,idle,,endless,13,idle,,,,,
d_main_40_af_03_151,d_main_40_af_03,Narration,Locale_MainScenario:d_main_40_af_03_151,False,,black,black,1.0,,eternity,,,,,1,idle,,,,,,,,,,,3,idle,,,,,,,15,idle,,,13,idle,,,,,
d_main_40_af_03_152,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_152,True,,13,1315,1.5,,eternity,eh,,,,1,idle,,,,,,,,,,,3,idle,,,,,,,15,idle,,,13,idle,,,,,
d_main_40_af_03_153,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_153,True,,1315,1315,1.0,,eternity,carlson,,,,1,idle,,,,,,,,,,,3,idle,,,,,,,15,idle,,,13,idle,,,,,
d_main_40_af_03_154,d_main_40_af_03,Narration,Locale_MainScenario:d_main_40_af_03_154,False,,1315,1315,1.0,,eternity,,sfx_scn_bomblighthuge,,,1,idle,,,,,,,,,,,3,idle,carlson,,,,,,15,idle,,,13,idle,,,,,
d_main_40_af_03_155,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_155,True,,S_10,S_100,1.0,,neon,neon,,,,1,no,,,,,,,,,,,,,,,,,,,15,idle,,,13,idle,,,,,
d_main_40_af_03_156,d_main_40_af_03,Narration,Locale_MainScenario:d_main_40_af_03_156,False,,black,black,1.0,,neon,,,,,1,no,,,,,,,,,,,,,,,,,,,15,idle,,,13,idle,,,,,
d_main_40_af_03_157,d_main_40_af_03,Narration,Locale_MainScenario:d_main_40_af_03_157,False,White,black,black,1.0,,neon,,,,,1,no,neon,,,,,,,,,,,,,,,,,,15,idle,,,13,idle,,,,,
d_main_40_af_03_158,d_main_40_af_03,Narration,Locale_MainScenario:d_main_40_af_03_158,False,,black,black,1.0,,neon,,,white,,,,,,,,,,,,,,,,,,,,,,15,idle,,,13,idle,,,,,
d_main_40_af_03_159,d_main_40_af_03,Narration,Locale_MainScenario:d_main_40_af_03_159,False,Corridor,black,black,1.0,,neon,,,,neon,1,idle,,,,,,,,,,,,,,,,,,,15,idle,,,13,idle,,,,,
d_main_40_af_03_160,d_main_40_af_03,Narration,Locale_MainScenario:d_main_40_af_03_160,False,,1315,1315,1.0,,eternity,,,,,1,idle,,,,,,,,,,,,,,,,,,,15,idle,,,13,idle,,,,,
d_main_40_af_03_161,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_161,False,,1315,1315,1.0,,eternity,neon,,,,1,idle,,,,,,,,,,,,,,,,,,,15,idle,,,13,idle,,,,,
d_main_40_af_03_162,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_162,False,,1315,1315,1.0,,eternity,neon,,,,1,idle,,,,,,,,,,,,,,,,,,,15,idle,,,13,idle,,,,,
d_main_40_af_03_163,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_163,False,,1315,1315,1.0,,eternity,neon,,,,1,idle,,,,,,,,,,,,,,,,,,,15,idle,,,13,idle,,,,,
d_main_40_af_03_164,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_164,False,,1315,1315,1.0,,eternity,neon,,,,1,idle,,,,,,,,,,,,,,,,,,,15,idle,,,13,idle,,,,,
d_main_40_af_03_165,d_main_40_af_03,Narration,Locale_MainScenario:d_main_40_af_03_165,False,,black,black,1.0,,neon,,,,,1,idle,,,,,,,,,,,,,,jackal,15,think,,,15,idle,,,13,idle,,,,,
d_main_40_af_03_166,d_main_40_af_03,Narration,Locale_MainScenario:d_main_40_af_03_166,False,,black,black,1.0,,neon,,,,,1,idle,,mrsmiss,13,no,,viper,3,idle,,,,,,,15,think,,,15,idle,eternity,,13,idle,endless,eh,17,idle,
d_main_40_af_03_167,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_167,False,,1700,1700,1.0,,eh,eh,,,,1,idle,,,13,no,,,3,idle,,,,,,,15,think,,,,,,,,,,,17,idle,
d_main_40_af_03_168,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_168,False,,300,300,1.0,,viper,viper,,,,1,idle,,,13,no,,,3,idle,,,,,,,15,think,,,,,,,,,,,17,idle,
d_main_40_af_03_169,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_169,False,,S_1500,S_1500,1.0,,jackal,jackal,,,,1,idle,,,13,no,,,3,idle,,,,,,,15,think,,,,,,,,,,,17,idle,
d_main_40_af_03_170,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_170,False,,1300,1300,1.0,,mrsmiss,mrsmiss,,,,1,idle,,,13,no,,,3,idle,,,,,,,15,think,,,,,,,,,,,17,idle,
d_main_40_af_03_171,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_171,True,,S_100,S_10,1.0,,neon,neon,,,,1,idle,,,13,no,,,3,idle,,,,,,,15,think,,,,,,,,,,,17,idle,
d_main_40_af_03_172,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_172,True,,S_10,30,1.0,,viper,viper,,,,1,idle,,,13,no,,,3,good,,,,,,,15,think,,,,,,,,,,,17,idle,
d_main_40_af_03_173,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_173,True,,170,170,1.0,,eh,eh,,,,1,idle,,,13,no,,,3,good,,,,,,,15,think,,,,,,,,,,,17,idle,
d_main_40_af_03_174,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_174,True,,170,1517,1.0,,jackal,jackal,,,,1,idle,,,13,no,,,3,good,,,,,,,15,crazy,,,,,,,,,,,17,idle,
d_main_40_af_03_175,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_175,True,,1517,1517,1.0,,eh,eh,,,,1,idle,,,13,no,,,3,good,,,,,,,15,crazy,,,,,,,,,,,17,idle,
d_main_40_af_03_176,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_176,True,,S_10,S_100,1.0,,neon,neon,,,,1,idle,,,13,no,,,3,good,,,,,,,15,crazy,,,,,,,,,,,17,idle,
d_main_40_af_03_177,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_177,True,,S_100,S_100,1.0,,neon,neon,,,,1,idle,,,13,no,,,3,good,,,,,,,15,crazy,,,,,,,,,,,17,idle,
d_main_40_af_03_178,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_178,False,,S_100,S_100,1.0,,eh,eh,,,,1,idle,,,13,no,,,3,good,,,,,,,15,crazy,,,,,,,,,,,17,idle,
d_main_40_af_03_179,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_179,True,,S_100,300,1.0,,viper,viper,,,,1,idle,,,13,no,,,3,idle,,,,,,,15,crazy,,,,,,,,,,,17,idle,
d_main_40_af_03_180,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_180,True,,1300,130,1.0,,mrsmiss,mrsmiss,,,,1,idle,,,13,no,,,3,idle,,,,,,,15,crazy,,,,,,,,,,,17,idle,
d_main_40_af_03_181,d_main_40_af_03,Narration,Locale_MainScenario:d_main_40_af_03_181,False,,black,black,1.0,,mrsmiss,,,,,1,idle,,,13,no,,,3,idle,,,,,,,15,crazy,,,,,,,,,,,17,idle,
d_main_40_af_03_182,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_182,True,,130,130,1.0,,mrsmiss,mrsmiss,,,,1,idle,,,13,no,,,3,idle,,,,,,,15,crazy,,,,,,,,,,,17,idle,
d_main_40_af_03_183,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_183,True,,130,130,1.0,,mrsmiss,mrsmiss,,,,1,idle,,,13,no,,,3,idle,,,,,,,15,crazy,,,,,,,,,,,17,idle,
d_main_40_af_03_184,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_184,True,,130,113,1.0,,neon,neon,,,,1,worry,,,13,no,,,3,idle,,,,,,,15,crazy,,,,,,,,,,,17,idle,
d_main_40_af_03_185,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_185,True,,113,113,1.0,,mrsmiss,mrsmiss,,,,1,worry,,,13,idle,,,3,idle,,,,,,,15,crazy,,,,,,,,,,,17,idle,
d_main_40_af_03_186,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_186,True,,113,113,1.0,,mrsmiss,mrsmiss,,,,1,worry,,,13,idle,,,3,idle,,,,,,,15,crazy,,,,,,,,,,,17,idle,
