id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_main_02af_07_119,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_119,True,,XS_500,XS_500,1.0,,,,Blur_High,,,5,angry,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_120,d_main_02af_07,Self,syuen,Self,Locale_MainScenario:d_main_02af_07_120,True,,XS_500,XS_500,1.0,,,,Blur_High,,,5,angry,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_121,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_121,True,,XS_500,XS_500,1.0,,,,Blur_High,,,5,angry,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_122,d_main_02af_07,Self,syuen,Self,Locale_MainScenario:d_main_02af_07_122,True,,XS_500,XS_500,1.0,,,,Blur_High,,,5,angry,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_123,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_123,True,,XS_500,XS_500,1.0,,,,Blur_High,,,5,angry,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_124,d_main_02af_07,Self,syuen,Self,Locale_MainScenario:d_main_02af_07_124,True,,XS_500,XS_500,1.0,,,Low_1,,,,5,angry,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_125,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_125,False,,XS_500,XS_500,1.0,,,,Blur_High,,,5,think,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_126,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_126,True,,XS_500,XS_500,1.0,,,,Blur_High,,,5,think,,,7,think,,,9,idle,,,15,angry,,,17,angry,,,19,no,
d_main_02af_07_127,d_main_02af_07,Narration,syuen,Narration,Locale_MainScenario:d_main_02af_07_127,True,none,black,black,1.0,,sfx_scn_down,Low_1,Blur_High,,,5,think,syuen,,7,think,mihara,,9,idle,yuni,,15,angry,rapi,,17,angry,anis,,19,no,neon
d_main_02af_07_128,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_128,True,,black,black,1.0,,,,Blur_High,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_02af_07_129,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_129,True,,black,black,1.0,,,,Blur_High,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_02af_07_130,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_130,False,,black,black,1.0,,,,Blur_High,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_02af_07_131,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_131,True,,black,black,1.0,,,,Blur_High,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_02af_07_132,d_main_02af_07,Speech,syuen,syuen,Locale_MainScenario:d_main_02af_07_132,True,,black,black,1.0,,,,Blur_High,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_02af_07_133,d_main_02af_07,Speech,yuni,yuni,Locale_MainScenario:d_main_02af_07_133,True,,black,black,1.0,,,,Blur_High,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_02af_07_134,d_main_02af_07,Speech,mihara,mihara,Locale_MainScenario:d_main_02af_07_134,True,,black,black,1.0,,,,Blur_High,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_02af_07_135,d_main_02af_07,Narration,mihara,Narration,Locale_MainScenario:d_main_02af_07_135,True,,black,black,1.0,,,,Blur_High,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_02af_07_136,d_main_02af_07,Narration,Narration,Narration,Locale_MainScenario:d_main_02af_07_136,True,,black,black,1.0,none,,,Blur_Low,black,,,,,mihara,7,think,,yuni,9,idle,,rapi,15,idle,,anis,17,worry,,neon,19,idle,
d_main_02af_07_137,d_main_02af_07,Speech,anis,anis,Locale_MainScenario:d_main_02af_07_137,True,NikkeRoom,170,170,1.0,bgm_inark,,,Blur_Low,,,,,,,7,think,,,9,idle,,,15,idle,,,17,worry,,,19,idle,
d_main_02af_07_138,d_main_02af_07,Speech,neon,neon,Locale_MainScenario:d_main_02af_07_138,True,,S_190,S_190,1.0,,,,Blur_Low,,,,,,,7,think,,,9,idle,,,15,idle,,,17,worry,,,19,idle,
d_main_02af_07_139,d_main_02af_07,Self,neon,Self,Locale_MainScenario:d_main_02af_07_139,True,,S_190,S_190,1.0,,,,,,,,,,,7,think,,,9,idle,,,15,idle,,,17,worry,,,19,idle,
d_main_02af_07_140,d_main_02af_07,Speech,anis,anis,Locale_MainScenario:d_main_02af_07_140,True,,S_190,170,1.0,,,,,,,,,,,7,think,,,9,idle,,,15,idle,,,17,worry,,,19,idle,
d_main_02af_07_141,d_main_02af_07,Speech,anis,anis,Locale_MainScenario:d_main_02af_07_141,True,,170,170,1.0,,,,,,,,,,,7,think,,,9,idle,,,15,idle,,,17,worry,,,19,idle,
d_main_02af_07_142,d_main_02af_07,Speech,anis,anis,Locale_MainScenario:d_main_02af_07_142,True,,170,170,1.0,,,,,,,,,,,7,think,,,9,idle,,,15,idle,,,17,worry,,,19,idle,
d_main_02af_07_143,d_main_02af_07,Speech,anis,anis,Locale_MainScenario:d_main_02af_07_143,True,,170,1700,3.0,,,,,,,,,,,7,think,,,9,idle,,,15,idle,,,17,worry,,,19,idle,
d_main_02af_07_144,d_main_02af_07,Speech,anis,anis,Locale_MainScenario:d_main_02af_07_144,True,,1700,1700,1.0,,,,,,,,,,,7,think,,,9,idle,,,15,idle,,,17,worry,,,19,idle,
d_main_02af_07_145,d_main_02af_07,Speech,rapi,rapi,Locale_MainScenario:d_main_02af_07_145,False,,150,1500,1.0,,,,,,,,,,,7,think,,,9,idle,,,15,idle,,,17,worry,,,19,idle,
d_main_02af_07_146,d_main_02af_07,Speech,rapi,rapi,Locale_MainScenario:d_main_02af_07_146,True,,1500,1500,1.0,,,,,,,,,,,7,think,,,9,idle,,,15,idle,,,17,worry,,,19,idle,
d_main_02af_07_147,d_main_02af_07,Speech,mihara,mihara,Locale_MainScenario:d_main_02af_07_147,True,,8,8,1.0,,,,,,,,,,,7,think,,,9,idle,,,15,idle,,,17,worry,,,19,idle,
d_main_02af_07_148,d_main_02af_07,Speech,rapi,rapi,Locale_MainScenario:d_main_02af_07_148,True,,8,8,1.0,,,,,,,,,,,7,idle,,,9,idle,,,15,idle,,,17,worry,,,19,idle,
d_main_02af_07_149,d_main_02af_07,Speech,mihara,mihara,Locale_MainScenario:d_main_02af_07_149,True,,8,8,1.0,,,,,,,,,,,7,idle,,,9,idle,,,15,idle,,,17,worry,,,19,idle,
d_main_02af_07_150,d_main_02af_07,Speech,anis,anis,Locale_MainScenario:d_main_02af_07_150,True,,17,17,1.0,,,,,,,,,,,7,idle,,,9,idle,,,15,idle,,,17,angry,,,19,idle,
d_main_02af_07_151,d_main_02af_07,Speech,mihara,mihara,Locale_MainScenario:d_main_02af_07_151,True,,7,70,1.0,,,,,,,,,,,7,idle,,,9,idle,,,15,idle,,,17,worry,,,19,idle,
d_main_02af_07_152,d_main_02af_07,Speech,mihara,mihara,Locale_MainScenario:d_main_02af_07_152,True,,70,700,1.0,,,,,,,,,,,7,idle,,,9,idle,,,15,idle,,,17,worry,,,19,idle,
d_main_02af_07_153,d_main_02af_07,Speech,rapi,rapi,Locale_MainScenario:d_main_02af_07_153,False,,700,700,1.0,,,,,,,,,,,7,idle,,,9,idle,,,15,idle,,,17,worry,,,19,idle,
d_main_02af_07_154,d_main_02af_07,Speech,mihara,mihara,Locale_MainScenario:d_main_02af_07_154,True,,700,70,1.0,,,,,,,,,,,7,idle,,,9,idle,,,15,idle,,,17,worry,,,19,idle,
d_main_02af_07_155,d_main_02af_07,Speech,mihara,mihara,Locale_MainScenario:d_main_02af_07_155,True,,70,70,1.0,,,,,,,,,,,7,idle,,,9,idle,,,15,idle,,,17,worry,,,19,idle,
