id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,set_filter_01,set_filter_02
d_main_30_02_118,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_118,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_119,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_119,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_120,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_120,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_121,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_121,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_122,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_122,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,130,14,1.0,,drilley,drilley,,,,,,,,,
d_main_30_02_123,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_123,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,14,14,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_124,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_124,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,14,14,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_125,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_125,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,14,14,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_126,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_126,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,surprise,,17,idle,,14,14,1.0,,drilley,drilley,,,,,,,,,
d_main_30_02_127,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_127,True,,3,idle,,5,worry,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,50,50,1.0,,anis,anis,,,,,,,,,
d_main_30_02_128,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_128,True,,3,idle,,5,void,,7,idle,,1,think,,13,smile,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_129,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_129,True,,3,idle,,5,void,,7,idle,,1,think,,13,smile,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_130,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_130,True,,3,idle,,5,void,,7,idle,,1,think,,13,smile,,15,idle,,17,idle,,130,12,1.0,,fragile,fragile,,,,,,,,,
d_main_30_02_131,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_131,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,12,12,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_132,d_main_30_02,Self,Locale_MainScenario:d_main_30_02_132,False,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,12,12,1.0,,liveryn,,,,,,,,,,
d_main_30_02_133,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_133,True,,3,idle,,5,void,,7,idle,,1,think,,13,surprise,,15,idle,,17,idle,,12,12,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_134,d_main_30_02,Self,Locale_MainScenario:d_main_30_02_134,False,,3,idle,,5,void,,7,idle,,1,think,,13,surprise,,15,idle,,17,idle,,12,12,1.0,,liveryn,,,,,,,,,,
d_main_30_02_135,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_135,True,,3,idle,,5,void,,7,idle,,1,think,,13,smile,,15,idle,,17,idle,,12,12,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_136,d_main_30_02,Monologue,Locale_MainScenario:d_main_30_02_136,False,,3,idle,,5,void,,7,idle,,1,think,,13,smile,,15,idle,,17,idle,,12,12,1.0,,liveryn,,,,,,,,,,
d_main_30_02_137,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_137,True,,3,idle,,5,void,,7,idle,,1,think,,13,surprise,,15,idle,,17,idle,,12,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_138,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_138,True,,3,idle,,5,void,,7,idle,,1,think,,13,surprise,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_139,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_139,True,,3,idle,,5,void,,7,idle,,1,think,,13,surprise,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_140,d_main_30_02,Self,Locale_MainScenario:d_main_30_02_140,False,,3,idle,,5,void,,7,idle,,1,think,,13,surprise,,15,idle,,17,idle,,130,130,1.0,,liveryn,,,,,,,,,,
d_main_30_02_141,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_141,True,,3,idle,,5,void,,7,idle,,1,think,,13,surprise,,15,idle,,17,idle,,130,1300,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_142,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_142,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,1300,1300,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_143,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_143,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,1300,1300,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_144,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_144,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,1300,1300,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_145,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_145,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,1300,1300,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_146,d_main_30_02,Self,Locale_MainScenario:d_main_30_02_146,False,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,1300,1300,1.0,,liveryn,,,,,,,,,,
d_main_30_02_147,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_147,True,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,1300,1300,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_148,d_main_30_02,Narration,Locale_MainScenario:d_main_30_02_148,False,,3,idle,,5,void,,7,idle,,1,think,,13,pain,,15,idle,,17,idle,,1300,130,1.0,,liveryn,,,,,,,,,,
d_main_30_02_149,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_149,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_150,d_main_30_02,Self,Locale_MainScenario:d_main_30_02_150,False,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,130,130,1.0,,liveryn,,,,,,,,,,
d_main_30_02_151,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_151,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_152,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_152,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_153,d_main_30_02,Self,Locale_MainScenario:d_main_30_02_153,False,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,130,130,1.0,,liveryn,,,,,,,,,,
d_main_30_02_154,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_154,True,,3,idle,,5,void,,7,idle,,1,think,,13,smile,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_155,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_155,True,,3,idle,,5,void,,7,idle,,1,think,,13,smile,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_156,d_main_30_02,Self,Locale_MainScenario:d_main_30_02_156,False,,3,idle,,5,void,,7,idle,,1,think,,13,smile,,15,idle,,17,idle,,130,130,1.0,,liveryn,,,,,,,,,,
d_main_30_02_157,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_157,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
d_main_30_02_158,d_main_30_02,Self,Locale_MainScenario:d_main_30_02_158,False,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,130,130,1.0,,liveryn,,,,,,,,,,
d_main_30_02_159,d_main_30_02,Speech,Locale_MainScenario:d_main_30_02_159,True,,3,idle,,5,void,,7,idle,,1,think,,13,worry,,15,idle,,17,idle,,130,130,1.0,,liveryn,liveryn,,,,,,,,,
