id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/8/hide_char_id
d_main_38_09_s_102,d_main_38_09_s,Speech,maxwell_p,Locale_MainScenario:d_main_38_09_s_102,True,,4,2,1.0,,maxwell_p,,,,5,angry_02,,,3,angry,,,1,angry,,,13,angry,,,15,pain,,,,,,,OP_leftup,angry,,,,,,,,,
d_main_38_09_s_103,d_main_38_09_s,Speech,helm_op_l,Locale_MainScenario:d_main_38_09_s_103,True,,2,2,1.0,,helm_op_l,,,,5,angry_02,,,3,angry,,,1,no,,,13,angry,,,15,pain,,,,,,,OP_leftup,angry,,mast_op_c,OP_centerup,angry,,anchor_op_r,OP_rightup,angry,
d_main_38_09_s_104,d_main_38_09_s,Speech,helm_op_l,Locale_MainScenario:d_main_38_09_s_104,True,,2,2,1.0,,helm_op_l,,,,5,angry_02,,,3,angry,,,1,no,,,13,angry,,,15,pain,,,,,,,OP_leftup,angry,,,OP_centerup,angry,,,OP_rightup,angry,
d_main_38_09_s_105,d_main_38_09_s,Speech,mast_op_c,Locale_MainScenario:d_main_38_09_s_105,True,,2,2,1.0,,mast_op_c,,,,5,angry_02,,,3,angry,,,1,no,,,13,angry,,,15,pain,,,,,,,OP_leftup,angry,,,OP_centerup,angry,,,OP_rightup,angry,
d_main_38_09_s_106,d_main_38_09_s,Speech,anchor_op_r,Locale_MainScenario:d_main_38_09_s_106,True,,2,2,1.0,,anchor_op_r,,,,5,angry_02,,,3,angry,,,1,no,,,13,angry,,,15,pain,,,,,,,OP_leftup,angry,,,OP_centerup,angry,,,OP_rightup,angry,
d_main_38_09_s_107,d_main_38_09_s,Speech,helm_op_l,Locale_MainScenario:d_main_38_09_s_107,True,,2,2,1.0,,helm_op_l,,,,5,angry_02,,,3,angry,,,1,no,,,13,angry,,,15,pain,,,,,,,OP_leftup,angry,,,OP_centerup,angry,,,OP_rightup,angry,
d_main_38_09_s_108,d_main_38_09_s,Speech,helm_op_l,Locale_MainScenario:d_main_38_09_s_108,True,,2,2,1.0,,helm_op_l,,,,5,angry_02,,,3,angry,,,1,no,,,13,angry,,,15,pain,,,,,,,OP_leftup,angry,,,OP_centerup,angry,,,OP_rightup,angry,
d_main_38_09_s_109,d_main_38_09_s,Speech,helm_op_l,Locale_MainScenario:d_main_38_09_s_109,True,,2,2,1.0,,helm_op_l,,,,5,angry_02,,,3,angry,,,1,no,,,13,angry,,,15,pain,,,,,,,OP_leftup,angry,,,OP_centerup,angry,,,OP_rightup,angry,
d_main_38_09_s_110,d_main_38_09_s,Speech,mast_op_c,Locale_MainScenario:d_main_38_09_s_110,True,,2,2,1.0,,mast_op_c,,,,5,angry_02,,,3,angry,,,1,no,,,13,angry,,,15,pain,,,,,,,OP_leftup,angry,,,OP_centerup,angry,,,OP_rightup,angry,
d_main_38_09_s_111,d_main_38_09_s,Speech,maxwell_p,Locale_MainScenario:d_main_38_09_s_111,True,EventScene_Chap_38_02_2,black,black,1.0,,maxwell_p,,,,5,angry_02,laplace_p,,3,angry,drake_p,,1,no,maxwell_p,,13,angry,rapi_red,,15,pain,leviathan,,,,,,OP_leftup,angry,helm_op_l,,OP_centerup,angry,mast_op_c,,OP_rightup,angry,anchor_op_r
d_main_38_09_s_112,d_main_38_09_s,Speech,laplace_p,Locale_MainScenario:d_main_38_09_s_112,True,,rapiwalk_02,rapiwalk_02,1.0,,laplace_p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_113,d_main_38_09_s,Speech,drake_p,Locale_MainScenario:d_main_38_09_s_113,True,,rapiwalk_02,rapiwalk_02,1.0,,drake_p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_114,d_main_38_09_s,Speech,maxwell_p,Locale_MainScenario:d_main_38_09_s_114,True,,rapiwalk_02,rapiwalk_02,1.0,,maxwell_p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_115,d_main_38_09_s,Speech,rapi_red,Locale_MainScenario:d_main_38_09_s_115,True,,rapiwalk_02,rapiwalk_02,1.0,,rapi_red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_116,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_116,False,,rapiwalk_02,rapiwalk_02,1.0,,leviathan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_117,d_main_38_09_s,Monologue,,Locale_MainScenario:d_main_38_09_s_117,False,,rapiwalk_02,1,1.0,,,sfx_scn_admirefire_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_118,d_main_38_09_s,Self,,Locale_MainScenario:d_main_38_09_s_118,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_119,d_main_38_09_s,Monologue,,Locale_MainScenario:d_main_38_09_s_119,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_120,d_main_38_09_s,Monologue,,Locale_MainScenario:d_main_38_09_s_120,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_121,d_main_38_09_s,Monologue,,Locale_MainScenario:d_main_38_09_s_121,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_122,d_main_38_09_s,Narration,,Locale_MainScenario:d_main_38_09_s_122,False,EventScene_Chap_38_02_3,1,1,1.0,,,sfx_scn_groundpulling,Low_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_123,d_main_38_09_s,Monologue,,Locale_MainScenario:d_main_38_09_s_123,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_124,d_main_38_09_s,Monologue,,Locale_MainScenario:d_main_38_09_s_124,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_125,d_main_38_09_s,Monologue,,Locale_MainScenario:d_main_38_09_s_125,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_126,d_main_38_09_s,Monologue,,Locale_MainScenario:d_main_38_09_s_126,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_127,d_main_38_09_s,Monologue,,Locale_MainScenario:d_main_38_09_s_127,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_128,d_main_38_09_s,Monologue,,Locale_MainScenario:d_main_38_09_s_128,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_129,d_main_38_09_s,Monologue,,Locale_MainScenario:d_main_38_09_s_129,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_130,d_main_38_09_s,Monologue,,Locale_MainScenario:d_main_38_09_s_130,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_131,d_main_38_09_s,Monologue,,Locale_MainScenario:d_main_38_09_s_131,False,SilverBog,black,black,1.0,,,,,laplace_p,3,angry_02,,drake_p,1,angry,,maxwell_p,5,pain,,rapi_red,13,angry,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_s_132,d_main_38_09_s,Speech,maxwell_p,Locale_MainScenario:d_main_38_09_s_132,True,,4,4,1.0,,maxwell_p,,,,3,angry_02,,,1,angry,,,5,pain,,,13,angry,,,,,,,,,,helm_op_l,OP_leftup,angry,,,,,,,,,
d_main_38_09_s_133,d_main_38_09_s,Speech,laplace_p,Locale_MainScenario:d_main_38_09_s_133,True,,4,4,1.0,,laplace_p,,,,3,angry_02,,,1,angry,,,5,pain,,,13,angry,,,,,,,,,,,OP_leftup,angry,,,,,,,,,
d_main_38_09_s_134,d_main_38_09_s,Speech,drake_p,Locale_MainScenario:d_main_38_09_s_134,True,,4,12,1.0,,drake_p,,,,3,angry_02,,,1,angry,,,5,pain,,,13,angry,,,,,,,,,,,OP_leftup,angry,,,,,,,,,
d_main_38_09_s_135,d_main_38_09_s,Speech,rapi_red,Locale_MainScenario:d_main_38_09_s_135,True,,12,12,1.0,,rapi_red,,,,3,angry_02,,,1,angry,,,5,pain,,,13,angry,,,,,,,,,,,OP_leftup,angry,,,,,,,,,
d_main_38_09_s_136,d_main_38_09_s,Self,rapi_red,Locale_MainScenario:d_main_38_09_s_136,False,,12,12,1.0,,,,,,3,angry_02,,,1,angry,,,5,pain,,,13,angry,,,,,,,,,,,OP_leftup,angry,,,,,,,,,
d_main_38_09_s_137,d_main_38_09_s,Speech,helm_op_l,Locale_MainScenario:d_main_38_09_s_137,True,,12,12,1.0,,helm_op_l,,,,3,angry_02,,,1,angry,,,5,pain,,,13,angry,,,,,,,,,,,OP_leftup,angry,,,,,,,,,
d_main_38_09_s_138,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_138,True,,15,S_150,1.0,,leviathan,,Low_2,,3,angry_02,,,1,delight,,,5,pain,maxwell_p,,13,angry,,leviathan,15,sad_01,,ziz,17,sad,,,OP_leftup,angry,helm_op_l,,,,,,,,
d_main_38_09_s_139,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_139,True,,S_150,S_150,1.0,,leviathan,,,,3,angry_02,,,1,delight,,,,,,,13,angry,,,15,sad_01,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_140,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_140,True,,S_150,S_150,1.0,,leviathan,,,,3,angry_02,,,1,delight,,,,,,,13,angry,,,15,sad_01,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_141,d_main_38_09_s,Narration,leviathan,Locale_MainScenario:d_main_38_09_s_141,False,,S_150,S_150,1.0,,,sfx_scn_gluttonyopen,Low_2,,3,angry_02,,,1,delight,,,,,,,13,angry,,,15,sad_01,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_142,d_main_38_09_s,Monologue,leviathan,Locale_MainScenario:d_main_38_09_s_142,False,,S_150,S_150,1.0,,,,,,3,angry_02,,,1,delight,,,,,,,13,angry,,,15,sad_01,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_143,d_main_38_09_s,Monologue,leviathan,Locale_MainScenario:d_main_38_09_s_143,False,,S_150,S_150,1.0,,,,,,3,angry_02,,,1,delight,,,,,,,13,angry,,,15,sad_01,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_144,d_main_38_09_s,Monologue,leviathan,Locale_MainScenario:d_main_38_09_s_144,False,,S_150,S_150,1.0,,,,,,3,angry_02,,,1,delight,,,,,,,13,angry,,,15,sad_01,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_145,d_main_38_09_s,Speech,ziz,Locale_MainScenario:d_main_38_09_s_145,True,,S_150,16,1.0,,ziz,,,,3,angry_02,,,1,delight,,,,,,,13,angry,,,15,sad_01,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_146,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_146,True,,16,16,1.0,,leviathan,,,,3,angry_02,,,1,delight,,,,,,,13,angry,,,15,sad_02,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_147,d_main_38_09_s,Speech,leviathan,Locale_MainScenario:d_main_38_09_s_147,True,,16,16,1.0,,leviathan,,,,3,angry_02,,,1,delight,,,,,,,13,angry,,,15,sad_02,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_148,d_main_38_09_s,Speech,ziz,Locale_MainScenario:d_main_38_09_s_148,True,,16,16,1.0,,ziz,,,,3,angry_02,,,1,delight,,,,,,,13,angry,,,15,sad_02,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_149,d_main_38_09_s,Speech,rapi_red,Locale_MainScenario:d_main_38_09_s_149,True,,13,130,1.0,,rapi_red,,,,3,angry_02,,,1,delight,,,,,,,13,angry,,,15,sad_02,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_150,d_main_38_09_s,Self,rapi_red,Locale_MainScenario:d_main_38_09_s_150,False,,130,130,1.0,,,,,,3,angry_02,,,1,delight,,,,,,,13,angry,,,15,sad_02,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_151,d_main_38_09_s,Self,rapi_red,Locale_MainScenario:d_main_38_09_s_151,False,,130,130,1.0,,,,,,3,angry_02,,,1,delight,,,,,,,13,angry,,,15,sad_02,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_152,d_main_38_09_s,Self,rapi_red,Locale_MainScenario:d_main_38_09_s_152,False,,130,130,1.0,,,,,,3,angry_02,,,1,delight,,,,,,,13,angry,,,15,sad_02,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_153,d_main_38_09_s,Speech,laplace_p,Locale_MainScenario:d_main_38_09_s_153,True,,2,2,1.0,,laplace_p,,,,3,surprise_02,,,1,delight,,,,,,,13,angry,,,15,sad_02,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_154,d_main_38_09_s,Speech,drake_p,Locale_MainScenario:d_main_38_09_s_154,True,,2,2,1.0,,drake_p,,,,3,surprise_02,,,1,delight,,,,,,,13,angry,,,15,sad_02,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_155,d_main_38_09_s,Speech,laplace_p,Locale_MainScenario:d_main_38_09_s_155,True,,2,2,1.0,,laplace_p,,,,3,rage_02,,,1,delight,,,,,,,13,angry,,,15,sad_02,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_156,d_main_38_09_s,Speech,drake_p,Locale_MainScenario:d_main_38_09_s_156,True,,2,2,1.0,,drake_p,,,,3,rage_02,,,1,delight2,,,,,,,13,angry,,,15,sad_02,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_157,d_main_38_09_s,Speech,rapi_red,Locale_MainScenario:d_main_38_09_s_157,True,,2,13,1.0,,rapi_red,,,,3,rage_02,,,1,delight2,,,,,,,13,angry,,,15,sad_02,,,17,sad,,,,,,,,,,,,,
d_main_38_09_s_158,d_main_38_09_s,Speech,rapi_red,Locale_MainScenario:d_main_38_09_s_158,True,,13,130,1.0,,rapi_red,,,,3,rage_02,,,1,delight2,,,,,,,13,angry,,,15,sad_02,,,17,sad,,,,,,,,,,,,,
