id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_main_34_07_s_114,d_main_34_07_s,Speech,rapi_r,rapi_r,Locale_MainScenario:d_main_34_07_s_114,True,,8,70,1.0,,,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_115,d_main_34_07_s,Monologue,rapi_r,,Locale_MainScenario:d_main_34_07_s_115,False,,black,black,1.0,,sfx_scn_medhit3,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_116,d_main_34_07_s,Monologue,rapi_r,,Locale_MainScenario:d_main_34_07_s_116,False,,black,black,1.0,,sfx_scn_medhit3,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_117,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_117,True,,90,90,1.0,,,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_118,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_118,False,,90,90,1.0,,,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_119,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_119,False,,90,90,1.0,,,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_120,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_120,True,,90,90,1.0,,,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_121,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_121,False,,90,90,1.0,,,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_122,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_122,False,,90,90,1.0,,,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_123,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_123,True,,90,900,1.0,,,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_124,d_main_34_07_s,Narration,behemoth,,Locale_MainScenario:d_main_34_07_s_124,False,,black,black,1.0,,sfx_scn_c092_fire,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_125,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_125,False,,black,black,1.0,,,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_126,d_main_34_07_s,Speech,rapi_r,rapi_r,Locale_MainScenario:d_main_34_07_s_126,True,,7,70,0.7,,,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_127,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_127,False,,70,8,1.0,,sfx_scn_bodyhit,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_128,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_128,False,,8,8,1.0,,,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_129,d_main_34_07_s,Narration,behemoth,,Locale_MainScenario:d_main_34_07_s_129,False,,black,black,1.0,,sfx_scn_explosionnear,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_130,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_130,False,,8,90,1.0,,,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_131,d_main_34_07_s,Monologue,rapi_r,,Locale_MainScenario:d_main_34_07_s_131,False,,90,900,1.0,,,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_132,d_main_34_07_s,Monologue,rapi_r,,Locale_MainScenario:d_main_34_07_s_132,False,,900,900,1.0,,,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_133,d_main_34_07_s,Narration,rapi_r,,Locale_MainScenario:d_main_34_07_s_133,False,,black,black,1.0,,sfx_scn_fireblindly,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_134,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_134,True,,900,900,1.0,,,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_135,d_main_34_07_s,Speech,rapi_r,rapi_r,Locale_MainScenario:d_main_34_07_s_135,True,,900,90,1.0,,,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_136,d_main_34_07_s,Narration,rapi_r,,Locale_MainScenario:d_main_34_07_s_136,False,,black,black,1.0,,sfx_scn_fireblindly,,,,9,no,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_137,d_main_34_07_s,Narration,behemoth,,Locale_MainScenario:d_main_34_07_s_137,False,,black,black,1.0,,sfx_scn_machinebreak,,,,9,angry,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_138,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_138,False,,90,90,1.0,,,,,,9,angry,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_139,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_139,False,,90,8,1.0,,sfx_scn_coffinwhoosh,,,,9,angry,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_140,d_main_34_07_s,Monologue,rapi_r,,Locale_MainScenario:d_main_34_07_s_140,False,,8,8,1.0,,,,,,9,angry,,,,,,,,,,,7,angry,,,,,,,,,,,,,
d_main_34_07_s_141,d_main_34_07_s,Monologue,rapi_r,,Locale_MainScenario:d_main_34_07_s_141,False,,black,black,1.0,,sfx_scn_metalheavyhit,,,,9,angry,,,,,,,,,,,5,angry,,,,,,,,,,,,,
d_main_34_07_s_142,d_main_34_07_s,Speech,rapi_r,rapi_r,Locale_MainScenario:d_main_34_07_s_142,True,,50,50,1.0,,,,,,9,no,,,,,,,,,,,5,angry,,,,,,,,,,,,,
d_main_34_07_s_143,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_143,True,,90,90,1.0,,,,,,9,no,,,,,,,,,,,5,angry,rapi_r,,,,,,,,,,,,
d_main_34_07_s_144,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_144,True,,90,90,1.0,,,,,,9,no,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_145,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_145,True,,90,90,1.0,,,,,,9,no,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_146,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_146,True,,90,90,1.0,,,,,,9,no,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_147,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_147,False,,90,90,1.0,,,,,,9,no,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_148,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_148,True,,90,900,1.0,,,,,,9,angry,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_149,d_main_34_07_s,Narration,behemoth,,Locale_MainScenario:d_main_34_07_s_149,False,EventScene_Chap_34_03_01,black,black,1.0,,sfx_scn_heavyjump,Low_2,,,9,angry,behemoth,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_150,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_150,False,,behemothhunting_01,behemothhunting_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_151,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_151,False,,behemothhunting_02,behemothhunting_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_152,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_152,False,,behemothhunting_02,behemothhunting_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_153,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_153,True,,behemothhunting_02,behemothhunting_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_154,d_main_34_07_s,Narration,behemoth,,Locale_MainScenario:d_main_34_07_s_154,False,,behemothhunting_02,behemothhunting_03,0.5,,sfx_scn_buildingexp,Low_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_155,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_155,False,,behemothhunting_03,behemothhunting_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_156,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_156,False,,behemothhunting_03,behemothhunting_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_157,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_157,False,,behemothhunting_03,behemothhunting_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_158,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_158,False,,behemothhunting_03,behemothhunting_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_159,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_159,True,,behemothhunting_03,behemothhunting_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_160,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_160,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_161,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_161,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_162,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_162,True,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_163,d_main_34_07_s,Narration,eunhwa_t,,Locale_MainScenario:d_main_34_07_s_163,False,,behemothhunting_04,behemothhunting_04,1.0,,sfx_scn_blanketunfold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_164,d_main_34_07_s,Monologue,eunhwa_t,,Locale_MainScenario:d_main_34_07_s_164,False,,behemothhunting_04,behemothhunting_04,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_165,d_main_34_07_s,Monologue,eunhwa_t,,Locale_MainScenario:d_main_34_07_s_165,False,,behemothhunting_04,behemothhunting_04,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_166,d_main_34_07_s,Monologue,eunhwa_t,,Locale_MainScenario:d_main_34_07_s_166,False,EventScene_Chap_34_03_02,behemothhunting_04,behemothhunting_06,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_167,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_167,True,,behemothhunting_06,behemothhunting_06,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_168,d_main_34_07_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_07_s_168,True,,behemothhunting_06,behemothhunting_06,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_169,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_169,True,,behemothhunting_06,behemothhunting_06,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_170,d_main_34_07_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_07_s_170,True,,behemothhunting_06,behemothhunting_07,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_171,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_171,True,,behemothhunting_07,behemothhunting_07,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_172,d_main_34_07_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_07_s_172,True,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_173,d_main_34_07_s,Narration,eunhwa_t,,Locale_MainScenario:d_main_34_07_s_173,False,,black,black,1.0,,sfx_scn_c092_fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_34_07_s_174,d_main_34_07_s,Monologue,eunhwa_t,,Locale_MainScenario:d_main_34_07_s_174,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
