id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id
d_main_37_03_138,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_138,False,,2,2,1.0,,dorothy,dorothy,,5,idle,,3,angry,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_139,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_139,True,,2,30,1.0,,anis,anis,,5,idle,,3,angry,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_140,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_140,True,,30,30,1.0,,anis,anis,,5,idle,,3,angry,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_141,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_141,True,,30,30,1.0,,anis,anis,,5,idle,,3,angry,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_142,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_142,True,,30,2,1.0,,dorothy,dorothy,,5,idle,,3,angry,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_143,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_143,True,,2,2,1.0,,anis,anis,,5,idle,,3,angry,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_144,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_144,True,,2,2,1.0,,anis,anis,,5,idle,,3,angry,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_145,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_145,True,,2,2,1.0,,anis,anis,,5,idle,,3,angry,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_146,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_146,False,,2,2,1.0,,dorothy,dorothy,,5,idle,,3,angry,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_147,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_147,True,,2,2,1.0,,anis,anis,,5,idle,,3,angry,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_148,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_148,True,,2,2,1.0,,anis,anis,,5,idle,,3,angry,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_149,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_149,False,,2,2,1.0,,dorothy,dorothy,,5,idle,,3,angry,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_150,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_150,False,,2,2,1.0,,anis,anis,,5,idle,,3,sad,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_151,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_151,True,,2,2,1.0,,anis,anis,,5,idle,,3,void,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_152,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_152,True,,2,2,1.0,,anis,anis,,5,idle,,3,void,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_153,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_153,True,,2,2,1.0,,dorothy,dorothy,,5,idle,,3,void,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_154,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_154,True,,2,2,1.0,,anis,anis,,5,idle,,3,void,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_155,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_155,False,,2,2,1.0,,dorothy,dorothy,,5,idle,,3,void,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_156,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_156,True,,2,30,1.0,,anis,anis,,5,idle,,3,void,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_157,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_157,True,,30,30,1.0,,anis,anis,,5,idle,,3,void,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_158,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_158,True,,30,30,1.0,,anis,anis,,5,idle,,3,void,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_159,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_159,True,,30,30,1.0,,anis,anis,,5,idle,,3,void,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_160,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_160,False,,30,10,1.0,,dorothy,dorothy,,5,idle,,3,void,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_161,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_161,True,,10,10,1.0,,dorothy,dorothy,,5,idle,,3,void,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_162,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_162,True,,10,10,1.0,,dorothy,dorothy,,5,idle,,3,void,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_163,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_163,True,,10,2,1.0,,anis,anis,,5,idle,,3,void,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_164,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_164,True,,2,2,1.0,,dorothy,dorothy,,5,idle,,3,void,,1,think,,13,void,,15,idle,,,,,,
d_main_37_03_165,d_main_37_03,Speech,Locale_MainScenario:d_main_37_03_165,True,,2,2,1.0,,anis,anis,,5,idle,,3,idle,,1,think,,13,void,,15,idle,,,,,,
