id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/5/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/1/hide_char_id,characters/0/hide_char_id,play_ambient,fade,play_movie,set_filter_01,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim
d_main_34_09_e_109,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_109,True,,9,think,,7,think_01,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_110,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_110,True,,9,surprise,,7,think_01,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_111,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_111,True,,9,surprise,,7,angry,,,,,,,,,,,,,,8,S_70,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_112,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_112,True,,9,surprise,,7,think_01,,,,,,,,,,,,,,S_70,S_70,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_113,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_113,True,,9,surprise,,7,think_01,,,,,,,,,,,,,,S_70,S_70,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_114,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_114,True,,9,think,,7,think_01,,,,,,,,,,,,,,S_70,90,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_115,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_115,True,,9,think,,7,think_01,,,,,,,,,,,,,,90,90,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_116,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_116,True,,9,think,,7,think_01,,,,,,,,,,,,,,90,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_117,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_117,True,,9,think,,7,think_01,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_118,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_118,True,,9,think,,7,think_01,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_119,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_119,True,,9,think,,7,smile,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_120,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_120,False,,9,surprise,,7,smile,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_121,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_121,True,,9,smile,,7,smile,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_122,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_122,True,,9,idle,,7,smile,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_123,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_123,True,,9,idle,,7,smile,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_124,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_124,True,,9,idle,,7,smile,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_125,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_125,True,,9,good,,7,smile,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_126,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_126,True,,9,good,,7,think_01,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_127,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_127,True,,9,good,,7,think_01,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_128,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_128,True,,9,good,,7,think_01,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_129,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_129,True,,9,good,,7,think_01,,,,,,,,,,,,,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_130,d_main_34_09_e,Narration,leviathan,,Locale_MainScenario:d_main_34_09_e_130,False,,9,good,,7,think_01,,,,,,,,,,,,,,8,8,1.0,,sfx_scn_intodarkwater,,,,,,leviathan,,,,,,,,,,,
d_main_34_09_e_131,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_131,False,,9,void,,,,,,,,,,,,,,,,,8,9,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_132,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_132,True,,9,void,,,,,,,,,,,,,,,,,9,90,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_133,d_main_34_09_e,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_09_e_133,True,,9,void,,,,,,,,,,,,,,,,,90,90,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_134,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_134,False,,9,void,,,,,,,,,,,,,,,,EventScene_Chap_34_08_02,black,black,1.0,bgm_story_standtogether,,,,,,,,behemoth,ambient_scn_underwater,black,,,,,,,,
d_main_34_09_e_135,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_135,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_02,rapiinthesea_01_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_136,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_136,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_02,rapiinthesea_01_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_137,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_137,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_02,rapiinthesea_01_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_138,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_138,False,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_02,rapiinthesea_01_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_139,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_139,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_02,rapiinthesea_01_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_140,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_140,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_02,rapiinthesea_01_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_141,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_141,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_02,rapiinthesea_01_05,2.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_142,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_142,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_05,rapiinthesea_01_05,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_143,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_143,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_05,rapiinthesea_01_05,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_144,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_144,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_05,rapiinthesea_01_05,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_145,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_145,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_05,rapiinthesea_01_05,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_146,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_146,False,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_05,rapiinthesea_01_05,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_147,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_147,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_05,rapiinthesea_01_05,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_148,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_148,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_05,rapiinthesea_01_05,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_149,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_149,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_05,rapiinthesea_01_05,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_150,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_150,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_05,rapiinthesea_01_05,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_151,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_151,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_05,rapiinthesea_01_04,2.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_152,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_152,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_04,rapiinthesea_01_04,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_153,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_153,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_04,rapiinthesea_01_04,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_154,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_154,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_04,rapiinthesea_01_04,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_155,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_155,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_04,rapiinthesea_01_04,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_156,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_156,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_04,rapiinthesea_01_04,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_157,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_157,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_04,rapiinthesea_01_04,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_158,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_158,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_04,rapiinthesea_01_02,2.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_159,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_159,False,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_02,rapiinthesea_01_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_160,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_160,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_02,rapiinthesea_01_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_161,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_161,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_02,rapiinthesea_01_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_162,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_162,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_02,rapiinthesea_01_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_163,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_163,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_02,rapiinthesea_01_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_164,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_164,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_02,rapiinthesea_01_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_165,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_165,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_02,rapiinthesea_01_05,2.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_166,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_166,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_05,rapiinthesea_01_05,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_167,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_167,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_05,rapiinthesea_01_05,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_168,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_168,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_05,rapiinthesea_01_05,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_169,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_169,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_05,rapiinthesea_01_05,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_170,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_170,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_05,rapiinthesea_01_05,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_171,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_171,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_05,rapiinthesea_01_05,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_172,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_172,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_05,rapiinthesea_01_05,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_173,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_173,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_05,rapiinthesea_01_04,2.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_174,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_174,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_04,rapiinthesea_01_04,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_175,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_175,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_04,rapiinthesea_01_04,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_176,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_176,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_04,rapiinthesea_01_04,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_177,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_177,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_04,rapiinthesea_01_04,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_178,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_178,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_04,rapiinthesea_01_04,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_179,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_179,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_04,rapiinthesea_01_04,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_180,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_180,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_04,rapiinthesea_01_04,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_181,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_181,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_04,rapiinthesea_01_04,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_182,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_182,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_04,rapiinthesea_01_04,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_183,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_183,False,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_04,rapiinthesea_01_05,2.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_184,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_184,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_01_05,rapiinthesea_01_05,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_185,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_185,True,,,,,,,,,,,,,,,,,,,EventScene_Chap_34_09,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_186,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_186,True,,,,,,,,,,,,,,,,,,,,redhoodpunch_01,1,1.0,,sfx_scn_bodyhit,Low_2,,,,,,,none,,,,,,,,,
d_main_34_09_e_187,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_187,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_188,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_188,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_189,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_189,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_190,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_190,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_191,d_main_34_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_09_e_191,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_192,d_main_34_09_e,Narration,leviathan,,Locale_MainScenario:d_main_34_09_e_192,False,,,,,,,,,,,,,,,,,,,EventScene_Chap_34_08_01,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_193,d_main_34_09_e,Narration,redhood,,Locale_MainScenario:d_main_34_09_e_193,False,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_04,rapiinthesea_02_03,2.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_194,d_main_34_09_e,Narration,redhood,,Locale_MainScenario:d_main_34_09_e_194,False,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_03,rapiinthesea_02_03,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_195,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_195,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_03,rapiinthesea_02_05,2.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_196,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_196,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_05,rapiinthesea_02_05,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_197,d_main_34_09_e,Narration,rapi,,Locale_MainScenario:d_main_34_09_e_197,False,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_05,rapiinthesea_02_02,2.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_198,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_198,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_02,rapiinthesea_02_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_199,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_199,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_02,rapiinthesea_02_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_200,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_200,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_02,rapiinthesea_02_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_201,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_201,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_02,rapiinthesea_02_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_202,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_202,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_02,rapiinthesea_02_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_203,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_203,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_02,rapiinthesea_02_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_204,d_main_34_09_e,Narration,rapi,,Locale_MainScenario:d_main_34_09_e_204,False,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_02,rapiinthesea_02_03,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_205,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_205,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_03,rapiinthesea_02_03,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_206,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_206,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_03,rapiinthesea_02_03,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_207,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_207,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_03,rapiinthesea_02_03,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_208,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_208,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_03,rapiinthesea_02_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_209,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_209,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_02,rapiinthesea_02_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_210,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_210,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_02,rapiinthesea_02_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_211,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_211,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_02,rapiinthesea_02_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_212,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_212,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_02,rapiinthesea_02_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_213,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_213,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_02,rapiinthesea_02_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_214,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_214,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_02,rapiinthesea_02_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_215,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_215,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_02,rapiinthesea_02_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_216,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_216,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_02,rapiinthesea_02_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_217,d_main_34_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_34_09_e_217,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_02,rapiinthesea_02_02,1.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_218,d_main_34_09_e,Speech,neon,neon,Locale_MainScenario:d_main_34_09_e_218,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_02,rapiinthesea_02_05,2.0,,,,,,,,,,,,,,,,,,,
d_main_34_09_e_219,d_main_34_09_e,Speech,anis,anis,Locale_MainScenario:d_main_34_09_e_219,True,,,,,,,,,,,,,,,,,,,,rapiinthesea_02_05,rapiinthesea_02_05,1.0,,,,,,,,,,,,,,,,,,,
