id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,play_sound,characters/3/hide_char_id,characters/4/hide_char_id,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,set_camera_shake,characters/0/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,characters/1/hide_char_id,set_filter_01,set_filter_02,characters/8/hide_char_id
d_main_32_05_111,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_111,True,,1,angry,,5,idle,,10,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3,idle,,,,,,,,,
d_main_32_05_112,d_main_32_05,Speech,rapi_r,rapi_r,Locale_MainScenario:d_main_32_05_112,True,,1,angry,,5,idle,,30,31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3,idle,,,,,,,,,
d_main_32_05_113,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_113,True,,1,angry,,5,idle,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3,idle,,,,,,,,,
d_main_32_05_114,d_main_32_05,Monologue,rapi_r,,Locale_MainScenario:d_main_32_05_114,False,,3,angry,,5,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,grave,,,
d_main_32_05_115,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_115,False,,3,angry,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,sfx_scn_hammerwhoosh,,,,5,idle,,,,,,,,,
d_main_32_05_116,d_main_32_05,Monologue,rapi_r,,Locale_MainScenario:d_main_32_05_116,False,,3,angry,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,sfx_scn_bodypushhard,,,,5,idle,,,,,,,,,
d_main_32_05_117,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_117,False,,3,angry,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,,,
d_main_32_05_118,d_main_32_05,Speech,rapi_r,rapi_r,Locale_MainScenario:d_main_32_05_118,True,,3,angry,,,,,53,53,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,,,
d_main_32_05_119,d_main_32_05,Narration,rapi_r,,Locale_MainScenario:d_main_32_05_119,False,,3,angry,,,,,53,53,1.0,,,,,,,,,,,,,,,,,,,,,sfx_scn_bladecatch,,,,5,idle,Low_2,,,,,,,,
d_main_32_05_120,d_main_32_05,Monologue,rapi_r,,Locale_MainScenario:d_main_32_05_120,False,,3,angry,,,,,53,53,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,,,
d_main_32_05_121,d_main_32_05,Narration,rapi_r,,Locale_MainScenario:d_main_32_05_121,False,,3,angry,,,,,53,53,1.0,,,,,,,,,,,,,,,,,,,,,sfx_scn_heavymachinestress,,,,5,idle,,,,,,,,,
d_main_32_05_122,d_main_32_05,Monologue,rapi_r,,Locale_MainScenario:d_main_32_05_122,False,,3,angry,,,,,53,53,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,,,
d_main_32_05_123,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_123,True,,3,angry,,,,,53,53,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_124,d_main_32_05,Speech,rapi_r,rapi_r,Locale_MainScenario:d_main_32_05_124,True,,3,angry,,,,,53,53,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_125,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_125,True,,3,angry,,,,,53,53,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_126,d_main_32_05,Narration,behemoth,,Locale_MainScenario:d_main_32_05_126,False,,3,angry,,,,,53,53,1.0,,,,,,,,,,,,,,,,,,,,,sfx_scn_machinebreak,,,,5,void,,,,,,,,,
d_main_32_05_127,d_main_32_05,Self,behemoth,,Locale_MainScenario:d_main_32_05_127,False,,3,angry,,,,,53,53,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_128,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_128,False,,3,angry,,,,,53,53,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_129,d_main_32_05,Monologue,rapi_r,,Locale_MainScenario:d_main_32_05_129,False,,3,angry,,,,,53,300,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,Red,Vignetting,
d_main_32_05_130,d_main_32_05,Monologue,rapi_r,,Locale_MainScenario:d_main_32_05_130,False,,3,angry,,,,,300,300,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,Red,Vignetting,
d_main_32_05_131,d_main_32_05,Monologue,rapi_r,,Locale_MainScenario:d_main_32_05_131,False,,3,angry,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,sfx_scn_hammerwhoosh,,,,5,void,,rapi_r,,,,,Red,Vignetting,
d_main_32_05_132,d_main_32_05,Narration,rapi_r,,Locale_MainScenario:d_main_32_05_132,False,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,sfx_scn_groundstompmany,,,,5,void,,,,,,,,,
d_main_32_05_133,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_133,False,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_134,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_134,False,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_135,d_main_32_05,Speech,rapi,rapi,Locale_MainScenario:d_main_32_05_135,True,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_136,d_main_32_05,Narration,behemoth,,Locale_MainScenario:d_main_32_05_136,False,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,sfx_scn_groundstompmany,,,,5,void,,,,,,,,,
d_main_32_05_137,d_main_32_05,Narration,behemoth,,Locale_MainScenario:d_main_32_05_137,False,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,sfx_scn_groundstomp,,,,5,void,,,,,,,,,
d_main_32_05_138,d_main_32_05,Self,behemoth,,Locale_MainScenario:d_main_32_05_138,False,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_139,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_139,False,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_140,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_140,False,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_141,d_main_32_05,Self,behemoth,,Locale_MainScenario:d_main_32_05_141,False,,,,,,,,3,300,0.5,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_142,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_142,True,,,,,,,,300,500,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_143,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_143,True,,,,,,,,500,500,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_144,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_144,True,,,,,,,,500,500,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_145,d_main_32_05,Self,behemoth,,Locale_MainScenario:d_main_32_05_145,False,,,,,,,,500,500,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_146,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_146,True,,,,,,,,500,500,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_147,d_main_32_05,Narration,behemoth,,Locale_MainScenario:d_main_32_05_147,False,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,sfx_scn_crystalgrowuplarge2,,,,5,void,,,,,,,,,
d_main_32_05_148,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_148,False,,,,,,,CrystalField_1,black,black,2.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_149,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_149,False,,,,,,,,1,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_150,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_150,True,,,,,,,,10,50,1.5,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_151,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_151,True,,,,,,,,50,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_152,d_main_32_05,Self,behemoth,,Locale_MainScenario:d_main_32_05_152,False,,,,,,,,50,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_153,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_153,True,,,,,,,,50,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,,,
d_main_32_05_154,d_main_32_05,Self,behemoth,,Locale_MainScenario:d_main_32_05_154,False,,,,,,,,50,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,,,
d_main_32_05_155,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_155,True,,,,,,,,50,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,good,,,,,,,,,
d_main_32_05_156,d_main_32_05,Self,behemoth,,Locale_MainScenario:d_main_32_05_156,False,,,,,,,,50,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,good,,,,,,,,,
d_main_32_05_157,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_157,True,,,,,,,,50,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_158,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_158,True,,,,,,,,50,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_159,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_159,True,,,,,,,,50,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_160,d_main_32_05,Self,behemoth,,Locale_MainScenario:d_main_32_05_160,False,,,,,,,,50,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_161,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_161,True,,,,,,,,50,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_162,d_main_32_05,Self,behemoth,,Locale_MainScenario:d_main_32_05_162,False,,,,,,,,50,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_163,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_163,False,,,,,,,,50,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,void,,,,,,,,,
d_main_32_05_164,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_164,True,,,,,,,,5,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,surprise,,,,,,,,,
d_main_32_05_165,d_main_32_05,Self,behemoth,,Locale_MainScenario:d_main_32_05_165,False,,,,,,,,5,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,surprise,,,,,,,,,
d_main_32_05_166,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_166,True,,,,,,,,5,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,surprise,,,,,,,,,
d_main_32_05_167,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_167,True,,,,,,,,5,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,surprise,,,,,,,,,
d_main_32_05_168,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_168,True,,,,,,,,5,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,surprise,,,,,,,,,
d_main_32_05_169,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_169,True,,,,,,,,5,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,surprise,,,,,,,,,
d_main_32_05_170,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_170,False,,,,,,,,5,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,,,
d_main_32_05_171,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_171,True,,,,,,,,5,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,,,
d_main_32_05_172,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_172,True,,,,,,,,50,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,,,
d_main_32_05_173,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_173,True,,,,,,,,50,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,,,
d_main_32_05_174,d_main_32_05,Self,behemoth,,Locale_MainScenario:d_main_32_05_174,False,,,,,,,,50,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,,,
d_main_32_05_175,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_175,True,,,,,,,,50,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,,,
d_main_32_05_176,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_176,True,,,,,,,,50,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,,,
d_main_32_05_177,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_177,True,,,,,,,,50,500,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,,,
d_main_32_05_178,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_178,True,,,,,,,,500,500,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,,,
d_main_32_05_179,d_main_32_05,Self,behemoth,,Locale_MainScenario:d_main_32_05_179,False,,,,,,,,500,500,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,,,
d_main_32_05_180,d_main_32_05,Speech,behemoth,behemoth,Locale_MainScenario:d_main_32_05_180,True,,,,,,,,500,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,,,
d_main_32_05_181,d_main_32_05,Monologue,behemoth,,Locale_MainScenario:d_main_32_05_181,False,,,,,,,,50,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,,,behemoth
d_main_32_05_182,d_main_32_05,Self,behemoth,,Locale_MainScenario:d_main_32_05_182,False,,,,,,,,50,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_183,d_main_32_05,Self,behemoth,,Locale_MainScenario:d_main_32_05_183,False,,,,,,,,50,10,1.0,,shifty_c,OP_center,angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_184,d_main_32_05,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_32_05_184,True,,,,,,,,10,10,1.0,,,OP_center,angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_185,d_main_32_05,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_32_05_185,True,,,,,,,,10,10,1.0,,,OP_center,angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_186,d_main_32_05,Self,shifty_c,,Locale_MainScenario:d_main_32_05_186,False,,,,,,,,10,10,1.0,,,OP_center,angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_187,d_main_32_05,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_32_05_187,True,,,,,,,,10,100,1.0,,,OP_center,angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_188,d_main_32_05,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_32_05_188,True,,,,,,,,100,100,1.0,,,OP_center,angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_189,d_main_32_05,Self,shifty_c,,Locale_MainScenario:d_main_32_05_189,False,,,,,,,,100,100,1.0,,,OP_center,angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_190,d_main_32_05,Monologue,shifty_c,,Locale_MainScenario:d_main_32_05_190,False,,,,,,,,100,100,1.0,,,OP_center,angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_191,d_main_32_05,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_32_05_191,True,,,,,,,,100,10,1.0,,,OP_center,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_192,d_main_32_05,Self,shifty_c,,Locale_MainScenario:d_main_32_05_192,False,,,,,,,,10,10,1.0,,,OP_center,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_193,d_main_32_05,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_32_05_193,True,,,,,,,,10,10,1.0,,,OP_center,sad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_194,d_main_32_05,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_32_05_194,True,,,,,,,,10,10,1.0,,,OP_center,angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_195,d_main_32_05,Self,shifty_c,,Locale_MainScenario:d_main_32_05_195,False,,,,,,,,10,10,1.0,,,OP_center,angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_196,d_main_32_05,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_32_05_196,True,,,,,,,,10,10,1.0,,,OP_center,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_197,d_main_32_05,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_32_05_197,True,,,,,,,,10,10,1.0,,,OP_center,sad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_198,d_main_32_05,Self,shifty_c,,Locale_MainScenario:d_main_32_05_198,False,,,,,,,,10,10,1.0,,,OP_center,sad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_199,d_main_32_05,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_32_05_199,True,,,,,,,,10,100,1.0,,,OP_center,angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_200,d_main_32_05,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_32_05_200,True,,,,,,,,100,100,1.0,,,OP_center,angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_201,d_main_32_05,Speech,grave_no,grave_no,Locale_MainScenario:d_main_32_05_201,True,,,,grave_no,5,idle,,100,L_500,1.0,,,OP_center,angry,shifty_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_202,d_main_32_05,Speech,grave_no,grave_no,Locale_MainScenario:d_main_32_05_202,False,,,,,5,idle,,L_500,L_500,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_203,d_main_32_05,Speech,grave_no,grave_no,Locale_MainScenario:d_main_32_05_203,True,,,,,5,idle,,L_500,L_50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_204,d_main_32_05,Self,grave_no,,Locale_MainScenario:d_main_32_05_204,False,,,,,5,idle,,L_50,L_50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_32_05_205,d_main_32_05,Speech,grave_no,grave_no,Locale_MainScenario:d_main_32_05_205,True,,,,,5,idle,,L_50,L_50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
