id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,highlight,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/4/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,set_filter_01
d_main_33_10_e_127,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_127,True,,100,100,1.0,,,behemoth,behemoth,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_128,d_main_33_10_e,Narration,Locale_MainScenario:d_main_33_10_e_128,False,,black,black,1.0,,Low_2,behemoth,,sfx_scn_firemissile,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_129,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_129,False,,black,black,1.0,,,behemoth,,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_130,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_130,True,,100,10,1.0,,,behemoth,behemoth,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_131,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_131,True,,10,10,1.0,,,behemoth,behemoth,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_132,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_132,False,,10,10,1.0,,,behemoth,,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_133,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_133,False,,10,10,1.0,,,behemoth,behemoth,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_134,d_main_33_10_e,Narration,Locale_MainScenario:d_main_33_10_e_134,False,,10,10,1.0,,Low_2,behemoth,,sfx_scn_c092_fire,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_135,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_135,True,,10,10,1.0,,,behemoth,behemoth,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_136,d_main_33_10_e,Narration,Locale_MainScenario:d_main_33_10_e_136,False,,10,10,1.0,,,behemoth,,sfx_scn_explosionnear,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_137,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_137,True,,10,100,0.7,,,behemoth,behemoth,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_138,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_138,False,,100,100,1.0,,,behemoth,behemoth,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_139,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_139,True,,100,100,1.0,,,behemoth,behemoth,,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_140,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_140,False,,100,1,1.0,,,behemoth,,sfx_scn_heavyjump,,1,worry,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_141,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_141,False,,1,1,1.0,,,,,,,1,worry,,,,,,,,,,,,,,,,,behemoth,,,,,
d_main_33_10_e_142,d_main_33_10_e,Self,Locale_MainScenario:d_main_33_10_e_142,False,,1,1,1.0,bgm_story_standtogether,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_143,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_143,False,,1,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_144,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_144,False,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_145,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_145,False,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_146,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_146,False,,10,100,1.0,,,,,sfx_scn_crystalbreak2,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_147,d_main_33_10_e,Narration,Locale_MainScenario:d_main_33_10_e_147,False,,black,black,1.0,,,,,sfx_scn_naturalfootstep,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_33_10_e_148,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_148,False,,100,1,1.0,,,,,,eunhwa_t,1,idle,vesti_t,13,idle,emma_t,15,idle,,,,,,,,,,,,,,,,Blur_High
d_main_33_10_e_149,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_149,False,,1,15,1.5,,,,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,,,,,Blur_High
d_main_33_10_e_150,d_main_33_10_e,Monologue,Locale_MainScenario:d_main_33_10_e_150,False,,15,15,1.0,,,,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,,,,,Blur_High
d_main_33_10_e_151,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_151,True,,10,10,1.0,,,eunhwa_t,eunhwa_t,,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,,,,,
d_main_33_10_e_152,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_152,True,,10,XS_130,1.0,,,vesti_t,vesti_t,,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,,,,,
d_main_33_10_e_153,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_153,True,,XS_130,150,1.0,,,emma_t,emma_t,,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,,,,,
d_main_33_10_e_154,d_main_33_10_e,Self,Locale_MainScenario:d_main_33_10_e_154,False,,150,150,1.0,,,,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,,,,,
d_main_33_10_e_155,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_155,True,,10,10,1.0,,,eunhwa_t,eunhwa_t,,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,,,,,
d_main_33_10_e_156,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_156,True,,10,10,1.0,,,eunhwa_t,eunhwa_t,,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,,,,,
d_main_33_10_e_157,d_main_33_10_e,Speech,Locale_MainScenario:d_main_33_10_e_157,True,,10,100,0.7,,,eunhwa_t,eunhwa_t,,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,,,,,
