id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,set_camera_shake,set_filter_01,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/8/hide_char_id,characters/9/hide_char_id,characters/6/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id
d_main_31_08_107,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_107,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_108,d_main_31_08,Self,behemoth,Locale_MainScenario:d_main_31_08_108,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_109,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_109,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,good,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_110,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_110,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_111,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_111,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_112,d_main_31_08,Self,behemoth,Locale_MainScenario:d_main_31_08_112,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_113,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_113,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,good,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_114,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_114,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,good,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_115,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_115,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,good,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_116,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_116,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,good,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_117,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_117,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,good,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_118,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_118,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,good,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_119,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_119,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,good,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_120,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_120,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_121,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_121,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_122,d_main_31_08,Self,behemoth,Locale_MainScenario:d_main_31_08_122,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_123,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_123,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,void,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_124,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_124,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_125,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_125,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_126,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_126,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_127,d_main_31_08,Self,behemoth,Locale_MainScenario:d_main_31_08_127,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,idle,,170,170,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_128,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_128,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,think,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_129,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_129,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,think,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_130,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_130,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,think,,170,17,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_131,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_131,True,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,void,,17,17,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_132,d_main_31_08,Self,eunhwa,Locale_MainScenario:d_main_31_08_132,False,,9,special,,7,angry,,5,angry,,3,idle,,1,idle,,13,angry,,17,void,,5,5,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_133,d_main_31_08,Speech,eunhwa,Locale_MainScenario:d_main_31_08_133,True,,9,special,,7,angry,,5,surprise,,3,idle,,1,idle,,13,angry,,17,void,,5,5,1.0,,,eunhwa,,,,,,,,,,,,,,,,
d_main_31_08_134,d_main_31_08,Self,eunhwa,Locale_MainScenario:d_main_31_08_134,False,,9,special,,7,angry,,5,surprise,,3,idle,,1,idle,,13,angry,,17,void,,5,5,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_135,d_main_31_08,Self,eunhwa,Locale_MainScenario:d_main_31_08_135,False,,9,special,,7,angry,,5,surprise,,3,idle,,1,idle,,13,angry,,17,void,,5,5,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_136,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_136,True,,9,special,,7,angry,,5,surprise,,3,idle,,1,idle,,13,angry,,17,surprise,,17,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_137,d_main_31_08,Speech,eunhwa,Locale_MainScenario:d_main_31_08_137,True,,9,special,,7,angry,,5,idle,,3,idle,,1,idle,,13,angry,,17,surprise,,5,50,0.5,,,eunhwa,,,,,,,,,,,,,,,,
d_main_31_08_138,d_main_31_08,Monologue,eunhwa,Locale_MainScenario:d_main_31_08_138,False,,9,special,,7,angry,,5,idle,,3,idle,,1,idle,,13,angry,,17,surprise,,black,black,1.0,sfx_scn_toolpasslight,,,,,,,,,,,,,,,,,,
d_main_31_08_139,d_main_31_08,Monologue,eunhwa,Locale_MainScenario:d_main_31_08_139,False,,9,special,,7,angry,,5,idle,,3,idle,,1,idle,,13,angry,,17,surprise,,black,black,1.0,sfx_scn_toolpasslight,,,,,,,,,,,,,,,,,,
d_main_31_08_140,d_main_31_08,Self,mana_op,Locale_MainScenario:d_main_31_08_140,False,,9,special,,7,angry,,5,idle,,3,idle,,1,idle,,13,angry,,17,surprise,,170,170,1.0,,,,,,mana_op,OP_leftup,idle,shifty_r,OP_rightup,angry,,,,,,,,
d_main_31_08_141,d_main_31_08,Speech,mana_op,Locale_MainScenario:d_main_31_08_141,True,,9,special,,7,angry,,5,idle,,3,idle,,1,idle,,13,angry,,17,surprise,,170,170,1.0,,,mana_op,,,,OP_leftup,idle,,OP_rightup,angry,,,,,,,,
d_main_31_08_142,d_main_31_08,Speech,shifty_r,Locale_MainScenario:d_main_31_08_142,True,,9,special,,7,angry,,5,idle,,3,idle,,1,idle,,13,angry,,17,surprise,,170,170,1.0,,,shifty_r,,,,OP_leftup,idle,,OP_rightup,angry,,,,,,,,
d_main_31_08_143,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_143,True,,9,special,,7,angry,,5,idle,,3,idle,,1,idle,,13,angry,,17,void,,170,17,1.0,,,behemoth,,,,OP_leftup,idle,,OP_rightup,angry,,,,,,,,
d_main_31_08_144,d_main_31_08,Self,behemoth,Locale_MainScenario:d_main_31_08_144,False,,9,special,,7,angry,,5,idle,,3,idle,,1,idle,,13,angry,,17,void,,17,17,1.0,,,,,,,OP_leftup,idle,,OP_rightup,angry,,,,,,,,
d_main_31_08_145,d_main_31_08,Narration,behemoth,Locale_MainScenario:d_main_31_08_145,False,,9,special,,7,angry,,5,idle,,3,idle,,1,idle,,13,angry,,17,void,,17,17,1.0,sfx_scn_3hugestomp,,,Low_2,,,OP_leftup,idle,,OP_rightup,angry,,,,,,,,
d_main_31_08_146,d_main_31_08,Speech,shifty_r,Locale_MainScenario:d_main_31_08_146,True,,9,special,,7,angry,,5,idle,,3,idle,,1,idle,,13,angry,,17,void,,17,17,1.0,,,shifty_r,,,,OP_leftup,idle,,OP_rightup,angry,,,,,,,,
d_main_31_08_147,d_main_31_08,Speech,mana_op,Locale_MainScenario:d_main_31_08_147,True,,9,special,,7,angry,,5,idle,,3,idle,,1,idle,,13,angry,,17,void,,17,17,1.0,,,mana_op,,,,OP_leftup,idle,,OP_rightup,angry,,,,,,,,
d_main_31_08_148,d_main_31_08,Speech,mana_op,Locale_MainScenario:d_main_31_08_148,True,,9,special,,7,angry,,5,idle,,3,idle,,1,idle,,13,angry,,17,void,,17,17,1.0,,,mana_op,,,,OP_leftup,idle,,OP_rightup,angry,,,,,,,,
d_main_31_08_149,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_149,False,,9,special,,7,angry,,5,idle,,3,idle,,1,idle,,13,angry,,17,void,,17,17,1.0,,,,,,,OP_leftup,idle,,OP_rightup,angry,mana_op,shifty_r,,,,,,
d_main_31_08_150,d_main_31_08,Narration,behemoth,Locale_MainScenario:d_main_31_08_150,False,,9,special,,7,angry,,5,idle,,3,idle,,1,idle,,13,angry,,17,void,APillar,17,17,1.0,sfx_scn_crystalbreak2,,,Low_2,,,,,,,,,,,,,,,
d_main_31_08_151,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_151,False,,9,special,,7,angry,,5,idle,,3,idle,,1,idle,,13,angry,,17,void,,17,17,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_152,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_152,True,,9,special,,7,angry,,5,idle,,3,idle,,1,idle,,13,angry,,17,angry,,17,170,0.6,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_153,d_main_31_08,Speech,anis,Locale_MainScenario:d_main_31_08_153,True,,9,special,,7,angry,,5,idle,,3,idle,,1,idle,,13,angry,,17,angry,,170,130,1.0,,,anis,,,,,,,,,,,,,,,,
d_main_31_08_154,d_main_31_08,Monologue,anis,Locale_MainScenario:d_main_31_08_154,False,,9,special,,7,angry,,5,idle,,3,idle,,1,idle,,13,angry,,17,angry,,130,130,1.0,sfx_scn_hit,,,,,,,,,,,,,,,,,,
d_main_31_08_155,d_main_31_08,Self,anis,Locale_MainScenario:d_main_31_08_155,False,,9,special,,7,angry,,5,idle,,3,idle,,1,idle,,13,angry,,17,angry,,130,130,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_156,d_main_31_08,Monologue,anis,Locale_MainScenario:d_main_31_08_156,False,,9,special,,7,angry,,5,idle,,3,idle,,1,idle,,13,angry,,17,angry,,130,12,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_157,d_main_31_08,Speech,neon,Locale_MainScenario:d_main_31_08_157,True,,9,special,,7,angry,,5,idle,,3,idle,,1,surprise,,13,angry,,17,angry,,12,12,1.0,,,neon,,,,,,,,,,,,,,,,
d_main_31_08_158,d_main_31_08,Narration,neon,Locale_MainScenario:d_main_31_08_158,False,,9,special,,7,angry,,5,idle,,3,idle,,1,surprise,,13,angry,,17,angry,,12,12,1.0,sfx_scn_4shot,,,Low_2,,,,,,,,,,,,,,,
d_main_31_08_159,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_159,True,,9,special,,7,angry,,5,idle,,3,idle,,1,surprise,,13,angry,,17,worry,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_160,d_main_31_08,Self,behemoth,Locale_MainScenario:d_main_31_08_160,False,,9,special,,7,angry,,5,idle,,3,idle,,1,surprise,,13,angry,,17,worry,,170,170,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_161,d_main_31_08,Self,behemoth,Locale_MainScenario:d_main_31_08_161,False,,9,special,,7,angry,,5,idle,,3,idle,,1,surprise,,13,angry,,17,worry,,170,170,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_162,d_main_31_08,Speech,rapi,Locale_MainScenario:d_main_31_08_162,True,,9,special,,7,angry,,5,idle,,3,angry,,1,surprise,,13,angry,,17,worry,,3,30,0.6,,,rapi,Low_2,,,,,,,,,,,,,,,
d_main_31_08_163,d_main_31_08,Monologue,rapi,Locale_MainScenario:d_main_31_08_163,False,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,angry,,17,worry,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_164,d_main_31_08,Monologue,rapi,Locale_MainScenario:d_main_31_08_164,False,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,angry,,17,worry,,1500,1500,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_165,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_165,True,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,angry,,17,angry,,1500,16,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_166,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_166,False,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,angry,,17,angry,,16,16,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_167,d_main_31_08,Narration,behemoth,Locale_MainScenario:d_main_31_08_167,False,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,angry,,17,angry,,16,170,0.5,sfx_scn_c092_fire,,,Low_2,,,,,,,,,,,,,,,
d_main_31_08_168,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_168,True,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,angry,,17,surprise,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_169,d_main_31_08,Speech,eunhwa,Locale_MainScenario:d_main_31_08_169,True,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,angry,,17,surprise,,50,50,1.0,,,eunhwa,,,,,,,,,,,,,,,,
d_main_31_08_170,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_170,True,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,angry,,17,good,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_171,d_main_31_08,Narration,behemoth,Locale_MainScenario:d_main_31_08_171,False,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,angry,,17,angry,,170,16,0.5,sfx_scn_bodyhit,,,Low_2,,,,,,,,,,,,,,,
d_main_31_08_172,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_172,False,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,angry,,17,angry,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_173,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_173,False,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,angry,,17,angry,,8,8,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_174,d_main_31_08,Speech,emma,Locale_MainScenario:d_main_31_08_174,True,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,angry,,17,angry,,8,8,1.0,,,emma,,,,,,,,,,,,,,,,
d_main_31_08_175,d_main_31_08,Speech,vesti,Locale_MainScenario:d_main_31_08_175,True,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,angry,,17,angry,,8,XS_90,1.0,,,vesti,Low_2,,,,,,,,,,,,,,,
d_main_31_08_176,d_main_31_08,Speech,behemoth,Locale_MainScenario:d_main_31_08_176,True,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,angry,,17,worry,,170,170,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_31_08_177,d_main_31_08,Narration,behemoth,Locale_MainScenario:d_main_31_08_177,False,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,angry,,17,worry,,black,black,1.0,sfx_scn_missilelauncherfires,,,,,,,,,,,,,,,,,,
d_main_31_08_178,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_178,False,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,angry,,17,worry,,black,black,1.0,sfx_scn_explosions,,,,,,,,,,,,,,,,,,
d_main_31_08_179,d_main_31_08,Monologue,behemoth,Locale_MainScenario:d_main_31_08_179,False,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,angry,,17,worry,,black,black,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_180,d_main_31_08,Self,anis,Locale_MainScenario:d_main_31_08_180,False,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,angry,,17,worry,,2,2,1.0,,,,,,,,,,,,,,behemoth,,,,,
d_main_31_08_181,d_main_31_08,Speech,anis,Locale_MainScenario:d_main_31_08_181,True,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,idle,,,,,2,2,1.0,,,anis,,,,,,,,,,,,,,,,
d_main_31_08_182,d_main_31_08,Speech,neon,Locale_MainScenario:d_main_31_08_182,True,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,idle,,,,,2,2,1.0,,,neon,,,,,,,,,,,,,,,,
d_main_31_08_183,d_main_31_08,Speech,anis,Locale_MainScenario:d_main_31_08_183,True,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,worry,,,,,2,2,1.0,,,anis,,,,,,,,,,,,,,,,
d_main_31_08_184,d_main_31_08,Speech,shifty_r,Locale_MainScenario:d_main_31_08_184,True,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,worry,,,,,2,2,1.0,,,shifty_r,,,shifty_r,OP_rightup,angry,,,,,,,,,,,
d_main_31_08_185,d_main_31_08,Monologue,rapi,Locale_MainScenario:d_main_31_08_185,False,,9,special,,7,angry,,5,idle,,15,angry,,3,surprise,,1,worry,,,,,2,15,1.0,,,,,,,OP_rightup,angry,,,,shifty_r,,,vesti,emma,eunhwa,neon,anis
d_main_31_08_186,d_main_31_08,Speech,rapi,Locale_MainScenario:d_main_31_08_186,False,,,,,,,,,,,15,idle,,,,,,,,,,,15,15,1.0,,,rapi,,,,,,,,,,,,,,,,
d_main_31_08_187,d_main_31_08,Self,rapi,Locale_MainScenario:d_main_31_08_187,False,,,,,,,,,,,15,idle,,,,,,,,,,,15,15,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_188,d_main_31_08,Speech,rapi,Locale_MainScenario:d_main_31_08_188,True,,,,,,,,,,,15,idle,,,,,,,,,,,15,150,1.0,,,rapi,,,,,,,,,,,,,,,,
d_main_31_08_189,d_main_31_08,Speech,rapi,Locale_MainScenario:d_main_31_08_189,False,,,,,,,,,,,15,think,,,,,,,,,,,150,150,1.0,,,rapi,,,,,,,,,,,,,,,,
d_main_31_08_190,d_main_31_08,Speech,grave,Locale_MainScenario:d_main_31_08_190,True,,,,,,,,,,,15,think,,,,,,,,,,,150,15,1.0,,,grave,,,,,,,,,,,,,,,,
d_main_31_08_191,d_main_31_08,Speech,grave,Locale_MainScenario:d_main_31_08_191,True,,,,,,,,,,,15,think,,,,,,,,,,,15,15,1.0,,,grave,,,,,,,,,,,,,,,,
d_main_31_08_192,d_main_31_08,Speech,rapi,Locale_MainScenario:d_main_31_08_192,True,,,,,,,,,,,15,think,,,,,,,,,,,15,15,1.0,,,rapi,,,,,,,,,,,,,,,,
d_main_31_08_193,d_main_31_08,Speech,grave,Locale_MainScenario:d_main_31_08_193,True,,,,,,,,,,,15,think,,,,,,,,,,,15,15,1.0,,,grave,,,,,,,,,,,,,,,,
d_main_31_08_194,d_main_31_08,Speech,grave,Locale_MainScenario:d_main_31_08_194,True,,,,,,,,,,,15,think,,,,,,,,,,,15,15,1.0,,,grave,,,,,,,,,,,,,,,,
d_main_31_08_195,d_main_31_08,Speech,grave,Locale_MainScenario:d_main_31_08_195,True,,,,,,,,,,,15,think,,,,,,,,,,,15,15,1.0,,,grave,,,,,,,,,,,,,,,,
d_main_31_08_196,d_main_31_08,Speech,grave,Locale_MainScenario:d_main_31_08_196,True,,,,,,,,,,,15,think,,,,,,,,,,,15,15,1.0,,,grave,,,,,,,,,,,,,,,,
d_main_31_08_197,d_main_31_08,Speech,grave,Locale_MainScenario:d_main_31_08_197,True,,,,,,,,,,,15,think,,,,,,,,,,,15,15,1.0,,,grave,,,,,,,,,,,,,,,,
d_main_31_08_198,d_main_31_08,Speech,rapi,Locale_MainScenario:d_main_31_08_198,False,,,,,,,,,,,15,no,,,,,,,,,,,15,150,0.6,,,rapi,,,,,,,,,,,,,,,,
d_main_31_08_199,d_main_31_08,Speech,rapi,Locale_MainScenario:d_main_31_08_199,True,,,,,,,,,,,15,think,,,,,,,,,,,150,150,1.0,,,rapi,,,,,,,,,,,,,,,,
d_main_31_08_200,d_main_31_08,Self,rapi,Locale_MainScenario:d_main_31_08_200,False,,,,,,,,,,,15,think,,,,,,,,,,,150,150,1.0,,,,,,,,,,,,,,,,,,,
d_main_31_08_201,d_main_31_08,Monologue,rapi,Locale_MainScenario:d_main_31_08_201,False,,,,,,,,,,,15,idle,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,
