id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/hide_char_id,fade,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,characters/3/hide_char_id,effects/0/stop_effect_id,play_sound
d_main_40_af_01_126,d_main_40_af_01,Speech,eh,eh,Locale_MainScenario:d_main_40_af_01_126,True,,1,idle,,13,idle,,3,idle,,L_10,31,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_127,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_127,True,,1,idle,,13,idle,,3,idle,,31,31,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_128,d_main_40_af_01,Speech,eh,eh,Locale_MainScenario:d_main_40_af_01_128,True,,1,idle,,13,idle,,3,idle,,31,31,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_129,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_129,True,,1,idle,,13,idle,,3,idle,,31,31,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_130,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_130,True,,1,idle,,13,idle,,3,idle,,31,31,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_131,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_131,True,,1,idle,,13,idle,,3,idle,,31,1,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_132,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_132,True,,1,idle,,13,idle,,3,idle,,1,L_10,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_133,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_133,True,,1,idle,,13,idle,,3,idle,,130,130,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_134,d_main_40_af_01,Speech,eh,eh,Locale_MainScenario:d_main_40_af_01_134,True,,1,idle,,13,idle,,3,idle,,30,30,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_135,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_135,True,,1,idle,,13,idle,,3,idle,,1300,130,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_136,d_main_40_af_01,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_01_136,True,,1,idle,,13,idle,,3,idle,,130,1315,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_137,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_137,True,,1,idle,,13,idle,,3,idle,,1315,1315,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_138,d_main_40_af_01,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_01_138,True,,1,idle,,13,idle,,3,idle,,1315,1315,1.0,,,15,crazy,,,,5,idle,,,,,,,,
d_main_40_af_01_139,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_139,True,,1,idle,,13,idle,,3,idle,,L_10,L_100,0.5,,,15,crazy,,,,5,idle,,,,,,,,
d_main_40_af_01_140,d_main_40_af_01,Narration,jackal,,Locale_MainScenario:d_main_40_af_01_140,False,,1,idle,,13,idle,,3,idle,,black,black,1.0,bgm_manifest_b,,15,crazy,,,,5,idle,,,,,,,,sfx_scn_deskhit
d_main_40_af_01_141,d_main_40_af_01,Narration,jackal,,Locale_MainScenario:d_main_40_af_01_141,False,,1,idle,,13,idle,,3,idle,,black,black,1.0,,,15,crazy,,,,5,idle,,,,,,,,
d_main_40_af_01_142,d_main_40_af_01,Narration,carlson,,Locale_MainScenario:d_main_40_af_01_142,False,,1,idle,,13,idle,,3,idle,,black,black,1.0,,,15,crazy,,,,5,idle,,,,,,,,
d_main_40_af_01_143,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_143,True,,1,idle,,13,idle,,3,idle,,L_100,L_10,0.7,,,15,crazy,,,,5,idle,,,,,,,,
d_main_40_af_01_144,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_144,True,,1,idle,,13,idle,,3,idle,,L_10,113,1.0,,,15,crazy,,,,5,idle,,,,,,,,
d_main_40_af_01_145,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_145,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,,,15,crazy,,,,5,idle,,,,,,,,
d_main_40_af_01_146,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_146,True,,1,idle,,13,idle,,3,idle,,113,1315,1.0,,,15,crazy,,,,5,idle,,,,,,,,
d_main_40_af_01_147,d_main_40_af_01,Narration,jackal,,Locale_MainScenario:d_main_40_af_01_147,False,,1,idle,,13,idle,,3,idle,,black,black,1.0,,,15,crazy,,,,5,idle,,,,,,,,sfx_scn_deskhit
d_main_40_af_01_148,d_main_40_af_01,Narration,jackal,,Locale_MainScenario:d_main_40_af_01_148,False,,1,idle,,13,idle,,3,idle,,black,black,1.0,,,15,crazy,,,,5,idle,,,,,,,,
d_main_40_af_01_149,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_149,True,,1,idle,,13,idle,,3,idle,,L_10,L_100,0.7,,,15,crazy,,,,5,idle,,,,,,,,
d_main_40_af_01_150,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_150,True,,1,idle,,13,idle,,3,idle,,L_100,1300,1.0,,,15,crazy,,,,5,idle,,,,,,,,
d_main_40_af_01_151,d_main_40_af_01,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_01_151,True,,1,idle,,13,idle,,3,idle,,1300,S_1500,1.0,,,15,no,,,,5,idle,,,,,,,,
d_main_40_af_01_152,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_152,True,,1,idle,,13,idle,,3,idle,,1300,130,1.0,,,15,no,,,,5,idle,,,,,,,,
d_main_40_af_01_153,d_main_40_af_01,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_01_153,True,,1,idle,,13,idle,,3,idle,,130,1315,1.0,,,15,no,,,,5,idle,,,,,,,,
d_main_40_af_01_154,d_main_40_af_01,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_01_154,True,,1,idle,,13,idle,,3,idle,,1315,1315,1.0,,,15,crazy,,,,5,idle,,,,,,,,
d_main_40_af_01_155,d_main_40_af_01,Narration,jackal,,Locale_MainScenario:d_main_40_af_01_155,False,,1,idle,,13,idle,,3,idle,,1315,1315,1.0,,,15,crazy,,,,5,idle,,,,,,,,
d_main_40_af_01_156,d_main_40_af_01,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_01_156,True,,1,idle,,13,idle,,3,idle,,1315,1315,1.0,,,15,crazy,,,,5,idle,,,,,,,,
d_main_40_af_01_157,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_157,True,,1,idle,,13,idle,,3,idle,,1315,1315,1.0,,,15,crazy,,,,5,idle,,,,,,,,
d_main_40_af_01_158,d_main_40_af_01,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_01_158,True,,1,idle,,13,idle,,3,idle,,1315,1315,1.0,,,15,shy_02,,,,5,idle,,,,,,,,
d_main_40_af_01_159,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_159,True,,1,idle,,13,idle,,3,idle,,1315,1315,1.0,,,15,shy_02,,,,5,idle,,,,,,,,
d_main_40_af_01_160,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_160,True,,1,idle,,13,idle,,3,idle,,1315,1,1.5,,,15,shy_02,,,,5,idle,,,,,,,,
d_main_40_af_01_161,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_161,True,,1,idle,,13,idle,,3,idle,,1,1,1.0,,,15,shy_02,,,,5,idle,,,,,,,,
d_main_40_af_01_162,d_main_40_af_01,Speech,eh,eh,Locale_MainScenario:d_main_40_af_01_162,True,,1,idle,,13,idle,,3,idle,,1,31,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_163,d_main_40_af_01,Speech,eh,eh,Locale_MainScenario:d_main_40_af_01_163,True,,1,idle,,13,idle,,3,idle,,31,31,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_164,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_164,True,,1,idle,,13,idle,,3,idle,,31,31,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_165,d_main_40_af_01,Speech,eh,eh,Locale_MainScenario:d_main_40_af_01_165,True,,1,idle,,13,idle,,3,idle,,31,31,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_166,d_main_40_af_01,Speech,eh,eh,Locale_MainScenario:d_main_40_af_01_166,True,,1,idle,,13,idle,,3,idle,,31,31,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_167,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_167,True,,1,idle,,13,idle,,3,idle,,31,31,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_168,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_168,True,,1,idle,,13,idle,,3,idle,,31,113,1.5,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_169,d_main_40_af_01,Speech,neon,neon,Locale_MainScenario:d_main_40_af_01_169,True,,1,idle,,13,idle,,3,idle,,S_50,S_500,0.7,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_170,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_170,True,,1,idle,,13,idle,,3,idle,,1300,1300,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_171,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_171,True,,1,idle,,13,idle,,3,idle,,1300,L_100,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_172,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_172,True,,1,idle,,13,idle,,3,idle,,L_100,L_100,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_173,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_173,True,,1,idle,,13,idle,,3,idle,,L_100,L_10,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_174,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_174,True,,1,idle,,13,idle,,3,idle,,L_10,113,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_175,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_175,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_176,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_176,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_177,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_177,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_178,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_178,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_179,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_179,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_180,d_main_40_af_01,Speech,eh,eh,Locale_MainScenario:d_main_40_af_01_180,True,,1,idle,,13,idle,,3,idle,,30,30,1.0,,,15,idle,,,,5,idle,,,,,,,,
d_main_40_af_01_181,d_main_40_af_01,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_01_181,True,,1,idle,,13,idle,,3,idle,,S_150,S_150,1.0,,,15,crazy,,,,5,idle,,,,,,,,
d_main_40_af_01_182,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_182,True,,1,idle,,13,idle,,3,idle,,10,10,1.0,,,15,crazy,,,,5,idle,,,,,,,,
d_main_40_af_01_183,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_183,True,,1,idle,,13,idle,,3,idle,,130,1300,1.0,,,15,crazy,,,,5,idle,,,,,,,,
d_main_40_af_01_184,d_main_40_af_01,Narration,viper,,Locale_MainScenario:d_main_40_af_01_184,False,,1,idle,,13,idle,,3,idle,,black,black,1.0,,,15,crazy,,,,5,idle,,,,,,,,sfx_scn_buzzer
d_main_40_af_01_185,d_main_40_af_01,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_01_185,True,,1,idle,,13,idle,,3,idle,,S_1500,S_1500,1.0,,,15,angry,,,,5,idle,,,,,,,,
d_main_40_af_01_186,d_main_40_af_01,Speech,eh,eh,Locale_MainScenario:d_main_40_af_01_186,True,,1,idle,,13,idle,,3,idle,,300,30,1.0,,,15,angry,,,,5,idle,,,,,,,,
d_main_40_af_01_187,d_main_40_af_01,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_01_187,True,,1,idle,,13,idle,,3,idle,,30,31,1.0,,,15,angry,,,,5,idle,,,,,,,,
d_main_40_af_01_188,d_main_40_af_01,Speech,viper,viper,Locale_MainScenario:d_main_40_af_01_188,True,,1,idle,,13,idle,,3,idle,,31,1315,1.5,,,15,angry,,,,5,idle,,,,,,,,
d_main_40_af_01_189,d_main_40_af_01,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_01_189,True,,1,idle,,13,idle,,3,idle,,1315,1315,1.0,,,15,crazy,,,,5,idle,,,,,,,,
d_main_40_af_01_190,d_main_40_af_01,Speech,eh,eh,Locale_MainScenario:d_main_40_af_01_190,True,,1,idle,,13,idle,,3,idle,,30,300,0.7,,,15,crazy,,,,5,idle,,,,,,,,
d_main_40_af_01_191,d_main_40_af_01,Speech,neon,neon,Locale_MainScenario:d_main_40_af_01_191,False,,1,idle,,13,idle,,3,idle,,300,S_500,1.0,,,15,crazy,,,,5,idle,,,,,,,,
d_main_40_af_01_192,d_main_40_af_01,Speech,neon,neon,Locale_MainScenario:d_main_40_af_01_192,True,,1,idle,,13,idle,,3,idle,,S_500,S_50,1.0,,,15,crazy,,,,5,worry,,,,,,,,
