id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,play_sound,set_camera_shake,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_main_37_08_s_117,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_117,False,,13,angry,,15,idle,,17,idle,,black,black,1.0,bgm_chapter37_spot_struggle_a,,,,,,,,19,rage,,5,angry,rapi_red,laplace,drake,ziz,leviathan,,,,
d_main_37_08_s_118,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_118,False,,,,,,,,,,,black,black,1.0,,,,,,sfx_scn_hugegroundcreak,,,,,,,,,,,,,,,,
d_main_37_08_s_119,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_119,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_120,d_main_37_08_s,Speech,laplace,laplace,Locale_MainScenario:d_main_37_08_s_120,True,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_121,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_121,True,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_122,d_main_37_08_s,Speech,drake,drake,Locale_MainScenario:d_main_37_08_s_122,True,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_123,d_main_37_08_s,Monologue,,,Locale_MainScenario:d_main_37_08_s_123,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_124,d_main_37_08_s,Monologue,,,Locale_MainScenario:d_main_37_08_s_124,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_125,d_main_37_08_s,Monologue,,,Locale_MainScenario:d_main_37_08_s_125,False,,,,,,,,,,Sky2,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_126,d_main_37_08_s,Monologue,,,Locale_MainScenario:d_main_37_08_s_126,False,,,,,,,,,,,1300,1300,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_127,d_main_37_08_s,Monologue,,,Locale_MainScenario:d_main_37_08_s_127,False,,,,,,,,,,,1300,1300,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_128,d_main_37_08_s,Monologue,,,Locale_MainScenario:d_main_37_08_s_128,False,,,,,,,,,,,1300,1300,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_129,d_main_37_08_s,Self,,,Locale_MainScenario:d_main_37_08_s_129,False,,,,,,,,,,,1300,1300,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_130,d_main_37_08_s,Monologue,,,Locale_MainScenario:d_main_37_08_s_130,False,,,,,,,,,,,1300,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_131,d_main_37_08_s,Monologue,,,Locale_MainScenario:d_main_37_08_s_131,False,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_132,d_main_37_08_s,Speech,laplace,laplace,Locale_MainScenario:d_main_37_08_s_132,True,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_133,d_main_37_08_s,Speech,drake,drake,Locale_MainScenario:d_main_37_08_s_133,True,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_134,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_134,True,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_135,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_135,False,,,,,,,,,,,13,13,1.0,,,,,,,Low_2,,,,,,,,,,,,,,,
d_main_37_08_s_136,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_136,False,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_137,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_137,False,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_138,d_main_37_08_s,Self,rapi_red,,Locale_MainScenario:d_main_37_08_s_138,False,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_139,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_139,True,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_140,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_140,True,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_141,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_141,False,,,,,,,,,,,13,13,1.0,,,,,,sfx_scn_spellfirecast,,,,,,,,,,,,,,,,
d_main_37_08_s_142,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_142,False,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_143,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_143,True,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_144,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_144,False,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_145,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_145,False,,,,,,,,,,,13,13,1.0,,,,,,,Low_1,,,,,,,,,,,,,,,
d_main_37_08_s_146,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_146,True,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_147,d_main_37_08_s,Self,rapi_red,,Locale_MainScenario:d_main_37_08_s_147,False,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_148,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_148,True,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_149,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_149,True,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_150,d_main_37_08_s,Monologue,ziz,,Locale_MainScenario:d_main_37_08_s_150,False,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_151,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_151,True,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_152,d_main_37_08_s,Speech,helm_op_l,helm_op_l,Locale_MainScenario:d_main_37_08_s_152,True,,,,,,,,,,,13,13,1.0,,mast_op_r,OP_rightup,angry,,,,,,,,,,,,,,,helm_op_l,OP_leftup,angry,
d_main_37_08_s_153,d_main_37_08_s,Speech,mast_op_r,mast_op_r,Locale_MainScenario:d_main_37_08_s_153,True,,,,,,,,,,,13,13,1.0,,,OP_rightup,angry,,,,,,,,,,,,,,,,OP_leftup,angry,
d_main_37_08_s_154,d_main_37_08_s,Monologue,mast_op_r,,Locale_MainScenario:d_main_37_08_s_154,False,,,,,,,,,,,13,13,1.0,,,OP_rightup,angry,mast_op_r,sfx_scn_missilelauncherfires,,,,,,,,,,,,,,OP_leftup,angry,helm_op_l
d_main_37_08_s_155,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_155,True,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_156,d_main_37_08_s,Monologue,ziz,,Locale_MainScenario:d_main_37_08_s_156,False,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_157,d_main_37_08_s,Monologue,ziz,,Locale_MainScenario:d_main_37_08_s_157,False,rapi_red,13,angry,,,,,,,EggArea,13,130,1.0,,,,,,sfx_scn_groundscrape,Low_2,,,,,,,,,,,,,,,
d_main_37_08_s_158,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_158,True,,13,angry,,,,,,,,130,130,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_159,d_main_37_08_s,Self,rapi_red,,Locale_MainScenario:d_main_37_08_s_159,False,,13,angry,,,,,,,,130,130,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_160,d_main_37_08_s,Self,rapi_red,,Locale_MainScenario:d_main_37_08_s_160,False,,13,angry,,,,,,,,130,130,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_161,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_161,True,,13,idle,,,,,,,,130,130,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_162,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_162,False,,13,idle,,,,,,,Sky2,black,black,1.0,,,,,,,,,,,,,,rapi_red,,,,,,,,
d_main_37_08_s_163,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_163,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_164,d_main_37_08_s,Speech,laplace,laplace,Locale_MainScenario:d_main_37_08_s_164,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_165,d_main_37_08_s,Speech,drake,drake,Locale_MainScenario:d_main_37_08_s_165,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_166,d_main_37_08_s,Monologue,drake,,Locale_MainScenario:d_main_37_08_s_166,False,rapi_red,13,idle,laplace,15,idle,drake,17,idle,EggArea,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_167,d_main_37_08_s,Monologue,drake,,Locale_MainScenario:d_main_37_08_s_167,False,,13,idle,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_168,d_main_37_08_s,Speech,laplace,laplace,Locale_MainScenario:d_main_37_08_s_168,True,,13,idle,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_169,d_main_37_08_s,Speech,drake,drake,Locale_MainScenario:d_main_37_08_s_169,True,,13,idle,,15,idle,,17,delight,,16,16,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_170,d_main_37_08_s,Speech,laplace,laplace,Locale_MainScenario:d_main_37_08_s_170,True,,13,idle,,15,delight,,17,delight,,16,16,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_171,d_main_37_08_s,Self,laplace,,Locale_MainScenario:d_main_37_08_s_171,False,,13,idle,,15,delight,,17,delight,,16,16,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_172,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_172,True,,13,idle,,15,delight,,17,delight,Sky2,black,black,1.0,,,,,,,,,,,,,,rapi_red,laplace,drake,,,,,,
d_main_37_08_s_173,d_main_37_08_s,Monologue,ziz,,Locale_MainScenario:d_main_37_08_s_173,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_174,d_main_37_08_s,Monologue,ziz,,Locale_MainScenario:d_main_37_08_s_174,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_175,d_main_37_08_s,Speech,mast_op_r,mast_op_r,Locale_MainScenario:d_main_37_08_s_175,True,,,,,,,,,,,1,1,1.0,,mast_op_r,OP_rightup,angry,,,,,,,,,,,,,,,helm_op_l,OP_leftup,angry,
d_main_37_08_s_176,d_main_37_08_s,Speech,helm_op_l,helm_op_l,Locale_MainScenario:d_main_37_08_s_176,True,,,,,,,,,,,1,1,1.0,,,OP_rightup,angry,,,,,,,,,,,,,,,,OP_leftup,angry,
d_main_37_08_s_177,d_main_37_08_s,Speech,mast_op_r,mast_op_r,Locale_MainScenario:d_main_37_08_s_177,True,,,,,,,,,,,1,1,1.0,,,OP_rightup,angry,,,,,,,,,,,,,,,,OP_leftup,angry,
d_main_37_08_s_178,d_main_37_08_s,Speech,helm_op_l,helm_op_l,Locale_MainScenario:d_main_37_08_s_178,True,,,,,,,,,,,1,1,1.0,,,OP_rightup,angry,,,,,,,,,,,,,,,,OP_leftup,angry,
d_main_37_08_s_179,d_main_37_08_s,Speech,mast_op_r,mast_op_r,Locale_MainScenario:d_main_37_08_s_179,True,,,,,,,,,,,1,1,1.0,,,OP_rightup,angry,,,,,,,,,,,,,,,,OP_leftup,angry,
d_main_37_08_s_180,d_main_37_08_s,Monologue,mast_op_r,,Locale_MainScenario:d_main_37_08_s_180,False,rapi_red,13,idle,laplace,15,no,drake,17,angry,EggArea,black,black,1.0,,,OP_rightup,angry,mast_op_r,,,,,,,,,,,,,,,OP_leftup,angry,helm_op_l
d_main_37_08_s_181,d_main_37_08_s,Monologue,mast_op_r,,Locale_MainScenario:d_main_37_08_s_181,False,,13,idle,,15,no,,17,angry,,16,16,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_182,d_main_37_08_s,Speech,laplace,laplace,Locale_MainScenario:d_main_37_08_s_182,True,,13,idle,,15,no,,17,angry,,16,16,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_183,d_main_37_08_s,Speech,drake,drake,Locale_MainScenario:d_main_37_08_s_183,True,,13,idle,,15,no,,17,angry,,16,16,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_184,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_184,True,,13,idle,,15,no,,17,angry,,130,130,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_185,d_main_37_08_s,Narration,rapi_red,,Locale_MainScenario:d_main_37_08_s_185,False,,13,idle,,15,no,,17,angry,,black,black,1.0,,,,,,sfx_scn_featherhit,Low_2,ziz,19,surprise,,,,,,,,,,,,
d_main_37_08_s_186,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_186,False,,13,idle,,15,no,,17,angry,,black,black,1.0,,,,,,,,,19,surprise,,,,,,,,,,,,
d_main_37_08_s_187,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_187,False,,13,idle,,15,no,,17,angry,,black,black,1.0,,,,,,,,,19,surprise,,,,,,,,,,,,
d_main_37_08_s_188,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_188,True,,13,idle,,15,no,,17,angry,,19,19,1.0,,,,,,,,,19,surprise,,,,,,,,,,,,
d_main_37_08_s_189,d_main_37_08_s,Speech,laplace,laplace,Locale_MainScenario:d_main_37_08_s_189,True,,13,idle,,15,angry,,17,angry,,19,16,1.0,,,,,,,,,19,surprise,,,,,,,,,,,,
d_main_37_08_s_190,d_main_37_08_s,Speech,drake,drake,Locale_MainScenario:d_main_37_08_s_190,True,,13,idle,,15,angry,,17,angry,,16,16,1.0,,,,,,,,,19,surprise,,,,,,,,,,,,
d_main_37_08_s_191,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_191,True,,13,idle,,15,angry,,17,angry,,19,19,1.0,,,,,,,,,19,surprise,,,,,,,,,,,,
d_main_37_08_s_192,d_main_37_08_s,Speech,laplace,laplace,Locale_MainScenario:d_main_37_08_s_192,True,,13,idle,,15,angry,,17,angry,,15,S_150,0.7,,,,,,,,,19,surprise,,,,,,,,,,,,
d_main_37_08_s_193,d_main_37_08_s,Speech,drake,drake,Locale_MainScenario:d_main_37_08_s_193,True,,13,idle,,15,angry,,17,angry,,17,170,0.7,,,,,,,,,19,surprise,,,,,,,,,,,,
d_main_37_08_s_194,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_194,True,,13,idle,,15,angry,,17,angry,,S_190,S_190,1.0,,,,,,,,,19,surprise,,,,,,,,,,,,
d_main_37_08_s_195,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_195,True,,13,angry,,15,angry,,17,angry,,13,130,0.7,,,,,,,,,19,surprise,,,,,,,,,,,,
d_main_37_08_s_196,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_196,True,,13,angry,,15,angry,,17,angry,,S_190,S_1900,1.0,,,,,,,,,19,surprise,,,,,,,,,,,,
d_main_37_08_s_197,d_main_37_08_s,Narration,ziz,,Locale_MainScenario:d_main_37_08_s_197,False,,13,angry,,15,angry,,17,angry,,S_1900,S_1900,1.0,,,,,,sfx_scn_hugedrill2,Low_2,,19,surprise,,,,,,,,,,,,
d_main_37_08_s_198,d_main_37_08_s,Monologue,ziz,,Locale_MainScenario:d_main_37_08_s_198,False,,13,angry,,15,angry,,17,angry,,S_1900,S_1900,1.0,,,,,,,,,19,surprise,,,,,,,,,,,,
d_main_37_08_s_199,d_main_37_08_s,Monologue,ziz,,Locale_MainScenario:d_main_37_08_s_199,False,,13,angry,,15,angry,,17,angry,,S_1900,S_1900,1.0,,,,,,,,,19,surprise,,,,,,,,,,,,
d_main_37_08_s_200,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_200,True,,13,angry,,15,angry,,17,angry,,S_1900,S_1900,1.0,,,,,,,,,19,sad,,,,,,,,,,,,
d_main_37_08_s_201,d_main_37_08_s,Monologue,ziz,,Locale_MainScenario:d_main_37_08_s_201,False,,13,idle,,15,angry,,17,angry,,black,black,1.0,,,,,,,,,1,sad,,,,,,,,,,,,
d_main_37_08_s_202,d_main_37_08_s,Monologue,ziz,,Locale_MainScenario:d_main_37_08_s_202,False,,13,idle,,15,angry,,17,angry,,black,black,1.0,,,,,,,,,1,sad,,,,,,,,,,,,
d_main_37_08_s_203,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_203,True,,13,idle,,15,angry,,17,angry,,S_10,S_10,1.0,,,,,,,,,1,sad,,,,,,,,,,,,
d_main_37_08_s_204,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_204,True,,13,idle,,15,angry,,17,angry,,S_10,S_10,1.0,,,,,,,,,1,sad,,,,,,,,,,,,
d_main_37_08_s_205,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_205,True,,13,idle,,15,angry,,17,angry,,S_10,S_10,1.0,,,,,,,,,1,sad,,,,,,,,,,,,
d_main_37_08_s_206,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_206,True,,13,idle,,15,angry,,17,angry,,S_10,S_10,1.0,,,,,,,,,1,surprise,,,,,,,,,,,,
d_main_37_08_s_207,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_207,True,,13,idle,,15,angry,,17,angry,,S_10,S_10,1.0,,,,,,,,,1,surprise,,,,,,,,,,,,
d_main_37_08_s_208,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_208,True,,13,idle,,15,angry,,17,angry,,S_10,S_10,1.0,,,,,,,,,1,surprise,,,,,,,,,,,,
d_main_37_08_s_209,d_main_37_08_s,Narration,ziz,,Locale_MainScenario:d_main_37_08_s_209,False,,13,idle,,15,angry,,17,angry,,black,black,1.0,,,,,,sfx_scn_mudywing,,,1,delight,,,,,,,,,,,,
d_main_37_08_s_210,d_main_37_08_s,Monologue,ziz,,Locale_MainScenario:d_main_37_08_s_210,False,,13,idle,,15,angry,,17,angry,,black,black,1.0,,,,,,,,,1,delight,,,,,,,,,,,,
d_main_37_08_s_211,d_main_37_08_s,Monologue,ziz,,Locale_MainScenario:d_main_37_08_s_211,False,,13,idle,,15,angry,,17,angry,,black,black,1.0,,,,,,,,,1,delight,,,,,,,,,,,,
d_main_37_08_s_212,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_212,True,,13,idle,,15,angry,,17,angry,,12,12,1.0,,,,,,,,,1,delight,,,,,,,,,,,,
d_main_37_08_s_213,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_213,True,,13,idle,,15,angry,,17,angry,,12,12,1.0,,,,,,,,,1,delight,,,,,,,,,,,,
d_main_37_08_s_214,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_214,True,,13,idle,,15,angry,,17,angry,,12,12,1.0,,,,,,,,,1,delight,,,,,,,,,,,,
d_main_37_08_s_215,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_215,True,,13,idle,,15,angry,,17,angry,,12,12,1.0,,,,,,,,,1,delight,,,,,,,,,,,,
d_main_37_08_s_216,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_216,True,,13,idle,,15,angry,,17,angry,,12,12,1.0,,,,,,,,,1,delight,,,,,,,,,,,,
d_main_37_08_s_217,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_217,False,,13,idle,,15,angry,,17,angry,,12,13,1.0,,,,,,,,,1,delight,,,,,,,,,,,,
d_main_37_08_s_218,d_main_37_08_s,Narration,rapi_red,,Locale_MainScenario:d_main_37_08_s_218,False,,13,idle,,15,angry,,17,angry,,13,130,1.0,,,,,,sfx_scn_mudstep,,,1,delight,,,,,,,,,,,,
d_main_37_08_s_219,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_219,False,,13,idle,,15,angry,,17,angry,,130,130,1.0,,,,,,,,,1,delight,,,,,,,,,,,,
d_main_37_08_s_220,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_220,False,,13,idle,,15,angry,,17,angry,,130,130,1.0,,,,,,,,,1,delight,,,,,,,,,,,,
d_main_37_08_s_221,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_221,False,,13,idle,,15,angry,,17,angry,,130,130,1.0,,,,,,,,,1,delight,,,,,,,,,,,,
d_main_37_08_s_222,d_main_37_08_s,Narration,rapi_red,,Locale_MainScenario:d_main_37_08_s_222,False,,1,idle,,15,angry,,17,angry,EventScene_Chap_37_02,black,black,1.0,,,,,,sfx_scn_stab,,,1,delight,,,,rapi_red,laplace,drake,ziz,,,,,
d_main_37_08_s_223,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_223,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_224,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_224,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_225,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_225,False,,,,,,,,,,,100,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_226,d_main_37_08_s,Monologue,rapi_red,,Locale_MainScenario:d_main_37_08_s_226,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_227,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_227,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_228,d_main_37_08_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_37_08_s_228,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_229,d_main_37_08_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_37_08_s_229,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_230,d_main_37_08_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_37_08_s_230,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_231,d_main_37_08_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_37_08_s_231,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_232,d_main_37_08_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_37_08_s_232,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_233,d_main_37_08_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_37_08_s_233,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_234,d_main_37_08_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_37_08_s_234,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_235,d_main_37_08_s,Narration,leviathan,,Locale_MainScenario:d_main_37_08_s_235,False,,,,,,,,,,,1,d_main_37_08_s,1.0,,,,,,sfx_scn_mudbubble,Low_2,,,,,,,,,,,,,,,
d_main_37_08_s_236,d_main_37_08_s,Monologue,leviathan,,Locale_MainScenario:d_main_37_08_s_236,False,,,,,,,,,,,d_main_37_08_s,d_main_37_08_s,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_237,d_main_37_08_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_37_08_s_237,True,,,,,,,,,,,d_main_37_08_s,d_main_37_08_s,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_238,d_main_37_08_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_37_08_s_238,True,,,,,,,,,,,d_main_37_08_s,d_main_37_08_s,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_239,d_main_37_08_s,Speech,ziz,ziz,Locale_MainScenario:d_main_37_08_s_239,True,,,,,,,,,,,d_main_37_08_s,d_main_37_08_s,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_240,d_main_37_08_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_37_08_s_240,True,,,,,,,,,,,d_main_37_08_s,d_main_37_08_s,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_37_08_s_241,d_main_37_08_s,Speech,leviathan,leviathan,Locale_MainScenario:d_main_37_08_s_241,True,,,,,,,,,,,d_main_37_08_s,d_main_37_08_s,1.0,,,,,,,,,,,,,,,,,,,,,,
