id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,jump_target,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_ex_goddessofvictory_09_132,d_ex_goddessofvictory_09,Self,rupee,,Locale_SuddenStory:d_ex_goddessofvictory_09_132,False,,1,1,1.0,,,,,,2,shy,,12,delight,
d_ex_goddessofvictory_09_133,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_133,True,,1,1,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_134,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_134,True,,1,L_200,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_135,d_ex_goddessofvictory_09,Speech,clay,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_135,False,,L_200,1200,1.0,,,,,,2,idle,,12,delight,
d_ex_goddessofvictory_09_136,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_136,True,,1200,1200,1.0,,,,,,2,idle,,12,special,
d_ex_goddessofvictory_09_137,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_137,True,,1200,1,1.0,,,,,,2,idle,,12,special,
d_ex_goddessofvictory_09_138,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_138,True,,1,1,1.0,,,,,,2,idle,,12,special,
d_ex_goddessofvictory_09_139,d_ex_goddessofvictory_09,Self,rupee,,Locale_SuddenStory:d_ex_goddessofvictory_09_139,False,,1,1,1.0,,,,,,2,idle,,12,special,
d_ex_goddessofvictory_09_140,d_ex_goddessofvictory_09,Speech,rupee,rupee,Locale_SuddenStory:d_ex_goddessofvictory_09_140,True,,1,1,1.0,,,,,,2,idle,,12,special,
d_ex_goddessofvictory_09_141,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_141,True,,1,120,1.0,,,,,,2,idle,,12,special,
d_ex_goddessofvictory_09_142,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_142,True,,120,120,1.0,,,,,,2,idle,,12,special,
d_ex_goddessofvictory_09_143,d_ex_goddessofvictory_09,Speech,clay,clay,Locale_SuddenStory:d_ex_goddessofvictory_09_143,True,,120,1200,1.0,,,,,,2,idle,,12,special,
d_ex_goddessofvictory_09_144,d_ex_goddessofvictory_09,Narration,clay,,Locale_SuddenStory:d_ex_goddessofvictory_09_144,False,,1200,1200,1.0,,,,,,2,idle,,12,special,
