id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/5/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_main_21_07_e_121,d_main_21_07_e,Speech,noah,Locale_MainScenario:d_main_21_07_e_121,False,,7,void,,5,idle,,3,idle,,1,idle,,13,pain,,,,,113,113,1.0,,noah,,,,,,,,,,
d_main_21_07_e_122,d_main_21_07_e,Speech,johan,Locale_MainScenario:d_main_21_07_e_122,True,,7,void,,5,idle,,3,idle,,1,idle,,13,pain,,,,,113,1,1.0,,johan,,,,,,,,,,
d_main_21_07_e_123,d_main_21_07_e,Speech,neon,Locale_MainScenario:d_main_21_07_e_123,True,,7,void,,5,idle,,3,idle,,1,idle,,13,pain,,,,,1,5,0.5,,neon,,,,,,,,,,
d_main_21_07_e_124,d_main_21_07_e,Speech,noah,Locale_MainScenario:d_main_21_07_e_124,False,,7,void,,5,idle,,3,idle,,1,idle,,13,surprise,,,,,5,5,1.0,,noah,,,,,,,,,,
d_main_21_07_e_125,d_main_21_07_e,Speech,anis,Locale_MainScenario:d_main_21_07_e_125,True,,7,void,,5,idle,,3,idle,,1,idle,,13,surprise,,,,,5,75,1.0,,anis,,,,,,,,,,
d_main_21_07_e_126,d_main_21_07_e,Speech,neon,Locale_MainScenario:d_main_21_07_e_126,True,,7,void,,5,delight,,3,idle,,1,idle,,13,surprise,,,,,75,75,1.0,,neon,,,,,,,,,,
d_main_21_07_e_127,d_main_21_07_e,Speech,anis,Locale_MainScenario:d_main_21_07_e_127,True,,7,void,,5,delight,,3,idle,,1,idle,,13,surprise,,,,,75,75,1.0,,anis,,,,,,,,,,
d_main_21_07_e_128,d_main_21_07_e,Self,Self,Locale_MainScenario:d_main_21_07_e_128,False,,7,void,,5,idle,,3,idle,,1,idle,,13,surprise,,,,,75,75,1.0,,anis,,,,,,,,,,
d_main_21_07_e_129,d_main_21_07_e,Speech,johan,Locale_MainScenario:d_main_21_07_e_129,True,,7,void,,5,idle,,3,idle,,1,idle,,13,surprise,,,,,1,1,1.0,,johan,,,,,,,,,,
d_main_21_07_e_130,d_main_21_07_e,Self,Self,Locale_MainScenario:d_main_21_07_e_130,False,,7,void,,5,idle,,3,idle,,1,idle,,13,surprise,,,,,1,1,1.0,,johan,,,,,,,,,,
d_main_21_07_e_131,d_main_21_07_e,Speech,neon,Locale_MainScenario:d_main_21_07_e_131,True,,7,void,,5,delight,,3,idle,,1,idle,,13,surprise,,,,,S_50,S_500,0.5,,neon,,,,,,,,,,
d_main_21_07_e_132,d_main_21_07_e,Speech,noah,Locale_MainScenario:d_main_21_07_e_132,True,,7,void,,5,delight,,3,idle,,1,idle,,13,good,,,,,XS_130,XS_1300,2.0,,noah,,,,,,,,,,
d_main_21_07_e_133,d_main_21_07_e,Speech,rapi,Locale_MainScenario:d_main_21_07_e_133,True,,7,void,,5,idle,,3,worry,,1,idle,,13,good,,,,,3,30,2.0,,rapi,,,,,,,,,,
d_main_21_07_e_134,d_main_21_07_e,Speech,rapi,Locale_MainScenario:d_main_21_07_e_134,True,,7,void,,5,idle,,3,worry,,1,idle,,13,good,,,,,30,30,1.0,,rapi,,,,,,,,,,
d_main_21_07_e_135,d_main_21_07_e,Self,Self,Locale_MainScenario:d_main_21_07_e_135,False,,7,void,,5,idle,,3,worry,,1,idle,,13,good,,,,,30,30,1.0,,rapi,,,,,,,,,,
d_main_21_07_e_136,d_main_21_07_e,Speech,rapi,Locale_MainScenario:d_main_21_07_e_136,True,,7,void,,5,idle,,3,idle,,1,idle,,13,good,,,,,30,3,1.0,,rapi,,,,,,,,,,
d_main_21_07_e_137,d_main_21_07_e,Speech,anis,Locale_MainScenario:d_main_21_07_e_137,True,,7,worry,,5,idle,,3,idle,,1,idle,,13,good,,,,,70,70,1.0,,anis,,,,,,,,,,
d_main_21_07_e_138,d_main_21_07_e,Self,Self,Locale_MainScenario:d_main_21_07_e_138,False,,7,worry,,5,idle,,3,idle,,1,idle,,13,good,,,,,70,70,1.0,,anis,,,,,,,,,,
d_main_21_07_e_139,d_main_21_07_e,Speech,noah,Locale_MainScenario:d_main_21_07_e_139,True,,7,worry,,5,idle,,3,idle,,1,idle,,13,good,,,,,XS_130,XS_130,1.0,,noah,,,,,,,,,,
d_main_21_07_e_140,d_main_21_07_e,Speech,neon,Locale_MainScenario:d_main_21_07_e_140,True,,7,worry,,5,delight,,3,idle,,1,idle,,13,good,,,,,S_50,S_50,1.0,,neon,,,,,,,,,,
d_main_21_07_e_141,d_main_21_07_e,Speech,anis,Locale_MainScenario:d_main_21_07_e_141,True,,7,angry,,5,delight,,3,idle,,1,idle,,13,good,,,,,75,75,1.0,,anis,,,,,,,,,,
d_main_21_07_e_142,d_main_21_07_e,Speech,neon,Locale_MainScenario:d_main_21_07_e_142,True,,7,angry,,5,delight,,3,idle,,1,idle,,13,good,,,,,75,75,1.0,,neon,,,,,,,,,,
d_main_21_07_e_143,d_main_21_07_e,Speech,anis,Locale_MainScenario:d_main_21_07_e_143,True,,7,sad,,5,delight,,3,idle,,1,idle,,13,good,,,,,75,75,1.0,,anis,,,,,,,,,,
d_main_21_07_e_144,d_main_21_07_e,Speech,johan,Locale_MainScenario:d_main_21_07_e_144,True,,7,sad,,5,delight,,3,idle,,1,idle,,13,good,,,,,75,1,1.0,,johan,,,,,,,,,,
d_main_21_07_e_145,d_main_21_07_e,Speech,johan,Locale_MainScenario:d_main_21_07_e_145,True,,7,sad,,5,delight,,3,idle,,1,idle,,13,good,,,,,1,1,1.0,,johan,,,,,,,,,,
