id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,play_sound,conversation_id,fade,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_camera_shake,characters/7/hide_char_id
d_main_28_08_e_112,d_main_28_08_e,Monologue,,,Locale_MainScenario:d_main_28_08_e_112,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,16,17,1.5,,,,,,,,,,18,idle,,
d_main_28_08_e_113,d_main_28_08_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_28_08_e_113,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,L_180,L_1800,0.6,,,,,,,,,,18,idle,,
d_main_28_08_e_114,d_main_28_08_e,Monologue,unknown_grave,,Locale_MainScenario:d_main_28_08_e_114,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,L_1800,L_180,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_115,d_main_28_08_e,Monologue,unknown_grave,,Locale_MainScenario:d_main_28_08_e_115,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,L_180,L_180,1.0,,,,,,sfx_scn_bigglassbreak,,,,18,idle,,
d_main_28_08_e_116,d_main_28_08_e,Narration,unknown_grave,,Locale_MainScenario:d_main_28_08_e_116,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,L_180,L_180,1.0,,,,,,sfx_scn_crystalgrowupmed,,,,18,idle,Low_2,
d_main_28_08_e_117,d_main_28_08_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_08_e_117,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_118,d_main_28_08_e,Monologue,unknown_grave,,Locale_MainScenario:d_main_28_08_e_118,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,L_180,L_1800,1.0,,,,,,,,,,18,idle,,
d_main_28_08_e_119,d_main_28_08_e,Narration,unknown_grave,,Locale_MainScenario:d_main_28_08_e_119,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,L_1800,18,1.0,,,,,,sfx_scn_crystalgrowuplarge,,,,18,idle,Low_2,
d_main_28_08_e_120,d_main_28_08_e,Monologue,,,Locale_MainScenario:d_main_28_08_e_120,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,18,15,1.0,,,,,,,,white,,18,idle,,unknown_grave
d_main_28_08_e_121,d_main_28_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_08_e_121,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,angry,,15,15,1.0,,,,,,,,,,,,,
d_main_28_08_e_122,d_main_28_08_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_08_e_122,True,,7,angry,,5,surprise,,3,idle,,1,idle,,13,idle,,15,idle,,6,6,1.0,,,,,,,,,,,,,
d_main_28_08_e_123,d_main_28_08_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_08_e_123,True,,7,angry,,5,surprise,,3,idle,,1,idle,,13,idle,,15,idle,,6,70,1.0,,,,,,,,,,,,,
d_main_28_08_e_124,d_main_28_08_e,Narration,hammering,,Locale_MainScenario:d_main_28_08_e_124,False,,7,angry,,5,surprise,,3,idle,,1,idle,,13,idle,,15,idle,,70,700,1.0,,,,,,sfx_scn_solidglasssmash,,,,,,Low_2,
d_main_28_08_e_125,d_main_28_08_e,Monologue,hammering,,Locale_MainScenario:d_main_28_08_e_125,False,,7,angry,,5,surprise,,3,idle,,1,idle,,13,idle,,15,idle,,700,7,1.0,,,,,,,,,,,,,
d_main_28_08_e_126,d_main_28_08_e,Monologue,hammering,,Locale_MainScenario:d_main_28_08_e_126,False,,7,angry,,5,surprise,,3,worry,,1,idle,,13,idle,,15,idle,,15,18,1.0,,,,,,,,,,,,,
d_main_28_08_e_127,d_main_28_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_08_e_127,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,2,3,1.0,,,,,,,,,,,,,
d_main_28_08_e_128,d_main_28_08_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_08_e_128,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,3,3,1.0,,,,,,,,,,,,,
d_main_28_08_e_129,d_main_28_08_e,Narration,liveryn,,Locale_MainScenario:d_main_28_08_e_129,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,3,3,1.0,,,,,,sfx_scn_earthquake,,,,,,Low_3_Loop,
d_main_28_08_e_130,d_main_28_08_e,Monologue,liveryn,,Locale_MainScenario:d_main_28_08_e_130,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,3,3,1.0,,,,,,,,,,,,,
d_main_28_08_e_131,d_main_28_08_e,Speech,anis,anis,Locale_MainScenario:d_main_28_08_e_131,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,3,12,1.0,,,,,,,,,,,,,
d_main_28_08_e_132,d_main_28_08_e,Speech,neon,neon,Locale_MainScenario:d_main_28_08_e_132,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,12,12,1.0,,shifty,OP_leftup,angry,,,,,,,,,
d_main_28_08_e_133,d_main_28_08_e,Speech,shifty,shifty,Locale_MainScenario:d_main_28_08_e_133,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,12,12,1.0,,,OP_leftup,angry,,,,,,,,,
d_main_28_08_e_134,d_main_28_08_e,Speech,anis,anis,Locale_MainScenario:d_main_28_08_e_134,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,12,12,1.0,,,OP_leftup,angry,shifty,,,,,,,,
d_main_28_08_e_135,d_main_28_08_e,Narration,,,Locale_MainScenario:d_main_28_08_e_135,False,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,12,12,1.0,,,,,,sfx_scn_crystalgrowuplarge2,,,,,,,
d_main_28_08_e_136,d_main_28_08_e,Monologue,,,Locale_MainScenario:d_main_28_08_e_136,False,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,12,12,1.0,,,,,,,,,,,,,
