id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_40_af_07_149,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_149,True,,113,113,1.0,,,,,1,worry,,13,angry,,,,,,,
d_main_40_af_07_150,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_150,True,,113,113,1.0,,,,,1,worry,,13,angry,,,,,,,
d_main_40_af_07_151,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_151,True,,113,113,1.0,,,,,1,worry,,13,angry,,,,,,,
d_main_40_af_07_152,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_152,True,,113,113,1.0,,,,,1,worry,,13,angry,,,,,,,
d_main_40_af_07_153,d_main_40_af_07,Narration,anis,,Locale_MainScenario:d_main_40_af_07_153,False,,black,black,1.0,,,sfx_scn_curtainopenlight,,1,worry,,13,angry,,,,,,,
d_main_40_af_07_154,d_main_40_af_07,Narration,prika,,Locale_MainScenario:d_main_40_af_07_154,False,,black,black,1.0,,,,,1,worry,,13,angry,prika,3,idle,,,,
d_main_40_af_07_155,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_155,False,,113,113,1.0,,,,,1,worry,,13,angry,,3,idle,,,,
d_main_40_af_07_156,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_156,False,,113,113,1.0,,,,,1,worry,,13,bad,,3,idle,,,,
d_main_40_af_07_157,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_157,True,,113,113,1.0,,,,,1,delight,,13,bad,,3,idle,,,,
d_main_40_af_07_158,d_main_40_af_07,Speech,mint,mint,Locale_MainScenario:d_main_40_af_07_158,True,,113,113,1.0,,,,,1,delight,,13,angry,,3,idle,,,,
d_main_40_af_07_159,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_159,True,,113,31,1.5,,,,,1,delight,,13,angry,,3,delight,,,,
d_main_40_af_07_160,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_160,False,,31,31,1.0,,,,,1,delight,,13,angry,,3,delight,,,,
d_main_40_af_07_161,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_161,True,,31,31,1.0,,,,,1,delight,,13,angry,,3,delight,,,,
d_main_40_af_07_162,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_162,True,,31,31,1.0,,,,,1,delight,,13,angry,,3,delight,,,,
d_main_40_af_07_163,d_main_40_af_07,Speech,prika,prika,Locale_MainScenario:d_main_40_af_07_163,True,,31,31,1.0,,,,,1,delight,,13,angry,,3,delight,,,,
d_main_40_af_07_164,d_main_40_af_07,Narration,prika,,Locale_MainScenario:d_main_40_af_07_164,False,,black,black,1.0,none,,sfx_scn_dooropen,,1,delight,,13,angry,,15,delight,,avistar,3,surprise
d_main_40_af_07_165,d_main_40_af_07,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_07_165,True,,L_300,L_300,1.0,,,,,1,delight,,13,angry,,15,delight,,,3,surprise
d_main_40_af_07_166,d_main_40_af_07,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_07_166,True,,L_300,L_30,1.0,,,,,1,delight,,13,angry,,15,delight,,,3,surprise
d_main_40_af_07_167,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_167,True,,L_30,31,1.0,,,,,1,void,,13,angry,,15,delight,,,3,surprise
d_main_40_af_07_168,d_main_40_af_07,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_07_168,True,,31,31,1.0,,,,,1,void,,13,angry,,15,delight,,,3,surprise
d_main_40_af_07_169,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_169,False,,31,31,1.0,,,,,1,void,,13,angry,,15,delight,,,3,surprise
d_main_40_af_07_170,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_170,True,,31,31,1.0,,,,,1,void,,13,angry,,15,delight,,,3,surprise
d_main_40_af_07_171,d_main_40_af_07,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_07_171,True,,31,31,1.0,,,,,1,void,,13,angry,,15,delight,,,3,surprise
d_main_40_af_07_172,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_172,True,,31,31,1.0,,,,,1,void,,13,angry,,15,delight,,,3,surprise
d_main_40_af_07_173,d_main_40_af_07,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_07_173,True,,31,31,1.0,,,,,1,void,,13,angry,,15,delight,,,3,surprise
d_main_40_af_07_174,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_174,True,,31,31,1.0,,,,,1,void,,13,angry,,15,delight,,,3,surprise
d_main_40_af_07_175,d_main_40_af_07,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_07_175,True,,31,31,1.0,,,,,1,void,,13,angry,,15,delight,,,3,surprise
d_main_40_af_07_176,d_main_40_af_07,Speech,anis,anis,Locale_MainScenario:d_main_40_af_07_176,True,,31,31,1.0,,,,,1,delight,,13,angry,,15,delight,,,3,surprise
d_main_40_af_07_177,d_main_40_af_07,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_07_177,True,,31,31,1.0,,,,,1,delight,,13,angry,,15,delight,,,3,shy
