id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target,set_camera_shake,set_filter_01
d_main_26_7_s_142,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_142,True,,1,go,,5,angry,,,,,70,500,0.6,,,anis,anis,,,,,7,angry,,,
d_main_26_7_s_143,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_143,False,,1,go,,5,angry,,,,,500,500,1.0,sfx_scn_aim,,,,,,,,7,angry,,,
d_main_26_7_s_144,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_144,True,,1,go,,5,angry,,,,,500,500,1.0,,,anis,anis,,,,,7,angry,,,
d_main_26_7_s_145,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_145,True,,1,go,,5,angry,,,,,70,70,1.0,,,dorothy,dorothy,,,,,7,smile,,,
d_main_26_7_s_146,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_146,True,,1,go,,5,angry,,,,,500,500,1.0,,,anis,anis,,,,,7,smile,,,
d_main_26_7_s_147,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_147,True,,1,go,,5,angry,neon,3,surprise,,500,4,1.0,,,neon,neon,,,,,7,smile,,,
d_main_26_7_s_148,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_148,True,,1,go,,5,angry,,3,surprise,,4,4,1.0,,,anis,anis,,,,,7,smile,,,
d_main_26_7_s_149,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_149,True,,1,go,,5,angry,,3,surprise,,4,4,1.0,,,neon,neon,,,,,7,smile,,,
d_main_26_7_s_150,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_150,False,,1,go,,5,angry,,3,surprise,,4,6,1.0,,,,,,,,,7,pain,,,
d_main_26_7_s_151,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_151,False,,1,go,,5,angry,,3,surprise,,6,6,1.0,,,,,,,,,7,pain,,,
d_main_26_7_s_152,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_152,False,,1,go,,5,pain,,3,surprise,,6,6,1.0,,,anis,anis,,,,,7,pain,,,
d_main_26_7_s_153,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_153,True,,1,go,,5,pain,,3,surprise,,6,6,1.0,,,dorothy,dorothy,,,,,7,pain,,,
d_main_26_7_s_154,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_154,True,,1,go,,5,pain,,3,surprise,,6,6,1.0,,,anis,anis,,,,,7,pain,,,
d_main_26_7_s_155,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_155,True,,1,go,,5,angry,,3,surprise,,6,50,1.0,,,anis,anis,,,,,7,pain,,,
d_main_26_7_s_156,d_main_26_07_s,Self,Locale_MainScenario:d_main_26_7_s_156,False,,1,go,,5,angry,,3,surprise,,50,50,1.0,,,,,,,,,7,pain,,,
d_main_26_7_s_157,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_157,True,,1,go,,5,sad,,3,surprise,,50,50,1.0,,,anis,anis,,,,,7,pain,,,
d_main_26_7_s_158,d_main_26_07_s,Self,Locale_MainScenario:d_main_26_7_s_158,False,,1,go,,5,sad,,3,surprise,,50,50,1.0,,,,,,,,,7,pain,,,
d_main_26_7_s_159,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_159,True,,1,go,,5,void,,3,surprise,,50,50,1.0,,,anis,anis,,,,,7,pain,,,
d_main_26_7_s_160,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_160,True,,1,go,,5,void,,3,surprise,,10,10,1.0,,,redhood,redhood,,,,,7,pain,,,
d_main_26_7_s_161,d_main_26_07_s,Self,Locale_MainScenario:d_main_26_7_s_161,False,,1,go,,5,void,,3,surprise,,10,10,1.0,,,,,,,,,7,pain,,,
d_main_26_7_s_162,d_main_26_07_s,Self,Locale_MainScenario:d_main_26_7_s_162,False,,1,go,,5,void,,3,surprise,,10,10,1.0,,,,,,,,,7,pain,,,
d_main_26_7_s_163,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_163,True,,1,go,,5,void,,3,surprise,,10,10,1.0,,,redhood,redhood,,,,,7,pain,,,
d_main_26_7_s_164,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_164,True,,1,go,,5,void,,3,surprise,,4,4,1.0,,,anis,anis,,,,,7,pain,,,
d_main_26_7_s_165,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_165,True,,1,go,,5,void,,3,surprise,,4,4,1.0,,,neon,neon,,,,,7,pain,,,
d_main_26_7_s_166,d_main_26_07_s,Narration,Locale_MainScenario:d_main_26_7_s_166,False,,1,go,,5,void,,3,surprise,,4,6,1.0,,,,,,,,,7,pain,,,
d_main_26_7_s_167,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_167,True,,1,go,,5,void,,3,surprise,,6,6,1.0,,,anis,anis,,,,,7,pain,,,
d_main_26_7_s_168,d_main_26_07_s,Self,Locale_MainScenario:d_main_26_7_s_168,False,,1,go,,5,void,,3,surprise,,6,6,1.0,,,,,,,,,7,pain,,,
d_main_26_7_s_169,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_169,True,,1,go,,5,void,,3,idle,,6,4,1.0,,,neon,neon,,,,,7,pain,,,
d_main_26_7_s_170,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_170,True,,1,go,,5,sad,,3,idle,,4,4,1.0,,,anis,anis,,,,,7,pain,,,
d_main_26_7_s_171,d_main_26_07_s,Speech,Locale_MainScenario:d_main_26_7_s_171,False,,1,go,,5,sad,,3,idle,,70,70,1.0,,,dorothy,dorothy,,,,,7,pain,,,
