id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,play_sound,fade
d_main_29_07_e_119,d_main_29_07_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_07_e_119,True,,15,idle,,13,,,1,idle,,S_10,S_10,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_120,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_120,True,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_121,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_121,True,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_122,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_122,True,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_123,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_123,True,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_124,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_124,True,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_125,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_125,True,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_126,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_126,True,,15,idle,,13,,,1,idle,,L_170,L_170,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_127,d_main_29_07_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_07_e_127,True,,15,surprise,,13,,,1,think,,S_10,S_10,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_128,d_main_29_07_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_07_e_128,True,,15,surprise,,13,,,1,think,,XS_150,XS_150,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_129,d_main_29_07_e,Self,drilley,,Locale_MainScenario:d_main_29_07_e_129,False,,15,surprise,,13,,,1,think,,XS_150,15,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_130,d_main_29_07_e,Self,drilley,,Locale_MainScenario:d_main_29_07_e_130,False,,15,surprise,,13,,,1,think,,15,15,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_131,d_main_29_07_e,Self,drilley,,Locale_MainScenario:d_main_29_07_e_131,False,,15,surprise,,13,,,1,think,,15,15,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_132,d_main_29_07_e,Self,drilley,,Locale_MainScenario:d_main_29_07_e_132,False,,15,surprise,,13,,,1,think,,15,15,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_133,d_main_29_07_e,Self,drilley,,Locale_MainScenario:d_main_29_07_e_133,False,,15,surprise,,13,,,1,think,,15,15,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_134,d_main_29_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_29_07_e_134,True,,15,surprise,,13,,,1,think,,30,30,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_135,d_main_29_07_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_07_e_135,True,,15,idle,,13,,,1,think,,15,15,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_136,d_main_29_07_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_07_e_136,True,,15,idle,,13,,,1,think,,15,15,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_137,d_main_29_07_e,Speech,anis,anis,Locale_MainScenario:d_main_29_07_e_137,True,,15,idle,,13,,,1,think,,50,50,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_138,d_main_29_07_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_07_e_138,True,,15,surprise,,13,,,1,think,,15,15,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_139,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_139,True,,15,surprise,,13,,,1,think,,15,16,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_140,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_140,True,,15,surprise,,13,,,1,think,,16,16,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_141,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_141,True,,15,surprise,,13,,,1,think,,16,16,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_142,d_main_29_07_e,Speech,anis,anis,Locale_MainScenario:d_main_29_07_e_142,True,,15,surprise,,13,,,1,think,,50,5,1.0,,,,,,3,idle,,5,no,,7,idle,,17,idle,,,,,,
d_main_29_07_e_143,d_main_29_07_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_07_e_143,True,,15,surprise,,13,,,1,think,,16,16,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_144,d_main_29_07_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_07_e_144,True,,15,idle,,13,,,1,think,,16,16,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_145,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_145,True,,15,idle,,13,,,1,think,,16,16,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_146,d_main_29_07_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_07_e_146,True,,15,idle,,13,,,1,think,,16,15,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_147,d_main_29_07_e,Narration,drilley,,Locale_MainScenario:d_main_29_07_e_147,False,,15,idle,,13,,,1,think,,15,15,1.0,,drilley,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,sfx_scn_runaway,
d_main_29_07_e_148,d_main_29_07_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_07_e_148,True,,,,,13,,,1,think,,15,13,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_149,d_main_29_07_e,Self,fragile,,Locale_MainScenario:d_main_29_07_e_149,False,,,,,13,,,1,think,,13,13,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_150,d_main_29_07_e,Self,fragile,,Locale_MainScenario:d_main_29_07_e_150,False,,,,,13,,,1,think,,13,17,1.0,,,,,,3,idle,,5,void,,7,idle,,17,idle,,,,,,
d_main_29_07_e_151,d_main_29_07_e,Narration,fragile,,Locale_MainScenario:d_main_29_07_e_151,False,,,,,13,,,1,think,,17,17,1.0,none,,fragile,elegg,,3,idle,,5,void,,7,idle,,17,idle,,rapi,anis,neon,,
d_main_29_07_e_152,d_main_29_07_e,Narration,unknown_grave,,Locale_MainScenario:d_main_29_07_e_152,False,,,,,,,,,,,17,L_170,1.0,,,,,,,,,,,,,,,17,idle,,,,,,
d_main_29_07_e_153,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_153,True,,,,,,,,,,,L_170,L_170,1.0,,,,,,,,,,,,,,,17,idle,,,,,,
d_main_29_07_e_154,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_154,True,,,,,,,,,,,L_170,L_170,1.0,,,,,,,,,,,,,,,17,idle,,,,,,
d_main_29_07_e_155,d_main_29_07_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_07_e_155,True,,,,,,,,,,,L_170,L_170,1.0,,,,,,,,,,,,,,,17,idle,,,,,,
