id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/1/hide_char_id,characters/5/hide_char_id,set_filter_01,set_filter_02,characters/3/hide_char_id,characters/4/hide_char_id,characters/0/hide_char_id,characters/2/hide_char_id,set_camera_shake
d_main_32_09_e_122,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_122,True,,,,,,,,,,,,,,sniping_01,sniping_02,1.0,,,emma,emma,,,,,,,,,,,,,,,
d_main_32_09_e_123,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_123,True,,,,,,,,,,,,,,sniping_02,sniping_02,1.0,,,emma,emma,,,,,,,,,,,,,,,
d_main_32_09_e_124,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_124,True,,,,,,,,,,,,,,sniping_02,sniping_02,1.0,,,eunhwa,eunhwa,,,,,,,,,,,,,,,
d_main_32_09_e_125,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_125,True,,,,,,,,,,,,,,sniping_02,sniping_03,1.0,,,eunhwa,eunhwa,,,,,,,,,,,,,,,
d_main_32_09_e_126,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_126,True,,,,,,,,,,,,,,sniping_03,sniping_03,1.0,,,emma,emma,,,,,,,,,,,,,,,
d_main_32_09_e_127,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_127,True,,,,,,,,,,,,,,sniping_03,sniping_03,1.0,,,eunhwa,eunhwa,,,,,,,,,,,,,,,
d_main_32_09_e_128,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_128,True,,,,,,,,,,,,,,sniping_03,sniping_02,1.0,,,eunhwa,eunhwa,,,,,,,,,,,,,,,
d_main_32_09_e_129,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_129,True,,,,,,,,,,,,,,sniping_02,sniping_02,1.0,,,emma,emma,,,,,,,,,,,,,,,
d_main_32_09_e_130,d_main_32_09_e,Narration,Locale_MainScenario:d_main_32_09_e_130,False,,,,,,,,,,,,,FlowerRoad,black,black,1.0,sfx_scn_c092_fire_many,,behemoth,,,,,behemoth,5,angry,,,,,,,,,
d_main_32_09_e_131,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_131,True,,,,,,,,,,,,,,50,50,1.0,,,behemoth,behemoth,,,,,5,angry,,,,,,,,,
d_main_32_09_e_132,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_132,True,,,,shifty_r,OP_rightup,angry,,,,,,,,50,50,1.0,,,shifty_r,shifty_r,,,,,5,angry,,,,,,,,,
d_main_32_09_e_133,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_133,True,,,,,OP_rightup,angry,,,,,,,,50,500,0.5,,,behemoth,behemoth,,,,,5,angry,,,,,,,,,
d_main_32_09_e_134,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_134,False,,,,,OP_rightup,angry,,,,,,,,500,500,1.0,,,behemoth,,,,,,5,angry,,,,,,,,shifty_r,
d_main_32_09_e_135,d_main_32_09_e,Self,Locale_MainScenario:d_main_32_09_e_135,False,,,,vesti,13,special,,,,,,,,500,50,1.0,,,behemoth,,,,,,5,angry,,,,,,,,,
d_main_32_09_e_136,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_136,True,,,,,3,special,,,,,,,,50,53,1.0,,,vesti,vesti,,,,,5,angry,,,,,,,,,
d_main_32_09_e_137,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_137,False,,,,,3,special,,,,,,,,53,53,1.0,sfx_scn_hugetorsohit,,vesti,,,,,,5,angry,,,,,,,,,
d_main_32_09_e_138,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_138,False,,,,,3,special,,,,,,,,53,53,1.0,,,vesti,,,,,,5,angry,,,,,,,,,
d_main_32_09_e_139,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_139,True,,,,,3,special,,,,,,,,53,53,1.0,,,vesti,vesti,,,,,5,angry,,,,,,,,,
d_main_32_09_e_140,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_140,True,,,,,3,special,,,,,,,,53,53,1.0,,,behemoth,behemoth,,,,,5,angry,,,,,,,,,
d_main_32_09_e_141,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_141,False,,,,,3,special,,,,,,,,53,53,1.0,sfx_scn_heavymetaldrop,,behemoth,,,,,,5,angry,,,,,,,,,
d_main_32_09_e_142,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_142,False,,,,,3,special,,,,,,,,53,53,1.0,,,vesti,,,,,,5,angry,,,,,,,,,
d_main_32_09_e_143,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_143,True,,,,,3,idle,,,,,,,,53,53,1.0,,,vesti,vesti,,,,,5,angry,,,,,,,,,
d_main_32_09_e_144,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_144,True,,,,,3,idle,,,,,,,,53,53,1.0,,,behemoth,behemoth,,,,,5,idle,,,,,,,,,
d_main_32_09_e_145,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_145,True,,,,,3,idle,,,,,,,,53,53,1.0,,,vesti,vesti,,,,,5,idle,,,,,,,,,
d_main_32_09_e_146,d_main_32_09_e,Narration,Locale_MainScenario:d_main_32_09_e_146,False,,,,,3,idle,,,,,,,,53,53,1.0,sfx_scn_explosionhuge,,vesti,,,,,,5,idle,,,,,,,,,Low_2
d_main_32_09_e_147,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_147,False,,,,,3,idle,,,,,,,,53,53,1.0,,,vesti,,,,,,5,idle,,,,,,,,,
d_main_32_09_e_148,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_148,True,,,,,3,idle,,,,,,,,53,53,1.0,,,behemoth,behemoth,,,,,5,idle,,,,,,,,,
d_main_32_09_e_149,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_149,True,,,,,3,delight,,,,,,,,53,53,1.0,,,vesti,vesti,,,,,5,idle,,,,,,,,,
d_main_32_09_e_150,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_150,True,,,,,3,delight,,,,,,,,53,53,1.0,,,behemoth,behemoth,,,,,5,idle,,,,,,,,,
d_main_32_09_e_151,d_main_32_09_e,Narration,Locale_MainScenario:d_main_32_09_e_151,False,,,,,3,delight,,,,,,,,53,53,1.0,sfx_scn_explosionhuge,,behemoth,,,,,,5,idle,,,,,,,,,Low_2
d_main_32_09_e_152,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_152,False,,,,,15,delight,,,,,,,,black,black,1.0,,,behemoth,,grave_no,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_153,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_153,True,,,,,15,delight,,,,,,,,L_10,L_10,1.0,,,grave_no,grave_no,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_154,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_154,True,,,,,15,delight,,,,,,,,L_10,L_100,1.0,,,grave_no,grave_no,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_155,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_155,False,,,,,15,delight,,,,,,,,L_100,L_100,1.0,,,grave_no,grave_no,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_156,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_156,False,,,,,15,delight,,,,,,,,L_100,L_100,1.0,,,grave_no,,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_157,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_157,True,,,,,15,delight,,,,,,,,L_100,L_100,1.0,,,grave_no,grave_no,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_158,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_158,True,,,,,15,delight,,,,,,,,L_100,L_10,1.0,,,grave_no,grave_no,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_159,d_main_32_09_e,Narration,Locale_MainScenario:d_main_32_09_e_159,False,,,,,15,sad,,,,,,,,black,black,1.0,sfx_scn_bodydropgore,,vesti,,,1,idle,,5,idle,grave_no,,,,,,,vesti,
d_main_32_09_e_160,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_160,False,,,,,,,,,,,,,,black,black,1.0,,,vesti,,,,,,5,idle,,,,,,,,,
d_main_32_09_e_161,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_161,False,,,,,,,,,,,,,,black,black,1.0,,,vesti,,,,,,5,idle,,,,,,,,,
d_main_32_09_e_162,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_162,True,,,,,,,,,,,,,,XS_1500,XS_1500,1.0,,,vesti,vesti,,,,,5,idle,,,,,,,,,
d_main_32_09_e_163,d_main_32_09_e,Self,Locale_MainScenario:d_main_32_09_e_163,False,,,,,,,,,,,,,,XS_1500,XS_1500,1.0,,,vesti,,,,,,5,idle,,,,,,,,,
d_main_32_09_e_164,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_164,True,,,,,,,,,,,,,,XS_1500,XS_1500,1.0,,,vesti,vesti,,,,,5,idle,,,,,,,,,
d_main_32_09_e_165,d_main_32_09_e,Narration,Locale_MainScenario:d_main_32_09_e_165,False,,,,,,,,,,,,,,black,black,1.0,sfx_scn_c092_fire_many,,behemoth,,,,,,5,idle,,,,,,,,,
d_main_32_09_e_166,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_166,False,,,,,,,,,,,,,,black,black,1.0,,,behemoth,,,,,,5,idle,,,,,,,,,
d_main_32_09_e_167,d_main_32_09_e,Narration,Locale_MainScenario:d_main_32_09_e_167,False,,,,,,,,,,,,,,black,black,1.0,sfx_scn_groundpulling,,behemoth,,,,,,5,idle,,,,,,,,,
d_main_32_09_e_168,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_168,False,,,,,,,,,,,,,,black,black,1.0,,,behemoth,,,,,,5,idle,,,,,,,,,
d_main_32_09_e_169,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_169,False,,,,,,,,,,,,,,black,black,1.0,sfx_scn_hammerwhoosh,,behemoth,,,,,,5,idle,,,,,,,,,
d_main_32_09_e_170,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_170,False,,,,,,,,,,,,,,15,15,1.0,sfx_scn_explosionfar,,behemoth,,,,,,5,idle,,,,,,,,,
d_main_32_09_e_171,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_171,False,,,,,,,,,,,,,,15,150,1.0,,,behemoth,,,,,,5,idle,,,,,,,,,
d_main_32_09_e_172,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_172,True,,,,,,,,,,,,,,150,L_10,1.5,,,grave_no,grave_no,grave_no,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_173,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_173,True,,,,,,,,,,,,,,L_10,L_10,1.0,,,grave_no,grave_no,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_174,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_174,True,,,,,,,,,,,,,,L_10,L_10,1.0,,,grave_no,grave_no,,1,idle,,5,idle,,,,,,,,,
d_main_32_09_e_175,d_main_32_09_e,Narration,Locale_MainScenario:d_main_32_09_e_175,False,,,,,,,,,,,,,,L_10,L_10,1.0,sfx_scn_metalheavyhit,,grave_no,,,1,idle,,5,idle,,,,,,,,,Low_2
d_main_32_09_e_176,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_176,False,,,,,,,,,,,,,,L_10,1,1.0,,,grave_no,,,1,idle,,5,idle,grave_no,,,,,,,,
d_main_32_09_e_177,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_177,False,,,,,,,,,,,,,,black,black,1.0,,,behemoth,,,,,,5,idle,,,,,,,,,
d_main_32_09_e_178,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_178,True,,,,,,,,,,,,,,5,5,1.0,,,behemoth,behemoth,,,,,5,idle,,,,,,,,,
d_main_32_09_e_179,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_179,True,,,,,,,,,,,,,,5,500,0.7,,,behemoth,behemoth,,,,,5,idle,,,,,,,,,
d_main_32_09_e_180,d_main_32_09_e,Narration,Locale_MainScenario:d_main_32_09_e_180,False,,,,,,,,,,,,,,500,500,1.0,sfx_scn_solidglasstouch,,behemoth,,,,,,5,idle,,,,,,,,,
d_main_32_09_e_181,d_main_32_09_e,Narration,Locale_MainScenario:d_main_32_09_e_181,False,,,,,,,,,,,,,,500,500,1.0,sfx_scn_icecrack,,behemoth,,,,,,5,idle,,,,,,,,,
d_main_32_09_e_182,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_182,False,,,,,,,,,,,,,,500,50,1.0,,,behemoth,,,,,,5,idle,,,,,,,,,
d_main_32_09_e_183,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_183,False,,,,,,,,,,,,,,50,50,1.0,,,behemoth,,,,,,5,idle,,,,,,,,,
d_main_32_09_e_184,d_main_32_09_e,Narration,Locale_MainScenario:d_main_32_09_e_184,False,,,,,,,,,,,,,EventScene_Chap_32_04,black,black,1.0,sfx_scn_crystalimpact,none,behemoth,,,,,,5,idle,,behemoth,,,,,,,
d_main_32_09_e_185,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_185,False,,,,,,,,,,,,,,wakeupcinderella_01,wakeupcinderella_02,0.7,,event_bgm_redash_onthecliff,behemoth,,,,,,,,,,,,,,,,
d_main_32_09_e_186,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_186,False,,,,,,,,,,,,,,wakeupcinderella_02,wakeupcinderella_02,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_32_09_e_187,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_187,False,,,,,,,,,,,,,,wakeupcinderella_02,wakeupcinderella_02,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_32_09_e_188,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_188,False,,,,,,,,,,,,,,wakeupcinderella_02,wakeupcinderella_03,2.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_32_09_e_189,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_189,True,,,,,,,,,,,,,,wakeupcinderella_03,wakeupcinderella_03,1.0,,,grave_no,grave_no,,,,,,,,,,,,,,,
d_main_32_09_e_190,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_190,False,,,,,,,,,,,,,,wakeupcinderella_03,wakeupcinderella_03,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_32_09_e_191,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_191,False,,,,anarchyorr,3,idle,,,,,,,FlowerRoad,black,black,1.0,,,behemoth,,,,,behemoth,5,idle,,,,,,,,,
d_main_32_09_e_192,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_192,True,,,,,3,idle,,,,,,,,S_300,S_30,1.0,,,unknown,unknown,,,,,5,idle,,,,,,,,,
d_main_32_09_e_193,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_193,True,,,,,3,idle,,,,,,,,S_30,53,1.0,,,behemoth,behemoth,,,,,5,idle,,,,,,,,,
d_main_32_09_e_194,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_194,False,,,,,3,idle,,,,,,,,53,53,1.0,,,behemoth,,,,,,5,idle,,,,,,,,,
d_main_32_09_e_195,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_195,False,,,,,3,idle,,,,,,,,53,53,1.0,,,behemoth,,,,,,5,idle,,,,,,,,,
d_main_32_09_e_196,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_196,True,,,,,3,idle,,,,,,,,53,53,1.0,,,unknown,unknown,,,,,5,idle,,,,,,,,,
d_main_32_09_e_197,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_197,True,,,,,3,idle,,,,,,,,53,53,1.0,,,behemoth,behemoth,,,,,5,idle,,,,,,,,,
d_main_32_09_e_198,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_198,True,,,,,3,idle,,,,,,,,53,53,1.0,,,behemoth,behemoth,,,,,5,idle,,,,,,,,,
d_main_32_09_e_199,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_199,True,,,,,3,idle,,,,,,,,53,53,1.0,,,behemoth,behemoth,,,,,5,idle,,,,,,,,,
d_main_32_09_e_200,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_200,True,,,,,3,idle,,,,,,,,53,3,1.0,,,unknown,unknown,,,,,5,idle,,,,,,,,,
d_main_32_09_e_201,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_201,True,,,,,3,surprise,,,,,,,,3,3,1.0,,,anarchyorr,anarchyorr,,,,,5,idle,,,,,,,,,
d_main_32_09_e_202,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_202,True,,,,,3,surprise,,,,,,,,3,S_30,1.0,,,anarchyorr,anarchyorr,,,,,5,idle,,,,,,,,,
d_main_32_09_e_203,d_main_32_09_e,Self,Locale_MainScenario:d_main_32_09_e_203,False,,,,,3,surprise,,,,,,,,S_30,S_30,1.0,,,anarchyorr,,,,,,5,idle,,,,,,,,,
d_main_32_09_e_204,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_204,True,,,,,3,surprise,,,,,,,,500,500,1.0,,,behemoth,behemoth,,,,,5,idle,,,,,,,,,
d_main_32_09_e_205,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_205,False,,,,,3,surprise,,,,,,,EventScene_Chap_32_05_01,black,black,1.0,,,behemoth,,,,,,5,idle,,behemoth,,,,,,anarchyorr,
d_main_32_09_e_206,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_206,False,,,,,,,,,,,,,,black,black,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_32_09_e_207,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_207,False,,,,,,,,,,,,,,black,black,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_32_09_e_208,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_208,False,,,,,,,,,,,,,,heropunch_01,1,1.0,,,behemoth,,,,,,,,,,,,,,,,
d_main_32_09_e_209,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_209,False,,,,,,,,,,,,,,1,1,1.0,sfx_scn_hit,,behemoth,,,,,,,,,,,,,,,,
d_main_32_09_e_210,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_210,True,,,,,,,,,,,,,EventScene_Chap_32_05_02,1,1,1.0,,,behemoth,behemoth,,,,,,,,,,,,,,,
d_main_32_09_e_211,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_211,False,,,,,,,,,,,,,,1,1,1.0,,,behemoth,behemoth,,,,,,,,,,,,,,,
d_main_32_09_e_212,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_212,True,,,,,,,,,,,,,,1,100,1.0,,,behemoth,behemoth,,,,,,,,,,,,,,,
d_main_32_09_e_213,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_213,True,,,,,,,,,,,,,,100,100,1.0,,,behemoth,behemoth,,,,,,,,,,,,,,,
d_main_32_09_e_214,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_214,False,,,,,,,,,,,,,,100,100,1.0,,,behemoth,behemoth,,,,,,,,,,,,,,,
d_main_32_09_e_215,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_215,True,,,,,,,,,,,,,,100,1,1.0,,,behemoth,behemoth,,,,,,,,,,,,,,,
d_main_32_09_e_216,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_216,True,,,,,,,,,,,,,,1,1,1.0,,,behemoth,behemoth,,,,,,,,,,,,,,,
d_main_32_09_e_217,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_217,True,,,,,,,,,,,,,,1,1,1.0,,,behemoth,behemoth,,,,,,,,,,,,,,,
d_main_32_09_e_218,d_main_32_09_e,Narration,Locale_MainScenario:d_main_32_09_e_218,False,,,,anarchyorr,3,idle,,,,,,,FlowerRoad,black,black,1.0,sfx_scn_heavyhit,,behemoth,,grave_no,13,idle,behemoth,5,idle,,,,,,,,,
d_main_32_09_e_219,d_main_32_09_e,Self,Locale_MainScenario:d_main_32_09_e_219,False,,,,,3,idle,,,,,,,,5,5,1.0,,,behemoth,,,13,idle,,5,idle,,,,,,,,,
d_main_32_09_e_220,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_220,True,,,,,3,idle,,,,,,,,5,50,1.0,,,behemoth,behemoth,,13,idle,,5,idle,,,,,,,,,
d_main_32_09_e_221,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_221,True,,,,,3,idle,,,,,,,,50,50,1.0,,,behemoth,behemoth,,13,idle,,5,idle,,,,,,,,,
d_main_32_09_e_222,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_222,True,,,,,3,idle,,,,,,,,50,50,1.0,,,behemoth,behemoth,,13,idle,,5,angry,,,,,,,,,
d_main_32_09_e_223,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_223,True,,,,,3,idle,,,,,,,,50,50,1.0,,,behemoth,behemoth,,13,idle,,5,angry,,,,,,,,,
d_main_32_09_e_224,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_224,True,,,,,3,idle,,,,,,,,50,5,1.0,,,behemoth,behemoth,,13,idle,,5,angry,,,,,,,,,
d_main_32_09_e_225,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_225,True,,,,,3,idle,,,,,,,,5,5,1.0,,,behemoth,behemoth,,13,idle,,5,worry,,,,,,,,,
d_main_32_09_e_226,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_226,False,,,,,3,surprise,,,,,,,,5,53,1.0,,,anarchyorr,anarchyorr,,13,idle,,5,worry,,,,,,,,,
d_main_32_09_e_227,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_227,False,,,,,3,surprise,,,,,,,,53,53,1.0,,,behemoth,,,13,idle,,5,worry,,,,,,,,,
d_main_32_09_e_228,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_228,False,,,,,3,surprise,,,,,,,,53,53,1.0,,,behemoth,,,13,idle,,5,worry,,,,,,,,,
d_main_32_09_e_229,d_main_32_09_e,Self,Locale_MainScenario:d_main_32_09_e_229,False,,,,,3,surprise,,,,,,,,53,53,1.0,,,grave_no,,,13,idle,,5,worry,,,,,,,,,
d_main_32_09_e_230,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_230,True,,,,,3,surprise,,,,,,,,53,13,2.0,,,grave_no,grave_no,,13,idle,,5,worry,,,,,,,,,
d_main_32_09_e_231,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_231,False,,,,,3,surprise,,,,,,,,13,L_130,1.0,,,grave_no,,,13,idle,,5,worry,,behemoth,,,,,,,
d_main_32_09_e_232,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_232,True,,,,,3,surprise,,,,,,,,L_130,L_130,1.0,,,grave_no,grave_no,,13,idle,,,,,,,,,,,,
d_main_32_09_e_233,d_main_32_09_e,Self,Locale_MainScenario:d_main_32_09_e_233,False,,,,,3,surprise,,,,,,,,L_130,L_130,1.0,,,grave_no,,,13,idle,,,,,,,,,,,,
d_main_32_09_e_234,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_234,False,,,,,3,surprise,,,,,,,,L_130,L_1300,1.0,,,grave_no,grave_no,,13,idle,,,,,,,,,,,,
d_main_32_09_e_235,d_main_32_09_e,Self,Locale_MainScenario:d_main_32_09_e_235,False,,,,,3,surprise,,,,,,,,L_1300,L_1300,1.0,,,grave_no,,,13,idle,,,,,,,,,,,,
d_main_32_09_e_236,d_main_32_09_e,Self,Locale_MainScenario:d_main_32_09_e_236,False,,,,,3,surprise,,,,,,,,L_1300,L_1300,1.0,,,grave_no,,,13,idle,,,,,,,,,,,,
d_main_32_09_e_237,d_main_32_09_e,Self,Locale_MainScenario:d_main_32_09_e_237,False,,,,,3,surprise,,,,,,,,L_1300,L_1300,1.0,,,grave_no,,,13,idle,,,,,,,,,,,,
d_main_32_09_e_238,d_main_32_09_e,Self,Locale_MainScenario:d_main_32_09_e_238,False,,,,,3,surprise,,,,,,,,L_1300,L_1300,1.0,,,grave_no,,,13,idle,,,,,,,,,,,,
d_main_32_09_e_239,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_239,False,,,,,3,surprise,marian_p,7,delight,,,,none,700,70,1.0,,,marian_p,,,13,idle,,,,,,Grey,Vignetting,,,,,
d_main_32_09_e_240,d_main_32_09_e,Self,Locale_MainScenario:d_main_32_09_e_240,False,,,,,3,surprise,,7,delight,,,,,70,70,1.0,,,marian_p,,,13,idle,,,,,,Grey,Vignetting,,,,,
d_main_32_09_e_241,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_241,False,,,,,3,surprise,,7,delight,,,,FlowerRoad,L_130,L_1300,1.0,,,grave_no,grave_no,,13,idle,,,,,,,,marian_p,,,,
d_main_32_09_e_242,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_242,True,,,,,3,surprise,,,,,,,,L_1300,13,0.7,,,grave_no,grave_no,,13,idle,,,,,,,,,,,,
d_main_32_09_e_243,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_243,False,,,,,3,surprise,,,,,,,,S_300,S_300,1.0,,,anarchyorr,anarchyorr,,13,idle,,,,,,,,,,,,
d_main_32_09_e_244,d_main_32_09_e,Monologue,Locale_MainScenario:d_main_32_09_e_244,False,,,,,3,surprise,,,,,,,,black,black,1.0,,,grave_no,,,1,idle,,,,,,,,,,,,
d_main_32_09_e_245,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_245,True,,,,,3,surprise,,,,,,,,31,31,1.0,,,grave_no,grave_no,,1,idle,,,,,,,,,,,,
d_main_32_09_e_246,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_246,True,,,,,3,idle,,,,,,,,31,31,1.0,,,anarchyorr,anarchyorr,,1,idle,,,,,,,,,,,,
d_main_32_09_e_247,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_247,True,,,,,3,idle,,,,,,,,31,31,1.0,,,anarchyorr,anarchyorr,,1,idle,,,,,,,,,,,,
d_main_32_09_e_248,d_main_32_09_e,Speech,Locale_MainScenario:d_main_32_09_e_248,True,,,,,3,idle,,,,,,,,31,1,1.0,,,grave_no,grave_no,,1,idle,,,,,,,,,,,,
