id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,highlight,fade,conversation_id,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/8/hide_char_id
d_main_24_04_109,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_109,True,,2,2,1.0,,,,ingrid,,,,3,surprise,,,1,angry,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_110,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_110,True,,2,2,1.0,,,,ingrid,,,,3,idle,,,1,angry,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_111,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_111,True,,2,2,1.0,,,,ingrid,,,,3,idle,,,1,angry,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_112,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_112,True,,2,2,1.0,,,,ingrid,,,,3,idle,,,1,think,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_113,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_113,True,,2,2,1.0,,,,ingrid,,,,3,idle,,,1,think,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_114,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_114,True,,2,2,1.0,,,,ingrid,,,,3,idle,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_115,d_main_24_04,Speech,mustang,Locale_MainScenario:d_main_24_04_115,True,,2,2,1.0,,,,mustang,,,,3,angry,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_116,d_main_24_04,Speech,mustang,Locale_MainScenario:d_main_24_04_116,True,,2,2,1.0,,,,mustang,,,,3,idle,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_117,d_main_24_04,Speech,mustang,Locale_MainScenario:d_main_24_04_117,True,,2,2,1.0,,,,mustang,,,,3,idle,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_118,d_main_24_04,Speech,mustang,Locale_MainScenario:d_main_24_04_118,True,,2,2,1.0,,,,mustang,,,,3,idle,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_119,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_119,True,,2,2,1.0,,,,ingrid,,,,3,idle,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_120,d_main_24_04,Speech,jackal,Locale_MainScenario:d_main_24_04_120,True,,2,12,1.0,,,,jackal,,,,3,idle,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_121,d_main_24_04,Speech,jackal,Locale_MainScenario:d_main_24_04_121,True,,12,12,1.0,,,,jackal,,,,3,idle,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_122,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_122,False,,12,12,1.0,,,,ingrid,,,,3,idle,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_123,d_main_24_04,Speech,jackal,Locale_MainScenario:d_main_24_04_123,True,,12,12,1.0,,,,jackal,,,,3,idle,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_124,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_124,False,,12,12,1.0,,,,ingrid,,,,3,idle,,,1,think,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_125,d_main_24_04,Speech,jackal,Locale_MainScenario:d_main_24_04_125,True,,12,12,1.0,,,,jackal,,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_126,d_main_24_04,Speech,jackal,Locale_MainScenario:d_main_24_04_126,True,,12,12,1.0,,,,jackal,,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_127,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_127,True,,12,12,1.0,,,,ingrid,,,,3,idle,,,1,angry,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_128,d_main_24_04,Speech,jackal,Locale_MainScenario:d_main_24_04_128,True,,12,12,1.0,,,,jackal,,,,3,idle,,,1,angry,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_129,d_main_24_04,Speech,jackal,Locale_MainScenario:d_main_24_04_129,True,,12,12,1.0,,,,jackal,,,,3,idle,,,1,angry,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_130,d_main_24_04,Speech,jackal,Locale_MainScenario:d_main_24_04_130,True,,12,12,1.0,,,,jackal,,,,3,idle,,,1,angry,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_131,d_main_24_04,Speech,jackal,Locale_MainScenario:d_main_24_04_131,True,,12,S_130,2.0,,,,jackal,,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_132,d_main_24_04,Speech,jackal,Locale_MainScenario:d_main_24_04_132,True,,S_130,S_130,1.0,,,,jackal,,,,3,idle,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_133,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_133,False,,S_130,L_10,1.5,,,,ingrid,,,,3,idle,,,1,think,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_134,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_134,True,,L_10,L_10,1.0,,,,ingrid,,,,3,idle,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_135,d_main_24_04,Speech,mustang,Locale_MainScenario:d_main_24_04_135,True,,L_10,L_10,1.0,,,,mustang,,,,3,angry,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_136,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_136,True,,L_10,L_10,1.0,,,,ingrid,,,,3,angry,,,1,think,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_137,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_137,True,,L_10,L_10,1.0,,,,ingrid,,,,3,angry,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_138,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_138,True,,L_10,L_10,1.0,,,,ingrid,,,,3,angry,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_139,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_139,False,,L_10,L_10,1.0,,,,ingrid,,,,3,angry,,,1,idle,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_140,d_main_24_04,Speech,ingrid,Locale_MainScenario:d_main_24_04_140,True,,L_10,L_100,1.0,,,,ingrid,,,,3,angry,,,1,angry,,,13,think,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_141,d_main_24_04,Narration,Narration,Locale_MainScenario:d_main_24_04_141,False,Office,1,1,1.0,none,,,,black,,,3,angry,mustang,,1,angry,ingrid,,13,think,jackal,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_142,d_main_24_04,Speech,syuen,Locale_MainScenario:d_main_24_04_142,True,,1,1,1.0,,,,syuen,,,syuen,1,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_143,d_main_24_04,Speech,syuen,Locale_MainScenario:d_main_24_04_143,True,,1,1,1.0,,,,syuen,,,,1,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_144,d_main_24_04,Speech,syuen,Locale_MainScenario:d_main_24_04_144,True,,1,1,1.0,,,,syuen,,,,1,think,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_145,d_main_24_04,Narration,Narration,Locale_MainScenario:d_main_24_04_145,False,,1,1,1.0,,sfx_scn_phonevibration,,,,,,1,think,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_146,d_main_24_04,Speech,syuen,Locale_MainScenario:d_main_24_04_146,True,,1,S_10,2.0,,,,syuen,,m_main_24_04,,1,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_04_147,d_main_24_04,Speech,syuen,Locale_MainScenario:d_main_24_04_147,False,,S_10,S_10,1.0,,,,syuen,,,,1,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
