id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,jump_target,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id
d_main_21_10_e_115,d_main_21_10_e,Speech,neon,neon,Locale_MainScenario:d_main_21_10_e_115,True,,70,S_50,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,,,,,,,,,,,,,,,,,,,
d_main_21_10_e_116,d_main_21_10_e,Self,neon,Self,Locale_MainScenario:d_main_21_10_e_116,False,,S_50,S_50,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,,,,,,,,,,,,,,,,,,,
d_main_21_10_e_117,d_main_21_10_e,Speech,rapi,rapi,Locale_MainScenario:d_main_21_10_e_117,True,,S_50,30,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,,,,,,,,,,,,,,,,,,,
d_main_21_10_e_118,d_main_21_10_e,Speech,harran,harran,Locale_MainScenario:d_main_21_10_e_118,True,,30,1315,3.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,,,,harran,13,idle,,isabel,15,idle,,noah,17,idle,,,,,
d_main_21_10_e_119,d_main_21_10_e,Speech,isabel,isabel,Locale_MainScenario:d_main_21_10_e_119,True,,1315,1315,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,,,,,13,idle,,,15,idle,,,17,idle,,,,,
d_main_21_10_e_120,d_main_21_10_e,Self,isabel,Self,Locale_MainScenario:d_main_21_10_e_120,False,,1315,1315,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,,,,,13,idle,,,15,idle,,,17,idle,,,,,
d_main_21_10_e_121,d_main_21_10_e,Speech,isabel,isabel,Locale_MainScenario:d_main_21_10_e_121,True,,1315,1315,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,,,,,13,idle,,,15,idle,,,17,idle,,,,,
d_main_21_10_e_122,d_main_21_10_e,Speech,isabel,isabel,Locale_MainScenario:d_main_21_10_e_122,True,,1315,S_150,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,,,,,13,idle,,,15,shy,,,17,idle,,,,,
d_main_21_10_e_123,d_main_21_10_e,Speech,noah,noah,Locale_MainScenario:d_main_21_10_e_123,True,,S_150,XS_170,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,,,,,13,idle,,,15,shy,,,17,idle,,,,,
d_main_21_10_e_124,d_main_21_10_e,Speech,harran,harran,Locale_MainScenario:d_main_21_10_e_124,True,,XS_170,13,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,,,,,13,idle,,,15,idle,,,17,idle,,,,,
d_main_21_10_e_125,d_main_21_10_e,Self,harran,Self,Locale_MainScenario:d_main_21_10_e_125,False,,13,13,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,,,,,13,idle,,,15,idle,,,17,idle,,,,,
d_main_21_10_e_126,d_main_21_10_e,Speech,harran,harran,Locale_MainScenario:d_main_21_10_e_126,True,,13,130,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,,,,,13,special,,,15,idle,,,17,idle,,,,,
d_main_21_10_e_127,d_main_21_10_e,Speech,harran,harran,Locale_MainScenario:d_main_21_10_e_127,True,,130,130,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,,,,,13,special,,,15,idle,,,17,idle,,,,,
d_main_21_10_e_128,d_main_21_10_e,Speech,rapi,rapi,Locale_MainScenario:d_main_21_10_e_128,True,,30,30,1.0,,,,,,,7,idle,,,5,idle,,,3,delight,,,,,,,13,idle,,,15,idle,,,17,idle,,,,,
d_main_21_10_e_129,d_main_21_10_e,Speech,anis,anis,Locale_MainScenario:d_main_21_10_e_129,True,,70,70,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,,,,,13,idle,,,15,idle,,,17,idle,,,,,
d_main_21_10_e_130,d_main_21_10_e,Speech,noah,noah,Locale_MainScenario:d_main_21_10_e_130,False,,17,XS_170,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,,,,,13,idle,,,15,idle,,,17,pain,,,,,
d_main_21_10_e_131,d_main_21_10_e,Speech,noah,noah,Locale_MainScenario:d_main_21_10_e_131,True,,XS_170,XS_170,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,,,,,13,idle,,,15,idle,,,17,pain,,,,,
d_main_21_10_e_132,d_main_21_10_e,Speech,neon,neon,Locale_MainScenario:d_main_21_10_e_132,False,,S_50,S_50,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,,,,,13,idle,,,15,idle,,,17,pain,,,,,
d_main_21_10_e_133,d_main_21_10_e,Speech,noah,noah,Locale_MainScenario:d_main_21_10_e_133,True,,XS_170,XS_170,1.0,,,,,,,7,idle,,,5,idle,,,3,idle,,,,,,,13,idle,,,15,idle,,,17,pain,,,,,
d_main_21_10_e_134,d_main_21_10_e,Speech,neon,neon,Locale_MainScenario:d_main_21_10_e_134,True,,S_50,S_50,1.0,,,,,,,7,idle,,,5,delight,,,3,idle,,,,,,,13,idle,,,15,idle,,,17,pain,,,,,
d_main_21_10_e_135,d_main_21_10_e,Self,neon,Self,Locale_MainScenario:d_main_21_10_e_135,True,,1315,1315,1.0,,,,,,,7,idle,,,5,delight,,,3,idle,,,,,,,13,idle,,,15,idle,,,17,pain,,,,,
