id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/1/hide_char_id,characters/0/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,effects/0/play_effect_id,effects/0/set_effect_position,fade,effects/0/stop_effect_id
d_main_24_14_e_110,d_main_24_14_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_24_14_e_110,True,,,,,,,,15,idle,,14,14,1.0,,,,,3,idle,,5,idle,,,,7,idle,,,13,think_02,,,,,,,,,,,,
d_main_24_14_e_111,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_111,True,,,,,,,,15,idle,,14,14,1.0,,,,,3,idle,,5,idle,,,,7,idle,,,13,think_02,,,,,,,,,,,,
d_main_24_14_e_112,d_main_24_14_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_24_14_e_112,True,,,,,,,,15,idle,,14,14,1.0,,,,,3,idle,,5,idle,,,,7,idle,,,13,angry_02,,,,,,,,,,,,
d_main_24_14_e_113,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_113,True,,,,,,,,15,angry,,14,150,1.0,,,,,3,idle,,5,idle,,,,7,idle,,,13,angry_02,,,,,,,,,,,,
d_main_24_14_e_114,d_main_24_14_e,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_24_14_e_114,True,,,,,,,,15,angry,,150,150,1.0,,,,,3,idle,,5,idle,,,,7,idle,,,13,think_02,enikk_op_l,OP_leftup,special,,,,,,,,,
d_main_24_14_e_115,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_115,True,,,,,,,,15,angry,,150,150,1.0,,,,,3,idle,,5,idle,,,,7,idle,,,13,think_02,,OP_leftup,special,,,,,,,,,
d_main_24_14_e_116,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_116,True,,,,,,,,15,angry,,150,150,1.0,,,,,3,idle,,5,idle,,,,7,idle,,,13,think_02,,OP_leftup,special,,,,,,,,,
d_main_24_14_e_117,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_117,True,,,,,,,,15,idle,,150,150,1.0,,,,,3,idle,,5,idle,,,,7,idle,,,13,think_02,,OP_leftup,special,,,,,,,,,
d_main_24_14_e_118,d_main_24_14_e,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_24_14_e_118,True,,,,,,,,15,idle,,150,150,1.0,,,,,3,idle,,5,idle,,,,7,idle,,,13,think_02,,OP_leftup,special,,,,,,,,,
d_main_24_14_e_119,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_119,True,,,,,,,,15,idle,,150,150,1.0,,,,,3,idle,,5,idle,,,,7,idle,,,13,think_02,,OP_leftup,special,,,,,,,,,
d_main_24_14_e_120,d_main_24_14_e,Self,,Self,Locale_MainScenario:d_main_24_14_e_120,False,,,,,,,,15,idle,,150,150,1.0,,,,,3,idle,,5,idle,,,,7,idle,,,13,think_02,,OP_leftup,special,,,,,,,,,
d_main_24_14_e_121,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_121,True,,,,,,,,15,idle,,150,15,1.0,,,,,3,idle,,5,idle,,,,7,idle,,,13,think_02,,OP_leftup,special,,,,,,,,,
d_main_24_14_e_122,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_122,True,,,,,,,,15,idle,,15,15,1.0,,,,,3,idle,,5,idle,,,,7,idle,,,13,think_02,,OP_leftup,special,,,,,,,,,
d_main_24_14_e_123,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_123,True,,,,,,,,1,idle,EventScene_Chap_24_04,redhood_fullactive_all,redhood_fullactive_all,1.0,,,,,3,idle,,5,idle,,,,7,idle,talkative,,13,think_02,,OP_leftup,special,rapi,indivilia,nihilister_a,dorothy,enikk_op_l,fx_EventScene_Chap_24_04,fx_EventScene_Chap_24_04_smoke,black,
d_main_24_14_e_124,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_124,True,,,,,,,,,,,redhood_fullactive_all,redhood_fullactive_all,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_125,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_125,True,,,,,,,,,,,redhood_fullactive_all,redhood_fullactive_all,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_126,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_126,True,,,,,,,,,,,redhood_fullactive_all,redhood_fullactive_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_127,d_main_24_14_e,Speech,notification,notification,Locale_MainScenario:d_main_24_14_e_127,True,,,,,,,,,,,redhood_fullactive_02,redhood_fullactive_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_128,d_main_24_14_e,Speech,notification,notification,Locale_MainScenario:d_main_24_14_e_128,True,,,,,,,,,,,redhood_fullactive_02,redhood_fullactive_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_129,d_main_24_14_e,Speech,notification,notification,Locale_MainScenario:d_main_24_14_e_129,True,,,,,,,,,,,redhood_fullactive_02,redhood_fullactive_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_130,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_130,False,,,,,,,,,,EventScene_Chap_24_05,redhood_fullactive_02,redhood_fullactive_all,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,fx_EventScene_Chap_24_05,fx_EventScene_Chap_24_04_smoke,,fx_EventScene_Chap_24_04
d_main_24_14_e_131,d_main_24_14_e,Speech,notification,notification,Locale_MainScenario:d_main_24_14_e_131,True,,,,,,,,,,,redhood_fullactive_all,redhood_fullactive_all,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_132,d_main_24_14_e,Speech,notification,notification,Locale_MainScenario:d_main_24_14_e_132,True,,,,,,,,,,,redhood_fullactive_all,redhood_fullactive_all,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_133,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_133,True,,,,,,,,,,,redhood_fullactive_all,redhood_fullactive_all,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_134,d_main_24_14_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_24_14_e_134,True,,,,,,,,,,,redhood_fullactive_all,redhood_fullactive_all,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_135,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_135,True,,,,,,,,,,,redhood_fullactive_all,redhood_fullactive_all,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_136,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_136,False,,,,,,,,,,EventScene_Chap_24_06,redhood_fullactive_all,redhood_fullactive_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fx_EventScene_Chap_24_05
d_main_24_14_e_137,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_137,False,,,,,,,,,,,redhood_fullactive_03,redhood_fullactive_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_138,d_main_24_14_e,Speech,talkative,talkative,Locale_MainScenario:d_main_24_14_e_138,True,,,,,,,,,,DestroyedStreet,7,XS_70,0.7,,,,indivilia,3,idle,nihilister_a,5,surprise,,,talkative,7,idle,,dorothy,13,think_02,,,,,,,,,,,,
d_main_24_14_e_139,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_139,False,,,,,,,,,,,black,black,1.0,,,,,3,idle,,5,surprise,,,,7,idle,,,13,think_02,,,,,,,,,,,,
d_main_24_14_e_140,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_140,False,,,,,,,,,,,black,black,1.0,,,,,3,idle,,5,surprise,,,,7,idle,,,13,think_02,,,,,,,,,,,,
d_main_24_14_e_141,d_main_24_14_e,Narration,,Narration,Locale_MainScenario:d_main_24_14_e_141,False,,,,,,,,,,,XS_70,7,0.4,,sfx_scn_break,Low_2,,3,idle,,5,surprise,,,,7,idle,,,13,think_02,,,,,,,,,,,,
d_main_24_14_e_142,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_142,False,,,,,,,,,,,black,black,1.0,,,,,3,idle,,5,surprise,,,,7,idle,,,13,think_02,,,,,,,,,,,,
d_main_24_14_e_143,d_main_24_14_e,Speech,talkative,talkative,Locale_MainScenario:d_main_24_14_e_143,True,,,,,,,,,,,7,XS_70,2.0,,,,,3,idle,,5,surprise,,,,7,idle,,,13,think_02,,,,,,,,,,,,
d_main_24_14_e_144,d_main_24_14_e,Speech,talkative,talkative,Locale_MainScenario:d_main_24_14_e_144,True,,,,,,,,,,,XS_70,XS_70,1.0,,,,,3,idle,,5,surprise,,,,7,idle,,,13,think_02,,,,,,,,,,,,
d_main_24_14_e_145,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_145,False,,,,,,,,,,,black,black,1.0,,,,,3,idle,,5,surprise,,,,7,idle,,,13,think_02,,,,,,,,,,,,
d_main_24_14_e_146,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_146,False,,,,,,,,,,,black,black,1.0,,,,,3,idle,,5,surprise,,,,7,idle,,,13,think_02,,,,,,,,,,,,
d_main_24_14_e_147,d_main_24_14_e,Speech,talkative,talkative,Locale_MainScenario:d_main_24_14_e_147,True,,,,,,,,,,,6,6,1.0,,,Low_3_Loop,,3,idle,,5,surprise,,,,7,idle,,,13,think_02,,,,,,,,,,,,
d_main_24_14_e_148,d_main_24_14_e,Speech,nihilister_a,nihilister_a,Locale_MainScenario:d_main_24_14_e_148,True,,,,,,,,,,,6,6,1.0,,,,,3,idle,,5,surprise,,,,7,idle,,,13,think_02,,,,,,,,,,,,
d_main_24_14_e_149,d_main_24_14_e,Speech,indivilia,indivilia,Locale_MainScenario:d_main_24_14_e_149,True,,,,,,,,,,,6,4,1.0,,,none,,3,idle,,5,surprise,,,,7,idle,,,13,think_02,,,,,,,,,,,,
d_main_24_14_e_150,d_main_24_14_e,Narration,,Narration,Locale_MainScenario:d_main_24_14_e_150,False,,,,,,,,,,,black,black,1.0,,sfx_scn_swing,,,3,idle,,5,surprise,,,,7,idle,,,13,think_02,,,,,,,,,,,,
d_main_24_14_e_151,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_151,False,,,,,,,,,,EventScene_Chap_24_07,black,black,1.0,,,,,3,idle,,5,surprise,,,,7,idle,,,13,think_02,,,,,,,,,,,,
d_main_24_14_e_152,d_main_24_14_e,Narration,,Narration,Locale_MainScenario:d_main_24_14_e_152,False,,,,,,,,,,,grabblade_01,grabblade_01,1.0,,sfx_scn_bladecatch,,,3,idle,,5,surprise,,,,7,idle,talkative,,13,think_02,,,,,indivilia,nihilister_a,dorothy,,,,,
d_main_24_14_e_153,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_153,False,,,,,,,,,,,grabblade_01,grabblade_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_154,d_main_24_14_e,Speech,indivilia,indivilia,Locale_MainScenario:d_main_24_14_e_154,True,,,,,,,,,,,grabblade_01,grabblade_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_155,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_155,True,,,,,,,,,,,grabblade_01,grabblade_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_156,d_main_24_14_e,Narration,,Narration,Locale_MainScenario:d_main_24_14_e_156,False,,,,,,,,,,EventScene_Chap_24_08,grabblade_01,grabblade_01,1.0,,sfx_scn_bladebroke,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_157,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_157,False,,,,,,,,,,,grabblade_01,grabblade_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_158,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_158,False,,,,,,,,,,,grabblade_01,grabblade_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_159,d_main_24_14_e,Speech,indivilia,indivilia,Locale_MainScenario:d_main_24_14_e_159,True,,,,,,,,,,,grabblade_02,grabblade_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_160,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_160,True,,,,,,,,,,,grabblade_02,grabblade_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_24_14_e_161,d_main_24_14_e,Monologue,nihilister_a,Monologue,Locale_MainScenario:d_main_24_14_e_161,False,,,,,,,rapi,1,angry,DestroyedStreet,black,black,1.0,,,,indivilia,3,surprise,nihilister_a,5,angry,,,talkative,7,idle,,dorothy,13,think_02,,,,,,,,,,,,
d_main_24_14_e_162,d_main_24_14_e,Narration,nihilister_a,Narration,Locale_MainScenario:d_main_24_14_e_162,False,,,,,,,,1,angry,,black,black,1.0,,sfx_scn_explosions,,,3,surprise,,5,angry,,,,7,idle,,,13,think_02,,,,,,,,,,,,
d_main_24_14_e_163,d_main_24_14_e,Monologue,nihilister_a,Monologue,Locale_MainScenario:d_main_24_14_e_163,False,,,,,,,,1,angry,,3,6,0.5,,,Low_3_Loop,,5,surprise,,6,angry,,,,7,idle,,,13,think_02,,,,,,,,,,,,
d_main_24_14_e_164,d_main_24_14_e,Monologue,nihilister_a,Monologue,Locale_MainScenario:d_main_24_14_e_164,False,,,,,,,,1,angry,,6,6,1.0,,,,,5,surprise,,6,angry,,,,7,idle,,,13,think_02,,,,,,,,,,,,
d_main_24_14_e_165,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_165,True,,,,,,,,1,angry,,1,10,0.3,,,,,5,surprise,,6,angry,,,,7,idle,,,13,think_02,,,,,,,,,,,,
d_main_24_14_e_166,d_main_24_14_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_24_14_e_166,True,,,,,,,,1,angry,,10,130,0.6,,,,,5,surprise,,6,angry,,,,7,idle,,,13,angry_02,,,,,,,,,,,,
d_main_24_14_e_167,d_main_24_14_e,Monologue,nihilister_a,Monologue,Locale_MainScenario:d_main_24_14_e_167,False,,,,,,,,3,angry,,black,black,1.0,,,,,5,surprise,,6,angry,,,,7,idle,,,1,angry_02,,,,,,,,,,,,
d_main_24_14_e_168,d_main_24_14_e,Narration,nihilister_a,Narration,Locale_MainScenario:d_main_24_14_e_168,False,,,,,,,,3,angry,,6,6,1.0,,sfx_scn_rockcollapse,,,5,surprise,,6,angry,,,,7,idle,,,1,angry_02,,,,,,,,,,,,
d_main_24_14_e_169,d_main_24_14_e,Monologue,nihilister_a,Monologue,Locale_MainScenario:d_main_24_14_e_169,False,,,,,,,,3,angry,,6,6,1.0,,,,,5,surprise,,6,angry,,,,7,idle,,,1,think_02,,,,,,,,,,,,
d_main_24_14_e_170,d_main_24_14_e,Monologue,nihilister_a,Monologue,Locale_MainScenario:d_main_24_14_e_170,False,,,,,,,,3,angry,,6,2,1.0,,,,,5,surprise,,6,angry,,,,7,idle,,,1,think_02,,,,,,,,,,,,
d_main_24_14_e_171,d_main_24_14_e,Monologue,nihilister_a,Monologue,Locale_MainScenario:d_main_24_14_e_171,False,,,,,,,,3,angry,,2,1,1.0,,,,,5,surprise,,6,angry,,,,7,idle,,,12,think_02,,,,,,,,,,,,
d_main_24_14_e_172,d_main_24_14_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_24_14_e_172,True,,,,,,,,3,angry,,1,1,1.0,,,,,5,surprise,,6,angry,,,,7,idle,,,12,angry_02,,,,,,,,,,,,
d_main_24_14_e_173,d_main_24_14_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_14_e_173,True,,,,,,,,3,angry,,1,3,0.5,,,,,5,surprise,,6,angry,,,,7,idle,,,12,angry_02,,,,,,,,,,,,
d_main_24_14_e_174,d_main_24_14_e,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_24_14_e_174,True,enikk_op_l,OP_leftup,special,,,,,3,angry,,3,3,1.0,,,,,5,surprise,,6,angry,,,,7,idle,,,12,think_02,,,,,,,,,,,,
d_main_24_14_e_175,d_main_24_14_e,Narration,nihilister_a,Narration,Locale_MainScenario:d_main_24_14_e_175,False,,OP_leftup,special,,,,,3,angry,,3,6,1.0,,sfx_scn_heavydooropen,none,,5,surprise,,6,angry,,,,7,idle,,,12,think_02,,,,,,,,,,,,
d_main_24_14_e_176,d_main_24_14_e,Monologue,nihilister_a,Monologue,Locale_MainScenario:d_main_24_14_e_176,False,,OP_leftup,special,,,,,3,angry,,6,6,1.0,,,,,5,surprise,,6,angry,,,,7,idle,talkative,,12,think_02,,,,rapi,indivilia,nihilister_a,,,,,,
d_main_24_14_e_177,d_main_24_14_e,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_24_14_e_177,True,,OP_leftup,special,,,,,,,,6,6,1.0,,,,,,,,,,,,,,,,,12,think_02,,,,,,,,,,,,
d_main_24_14_e_178,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_178,False,,OP_leftup,special,,,,,,,,black,black,1.0,,,,,,,,,,,enikk_op_l,,,,,,12,think_02,,,,,,,,,,,,
d_main_24_14_e_179,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_179,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,12,think_02,,,,,,,,,,,,
d_main_24_14_e_180,d_main_24_14_e,Self,,Self,Locale_MainScenario:d_main_24_14_e_180,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,12,think_02,,,,,,,dorothy,,,,,
d_main_24_14_e_181,d_main_24_14_e,Self,,Self,Locale_MainScenario:d_main_24_14_e_181,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,12,think_02,,,,,,,,,,,,
d_main_24_14_e_182,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_182,False,,,,,,,,,,,6,6,1.0,,,,,,,,,,,,,,,,dorothy,12,think_02,,,,,,,,,,,,
d_main_24_14_e_183,d_main_24_14_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_14_e_183,False,,,,,,,,,,,6,6,1.0,,,,,,,,,,,,,,,,,12,think_02,,,,,,,,,,,,
d_main_24_14_e_184,d_main_24_14_e,Speech,enikk_op_c,enikk_op_c,Locale_MainScenario:d_main_24_14_e_184,True,enikk_op_c,OP_center,special,,,,,,,,6,6,1.0,,,,,,,,,,,,,,,,,12,think_02,,,,,,,,,,,,
d_main_24_14_e_185,d_main_24_14_e,Speech,enikk_op_c,enikk_op_c,Locale_MainScenario:d_main_24_14_e_185,True,,OP_center,special,,,,,,,,6,6,1.0,,,,,,,,,,,,,,,,,12,think_02,,,,,,,,,,,,
d_main_24_14_e_186,d_main_24_14_e,Speech,enikk_op_c,enikk_op_c,Locale_MainScenario:d_main_24_14_e_186,True,,OP_center,special,,,,,,,,6,6,1.0,,,,,,,,,,,,,,,,,12,think_02,,,,,,,,,,,,
d_main_24_14_e_187,d_main_24_14_e,Speech,enikk_op_c,enikk_op_c,Locale_MainScenario:d_main_24_14_e_187,True,,OP_center,special,,,,,,,,6,6,1.0,,,,,,,,,,,,,,,,,12,think_02,,,,,,,,,,,,
d_main_24_14_e_188,d_main_24_14_e,Speech,enikk_op_c,enikk_op_c,Locale_MainScenario:d_main_24_14_e_188,True,,OP_center,special,,,,,,,,6,6,1.0,,,,,,,,,,,,,,,,,12,think_02,,,,,,,,,,,,
