id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_camera_shake,characters/2/hide_char_id,set_filter_01,fade
d_ex_goddessofvictory_04_127,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_127,True,,13,13,1.0,,yan,,2,idle,,12,etc,,14,delight,,,,
d_ex_goddessofvictory_04_128,d_ex_goddessofvictory_04,Speech,yan,Locale_SuddenStory:d_ex_goddessofvictory_04_128,True,,13,13,1.0,,yan,,2,idle,,12,etc,,14,idle,,,,
d_ex_goddessofvictory_04_129,d_ex_goddessofvictory_04,Speech,rupee_w,Locale_SuddenStory:d_ex_goddessofvictory_04_129,True,,13,13,1.0,,rupee_w,,2,idle,,12,etc,,14,idle,,,,
d_ex_goddessofvictory_04_130,d_ex_goddessofvictory_04,Monologue,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_04_130,False,,13,2,2.0,,,,2,idle,,12,etc,,14,idle,,,,
d_ex_goddessofvictory_04_131,d_ex_goddessofvictory_04,Speech,anne,Locale_SuddenStory:d_ex_goddessofvictory_04_131,True,,2,XS_20,2.0,,anne,,2,idle,,12,etc,,14,idle,,,,
d_ex_goddessofvictory_04_132,d_ex_goddessofvictory_04,Self,Self,Locale_SuddenStory:d_ex_goddessofvictory_04_132,False,,XS_20,XS_20,1.0,,,,2,idle,,12,sad,,14,idle,,,,
d_ex_goddessofvictory_04_133,d_ex_goddessofvictory_04,Self,Self,Locale_SuddenStory:d_ex_goddessofvictory_04_133,False,,XS_20,XS_20,1.0,,,,2,idle,,12,sad,,14,idle,,,,
d_ex_goddessofvictory_04_134,d_ex_goddessofvictory_04,Speech,anne,Locale_SuddenStory:d_ex_goddessofvictory_04_134,True,,XS_20,XS_20,1.0,,anne,,2,surprise,,12,sad,,14,idle,,,,
d_ex_goddessofvictory_04_135,d_ex_goddessofvictory_04,Monologue,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_04_135,False,,black,black,1.0,,,,2,surprise,,12,sad,,14,idle,,,,
d_ex_goddessofvictory_04_136,d_ex_goddessofvictory_04,Monologue,Monologue,Locale_SuddenStory:d_ex_goddessofvictory_04_136,False,,black,black,1.0,,,,2,surprise,,12,sad,,14,idle,,,,
