id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_filter_01,fade,characters/4/hide_char_id,set_camera_shake,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim
d_main_20_10_e_110,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_110,True,,9,idle,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,,,,,13,angry2,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_111,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_111,True,,9,idle,,7,idle,,5,idle,,3,idle,,12,130,2.0,,,,,,,,13,idle,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_112,d_main_20_10_e,Self,,Self,Locale_MainScenario:d_main_20_10_e_112,False,,9,idle,,7,idle,,5,idle,,3,idle,,130,130,1.0,,,,,,,,13,idle,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_113,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_113,True,,9,idle,,7,idle,,5,idle,,3,idle,,130,130,1.0,,,,,,,,13,idle,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_114,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_114,True,,9,idle,,7,idle,,5,idle,,3,idle,,130,130,1.0,,,,,,,,13,angry,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_115,d_main_20_10_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_10_e_115,True,,9,idle,,7,idle,,5,idle,,3,idle,,130,1300,0.7,,,,,,,,13,angry,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_116,d_main_20_10_e,Narration,,Narration,Locale_MainScenario:d_main_20_10_e_116,False,,9,idle,,7,idle,,5,idle,,3,idle,,1300,13,0.3,none,sfx_scn_rapturebeam,,,,,,13,surprise,,,,Low_2,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_117,d_main_20_10_e,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20_10_e_117,True,,9,idle,,7,idle,,5,idle,,3,idle,,black,black,2.0,,,,,,,,13,angry,,,nihilister,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_118,d_main_20_10_e,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20_10_e_118,True,,9,idle,,7,idle,,5,idle,,3,idle,,14,14,1.0,,,,,,,liberalio,14,angry,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_119,d_main_20_10_e,Monologue,liberalio,Monologue,Locale_MainScenario:d_main_20_10_e_119,False,,9,idle,,7,idle,,5,idle,,3,idle,,14,140,2.0,bgm_story_quietterror,,,,,,,14,angry,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_120,d_main_20_10_e,Monologue,liberalio,Monologue,Locale_MainScenario:d_main_20_10_e_120,False,,9,idle,,7,idle,,5,idle,,3,idle,,140,140,1.0,,,,,,,,14,angry,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_121,d_main_20_10_e,Monologue,liberalio,Monologue,Locale_MainScenario:d_main_20_10_e_121,False,,9,idle,,7,idle,,5,idle,,3,idle,,140,140,1.0,,,,,,,,14,angry,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_122,d_main_20_10_e,Monologue,liberalio,Monologue,Locale_MainScenario:d_main_20_10_e_122,False,,9,idle,,7,idle,,5,idle,,3,idle,,140,140,1.0,,,,,,,,14,angry,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_123,d_main_20_10_e,Speech,isabel,isabel,Locale_MainScenario:d_main_20_10_e_123,True,,9,idle,,7,pain,,5,idle,,3,idle,,7,7,1.0,,,,,,,,14,angry,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_124,d_main_20_10_e,Speech,johan,johan,Locale_MainScenario:d_main_20_10_e_124,True,,9,idle,,7,pain,,5,idle,,3,angry,,3,3,1.0,,,,,,,,14,angry,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_125,d_main_20_10_e,Speech,johan,johan,Locale_MainScenario:d_main_20_10_e_125,True,,9,idle,,7,pain,,5,idle,,3,angry,,3,3,1.0,,,,,,,,14,angry,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_126,d_main_20_10_e,Speech,johan,johan,Locale_MainScenario:d_main_20_10_e_126,True,,9,idle,,7,idle,,5,idle,,3,angry,,3,3,1.0,,,,,,,,14,angry,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_127,d_main_20_10_e,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20_10_e_127,True,,9,idle,,7,idle,,5,idle,,3,angry,,3,14,2.0,,,,,,,,14,angry,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_128,d_main_20_10_e,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20_10_e_128,True,,9,idle,,7,idle,,5,idle,,3,idle,,14,14,1.0,,,,,,,,14,angry,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_129,d_main_20_10_e,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20_10_e_129,True,,9,idle,,7,idle,,5,idle,,3,idle,,14,14,1.0,,,,,,,,14,angry,,,,,,17,idle,,19,idle,,1,think_02
d_main_20_10_e_130,d_main_20_10_e,Speech,liberalio,liberalio,Locale_MainScenario:d_main_20_10_e_130,True,,9,idle,,7,idle,,5,idle,,3,idle,,14,140,2.0,,,,,,,,14,angry,,,,,,17,idle,,19,idle,,1,think_02
