id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,effects/1/play_effect_id,effects/1/set_effect_position,effects/0/play_effect_id,effects/0/set_effect_position,set_filter_01,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,effects/1/stop_effect_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_filter_02,characters/5/hide_char_id,set_camera_shake,fade
d_main_07_06_e_114,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_114,True,,,,,300,300,1.0,,,,,,Blur_Low,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,Vignetting,,,
d_main_07_06_e_115,d_main_07_06_e,Speech,anis,anis,Locale_MainScenario:d_main_07_06_e_115,True,,,,,300,500,1.0,,,,,,Blur_Low,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,Vignetting,,,
d_main_07_06_e_116,d_main_07_06_e,Speech,anis,anis,Locale_MainScenario:d_main_07_06_e_116,False,,,,,500,500,1.0,,,,,,Blur_Low,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,Vignetting,,,
d_main_07_06_e_117,d_main_07_06_e,Speech,anis,anis,Locale_MainScenario:d_main_07_06_e_117,True,,,,,500,50,1.0,,,,,,Blur_Middle,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,Vignetting,,,
d_main_07_06_e_118,d_main_07_06_e,Speech,anis,anis,Locale_MainScenario:d_main_07_06_e_118,True,,,,,50,50,1.0,,,,,,Blur_Middle,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,Vignetting,,,
d_main_07_06_e_119,d_main_07_06_e,Speech,neon,neon,Locale_MainScenario:d_main_07_06_e_119,True,,,,,50,S_70,1.0,,,,,,Blur_Middle,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,Vignetting,,,
d_main_07_06_e_120,d_main_07_06_e,Monologue,neon,,Locale_MainScenario:d_main_07_06_e_120,True,,,,,black,black,1.0,,,,,,Blur_Middle,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,Vignetting,,,
d_main_07_06_e_121,d_main_07_06_e,Speech,anis,anis,Locale_MainScenario:d_main_07_06_e_121,True,,,,,50,50,1.0,,,,,,Blur_Middle,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,Vignetting,,,
d_main_07_06_e_122,d_main_07_06_e,Speech,neon,neon,Locale_MainScenario:d_main_07_06_e_122,True,,,,,S_70,S_70,1.0,,,,,,Blur_Middle,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,Vignetting,,,
d_main_07_06_e_123,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_123,True,,,,,30,30,1.0,,,,,,Blur_High,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,Vignetting,,,
d_main_07_06_e_124,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_124,True,,,,,30,300,3.0,none,,,,,Blur_High,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,Vignetting,,,
d_main_07_06_e_125,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_125,True,,,,,black,black,1.0,,,,,,,,,5,void,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_126,d_main_07_06_e,Speech,anis,anis,Locale_MainScenario:d_main_07_06_e_126,True,,,,,black,black,1.0,,,,,,,,,5,angry,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_127,d_main_07_06_e,Speech,neon,neon,Locale_MainScenario:d_main_07_06_e_127,True,,,,,black,black,1.0,,,,,,,,,5,angry,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_128,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_128,True,,,,,black,black,1.0,,,,,,,,,5,angry,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_129,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_129,True,,,,,black,black,1.0,,,,,,,,,5,angry,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_130,d_main_07_06_e,Monologue,rapi,,Locale_MainScenario:d_main_07_06_e_130,True,,,,EventScene_Chap_07_01,black,black,1.0,,,,,,Blur_High,,,5,angry,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_131,d_main_07_06_e,Monologue,rapi,,Locale_MainScenario:d_main_07_06_e_131,True,,,,,black,black,1.0,,,,,,Blur_High,,,5,angry,,3,idle,,7,idle,,,,,,,,,,,,,,,
d_main_07_06_e_132,d_main_07_06_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_07_06_e_132,True,,,,,1,1,1.0,,,,,,Blur_Middle,,,5,angry,,3,idle,,7,idle,,,,,anis,rapi,neon,,,,,,,,
d_main_07_06_e_133,d_main_07_06_e,Speech,alice,alice,Locale_MainScenario:d_main_07_06_e_133,True,,,,,1,1,1.0,,,,,,Blur_Low,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_07_06_e_134,d_main_07_06_e,Speech,rapi,rapi,Locale_MainScenario:d_main_07_06_e_134,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_07_06_e_135,d_main_07_06_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_07_06_e_135,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_07_06_e_136,d_main_07_06_e,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_07_06_e_136,True,,,,,1,1,3.0,,,,,,,,,5,idle,,,,,,,,,,,,,,,,,,,,,
