id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim
d_main_34_04_118,d_main_34_04,Monologue,cinderella,,Locale_MainScenario:d_main_34_04_118,False,,black,black,1.0,,sfx_scn_heelfootstep,,,,9,idle,,7,idle,,5,angry,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_119,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_119,False,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_120,d_main_34_04,Speech,vesti_t,vesti_t,Locale_MainScenario:d_main_34_04_120,True,,8,8,1.0,,,,,,9,idle,,7,delight,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_121,d_main_34_04,Speech,emma_t,emma_t,Locale_MainScenario:d_main_34_04_121,True,,8,8,1.0,,,,,,9,idle,,7,delight,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_122,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_122,True,,S_30,S_30,1.5,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_123,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_123,True,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_124,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_124,True,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_125,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_125,True,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_126,d_main_34_04,Speech,vesti_t,vesti_t,Locale_MainScenario:d_main_34_04_126,True,,XS_70,XS_70,1.0,,,,,,9,idle,,7,worry,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_127,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_127,True,,S_30,S_30,1.0,,,,,,9,idle,,7,worry,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_128,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_128,True,,S_30,S_30,1.0,,,,,,9,idle,,7,worry,,5,idle,,1,void,,13,idle,,15,idle,,3,delight,,19,idle
d_main_34_04_129,d_main_34_04,Speech,vesti_t,vesti_t,Locale_MainScenario:d_main_34_04_129,True,,XS_70,XS_70,1.0,,,,,,9,idle,,7,shy,,5,idle,,1,void,,13,idle,,15,idle,,3,delight,,19,idle
d_main_34_04_130,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_130,True,,S_30,S_30,1.0,,,,,,9,idle,,7,shy,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_131,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_131,True,,S_30,S_30,1.0,,,,,,9,idle,,7,shy,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_132,d_main_34_04,Speech,vesti_t,vesti_t,Locale_MainScenario:d_main_34_04_132,True,,XS_70,XS_70,1.0,,,,,,9,idle,,7,worry,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_133,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_133,True,,S_30,S_30,1.0,,,,,,9,idle,,7,worry,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_134,d_main_34_04,Speech,emma_t,emma_t,Locale_MainScenario:d_main_34_04_134,True,,90,90,1.0,,,,,,9,surprise,,7,worry,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_135,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_135,True,,S_30,S_30,1.0,,,,,,9,surprise,,7,worry,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_136,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_136,True,,S_30,S_30,1.0,,,,,,9,surprise,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_137,d_main_34_04,Speech,emma_t,emma_t,Locale_MainScenario:d_main_34_04_137,True,,90,90,1.0,,,,,,9,delight,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_138,d_main_34_04,Speech,emma_t,emma_t,Locale_MainScenario:d_main_34_04_138,True,,90,90,1.0,,,,,,9,delight,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_139,d_main_34_04,Speech,emma_t,emma_t,Locale_MainScenario:d_main_34_04_139,True,,90,90,1.0,,,,,,9,delight,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_140,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_140,True,,S_30,S_30,1.0,,,,,,9,delight,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,delight,,19,idle
d_main_34_04_141,d_main_34_04,Speech,emma_t,emma_t,Locale_MainScenario:d_main_34_04_141,True,,90,90,1.0,,,,,,9,delight,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,delight,,19,idle
d_main_34_04_142,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_142,True,,S_30,S_30,1.0,,,,,,9,delight,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_143,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_143,False,,50,50,1.0,,,,,,9,delight,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_144,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_144,True,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_145,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_145,True,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_146,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_146,True,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_147,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_147,True,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_148,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_148,True,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,delight,,19,idle
d_main_34_04_149,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_149,False,,S_30,50,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,delight,,19,idle
d_main_34_04_150,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_150,True,,50,50,1.0,,,,,,9,idle,,7,idle,,5,smile,,1,void,,13,idle,,15,idle,,3,delight,,19,idle
d_main_34_04_151,d_main_34_04,Speech,anis,anis,Locale_MainScenario:d_main_34_04_151,True,,10,10,1.0,,,,,,9,idle,,7,idle,,5,smile,,1,no,,13,idle,,15,idle,,3,delight,,19,idle
d_main_34_04_152,d_main_34_04,Speech,neon,neon,Locale_MainScenario:d_main_34_04_152,True,,S_150,S_150,1.0,,,,,,9,idle,,7,idle,,5,smile,,1,no,,13,idle,,15,surprise,,3,delight,,19,idle
d_main_34_04_153,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_153,True,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,smile,,1,void,,13,idle,,15,surprise,,3,idle,,19,idle
d_main_34_04_154,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_154,True,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,surprise,,3,idle,,19,idle
d_main_34_04_155,d_main_34_04,Self,cinderella,,Locale_MainScenario:d_main_34_04_155,False,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,surprise,,3,idle,,19,idle
d_main_34_04_156,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_156,True,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_157,d_main_34_04,Self,cinderella,,Locale_MainScenario:d_main_34_04_157,False,,130,130,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_158,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_158,True,,130,130,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_159,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_159,True,,130,130,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_160,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_160,True,,130,130,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_161,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_161,True,,130,130,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_162,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_162,True,,130,130,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_163,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_163,True,,130,130,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_164,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_164,True,,130,130,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_165,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_165,True,,130,130,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_166,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_166,True,,130,130,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_167,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_167,True,,130,130,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_168,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_168,True,,130,130,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_169,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_169,True,,S_30,4,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_170,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_170,True,,4,4,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_171,d_main_34_04,Self,cinderella,,Locale_MainScenario:d_main_34_04_171,False,,4,4,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_172,d_main_34_04,Self,cinderella,,Locale_MainScenario:d_main_34_04_172,False,,4,4,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_173,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_173,True,,4,4,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_174,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_174,True,,4,4,1.0,,,,,,9,idle,,7,idle,,5,surprise,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_175,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_175,True,,130,130,1.0,,,,,,9,idle,,7,idle,,5,surprise,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_176,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_176,True,,4,4,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_177,d_main_34_04,Self,eunhwa_t,,Locale_MainScenario:d_main_34_04_177,False,,4,4,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_178,d_main_34_04,Self,eunhwa_t,,Locale_MainScenario:d_main_34_04_178,False,,4,4,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_179,d_main_34_04,Self,eunhwa_t,,Locale_MainScenario:d_main_34_04_179,False,,4,4,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_180,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_180,True,,4,4,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_181,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_181,True,,4,50,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_182,d_main_34_04,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_04_182,True,,L_190,L_190,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_183,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_183,True,,50,50,1.0,,,,,,9,idle,,7,idle,,5,surprise,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_184,d_main_34_04,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_04_184,True,,L_190,L_190,1.0,,,,,,9,idle,,7,idle,,5,surprise,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_185,d_main_34_04,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_04_185,True,,L_190,L_190,1.0,,,,,,9,idle,,7,idle,,5,surprise,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_186,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_186,False,,50,500,1.0,,,,Low_2,,9,idle,,7,idle,,5,rage,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_187,d_main_34_04,Speech,vesti_t,vesti_t,Locale_MainScenario:d_main_34_04_187,True,,500,XS_700,1.0,,,,,,9,idle,,7,delight,,5,rage,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_188,d_main_34_04,Self,vesti_t,,Locale_MainScenario:d_main_34_04_188,False,,XS_700,XS_700,1.0,,,,,,9,idle,,7,delight,,5,rage,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_189,d_main_34_04,Self,vesti_t,,Locale_MainScenario:d_main_34_04_189,False,,XS_700,XS_700,1.0,,,,,,9,idle,,7,delight,,5,rage,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_190,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_190,True,,S_30,S_30,1.0,,,,,,9,idle,,7,delight,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_191,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_191,True,,S_30,S_30,1.0,,,,,,9,idle,,7,delight,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_192,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_192,True,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_193,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_193,False,,130,130,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,think,,15,idle,,3,idle,,19,idle
d_main_34_04_194,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_194,True,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,think,,15,idle,,3,idle,,19,idle
d_main_34_04_195,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_195,True,,130,130,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,think,,15,idle,,3,idle,,19,idle
d_main_34_04_196,d_main_34_04,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_04_196,False,,L_190,L_190,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,think,,15,idle,,3,idle,,19,idle
d_main_34_04_197,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_197,True,,50,50,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,think,,15,idle,,3,idle,,19,idle
d_main_34_04_198,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_198,True,,50,50,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_199,d_main_34_04,Self,eunhwa_t,,Locale_MainScenario:d_main_34_04_199,False,,50,50,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_200,d_main_34_04,Self,eunhwa_t,,Locale_MainScenario:d_main_34_04_200,False,,50,50,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_201,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_201,True,,50,5,1.0,,,,,,9,idle,,7,idle,,5,surprise,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_202,d_main_34_04,Self,eunhwa_t,,Locale_MainScenario:d_main_34_04_202,False,,5,5,1.0,,,,,,9,idle,,7,idle,,5,surprise,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_203,d_main_34_04,Self,eunhwa_t,,Locale_MainScenario:d_main_34_04_203,False,,5,5,1.0,,,,,,9,idle,,7,idle,,5,surprise,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_204,d_main_34_04,Self,eunhwa_t,,Locale_MainScenario:d_main_34_04_204,False,,5,5,1.0,,,,,,9,idle,,7,idle,,5,surprise,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_205,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_205,True,,5,5,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_206,d_main_34_04,Self,eunhwa_t,,Locale_MainScenario:d_main_34_04_206,False,,5,5,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_207,d_main_34_04,Self,eunhwa_t,,Locale_MainScenario:d_main_34_04_207,False,,5,5,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_208,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_208,True,,130,130,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_209,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_209,True,,130,130,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_210,d_main_34_04,Speech,neon,neon,Locale_MainScenario:d_main_34_04_210,True,,130,S_150,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,surprise,,3,idle,,19,idle
d_main_34_04_211,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_211,True,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,surprise,,3,idle,,19,idle
d_main_34_04_212,d_main_34_04,Speech,neon,neon,Locale_MainScenario:d_main_34_04_212,True,,S_150,S_150,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_213,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_213,True,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_214,d_main_34_04,Speech,neon,neon,Locale_MainScenario:d_main_34_04_214,True,,S_150,S_150,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_215,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_215,True,,S_30,S_300,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,delight,,19,idle
d_main_34_04_216,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_216,False,,130,130,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,think,,15,idle,,3,delight,,19,idle
d_main_34_04_217,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_217,True,,50,50,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,delight,,19,idle
d_main_34_04_218,d_main_34_04,Speech,neon,neon,Locale_MainScenario:d_main_34_04_218,True,,S_150,S_150,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_219,d_main_34_04,Speech,neon,neon,Locale_MainScenario:d_main_34_04_219,True,,S_150,S_150,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_220,d_main_34_04,Speech,anis,anis,Locale_MainScenario:d_main_34_04_220,True,,10,2,2.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_221,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_221,True,,2,4,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_222,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_222,True,,4,4,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_223,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_223,True,,4,4,1.0,,,,,,9,idle,,7,idle,,5,angry,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_224,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_224,True,,4,4,1.0,,,,,,9,idle,,7,idle,,5,angry,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_225,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_225,True,,4,4,1.0,,,,,,9,idle,,7,idle,,5,angry,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_226,d_main_34_04,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_04_226,True,,L_190,L_190,1.0,,,,,,9,idle,,7,idle,,5,angry,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_227,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_227,True,,4,50,2.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_228,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_228,True,,50,50,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_229,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_229,True,,50,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_230,d_main_34_04,Self,cinderella,,Locale_MainScenario:d_main_34_04_230,False,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_231,d_main_34_04,Self,cinderella,,Locale_MainScenario:d_main_34_04_231,False,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,idle,,19,idle
d_main_34_04_232,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_232,True,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,angry,,19,idle
d_main_34_04_233,d_main_34_04,Self,cinderella,,Locale_MainScenario:d_main_34_04_233,False,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,angry,,19,idle
d_main_34_04_234,d_main_34_04,Self,cinderella,,Locale_MainScenario:d_main_34_04_234,False,,S_30,S_30,1.0,,,,,,9,idle,,7,idle,,5,idle,,1,void,,13,idle,,15,idle,,3,angry,,19,idle
