id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/8/hide_char_id
d_main_34_06_e_98,d_main_34_06_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_06_e_98,True,,30,30,1.0,,,,eunhwa_t,,,7,idle,,,5,idle,,,3,idle,,,1,pain,,,13,idle,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_99,d_main_34_06_e,Speech,emma_t,Locale_MainScenario:d_main_34_06_e_99,True,,70,70,1.0,,,,emma_t,,,7,surprise,,,5,idle,,,3,idle,,,1,pain,,,13,idle,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_100,d_main_34_06_e,Speech,emma_t,Locale_MainScenario:d_main_34_06_e_100,True,,70,70,1.0,,,,emma_t,,,7,surprise,,,5,idle,,,3,idle,,,1,pain,,,13,idle,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_101,d_main_34_06_e,Speech,emma_t,Locale_MainScenario:d_main_34_06_e_101,True,,70,70,1.0,,,,emma_t,,,7,surprise,,,5,idle,,,3,idle,,,1,pain,,,13,idle,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_102,d_main_34_06_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_06_e_102,True,,30,30,1.0,,,,eunhwa_t,,,7,surprise,,,5,idle,,,3,idle,,,1,pain,,,13,idle,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_103,d_main_34_06_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_06_e_103,True,,30,30,1.0,,,,eunhwa_t,,,7,surprise,,,5,idle,,,3,idle,,,1,pain,,,13,idle,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_104,d_main_34_06_e,Speech,emma_t,Locale_MainScenario:d_main_34_06_e_104,True,,70,70,1.0,,,,emma_t,,,7,surprise,,,5,idle,,,3,idle,,,1,pain,,,13,idle,,,15,idle,,,17,angry,,,19,idle,,,,,
d_main_34_06_e_105,d_main_34_06_e,Speech,emma_t,Locale_MainScenario:d_main_34_06_e_105,True,,70,70,1.0,,,,emma_t,,,7,worry,,,5,idle,,,3,idle,,,1,pain,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_106,d_main_34_06_e,Speech,grave_p,Locale_MainScenario:d_main_34_06_e_106,True,,L_10,L_10,1.0,,,,grave_p,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_107,d_main_34_06_e,Speech,grave_p,Locale_MainScenario:d_main_34_06_e_107,True,,L_10,L_10,1.0,,,,grave_p,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_108,d_main_34_06_e,Speech,grave_p,Locale_MainScenario:d_main_34_06_e_108,True,,L_10,L_10,1.0,,,,grave_p,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_109,d_main_34_06_e,Speech,anis,Locale_MainScenario:d_main_34_06_e_109,True,,170,170,1.0,,,,anis,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_110,d_main_34_06_e,Speech,grave_p,Locale_MainScenario:d_main_34_06_e_110,True,,L_10,L_10,1.0,,,,grave_p,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_111,d_main_34_06_e,Speech,grave_p,Locale_MainScenario:d_main_34_06_e_111,True,,L_10,L_10,1.0,,,,grave_p,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_112,d_main_34_06_e,Speech,grave_p,Locale_MainScenario:d_main_34_06_e_112,True,,L_10,L_100,1.0,,,,grave_p,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_113,d_main_34_06_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_06_e_113,False,,30,30,1.0,,none,,eunhwa_t,,,7,idle,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,idle,,,,,
d_main_34_06_e_114,d_main_34_06_e,Speech,rapi,Locale_MainScenario:d_main_34_06_e_114,True,,190,190,1.0,,bgm_disaster,,rapi,,,7,idle,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,angry,,,,,
d_main_34_06_e_115,d_main_34_06_e,Narration,rapi,Locale_MainScenario:d_main_34_06_e_115,False,,190,190,1.0,sfx_scn_rockwhoosh,,,,,,7,idle,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,angry,,,,,
d_main_34_06_e_116,d_main_34_06_e,Monologue,rapi,Locale_MainScenario:d_main_34_06_e_116,False,,black,black,1.0,,,,,,,7,idle,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,angry,,,,,
d_main_34_06_e_117,d_main_34_06_e,Monologue,rapi,Locale_MainScenario:d_main_34_06_e_117,False,,black,black,1.0,,,,,,,7,idle,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,angry,,,,,
d_main_34_06_e_118,d_main_34_06_e,Speech,emma_t,Locale_MainScenario:d_main_34_06_e_118,True,,70,70,1.0,,,,emma_t,,,7,rage,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,angry,,,,,
d_main_34_06_e_119,d_main_34_06_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_06_e_119,True,,30,30,1.0,,,,eunhwa_t,,,7,rage,,,5,idle,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,angry,,,,,
d_main_34_06_e_120,d_main_34_06_e,Speech,vesti_t,Locale_MainScenario:d_main_34_06_e_120,True,,30,4,0.5,,,,vesti_t,,,7,rage,,,5,rage,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,angry,,,,,
d_main_34_06_e_121,d_main_34_06_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_06_e_121,True,,4,4,0.5,,,,eunhwa_t,,,7,rage,,,5,rage,,,3,angry,,,1,idle,,,13,idle,,,15,idle,,,17,void,,,19,angry,,,,,
d_main_34_06_e_122,d_main_34_06_e,Speech,cinderella,Locale_MainScenario:d_main_34_06_e_122,True,,S_130,S_130,1.0,,,,cinderella,,,7,idle,,,5,rage,,,3,angry,,,1,idle,,,13,angry,,,15,idle,,,17,void,,,19,angry,,,,,
d_main_34_06_e_123,d_main_34_06_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_06_e_123,True,,30,30,1.0,,,,eunhwa_t,,,7,idle,,,5,rage,,,3,angry,,,1,idle,,,13,angry,,,15,idle,,,17,void,,,19,angry,,,,,
d_main_34_06_e_124,d_main_34_06_e,Monologue,vesti_t,Locale_MainScenario:d_main_34_06_e_124,False,,30,XS_50,1.0,sfx_scn_blanketunfold,,,,,,7,idle,,,5,rage,,,3,angry,,,1,idle,,,13,angry,,,15,idle,,,17,void,,,19,angry,,,,,
d_main_34_06_e_125,d_main_34_06_e,Monologue,vesti_t,Locale_MainScenario:d_main_34_06_e_125,False,,XS_50,XS_50,1.0,,,,,,,7,idle,,,5,rage,,,3,angry,,,1,idle,,,13,angry,,,15,idle,,,17,void,,,19,angry,,,,,
d_main_34_06_e_126,d_main_34_06_e,Monologue,vesti_t,Locale_MainScenario:d_main_34_06_e_126,False,,XS_50,XS_50,1.0,,,,,,,7,idle,,,5,rage,,,3,angry,,,1,idle,,,13,angry,,,15,idle,,,17,void,,,19,angry,,,,,
d_main_34_06_e_127,d_main_34_06_e,Speech,vesti_t,Locale_MainScenario:d_main_34_06_e_127,True,,XS_50,XS_50,1.0,,,,vesti_t,,,7,idle,,,5,rage,,,3,angry,,,1,idle,,,13,angry,,,15,idle,,,17,void,,,19,angry,,,,,
d_main_34_06_e_128,d_main_34_06_e,Speech,vesti_t,Locale_MainScenario:d_main_34_06_e_128,True,,XS_50,XS_500,1.0,,,,vesti_t,,,7,idle,,,5,rage,,,3,angry,,,1,idle,,,13,angry,,,15,idle,,,17,void,,,19,angry,,,,,
d_main_34_06_e_129,d_main_34_06_e,Monologue,vesti_t,Locale_MainScenario:d_main_34_06_e_129,False,,black,black,1.0,sfx_scn_missilelauncherfires,,,,,,7,idle,,,5,rage,,,3,angry,,,1,idle,,,13,angry,,,15,idle,,,17,void,,,19,angry,,,,,
d_main_34_06_e_130,d_main_34_06_e,Monologue,vesti_t,Locale_MainScenario:d_main_34_06_e_130,False,,black,black,1.0,sfx_scn_firemissiles,,,,,,7,idle,emma_t,,5,rage,,,3,angry,,,1,idle,,,13,angry,,,15,idle,,,17,void,,,19,angry,,,,,
d_main_34_06_e_131,d_main_34_06_e,Monologue,vesti_t,Locale_MainScenario:d_main_34_06_e_131,False,,black,black,1.0,,,,,,,,,,,5,rage,,,3,angry,,,1,idle,,,13,angry,,,15,idle,,,17,void,,,19,angry,,,,,
d_main_34_06_e_132,d_main_34_06_e,Monologue,vesti_t,Locale_MainScenario:d_main_34_06_e_132,False,,9,9,1.0,,,,,,,,,,,5,rage,,,3,angry,,,1,idle,,,13,angry,,,15,idle,,,17,void,,,19,angry,,,,,
d_main_34_06_e_133,d_main_34_06_e,Monologue,behemoth,Locale_MainScenario:d_main_34_06_e_133,False,,9,90,1.0,,,,,,,,,,,5,rage,,,3,angry,,,1,idle,,,13,angry,,,15,idle,,,17,void,,,19,angry,,behemoth,9,idle,
d_main_34_06_e_134,d_main_34_06_e,Speech,rapi,Locale_MainScenario:d_main_34_06_e_134,True,,190,190,1.0,,,,rapi,,,,,,,5,rage,,,3,angry,,,1,idle,,,13,angry,,,15,idle,,,17,void,,,19,angry,,,9,idle,
d_main_34_06_e_135,d_main_34_06_e,Speech,behemoth,Locale_MainScenario:d_main_34_06_e_135,True,,90,90,1.0,,,,behemoth,,,,,,,5,rage,,,3,angry,,,1,idle,,,13,angry,,,15,idle,,,17,void,,,19,angry,,,9,idle,
d_main_34_06_e_136,d_main_34_06_e,Speech,behemoth,Locale_MainScenario:d_main_34_06_e_136,True,,90,900,1.5,,,,behemoth,,,,,,,5,rage,,,3,angry,,,1,idle,,,13,angry,,,15,idle,,,17,void,,,19,angry,,,9,idle,
d_main_34_06_e_137,d_main_34_06_e,Monologue,behemoth,Locale_MainScenario:d_main_34_06_e_137,False,,black,black,1.0,,,,,,,,,,,5,rage,,,3,angry,,,1,idle,,,13,angry,,,15,idle,,,17,void,,,19,angry,,,9,idle,
d_main_34_06_e_138,d_main_34_06_e,Narration,behemoth,Locale_MainScenario:d_main_34_06_e_138,False,,black,black,1.0,sfx_scn_metalheavyhit,,,,,,,,,,1,rage,,,13,angry,,,1,idle,grave_p,,13,angry,cinderella,,15,idle,,,17,void,,,19,angry,,,9,idle,
d_main_34_06_e_139,d_main_34_06_e,Monologue,behemoth,Locale_MainScenario:d_main_34_06_e_139,False,,black,black,1.0,,,,,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,idle,,,17,void,,,19,angry,,,9,idle,
d_main_34_06_e_140,d_main_34_06_e,Monologue,behemoth,Locale_MainScenario:d_main_34_06_e_140,False,,900,90,1.0,sfx_scn_groundscrapehuge,,Low_2,,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,idle,,,17,void,,,19,angry,,,9,idle,
d_main_34_06_e_141,d_main_34_06_e,Monologue,behemoth,Locale_MainScenario:d_main_34_06_e_141,False,,90,90,1.0,,,,,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,idle,,,17,void,,,19,angry,,,9,idle,
d_main_34_06_e_142,d_main_34_06_e,Speech,behemoth,Locale_MainScenario:d_main_34_06_e_142,True,,90,90,1.0,,,,behemoth,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,idle,,,17,void,,,19,angry,,,9,good,
d_main_34_06_e_143,d_main_34_06_e,Speech,behemoth,Locale_MainScenario:d_main_34_06_e_143,True,,90,90,1.0,,,,behemoth,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,idle,,,17,void,,,19,angry,,,9,good,
d_main_34_06_e_144,d_main_34_06_e,Speech,behemoth,Locale_MainScenario:d_main_34_06_e_144,True,,90,90,1.0,,,,behemoth,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,idle,,,17,void,,,19,angry,,,9,good,
d_main_34_06_e_145,d_main_34_06_e,Narration,behemoth,Locale_MainScenario:d_main_34_06_e_145,False,BlackSea,black,black,1.0,sfx_scn_hugegroundcreak,,,,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,idle,,,17,void,,,19,angry,,,9,good,
d_main_34_06_e_146,d_main_34_06_e,Monologue,behemoth,Locale_MainScenario:d_main_34_06_e_146,False,,9,90,1.0,,,,,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,idle,,,17,void,,,19,angry,,,9,good,
d_main_34_06_e_147,d_main_34_06_e,Monologue,behemoth,Locale_MainScenario:d_main_34_06_e_147,False,,90,90,1.0,,,,,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,idle,,,17,void,,,19,angry,,,9,good,
d_main_34_06_e_148,d_main_34_06_e,Speech,anis,Locale_MainScenario:d_main_34_06_e_148,True,,18,18,1.0,,,,anis,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,idle,,,17,angry,,,19,angry,,,9,good,
d_main_34_06_e_149,d_main_34_06_e,Speech,rapi,Locale_MainScenario:d_main_34_06_e_149,True,,18,18,1.0,,,,rapi,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,idle,,,17,angry,,,19,angry,,,9,good,
d_main_34_06_e_150,d_main_34_06_e,Speech,neon,Locale_MainScenario:d_main_34_06_e_150,True,,18,16,1.0,,,,neon,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,9,good,
d_main_34_06_e_151,d_main_34_06_e,Monologue,neon,Locale_MainScenario:d_main_34_06_e_151,False,,16,16,1.0,,,,,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,9,good,
d_main_34_06_e_152,d_main_34_06_e,Monologue,neon,Locale_MainScenario:d_main_34_06_e_152,False,,16,16,1.0,,,,,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,9,good,
d_main_34_06_e_153,d_main_34_06_e,Speech,rapi,Locale_MainScenario:d_main_34_06_e_153,True,,16,18,1.0,,,,rapi,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,9,good,
d_main_34_06_e_154,d_main_34_06_e,Speech,anis,Locale_MainScenario:d_main_34_06_e_154,True,,18,18,1.0,,,,anis,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,9,good,
d_main_34_06_e_155,d_main_34_06_e,Speech,rapi,Locale_MainScenario:d_main_34_06_e_155,True,,18,18,1.0,,,,rapi,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,9,good,behemoth
d_main_34_06_e_156,d_main_34_06_e,Speech,neon,Locale_MainScenario:d_main_34_06_e_156,True,,18,16,1.0,,,,neon,,emma_t,3,worry,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,,,
d_main_34_06_e_157,d_main_34_06_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_06_e_157,True,,130,130,1.0,,,,eunhwa_t,,,3,worry,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,,,
d_main_34_06_e_158,d_main_34_06_e,Monologue,eunhwa_t,Locale_MainScenario:d_main_34_06_e_158,False,,130,13,1.0,,,,,,,3,worry,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,,,
d_main_34_06_e_159,d_main_34_06_e,Monologue,eunhwa_t,Locale_MainScenario:d_main_34_06_e_159,False,,13,13,1.0,,,,,,,3,worry,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,,,
d_main_34_06_e_160,d_main_34_06_e,Monologue,eunhwa_t,Locale_MainScenario:d_main_34_06_e_160,False,,black,black,1.0,,,,,,,3,worry,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,,,
d_main_34_06_e_161,d_main_34_06_e,Monologue,eunhwa_t,Locale_MainScenario:d_main_34_06_e_161,False,,black,black,1.0,,,,,,,3,worry,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,,,
d_main_34_06_e_162,d_main_34_06_e,Self,eunhwa_t,Locale_MainScenario:d_main_34_06_e_162,False,,13,13,1.0,,,,,,,3,worry,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,,,
d_main_34_06_e_163,d_main_34_06_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_06_e_163,True,,13,13,1.0,,,,eunhwa_t,,,3,worry,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,,,
d_main_34_06_e_164,d_main_34_06_e,Speech,emma_t,Locale_MainScenario:d_main_34_06_e_164,True,,13,2,2.0,,,,emma_t,,,3,worry,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,,,
d_main_34_06_e_165,d_main_34_06_e,Speech,vesti_t,Locale_MainScenario:d_main_34_06_e_165,True,,2,2,1.0,,,,vesti_t,,,3,worry,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,,,
d_main_34_06_e_166,d_main_34_06_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_06_e_166,True,,2,12,2.0,,,,eunhwa_t,,,3,worry,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,,,
d_main_34_06_e_167,d_main_34_06_e,Speech,anis,Locale_MainScenario:d_main_34_06_e_167,True,,170,170,1.0,,,,anis,,,3,worry,emma_t,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,,,
d_main_34_06_e_168,d_main_34_06_e,Narration,anis,Locale_MainScenario:d_main_34_06_e_168,False,,black,black,1.0,sfx_scn_metalheavyhit,,,,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,behemoth,5,good,
d_main_34_06_e_169,d_main_34_06_e,Monologue,anis,Locale_MainScenario:d_main_34_06_e_169,False,,5,5,1.0,,,,,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,5,good,
d_main_34_06_e_170,d_main_34_06_e,Monologue,behemoth,Locale_MainScenario:d_main_34_06_e_170,False,,5,5,1.0,,,,,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,5,good,
d_main_34_06_e_171,d_main_34_06_e,Monologue,behemoth,Locale_MainScenario:d_main_34_06_e_171,False,,5,5,1.0,,,,,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,5,good,
d_main_34_06_e_172,d_main_34_06_e,Speech,behemoth,Locale_MainScenario:d_main_34_06_e_172,True,,5,50,1.0,,,,behemoth,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,5,good,
d_main_34_06_e_173,d_main_34_06_e,Speech,behemoth,Locale_MainScenario:d_main_34_06_e_173,True,,50,500,1.0,,,,behemoth,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,5,good,
d_main_34_06_e_174,d_main_34_06_e,Speech,rapi,Locale_MainScenario:d_main_34_06_e_174,True,,190,1900,1.0,,,,rapi,,,,,,,1,idle,,,13,angry,,,,,,,,,,,15,surprise,,,17,angry,,,19,angry,,,5,good,
