id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/0/hide_char_id,play_ambient
d_main_34_08_148,d_main_34_08,Monologue,,,Locale_MainScenario:d_main_34_08_148,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_149,d_main_34_08,Monologue,,,Locale_MainScenario:d_main_34_08_149,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_150,d_main_34_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_08_150,True,,1,alloutattack_02_02,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_151,d_main_34_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_08_151,True,,alloutattack_02_02,alloutattack_02_02,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_152,d_main_34_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_08_152,True,,alloutattack_02_02,alloutattack_02_02,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_153,d_main_34_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_08_153,True,,alloutattack_02_02,alloutattack_02_02,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_154,d_main_34_08,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_08_154,True,,alloutattack_02_02,alloutattack_02_02,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_155,d_main_34_08,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_08_155,False,,alloutattack_02_02,alloutattack_02_02,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_156,d_main_34_08,Narration,,,Locale_MainScenario:d_main_34_08_156,False,EventScene_Chap_34_05_04,alloutattack_02_02,alloutattack_02_02,1.0,none,sfx_scn_c092_fire,,,,,,,,,,,,,,,
d_main_34_08_157,d_main_34_08,Monologue,,,Locale_MainScenario:d_main_34_08_157,False,,alloutattack_02_02,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_158,d_main_34_08,Monologue,,,Locale_MainScenario:d_main_34_08_158,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_159,d_main_34_08,Monologue,,,Locale_MainScenario:d_main_34_08_159,False,,1,1,1.0,,sfx_scn_heavymetaldrop,,,,,,,,,,,,,,,
d_main_34_08_160,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_160,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_161,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_161,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_162,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_162,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_163,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_163,True,BlackPuddle,black,black,1.0,,,,,,,,rapi,1,idle,,,,,,,
d_main_34_08_164,d_main_34_08,Speech,rapi,rapi,Locale_MainScenario:d_main_34_08_164,True,,1,1,1.0,,,,,,,,,1,idle,,,,,,,
d_main_34_08_165,d_main_34_08,Self,rapi,,Locale_MainScenario:d_main_34_08_165,False,,1,1,1.0,,,,,,,,,1,idle,,,,,,,ambient_scn_earthquake
d_main_34_08_166,d_main_34_08,Speech,rapi,rapi,Locale_MainScenario:d_main_34_08_166,True,,1,1,1.0,,,,,,,,,1,idle,,,,,,,
d_main_34_08_167,d_main_34_08,Self,rapi,,Locale_MainScenario:d_main_34_08_167,False,,1,1,1.0,,,Low_2,,,,,,1,idle,,,,,,,
d_main_34_08_168,d_main_34_08,Speech,rapi,rapi,Locale_MainScenario:d_main_34_08_168,False,,1,10,1.0,,,Low_2,,,,,,1,idle,,,,,,,
d_main_34_08_169,d_main_34_08,Speech,rapi,rapi,Locale_MainScenario:d_main_34_08_169,True,EventScene_Chap_34_06,black,black,1.0,,,,,,,,,1,idle,,,,rapi,,,
d_main_34_08_170,d_main_34_08,Narration,,,Locale_MainScenario:d_main_34_08_170,False,,behemothtransform_01,1,2.0,bgm_disaster,sfx_scn_groundbreak,Low_2,,,,,,,,,,,,,,
d_main_34_08_171,d_main_34_08,Monologue,,,Locale_MainScenario:d_main_34_08_171,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_172,d_main_34_08,Monologue,,,Locale_MainScenario:d_main_34_08_172,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_173,d_main_34_08,Monologue,,,Locale_MainScenario:d_main_34_08_173,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_174,d_main_34_08,Monologue,,,Locale_MainScenario:d_main_34_08_174,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_175,d_main_34_08,Monologue,,,Locale_MainScenario:d_main_34_08_175,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_176,d_main_34_08,Monologue,,,Locale_MainScenario:d_main_34_08_176,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_177,d_main_34_08,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_08_177,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_178,d_main_34_08,Speech,emma_t,emma_t,Locale_MainScenario:d_main_34_08_178,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_179,d_main_34_08,Speech,vesti_t,vesti_t,Locale_MainScenario:d_main_34_08_179,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_180,d_main_34_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_34_08_180,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_181,d_main_34_08,Self,,,Locale_MainScenario:d_main_34_08_181,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_182,d_main_34_08,Speech,rapi,rapi,Locale_MainScenario:d_main_34_08_182,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_183,d_main_34_08,Speech,anis,anis,Locale_MainScenario:d_main_34_08_183,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_184,d_main_34_08,Speech,neon,neon,Locale_MainScenario:d_main_34_08_184,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_185,d_main_34_08,Self,,,Locale_MainScenario:d_main_34_08_185,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_186,d_main_34_08,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_08_186,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_187,d_main_34_08,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_08_187,True,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_34_08_188,d_main_34_08,Self,,,Locale_MainScenario:d_main_34_08_188,False,,1,1,1.0,,,,,,,,,,,,,,,,,
