id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/8/hide_char_id,play_sound,characters/6/hide_char_id,characters/7/hide_char_id,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/9/hide_char_id
d_main_30_09_s_97,d_main_30_09_s,Speech,elegg,elegg,Locale_MainScenario:d_main_30_09_s_97,True,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_98,d_main_30_09_s,Speech,elegg,elegg,Locale_MainScenario:d_main_30_09_s_98,True,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_99,d_main_30_09_s,Speech,elegg,elegg,Locale_MainScenario:d_main_30_09_s_99,True,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_100,d_main_30_09_s,Speech,rapi,rapi,Locale_MainScenario:d_main_30_09_s_100,True,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_101,d_main_30_09_s,Speech,shifty,shifty,Locale_MainScenario:d_main_30_09_s_101,True,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,shifty,OP_leftup,angry,
d_main_30_09_s_102,d_main_30_09_s,Speech,shifty,shifty,Locale_MainScenario:d_main_30_09_s_102,True,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,OP_leftup,angry,
d_main_30_09_s_103,d_main_30_09_s,Self,shifty,,Locale_MainScenario:d_main_30_09_s_103,False,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,OP_leftup,angry,
d_main_30_09_s_104,d_main_30_09_s,Speech,anis,anis,Locale_MainScenario:d_main_30_09_s_104,True,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,OP_leftup,angry,shifty
d_main_30_09_s_105,d_main_30_09_s,Speech,neon,neon,Locale_MainScenario:d_main_30_09_s_105,True,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_106,d_main_30_09_s,Speech,elegg,elegg,Locale_MainScenario:d_main_30_09_s_106,True,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_107,d_main_30_09_s,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_30_09_s_107,True,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,trony_op_r,OP_rightup,surprise,,,,,,,,,,,,,,,
d_main_30_09_s_108,d_main_30_09_s,Speech,elegg,elegg,Locale_MainScenario:d_main_30_09_s_108,True,,,,,,,,,,,,,,,,,,,liveryn,19,special,fragile,17,think,,100,100,1.0,,,OP_rightup,surprise,trony_op_r,,,,,,,,,,,,,,
d_main_30_09_s_109,d_main_30_09_s,Speech,fragile,fragile,Locale_MainScenario:d_main_30_09_s_109,True,,,,,,,,,,,,,,,,,,,,19,special,,17,think,HarmonyCube,100,S_170,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_110,d_main_30_09_s,Speech,fragile,fragile,Locale_MainScenario:d_main_30_09_s_110,True,,,,,,,,,,,,,,,,,,,,19,special,,17,think,,S_170,S_170,1.0,,,,,,,,,,,,,,,,,,,
d_main_30_09_s_111,d_main_30_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_30_09_s_111,True,,,,,,,,,,,,,,,,,,,,19,special,,17,think,,S_170,190,2.0,,,,,,,,,,,,,,,,,,,
