id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id,play_sound,set_camera_shake,fade
d_main_28_08_s_105,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_105,True,,7,idle,,5,idle,,3,angry,,1,worry,,13,pain,,15,idle,,18,idle,,16,150,1.0,,,hammering,hammering,,,,,,,,,,,,,,
d_main_28_08_s_106,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_106,True,,7,idle,,5,idle,,3,angry,,1,worry,,13,pain,,15,idle,,18,idle,,S_130,S_130,1.0,,,elegg,elegg,,,,,,,,,,,,,,
d_main_28_08_s_107,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_107,True,,7,idle,,5,angry,,3,angry,,1,worry,,13,pain,,15,angry,,18,idle,,30,300,0.6,,,anis,anis,,,,,,,,,,,,,,
d_main_28_08_s_108,d_main_28_08_s,Narration,Locale_MainScenario:d_main_28_08_s_108,False,,7,idle,,5,angry,,3,angry,,1,worry,,13,pain,,15,angry,,18,idle,,150,1500,0.6,,,,,,,,,,,,,,,,sfx_scn_hammerswing,Low_2,
d_main_28_08_s_109,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_109,False,,7,idle,,5,idle,,3,angry,,1,worry,,13,idle,,15,angry,,18,idle,,1500,1500,1.0,,,,,,,,,,,,,,,,,,
d_main_28_08_s_110,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_110,False,,7,idle,,5,idle,,3,angry,,1,worry,,13,idle,,15,angry,,18,idle,,1500,XS_1700,1.0,,,,,,,,,,,,,,,,,,
d_main_28_08_s_111,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_111,False,,7,idle,,5,idle,,3,angry,,1,worry,,13,idle,,15,angry,,18,idle,,XS_1700,17,1.0,,,,,,,,,,,,,,,,,,
d_main_28_08_s_112,d_main_28_08_s,Narration,Locale_MainScenario:d_main_28_08_s_112,False,,7,idle,,5,idle,,3,angry,,1,worry,,13,idle,,15,angry,,18,idle,,black,black,1.0,,,,,,,,,,,unknown_grave,,,,,sfx_scn_energyballexplosion,Low_1,white
d_main_28_08_s_113,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_113,False,,7,idle,,5,idle,,3,angry,,1,worry,,13,idle,,15,angry,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,
d_main_28_08_s_114,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_114,False,,7,idle,,5,idle,,3,angry,,1,worry,,13,idle,,15,angry,,,,SealRoom,black,black,1.0,,,,,,,,,,,,,,,,,,
d_main_28_08_s_115,d_main_28_08_s,Monologue,Locale_MainScenario:d_main_28_08_s_115,False,,7,idle,,5,idle,,3,angry,,1,worry,,13,idle,,15,angry,,,,,70,70,1.0,,,,,,,,,,,,,,,,,,black
d_main_28_08_s_116,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_116,True,,7,angry,,5,idle,,3,angry,,1,worry,,13,idle,,15,angry,,,,,70,70,1.0,,,rapi,rapi,,,,,,,,,,,,,,
d_main_28_08_s_117,d_main_28_08_s,Self,Locale_MainScenario:d_main_28_08_s_117,False,,7,angry,,5,idle,,3,angry,,1,worry,,13,idle,,15,angry,,,,,70,70,1.0,,,rapi,,,,,,,,,,,,,,,
d_main_28_08_s_118,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_118,True,,7,angry,,5,idle,,3,angry,,1,worry,,13,idle,,15,angry,,,,,70,4,1.0,,,anis,anis,,,,,,,,,,,,,,
d_main_28_08_s_119,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_119,True,,7,angry,,5,idle,,3,angry,,1,worry,,13,idle,,15,angry,,,,,4,4,1.0,,,neon,neon,,,,,,,,,,,,,,
d_main_28_08_s_120,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_120,True,,7,angry,,5,idle,,3,angry,,1,worry,,13,idle,,15,pain,,,,,4,4,1.0,,,hammering,hammering,,,,,,,,,,,,,,
d_main_28_08_s_121,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_121,True,,7,angry,,5,idle,,3,angry,,1,worry,,13,surprise,,15,pain,,,,,14,14,1.0,,,elegg,elegg,,,,,,,,,,,,,,
d_main_28_08_s_122,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_122,True,,7,angry,,5,idle,,3,angry,,1,worry,,13,surprise,,15,pain,,,,,14,14,1.0,,,hammering,hammering,,,,,,,,,,,,,,
d_main_28_08_s_123,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_123,True,,7,angry,,5,idle,,3,angry,,1,worry,,13,surprise,,15,pain,,,,,14,14,1.0,,,elegg,elegg,,,,,,,,,,,,,,
d_main_28_08_s_124,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_124,True,,7,idle,,5,idle,,3,angry,,1,worry,,13,surprise,,15,pain,,,,,70,70,1.0,,,rapi,rapi,,,,,,,,,,,,,,
d_main_28_08_s_125,d_main_28_08_s,Speech,Locale_MainScenario:d_main_28_08_s_125,True,,7,idle,,5,idle,,3,angry,,1,worry,,13,surprise,,15,pain,,,,,70,700,1.0,,,rapi,rapi,,,,,,,,,,,,,,
