id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_filter_01,characters/4/hide_char_id
d_main_26_7_e_129,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_129,True,,3,idle,,1,void,,13,idle,,50,50,1.0,,dorothy,dorothy,,,5,think,,,,,,,,,,,
d_main_26_7_e_130,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_130,True,,3,idle,,1,void,,13,idle,,50,50,1.0,,dorothy,dorothy,,,5,think,,,,,,,,,,,
d_main_26_7_e_131,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_131,True,,3,think,,1,void,,13,idle,,50,4,1.0,,rapi,rapi,,,5,think,,,,,,,,,,,
d_main_26_7_e_132,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_132,True,,3,think,,1,void,,13,idle,,12,12,1.0,,anis,anis,,,5,think,,,,,,,,,,,
d_main_26_7_e_133,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_133,True,,3,think,,1,void,,13,idle,,12,12,1.0,,neon,neon,,,5,think,,,,,,,,,,,
d_main_26_7_e_134,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_134,True,,3,delight,,1,void,,13,idle,,12,2,1.0,,rapi,rapi,,,5,think,,,,,,,,,,,
d_main_26_7_e_135,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_135,True,,3,delight,,1,void,,13,idle,,2,2,1.0,,rapi,rapi,,,5,think,,,,,,,,,,,
d_main_26_7_e_136,d_main_26_07_e,Self,Locale_MainScenario:d_main_26_7_e_136,False,,3,delight,,1,void,,13,idle,,2,2,1.0,,,,,,5,think,,,,,,,,,,,
d_main_26_7_e_137,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_137,True,,3,delight,,1,void,,13,idle,,2,30,1.0,,rapi,rapi,,,5,think,,,,,,,,,,,
d_main_26_7_e_138,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_138,True,,3,delight,,1,void,,13,idle,,30,30,1.0,,rapi,rapi,,,5,think,,,,,,,,,,,
d_main_26_7_e_139,d_main_26_07_e,Self,Locale_MainScenario:d_main_26_7_e_139,False,,3,delight,,1,void,,13,idle,,30,30,1.0,,,,,,5,think,,,,,,,,,,,
d_main_26_7_e_140,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_140,True,,3,delight,,1,void,,13,idle,,30,30,1.0,,rapi,rapi,,,5,think,,,,,,,,,,,
d_main_26_7_e_141,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_141,True,,3,delight,,1,idle,,13,delight,,12,12,1.0,,anis,anis,,,5,think,,,,,,,,,,,
d_main_26_7_e_142,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_142,True,,3,delight,,1,idle,,13,delight,,12,12,1.0,,neon,neon,,,5,think,,,,,,,,,,,
d_main_26_7_e_143,d_main_26_07_e,Monologue,Locale_MainScenario:d_main_26_7_e_143,False,,3,idle,,1,idle,,13,delight,,12,12,1.0,,,,,,5,think,,rapi,,anis,neon,,,,,,
d_main_26_7_e_144,d_main_26_07_e,Monologue,Locale_MainScenario:d_main_26_7_e_144,False,,,,,,,,,,,12,5,1.0,,,,,,5,think,,,,,,,,,,,
d_main_26_7_e_145,d_main_26_07_e,Monologue,Locale_MainScenario:d_main_26_7_e_145,False,,,,,,,,,,,5,5,1.0,,,,,,5,think,,,,,,,,,,,
d_main_26_7_e_146,d_main_26_07_e,Narration,Locale_MainScenario:d_main_26_7_e_146,False,,,,,,,,,,,5,50,1.0,,,,,,5,think,,,,,,,,,,,
d_main_26_7_e_147,d_main_26_07_e,Self,Locale_MainScenario:d_main_26_7_e_147,False,,,,,,,,,,,50,50,1.0,,,,,,5,think,,,,,,,,,,,
d_main_26_7_e_148,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_148,False,,,,,,,,,,,50,50,1.0,,dorothy,dorothy,,,5,think,,,,,,,,,,,
d_main_26_7_e_149,d_main_26_07_e,Self,Locale_MainScenario:d_main_26_7_e_149,False,,,,,,,,,,,50,50,1.0,,,,,,5,think,,,,,,,,,,,
d_main_26_7_e_150,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_150,True,,,,,,,,,,,50,50,1.0,,dorothy,dorothy,,,5,think,,,,,,,,,,,
d_main_26_7_e_151,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_151,True,,,,,,,,,,,50,50,1.0,,dorothy,dorothy,,,5,think,,,,,,,,,,,
d_main_26_7_e_152,d_main_26_07_e,Self,Locale_MainScenario:d_main_26_7_e_152,False,,,,,,,,,,,50,50,1.0,,,,,,5,think,,,,,,,,,,,
d_main_26_7_e_153,d_main_26_07_e,Self,Locale_MainScenario:d_main_26_7_e_153,False,,,,,,,,,,,50,50,1.0,,,,,,5,think,,,,,,,,,,,
d_main_26_7_e_154,d_main_26_07_e,Self,Locale_MainScenario:d_main_26_7_e_154,False,,,,,,,,,,,50,50,1.0,,,,,,5,think,,,,,,,,,,,
d_main_26_7_e_155,d_main_26_07_e,Self,Locale_MainScenario:d_main_26_7_e_155,False,,,,,,,,,,,50,50,1.0,,,,,,5,think,,,,,,,,,,,
d_main_26_7_e_156,d_main_26_07_e,Self,Locale_MainScenario:d_main_26_7_e_156,False,,,,,,,,,,,50,50,1.0,,,,,,5,think,,,,,,,,,,,
d_main_26_7_e_157,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_157,True,,,,,,,,,,,50,50,1.0,,dorothy,dorothy,,,5,think,,,,,,,,,,,
d_main_26_7_e_158,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_158,False,,,,,,,,,,,50,5,1.0,,dorothy,dorothy,,,5,think,,,,,,,,,,,
d_main_26_7_e_159,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_159,True,,,,,,,,,,,5,5,1.0,,dorothy,dorothy,,,5,think,,,,,,,,,,,
d_main_26_7_e_160,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_160,True,,,,,,,,,,,5,5,1.0,,dorothy,dorothy,,,5,think,,,,,,,,,,,
d_main_26_7_e_161,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_161,True,,,,anis,1,angry,neon,13,angry,,12,12,1.0,none,anis,anis,,,5,think,,,,,,,,,,,
d_main_26_7_e_162,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_162,True,,,,,1,angry,,13,angry,,12,12,1.0,,neon,neon,,,5,think,,,,,,,,,,,
d_main_26_7_e_163,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_163,False,,,,,1,angry,,13,angry,,5,5,1.0,,dorothy,dorothy,,,5,think,,,,,,,,,,,
d_main_26_7_e_164,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_164,True,,,,,1,angry,,13,angry,,5,5,1.0,,dorothy,dorothy,,,5,think,,,,,,,,,,,
d_main_26_7_e_165,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_165,False,,,,,1,void,,13,idle,,12,12,1.0,,anis,anis,,,5,think,,,,,,,,,,,
d_main_26_7_e_166,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_166,False,,,,,1,void,,13,idle,,12,12,1.0,,neon,neon,,,5,think,,,,,,,,,,,
d_main_26_7_e_167,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_167,True,,,,,1,void,,13,idle,,12,12,1.0,,anis,anis,,,5,think,,,,,,,,,,,
d_main_26_7_e_168,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_168,True,,,,,1,void,,13,idle,,12,12,1.0,,neon,neon,,,5,think,,,,,,,,,,,
d_main_26_7_e_169,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_169,True,rapi,3,idle,,1,void,,13,idle,,30,30,1.0,,rapi,rapi,,,5,think,,,,,,,,,,,
d_main_26_7_e_170,d_main_26_07_e,Monologue,Locale_MainScenario:d_main_26_7_e_170,False,,3,idle,,1,void,,13,idle,,30,30,1.0,,,,,,5,think,,,,,,,,,,,
d_main_26_7_e_171,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_171,True,,3,idle,,1,void,,13,idle,,30,30,1.0,,rapi,rapi,,,5,think,,,,,,,,,,,
d_main_26_7_e_172,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_172,True,,3,idle,,1,void,,13,idle,,30,30,1.0,,rapi,rapi,,,5,think,,,,,,,,,,,
d_main_26_7_e_173,d_main_26_07_e,Self,Locale_MainScenario:d_main_26_7_e_173,False,,3,idle,,1,void,,13,idle,,30,30,1.0,,,,,,5,think,,,,,,,,,,,
d_main_26_7_e_174,d_main_26_07_e,Speech,Locale_MainScenario:d_main_26_7_e_174,True,,3,idle,,1,void,,13,idle,,30,30,1.0,,rapi,rapi,,,5,think,,,,,,,,,,,
