id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_unbreakablesphere2_05_e_120,40076,event_unbreakablesphere2_05_e,Narration,,,Locale_MainScenario:event_unbreakablesphere2_05_e_120,False,,black,black,1.0,,,,,,,,,,,,,cinderella,1,angry,
event_unbreakablesphere2_05_e_121,40076,event_unbreakablesphere2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_unbreakablesphere2_05_e_121,True,,S_100,S_100,1.0,,,Vignetting,Grey,,,,,,,,,,1,angry,
event_unbreakablesphere2_05_e_122,40076,event_unbreakablesphere2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_unbreakablesphere2_05_e_122,True,,S_100,S_100,1.0,,,Vignetting,Grey,,,,,,,,,,1,angry,
event_unbreakablesphere2_05_e_123,40076,event_unbreakablesphere2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_unbreakablesphere2_05_e_123,True,,S_100,S_100,1.0,,,Vignetting,Grey,,,,,,,,,,1,angry,
event_unbreakablesphere2_05_e_124,40076,event_unbreakablesphere2_05_e,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_05_e_124,False,,black,black,1.0,,,Vignetting,Grey,,,,,,,,,,1,idle,
event_unbreakablesphere2_05_e_125,40076,event_unbreakablesphere2_05_e,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_05_e_125,False,,black,black,1.0,,,Vignetting,Grey,,,,,,,,,,1,idle,
event_unbreakablesphere2_05_e_126,40076,event_unbreakablesphere2_05_e,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_05_e_126,False,,black,black,1.0,,,Vignetting,Grey,,,,,,,,,,1,idle,
event_unbreakablesphere2_05_e_127,40076,event_unbreakablesphere2_05_e,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_05_e_127,False,,black,black,1.0,,,Vignetting,Grey,,,,,,,,,,1,idle,
event_unbreakablesphere2_05_e_128,40076,event_unbreakablesphere2_05_e,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_05_e_128,False,,black,black,1.0,,,Vignetting,Grey,,,,,,,,,,1,idle,
event_unbreakablesphere2_05_e_129,40076,event_unbreakablesphere2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_unbreakablesphere2_05_e_129,True,,S_100,S_10,1.0,,,Vignetting,Grey,,,,,,,,,,1,idle,
event_unbreakablesphere2_05_e_130,40076,event_unbreakablesphere2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_unbreakablesphere2_05_e_130,True,,S_10,S_10,1.0,,,Vignetting,Grey,,,,,,,,,,1,idle,
event_unbreakablesphere2_05_e_131,40076,event_unbreakablesphere2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_unbreakablesphere2_05_e_131,True,,S_10,S_10,1.0,,,Vignetting,Grey,,,,,,,,,,1,idle,
event_unbreakablesphere2_05_e_132,40076,event_unbreakablesphere2_05_e,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_05_e_132,False,,black,black,1.0,,,Vignetting,Grey,,,,,,,,,,1,idle,
event_unbreakablesphere2_05_e_133,40076,event_unbreakablesphere2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_unbreakablesphere2_05_e_133,True,,S_10,S_10,1.0,,,Vignetting,Grey,,,,,,,,,,1,idle,
event_unbreakablesphere2_05_e_134,40076,event_unbreakablesphere2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_unbreakablesphere2_05_e_134,True,,S_10,S_100,1.0,,,Vignetting,Grey,,,,,,,,,,1,idle,
event_unbreakablesphere2_05_e_135,40076,event_unbreakablesphere2_05_e,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_05_e_135,False,TreeOfWater_r,black,black,1.0,,,Vignetting,Grey,littlemermaid,1,idle,,mori,3,pain,,,1,idle,cinderella
event_unbreakablesphere2_05_e_136,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_136,False,,L_100,L_10,1.0,,,,,,1,idle,,,3,pain,,,,,
event_unbreakablesphere2_05_e_137,40076,event_unbreakablesphere2_05_e,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_05_e_137,False,,black,black,1.0,,,,,,1,idle,,,3,pain,,,,,
event_unbreakablesphere2_05_e_138,40076,event_unbreakablesphere2_05_e,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_05_e_138,False,,black,black,1.0,,,,,,1,idle,,,3,pain,,,,,
event_unbreakablesphere2_05_e_139,40076,event_unbreakablesphere2_05_e,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_05_e_139,False,,black,black,1.0,,,,,,1,idle,,,3,pain,,,,,
event_unbreakablesphere2_05_e_140,40076,event_unbreakablesphere2_05_e,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_05_e_140,False,,black,black,1.0,,,,,,1,idle,,,3,pain,,,,,
event_unbreakablesphere2_05_e_141,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_141,True,,L_10,L_10,1.0,,,,,,1,rage,,,3,pain,,,,,
event_unbreakablesphere2_05_e_142,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_142,True,,L_10,L_10,1.0,,,,,,1,rage,,,3,pain,,,,,
event_unbreakablesphere2_05_e_143,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_143,True,,L_10,L_10,1.0,,,,,,1,rage,,,3,pain,,,,,
event_unbreakablesphere2_05_e_144,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_144,True,,L_10,L_10,1.0,,,,,,1,rage,,,3,pain,,,,,
event_unbreakablesphere2_05_e_145,40076,event_unbreakablesphere2_05_e,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_05_e_145,False,,L_10,31,1.0,,sfx_scn_grab,,,,1,rage,,,3,pain,,,,,
event_unbreakablesphere2_05_e_146,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_146,True,,31,31,1.0,,,,,,1,rage,,,3,pain,,,,,
event_unbreakablesphere2_05_e_147,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_147,True,,31,31,1.0,,,,,,1,rage,,,3,pain,,,,,
event_unbreakablesphere2_05_e_148,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_148,True,,31,31,1.0,,,,,,1,rage,,,3,surprise,,,,,
event_unbreakablesphere2_05_e_149,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_149,True,,31,31,1.0,,,,,,1,rage,,,3,surprise,,,,,
event_unbreakablesphere2_05_e_150,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_150,True,,31,31,1.0,,,,,,1,rage,,,3,delight,,,,,
