id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,set_camera_shake,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
event_overzone2_04_e_114,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_114,False,,4,4,1.0,,,oswald,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_115,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_115,True,,4,4,1.0,,dorothy,dorothy,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_116,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_116,True,,4,30,0.6,,dorothy,dorothy,,,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_117,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_117,True,,30,30,1.0,,dorothy,dorothy,,,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_118,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_118,True,,30,30,1.0,,dorothy,dorothy,,,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_119,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_119,False,,30,30,1.0,,,oswald,,,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_120,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_120,True,,30,300,0.6,,dorothy,dorothy,,,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_121,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_121,False,,50,50,1.0,,,oswald,,,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_122,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_122,False,,50,50,1.0,,,oswald,,,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_123,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_123,False,,50,50,1.0,,,oswald,,,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_124,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_124,False,,50,50,1.0,,,oswald,,,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_125,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_125,True,,L_170,L_170,1.0,,snowwhite,snowwhite,,,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_126,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_126,False,,L_170,L_170,1.0,,,oswald,,,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_127,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_127,True,,L_170,L_170,1.0,,snowwhite,snowwhite,,,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_128,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_128,False,,L_170,L_170,1.0,,,oswald,,,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_129,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_129,True,,L_170,17,1.0,,snowwhite,snowwhite,,,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_130,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_130,False,,17,30,0.6,,,oswald,,,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_131,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_131,True,,30,30,1.0,,dorothy,dorothy,,,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_132,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_132,True,,30,30,1.0,,dorothy,dorothy,,,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_133,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_133,True,,30,30,1.0,,dorothy,dorothy,,,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_134,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_134,True,,30,30,1.0,,dorothy,dorothy,,,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_135,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_135,False,,S_50,5,1.0,none,,collectrobot,,sfx_scn_remotesignal,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_136,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_136,True,,5,5,1.0,,,collectrobot,,,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_137,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_137,True,,5,4,1.0,,dorothy,dorothy,,,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_138,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_138,True,,4,4,1.0,,,collectrobot,,,,3,angry,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_139,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_139,False,,4,3,1.0,,dorothy,dorothy,,,,3,pain,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_140,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_140,True,,3,3,1.0,,dorothy,dorothy,,,,3,pain,,,1,angry,,,13,sad,,,15,sad,,,17,idle,,,5,idle,
event_overzone2_04_e_141,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_141,True,,L_170,L_170,1.0,,snowwhite,snowwhite,,,,3,pain,,,1,angry,,,13,sad,,,15,sad,,,17,idle,,,5,idle,
event_overzone2_04_e_142,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_142,True,,L_170,L_170,1.0,,snowwhite,snowwhite,,,,3,pain,,,1,angry,,,13,sad,,,15,sad,,,17,pain,,,5,idle,
event_overzone2_04_e_143,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_143,False,,150,150,1.0,,hongryeon,hongryeon,,,,3,pain,,,1,angry,,,13,sad,,,15,sad,,,17,pain,,,5,idle,
event_overzone2_04_e_144,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_144,False,,130,130,1.0,,rapunzel,rapunzel,,,,3,pain,,,1,angry,,,13,sad,,,15,sad,,,17,pain,,,5,idle,
