id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_unbreakablesphere1_02_e_110,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_110,True,,moritunnel_03,moritunnel_03,1.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_02_e_111,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_111,True,,moritunnel_03,moritunnel_03,1.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_02_e_112,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_112,True,,moritunnel_03,moritunnel_03,1.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_02_e_113,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_113,True,,moritunnel_03,moritunnel_03,1.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_02_e_114,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_114,True,,moritunnel_03,moritunnel_03,1.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_02_e_115,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_115,True,,moritunnel_03,moritunnel_03,1.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_02_e_116,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_116,True,,moritunnel_03,moritunnel_03,1.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_02_e_117,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_117,True,,moritunnel_03,moritunnel_03,1.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_02_e_118,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_118,True,,moritunnel_03,1,2.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_02_e_119,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_119,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_02_e_120,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_120,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_02_e_121,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_121,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_02_e_122,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_122,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_02_e_123,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_123,False,EmptyArea,black,black,1.0,,,,,littlemermaid,1,idle,,mori,13,idle,,,,,,,,,
event_unbreakablesphere1_02_e_124,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_124,True,,S_130,13,0.5,,,,,,1,idle,,,13,idle,,,,,,,,,
event_unbreakablesphere1_02_e_125,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_125,True,,13,113,1.0,,,,,,1,idle,,,13,idle,,,,,,,,,
event_unbreakablesphere1_02_e_126,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_126,True,,113,113,1.0,,,,,,1,idle,,,13,idle,,,,,,,,,
event_unbreakablesphere1_02_e_127,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_127,True,,113,113,1.0,,,,,,1,delight,,,13,idle,,,,,,,,,
event_unbreakablesphere1_02_e_128,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_128,True,,113,113,1.0,,,,,,1,delight,,,13,idle,,,,,,,,,
event_unbreakablesphere1_02_e_129,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_129,True,,113,113,1.0,,,,,,1,delight,,,13,idle,,,,,,,,,
event_unbreakablesphere1_02_e_130,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_130,True,,113,113,1.0,,,,,,1,delight,,,13,idle,,,,,,,,,
event_unbreakablesphere1_02_e_131,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_131,True,,113,113,1.0,,,,,,1,delight,,,13,idle,,,,,,,,,
event_unbreakablesphere1_02_e_132,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_132,True,,113,113,1.0,,,,,,1,delight,,,13,idle,,,,,,,,,
event_unbreakablesphere1_02_e_133,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_133,False,,113,113,1.0,,,,,,1,delight,,,13,shy_01,,,,,,,,,
event_unbreakablesphere1_02_e_134,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_134,True,,113,113,1.0,,,,,,1,think,,,13,shy_01,,,,,,,,,
event_unbreakablesphere1_02_e_135,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_135,True,,113,113,1.0,,,,,,1,think,,,13,shy_01,,,,,,,,,
event_unbreakablesphere1_02_e_136,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_136,True,,113,113,1.0,,,,,,1,think,,,13,shy_01,,,,,,,,,
event_unbreakablesphere1_02_e_137,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_137,True,,113,113,1.0,,,,,,1,delight,,,13,shy_01,,,,,,,,,
