id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
event_goldencoinrush2_b02_s_104,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_104,True,,S_20,S_20,1.0,,,,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_105,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_105,True,,S_20,S_20,1.0,,,,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_106,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_106,True,,S_20,S_20,1.0,,,,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_107,40049,event_goldencoinrush2_b02_s,Self,,,Locale_MainScenario:event_goldencoinrush2_b02_s_107,False,,S_20,S_20,1.0,,,,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_108,40049,event_goldencoinrush2_b02_s,Monologue,,,Locale_MainScenario:event_goldencoinrush2_b02_s_108,False,,S_20,S_20,1.0,,,,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_109,40049,event_goldencoinrush2_b02_s,Monologue,,,Locale_MainScenario:event_goldencoinrush2_b02_s_109,False,,S_20,S_20,1.0,,,,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_110,40049,event_goldencoinrush2_b02_s,Self,,,Locale_MainScenario:event_goldencoinrush2_b02_s_110,False,,S_20,S_20,1.0,,,,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_111,40049,event_goldencoinrush2_b02_s,Self,,,Locale_MainScenario:event_goldencoinrush2_b02_s_111,False,,S_20,S_20,1.0,,,,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_112,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_112,True,,S_20,S_20,1.0,,,,,,,,,,,,,,2,idle,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_113,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_113,True,,S_20,S_20,1.0,,,,,,,,,,,,,,2,idle,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_114,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_114,True,,S_20,S_20,1.0,,,,,,,,,,,,,,2,idle,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_115,40049,event_goldencoinrush2_b02_s,Monologue,,,Locale_MainScenario:event_goldencoinrush2_b02_s_115,False,,S_20,S_200,1.0,,,,,,,,,,,,,,2,idle,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_116,40049,event_goldencoinrush2_b02_s,Monologue,,,Locale_MainScenario:event_goldencoinrush2_b02_s_116,False,,S_200,S_200,1.0,,,,,,,,,,,,,,2,idle,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_117,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_117,True,,S_200,S_200,1.0,,,,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_118,40049,event_goldencoinrush2_b02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_b02_s_118,True,,S_200,XS_120,1.0,,,,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_119,40049,event_goldencoinrush2_b02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_b02_s_119,True,,XS_120,XS_120,1.0,,,,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_120,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_120,True,,XS_120,1,1.0,,,,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_121,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_121,True,,1,1,1.0,,,,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_122,40049,event_goldencoinrush2_b02_s,Narration,,,Locale_MainScenario:event_goldencoinrush2_b02_s_122,False,,black,black,1.0,,,sfx_scn_stagedown,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_123,40049,event_goldencoinrush2_b02_s,Monologue,,,Locale_MainScenario:event_goldencoinrush2_b02_s_123,False,,black,black,1.0,,,,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_124,40049,event_goldencoinrush2_b02_s,Monologue,,,Locale_MainScenario:event_goldencoinrush2_b02_s_124,False,,black,black,1.0,,,,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
