id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,is_exit_scenario,highlight,speaker,set_filter_01,set_camera_shake,fade
snowfall_episode_noirblanc_07_119,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_119,True,,3,idle,,1,delight,,13,idle,,12,12,1.0,,,,lumi_01,lumi_01,,,
snowfall_episode_noirblanc_07_120,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_120,True,,3,idle,,1,delight,,13,idle,,12,12,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_121,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_121,True,,3,idle,,1,idle,,13,idle,,12,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_122,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_122,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_123,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_123,False,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,lumi_01,lumi_01,,,
snowfall_episode_noirblanc_07_124,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_124,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_125,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_125,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_126,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_126,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,lumi_01,lumi_01,,,
snowfall_episode_noirblanc_07_127,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_127,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_128,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_128,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_129,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_129,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_130,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_130,True,,3,idle,,1,idle,,13,idle,,2,13,1.0,,,,lumi_01,lumi_01,,,
snowfall_episode_noirblanc_07_131,80903,snowfall_episode_noirblanc_07,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_07_131,False,,3,idle,,1,idle,,13,idle,,13,130,1.0,,,,,,,,
snowfall_episode_noirblanc_07_132,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_132,True,,3,delight,,1,delight,,13,idle,,130,130,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_133,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_133,True,,3,delight,,1,delight,,13,idle,,130,130,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_134,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_134,False,,3,delight,,1,delight,,13,idle,,130,130,1.0,,,,lumi_01,lumi_01,,,
snowfall_episode_noirblanc_07_135,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_135,True,,3,delight,,1,delight,,13,idle,,130,130,1.0,,,,lumi_01,lumi_01,,,
snowfall_episode_noirblanc_07_136,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_136,True,,3,delight,,1,delight,,13,idle,,130,130,1.0,,,,lumi_01,lumi_01,,,
snowfall_episode_noirblanc_07_137,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_137,False,,3,delight,,1,delight,,13,idle,,130,13,1.0,,,,lumi_01,lumi_01,,,
snowfall_episode_noirblanc_07_138,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_138,True,,3,delight,,1,delight,,13,idle,,13,13,1.0,,,,lumi_01,lumi_01,,,
snowfall_episode_noirblanc_07_139,80903,snowfall_episode_noirblanc_07,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_07_139,False,,3,delight,,1,delight,,13,idle,,13,2,1.0,,,,,,,,
snowfall_episode_noirblanc_07_140,80903,snowfall_episode_noirblanc_07,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_07_140,False,,3,delight,,1,delight,,13,idle,,2,2,1.0,,,,,,,,
snowfall_episode_noirblanc_07_141,80903,snowfall_episode_noirblanc_07,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_07_141,False,,3,delight,,1,delight,,13,idle,,2,2,1.0,,,,,,,,
snowfall_episode_noirblanc_07_142,80903,snowfall_episode_noirblanc_07,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_07_142,False,,3,delight,,1,delight,,13,idle,,2,6,1.0,,,,,,,,
snowfall_episode_noirblanc_07_143,80903,snowfall_episode_noirblanc_07,Narration,Locale_SubScenario:snowfall_episode_noirblanc_07_143,False,,3,delight,,1,delight,,13,idle,,black,black,1.0,,,,,,,,
