id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/hide_char_id,characters/5/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,play_movie
event_seayouagain2_06_e_107,40025,event_seayouagain2_06_e,Speech,andersen_op_c,andersen_op_c,Locale_MainScenario:event_seayouagain2_06_e_107,True,,,,,,,,,,,10,10,1.0,,,,,,,,,OP_center,idle,,,,,,,,,,,,,,
event_seayouagain2_06_e_108,40025,event_seayouagain2_06_e,Self,,,Locale_MainScenario:event_seayouagain2_06_e_108,False,,,,,,,,,,,10,10,1.0,,,,,,,,,OP_center,idle,,,,,,,,,,,,,,
event_seayouagain2_06_e_109,40025,event_seayouagain2_06_e,Speech,andersen_op_c,andersen_op_c,Locale_MainScenario:event_seayouagain2_06_e_109,True,,,,,,,,,,,10,10,1.0,,,,,,,,,OP_center,idle,,,,,,,,,,,,,,
event_seayouagain2_06_e_110,40025,event_seayouagain2_06_e,Speech,andersen_op_c,andersen_op_c,Locale_MainScenario:event_seayouagain2_06_e_110,True,,,,,,,,,,,10,10,1.0,,,,,,,,,OP_center,idle,,,,,,,,,,,,,,
event_seayouagain2_06_e_111,40025,event_seayouagain2_06_e,Self,,,Locale_MainScenario:event_seayouagain2_06_e_111,False,,,,,,,,,,,10,1,1.0,,,,,,,,,OP_center,idle,,,,,,,,,,,,,,
event_seayouagain2_06_e_112,40025,event_seayouagain2_06_e,Self,,,Locale_MainScenario:event_seayouagain2_06_e_112,False,,,,,,,,,,,1,1,1.0,,,,,,,,,OP_center,idle,,,,,,,,,,,,,,
event_seayouagain2_06_e_113,40025,event_seayouagain2_06_e,Self,,,Locale_MainScenario:event_seayouagain2_06_e_113,False,,,,,,,,,,,1,1,1.0,,,,,,,,,OP_center,idle,,,,,,,,,,,,,,
event_seayouagain2_06_e_114,40025,event_seayouagain2_06_e,Self,,,Locale_MainScenario:event_seayouagain2_06_e_114,False,,,,,,,,,,,1,1,1.0,,,,,,,,,OP_center,idle,,,,,,,,,,,,,,
event_seayouagain2_06_e_115,40025,event_seayouagain2_06_e,Speech,andersen_op_c,andersen_op_c,Locale_MainScenario:event_seayouagain2_06_e_115,True,,,,,,,,,,,1,10,1.0,,,,,,,,,OP_center,idle,,,,,,,,,,,,,,
event_seayouagain2_06_e_116,40025,event_seayouagain2_06_e,Speech,andersen_op_c,andersen_op_c,Locale_MainScenario:event_seayouagain2_06_e_116,True,,,,,,,,,,,10,10,1.0,,,,,,,,,OP_center,idle,,,,,,,,,,,,,,
event_seayouagain2_06_e_117,40025,event_seayouagain2_06_e,Speech,andersen_op_c,andersen_op_c,Locale_MainScenario:event_seayouagain2_06_e_117,True,,,,,,,,,,,10,10,1.0,,,,,,,,,OP_center,idle,,,,,,,,,,,,,,
event_seayouagain2_06_e_118,40025,event_seayouagain2_06_e,Speech,andersen_op_c,andersen_op_c,Locale_MainScenario:event_seayouagain2_06_e_118,True,,,,,,,,,,,10,10,1.0,,,,,,,,,OP_center,idle,,,,,,,,,,,,,,
event_seayouagain2_06_e_119,40025,event_seayouagain2_06_e,Self,,,Locale_MainScenario:event_seayouagain2_06_e_119,False,,,,,,,,,,,10,10,1.0,,,,,,,,,OP_center,idle,,,,,,,,,,,,,,
event_seayouagain2_06_e_120,40025,event_seayouagain2_06_e,Self,,,Locale_MainScenario:event_seayouagain2_06_e_120,False,,,,,,,,,,,10,10,1.0,,,,,,,,,OP_center,idle,,,,,,,,,,,,,,
event_seayouagain2_06_e_121,40025,event_seayouagain2_06_e,Speech,andersen_op_c,andersen_op_c,Locale_MainScenario:event_seayouagain2_06_e_121,True,,,,,,,,,,,10,1,1.0,,,,,,,,,OP_center,good,,,,,,,,,,,,,,
event_seayouagain2_06_e_122,40025,event_seayouagain2_06_e,Speech,andersen_op_c,andersen_op_c,Locale_MainScenario:event_seayouagain2_06_e_122,True,,,,,,,,,,,1,1,1.0,,,,,,,,,OP_center,good,,,,,,,,,,,,,,
event_seayouagain2_06_e_123,40025,event_seayouagain2_06_e,Speech,andersen_op_c,andersen_op_c,Locale_MainScenario:event_seayouagain2_06_e_123,True,,,,,,,,,,,1,1,1.0,,,,,,,,,OP_center,good,,,,,,,,,,,,,,
event_seayouagain2_06_e_124,40025,event_seayouagain2_06_e,Speech,andersen_op_c,andersen_op_c,Locale_MainScenario:event_seayouagain2_06_e_124,True,,,,,,,,,,,1,1,1.0,,,,,,,,,OP_center,good,,,,,,,,,,,,,,
event_seayouagain2_06_e_125,40025,event_seayouagain2_06_e,Self,,,Locale_MainScenario:event_seayouagain2_06_e_125,False,,,,,,,,,,,1,1,1.0,,,,,,,,,OP_center,good,,,,,,,,,,,,,,
event_seayouagain2_06_e_126,40025,event_seayouagain2_06_e,Speech,andersen_op_c,andersen_op_c,Locale_MainScenario:event_seayouagain2_06_e_126,True,,,,,,,,,,,1,10,1.0,,,,,,,,,OP_center,good,,,,,,,,,,,,,,
event_seayouagain2_06_e_127,40025,event_seayouagain2_06_e,Speech,andersen_op_c,andersen_op_c,Locale_MainScenario:event_seayouagain2_06_e_127,True,,,,,,,,,,,10,10,1.0,,,,,,,,,OP_center,good,,,,,,,,,,,,,,
event_seayouagain2_06_e_128,40025,event_seayouagain2_06_e,Speech,andersen_op_c,andersen_op_c,Locale_MainScenario:event_seayouagain2_06_e_128,True,,,,,,,,,,,10,100,1.0,none,,,,,,,,OP_center,good,,,,,,,,,,,,,,
event_seayouagain2_06_e_129,40025,event_seayouagain2_06_e,Narration,,,Locale_MainScenario:event_seayouagain2_06_e_129,False,,,,mast,7,delight,anchor,9,shy,,black,black,1.0,,sfx_scn_over,,,,,,,OP_center,good,anis_s,3,idle,neon_s,1,idle,frima_s,13,delight,andersen_op_c,,,,
event_seayouagain2_06_e_130,40025,event_seayouagain2_06_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_06_e_130,True,,,,,7,delight,,9,shy,,31,31,1.0,bgm_story_summermood,,,,,,,,,,,3,idle,,1,idle,,13,delight,,,,,
event_seayouagain2_06_e_131,40025,event_seayouagain2_06_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_06_e_131,True,,,,,7,delight,,9,shy,,31,31,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,delight,,,,,
event_seayouagain2_06_e_132,40025,event_seayouagain2_06_e,Speech,frima_s,frima,Locale_MainScenario:event_seayouagain2_06_e_132,True,,,,,7,delight,,9,shy,,130,130,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,delight,,,,,
event_seayouagain2_06_e_133,40025,event_seayouagain2_06_e,Speech,frima_s,frima,Locale_MainScenario:event_seayouagain2_06_e_133,True,,,,,7,delight,,9,shy,,130,130,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,delight,,,,,
event_seayouagain2_06_e_134,40025,event_seayouagain2_06_e,Monologue,,,Locale_MainScenario:event_seayouagain2_06_e_134,False,,,,,7,delight,,9,shy,,130,170,2.0,,,,,,,,,,,,3,idle,,1,idle,,13,delight,,,,,
event_seayouagain2_06_e_135,40025,event_seayouagain2_06_e,Monologue,,,Locale_MainScenario:event_seayouagain2_06_e_135,False,,,,,7,delight,,9,shy,,170,170,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,delight,,frima_s,,,
event_seayouagain2_06_e_136,40025,event_seayouagain2_06_e,Narration,,,Locale_MainScenario:event_seayouagain2_06_e_136,False,,,,,7,delight,,9,shy,,170,170,1.0,,sfx_scn_wavebreak,,,,,,,,,,3,idle,,1,idle,,,,,,,,
event_seayouagain2_06_e_137,40025,event_seayouagain2_06_e,Monologue,,,Locale_MainScenario:event_seayouagain2_06_e_137,False,,,,,7,delight,,9,shy,,170,17,1.0,,,,,,,,,,,,3,idle,,1,idle,,,,,,,,
event_seayouagain2_06_e_138,40025,event_seayouagain2_06_e,Monologue,,,Locale_MainScenario:event_seayouagain2_06_e_138,False,,,,,7,delight,,9,shy,,17,17,1.0,,,,,,,,,,,,3,idle,,1,idle,mary_s,13,idle,,,,,
event_seayouagain2_06_e_139,40025,event_seayouagain2_06_e,Speech,mary_s,mary,Locale_MainScenario:event_seayouagain2_06_e_139,True,,,,,7,delight,,9,shy,,130,130,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_140,40025,event_seayouagain2_06_e,Self,,,Locale_MainScenario:event_seayouagain2_06_e_140,False,,,,,7,delight,,9,shy,,130,130,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_141,40025,event_seayouagain2_06_e,Self,,,Locale_MainScenario:event_seayouagain2_06_e_141,False,,,,,7,delight,,9,shy,,130,130,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_142,40025,event_seayouagain2_06_e,Speech,mary_s,mary,Locale_MainScenario:event_seayouagain2_06_e_142,True,,,,,7,delight,,9,shy,,130,130,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_143,40025,event_seayouagain2_06_e,Speech,mary_s,mary,Locale_MainScenario:event_seayouagain2_06_e_143,True,,,,,7,delight,,9,shy,,130,130,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_144,40025,event_seayouagain2_06_e,Self,,,Locale_MainScenario:event_seayouagain2_06_e_144,False,,,,,7,delight,,9,shy,,130,130,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_145,40025,event_seayouagain2_06_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_06_e_145,True,,,,,7,delight,,9,shy,,XS_30,XS_30,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_146,40025,event_seayouagain2_06_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_06_e_146,True,,,,,7,delight,,9,shy,,XS_30,XS_30,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_147,40025,event_seayouagain2_06_e,Speech,mary_s,mary,Locale_MainScenario:event_seayouagain2_06_e_147,True,,,,,7,delight,,9,shy,,130,130,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_148,40025,event_seayouagain2_06_e,Speech,mary_s,mary,Locale_MainScenario:event_seayouagain2_06_e_148,True,,,,,7,delight,,9,shy,,130,130,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_149,40025,event_seayouagain2_06_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_06_e_149,True,,,,,7,delight,,9,shy,,XS_30,XS_30,1.0,,,,,,,,,,,,3,worry,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_150,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_150,True,,,,,7,delight,,9,shy,,S_70,S_70,1.0,,,,,,,,,,,,3,worry,,1,idle,,13,idle,,mary_s,,,
event_seayouagain2_06_e_151,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_151,True,,,,,7,delight,,9,shy,,S_70,S_70,1.0,,,,,,,,,,,,3,worry,,1,idle,,,,,,,,
event_seayouagain2_06_e_152,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_152,True,,,,,7,delight,,9,shy,,S_70,S_70,1.0,,,,,,,,,,,,3,worry,,1,idle,,,,,,,,
event_seayouagain2_06_e_153,40025,event_seayouagain2_06_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_06_e_153,True,,,,,7,delight,,9,shy,,XS_30,XS_30,1.0,,,,,,,,,,,,3,idle,,1,idle,,,,,,,,
event_seayouagain2_06_e_154,40025,event_seayouagain2_06_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_06_e_154,True,,,,,7,delight,,9,shy,,XS_30,XS_30,1.0,,,,,,,,,,,,3,idle,,1,idle,,,,,,,,
event_seayouagain2_06_e_155,40025,event_seayouagain2_06_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_06_e_155,True,,,,,7,delight,,9,shy,,XS_30,XS_10,1.0,,,,,,,,,,,,3,idle,,1,idle,,,,,,,,
event_seayouagain2_06_e_156,40025,event_seayouagain2_06_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_06_e_156,True,,,,,7,delight,,9,shy,,XS_10,XS_10,1.0,,,,,,,,,,,,3,idle,,1,idle,,,,,,,,
event_seayouagain2_06_e_157,40025,event_seayouagain2_06_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_06_e_157,True,,,,,7,delight,,9,shy,,XS_10,XS_10,1.0,,,,,,,,,,,,3,idle,,1,idle,,,,,,,,
event_seayouagain2_06_e_158,40025,event_seayouagain2_06_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_06_e_158,True,,,,,7,delight,,9,shy,,XS_10,31,1.0,,,,,,,,,,,,3,idle,,1,idle,,,,,,,,
event_seayouagain2_06_e_159,40025,event_seayouagain2_06_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_06_e_159,True,,,,,7,delight,,9,shy,,31,31,1.0,,,,,,,,,,,,3,idle,,1,idle,,,,,,,,
event_seayouagain2_06_e_160,40025,event_seayouagain2_06_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_06_e_160,True,,,,,7,delight,,9,shy,,31,31,1.0,,,,,,,,,,,,3,idle,,1,idle,,,,,,,,
event_seayouagain2_06_e_161,40025,event_seayouagain2_06_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_06_e_161,True,,,,,7,delight,,9,shy,,31,31,1.0,,,,,,,,,,,,3,idle,,1,idle,,,,,,,,
event_seayouagain2_06_e_162,40025,event_seayouagain2_06_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_06_e_162,True,,,,,7,delight,,9,shy,,31,31,1.0,,,,,,,,,,,,3,idle,,1,idle,,,,,,,,
event_seayouagain2_06_e_163,40025,event_seayouagain2_06_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_06_e_163,True,,,,,7,delight,,9,shy,,31,31,1.0,,,,,,,,,,,,3,idle,,1,idle,,,,,,,,
event_seayouagain2_06_e_164,40025,event_seayouagain2_06_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_06_e_164,True,,,,,7,delight,,9,shy,,31,31,1.0,,,,,,,,,,,,3,idle,,1,angry,,,,,,,,
event_seayouagain2_06_e_165,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_165,True,,,,,7,delight,,9,shy,,S_70,S_70,1.0,,,,,,,,,,,,3,idle,,1,angry,,,,,,,,
event_seayouagain2_06_e_166,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_166,True,,,,,7,delight,,9,shy,,S_70,S_70,1.0,,,,,,,,,,,,3,idle,,1,angry,yan_s,13,idle,,,,,
event_seayouagain2_06_e_167,40025,event_seayouagain2_06_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_e_167,True,,,,,7,delight,,9,shy,,S_70,XS_90,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_168,40025,event_seayouagain2_06_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_e_168,True,,,,,7,delight,,9,shy,,XS_90,XS_90,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_169,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_169,True,,,,,7,delight,,9,shy,,S_70,S_700,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_170,40025,event_seayouagain2_06_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_06_e_170,True,,,,,7,delight,,9,shy,,XS_30,XS_30,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_171,40025,event_seayouagain2_06_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_06_e_171,True,,,,,7,delight,,9,shy,,XS_30,XS_30,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_172,40025,event_seayouagain2_06_e,Speech,yan_s,yan,Locale_MainScenario:event_seayouagain2_06_e_172,True,,,,,7,delight,,9,shy,,S_130,S_130,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_173,40025,event_seayouagain2_06_e,Self,,,Locale_MainScenario:event_seayouagain2_06_e_173,False,,,,,7,delight,,9,shy,,S_130,S_130,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_174,40025,event_seayouagain2_06_e,Speech,yan_s,yan,Locale_MainScenario:event_seayouagain2_06_e_174,True,,,,,7,delight,,9,shy,,S_130,S_130,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_175,40025,event_seayouagain2_06_e,Speech,yan_s,yan,Locale_MainScenario:event_seayouagain2_06_e_175,True,helm_s,5,idle,,7,delight,,9,shy,,S_130,S_130,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_176,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_176,True,,5,idle,,7,delight,,9,shy,,50,50,1.0,,,,,,,,,,,,3,idle,,1,idle,,13,idle,,yan_s,,,
event_seayouagain2_06_e_177,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_177,True,,5,idle,,7,delight,,9,shy,,S_70,S_70,1.0,,,,,,,,,,,,3,idle,,1,idle,,,,,,,,
event_seayouagain2_06_e_178,40025,event_seayouagain2_06_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_06_e_178,True,,5,idle,,7,delight,,9,shy,,XS_30,XS_30,1.0,,,,,,,,liter_s,15,delight,,3,worry,,1,idle,mary_s,13,idle,,,,,
event_seayouagain2_06_e_179,40025,event_seayouagain2_06_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_06_e_179,True,,5,idle,,7,delight,,9,shy,,XS_30,XS_30,1.0,,,,,,,,,15,delight,,3,worry,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_180,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_180,True,,5,delight,,7,delight,,9,shy,,XS_30,53,1.0,,,,,,,,,15,delight,,3,worry,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_181,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_181,True,,5,delight,,7,delight,,9,shy,,53,53,1.0,,,,,,,,,15,delight,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_182,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_182,True,,5,delight,,7,delight,,9,shy,,53,53,1.0,,,,,,,,,15,delight,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_183,40025,event_seayouagain2_06_e,Speech,mary_s,mary,Locale_MainScenario:event_seayouagain2_06_e_183,True,,5,delight,,7,delight,,9,shy,,130,130,1.0,,,,,,,,,15,delight,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_184,40025,event_seayouagain2_06_e,Speech,mary_s,mary,Locale_MainScenario:event_seayouagain2_06_e_184,True,,5,delight,,7,delight,,9,shy,,130,130,1.0,,,,,,,,,15,delight,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_185,40025,event_seayouagain2_06_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_06_e_185,True,,5,delight,,7,delight,,9,shy,,31,31,1.0,,,,,,,,,15,delight,,3,worry,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_186,40025,event_seayouagain2_06_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_06_e_186,True,,5,delight,,7,delight,,9,shy,,31,31,1.0,,,,,,,,,15,delight,,3,worry,,1,no,,13,idle,,,,,
event_seayouagain2_06_e_187,40025,event_seayouagain2_06_e,Speech,liter_s,liter,Locale_MainScenario:event_seayouagain2_06_e_187,True,,5,delight,,7,delight,,9,shy,,XS_150,XS_150,1.0,,,,,,,,,15,delight,,3,worry,,1,no,,13,idle,,,,,
event_seayouagain2_06_e_188,40025,event_seayouagain2_06_e,Speech,mary_s,mary,Locale_MainScenario:event_seayouagain2_06_e_188,True,,5,delight,,7,delight,,9,shy,,130,130,1.0,,,,,,,,,15,delight,,3,worry,,1,no,,13,idle,,,,,
event_seayouagain2_06_e_189,40025,event_seayouagain2_06_e,Speech,mary_s,mary,Locale_MainScenario:event_seayouagain2_06_e_189,True,,5,delight,,7,delight,,9,shy,,130,130,1.0,,,,,,,,,15,delight,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_190,40025,event_seayouagain2_06_e,Speech,mary_s,mary,Locale_MainScenario:event_seayouagain2_06_e_190,True,,5,delight,,7,delight,,9,shy,,130,130,1.0,,,,,,,,,15,delight,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_191,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_191,True,,5,delight,,7,delight,,9,shy,,50,50,1.0,,,,,,,,,15,delight,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_192,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_192,True,,5,delight,,7,delight,,9,shy,,50,50,1.0,,,,,,,,,15,delight,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_193,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_193,True,,5,delight,,7,delight,,9,shy,,50,500,0.5,,,,,,,,,15,delight,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_194,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_194,True,,5,delight,,7,delight,,9,shy,,S_700,S_700,1.0,,,,,,,,,15,delight,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_195,40025,event_seayouagain2_06_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_e_195,True,,5,delight,,7,delight,,9,shy,,XS_900,XS_900,1.0,,,,,,,,,15,delight,,3,idle,,1,idle,,13,idle,,,,,
event_seayouagain2_06_e_196,40025,event_seayouagain2_06_e,Monologue,,,Locale_MainScenario:event_seayouagain2_06_e_196,False,,5,delight,,7,delight,,9,shy,,black,black,1.0,,,,helm_s,,,,,15,delight,,3,idle,,1,idle,,13,idle,liter_s,mary_s,anis_s,neon_s,
event_seayouagain2_06_e_197,40025,event_seayouagain2_06_e,Monologue,,,Locale_MainScenario:event_seayouagain2_06_e_197,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_198,40025,event_seayouagain2_06_e,,,,Locale_SubScenario:none,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,summer_2023
