id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,jump_target,play_sound,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_BunnyX777_05_s_130,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_130,True,,1,think,,,,,100,100,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_131,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_131,True,,1,think,,,,,100,100,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_132,40014,event_BunnyX777_05_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_05_s_132,True,,1,think,,,,,100,100,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_133,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_133,False,,1,think,,,,,black,black,1.0,,,13,idle,,,,blanc,5,think,noir,7,surprise
event_BunnyX777_05_s_134,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_134,False,,1,think,,,,,black,black,1.0,,,13,idle,,,,,5,think,,7,surprise
event_BunnyX777_05_s_135,40014,event_BunnyX777_05_s,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_05_s_135,True,,1,think,,,,,75,75,1.0,,,13,idle,,,,,5,think,,7,surprise
event_BunnyX777_05_s_136,40014,event_BunnyX777_05_s,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_05_s_136,True,,1,think,,,,,75,75,1.0,,,13,idle,,,,,5,think,,7,surprise
event_BunnyX777_05_s_137,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_137,False,,1,think,,,,,75,75,1.0,,,13,idle,,,,,5,think,,7,surprise
event_BunnyX777_05_s_138,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_138,False,,1,think,,,,,75,75,1.0,,,13,idle,,,,,5,think,,7,surprise
event_BunnyX777_05_s_139,40014,event_BunnyX777_05_s,Self,,,Locale_SubScenario:event_BunnyX777_05_s_139,False,,1,think,,,,,75,113,2.0,,,13,idle,,,,,5,think,,7,surprise
event_BunnyX777_05_s_140,40014,event_BunnyX777_05_s,Self,,,Locale_SubScenario:event_BunnyX777_05_s_140,False,,1,think,,,,,113,113,1.0,,,13,idle,,,,,5,think,,7,surprise
event_BunnyX777_05_s_141,40014,event_BunnyX777_05_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_05_s_141,True,,1,think,,,,,113,113,1.0,,,13,idle,,,,,5,think,,7,surprise
event_BunnyX777_05_s_142,40014,event_BunnyX777_05_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_05_s_142,True,,1,think,,,,,113,113,1.0,,,13,idle,,,,,5,think,,7,surprise
