id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,jump_target,characters/4/hide_char_id,play_sound,set_camera_shake
event_romanticvalentine_04_s_112,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_112,True,,12,4,2.0,,sin_m,sin_m,,1,idle,,3,smile,,13,surprise,,,5,shy,,17,idle,,,,
event_romanticvalentine_04_s_113,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_113,True,,4,4,1.0,,trony_m,trony_m,,1,idle,,3,smile,,13,surprise,,,5,shy,,17,idle,,,,
event_romanticvalentine_04_s_114,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_114,True,,4,4,1.0,,trony_m,trony_m,,1,idle,,3,smile,,13,surprise,,,5,shy,,17,idle,,,,
event_romanticvalentine_04_s_115,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_115,True,,4,4,1.0,,trony_m,trony_m,,1,idle,,3,smile,,13,surprise,,,5,shy,,17,idle,,,,
event_romanticvalentine_04_s_116,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_116,True,,4,4,1.0,,sin_m,sin_m,,1,idle,,3,delight,,13,surprise,,,5,shy,,17,idle,,,,
event_romanticvalentine_04_s_117,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_117,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle,,3,delight,,13,surprise,,,5,shy,,17,idle,,,,
event_romanticvalentine_04_s_118,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_118,True,,S_10,S_100,2.0,,mast_m,mast_m,,1,idle,,3,delight,,13,surprise,,,5,shy,,17,idle,,,,
event_romanticvalentine_04_s_119,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_119,True,,50,50,1.0,,trony_m,trony_m,,1,idle,,3,delight,,13,surprise,,,5,shy,,17,idle,,,,
event_romanticvalentine_04_s_120,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_120,True,,50,50,1.0,,trony_m,trony_m,,1,idle,,3,delight,,13,surprise,,,5,shy,,17,idle,,,,
event_romanticvalentine_04_s_121,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_121,True,,170,1700,0.5,,privaty_m,privaty_m,,1,idle,,3,delight,,13,surprise,,,5,shy,,17,surprise,,,,Low_2
event_romanticvalentine_04_s_122,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_122,True,,1700,1700,1.0,,privaty_m,privaty_m,,1,idle,,3,delight,,13,surprise,,,5,shy,,17,surprise,,,,
event_romanticvalentine_04_s_123,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_123,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,delight,,3,delight,,13,surprise,,,5,shy,,17,surprise,,,,
event_romanticvalentine_04_s_124,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_124,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,delight2,,3,delight,,13,surprise,,,5,shy,,17,surprise,,,,
event_romanticvalentine_04_s_125,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_125,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,delight2,,3,delight,,13,surprise,,,5,shy,,17,surprise,,,,
event_romanticvalentine_04_s_126,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_126,True,,170,170,1.0,,privaty_m,privaty_m,,1,idle,,3,delight,,13,surprise,,,5,shy,,17,surprise,,,,
event_romanticvalentine_04_s_127,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_127,True,,170,170,1.0,,privaty_m,privaty_m,,1,idle,,3,delight,,13,surprise,,,5,shy,,17,surprise,,,,
