id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,fade
event_ce006_2_intermission_01_108,40080,event_ce006_2_intermission_01,Speech,ce006_03,Locale_MainScenario:event_ce006_2_intermission_01_108,True,,1,void,,,,,,,,13,idle,,,,,14,14,1.0,,ce006_03,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_109,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_109,False,,1,void,,,,,,,,13,sad,,,,,14,14,1.0,,privaty,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_110,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_110,True,,1,void,,,,,,,,13,sad,,,,,14,14,1.0,,privaty,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_111,40080,event_ce006_2_intermission_01,Speech,ce006_03,Locale_MainScenario:event_ce006_2_intermission_01_111,True,,1,void,,,,,,,,13,sad,,,,,14,14,1.0,,ce006_03,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_112,40080,event_ce006_2_intermission_01,Speech,ce006_03,Locale_MainScenario:event_ce006_2_intermission_01_112,True,,1,void,,,,,,,,13,sad,,,,,14,14,1.0,,ce006_03,,,,,3,idle,,15,special,
event_ce006_2_intermission_01_113,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_113,False,,1,void,,,,,,,,13,idle,,,,,14,S_130,1.3,,privaty,,,,,3,idle,,15,special,
event_ce006_2_intermission_01_114,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_114,True,,1,void,,,,,,,,13,idle,,,,,S_130,S_130,1.0,,privaty,,,,,3,idle,,15,special,
event_ce006_2_intermission_01_115,40080,event_ce006_2_intermission_01,Self,privaty,Locale_MainScenario:event_ce006_2_intermission_01_115,False,,1,void,,,,,,,,13,idle,,,,,S_130,S_130,1.0,,,,,,,3,idle,,15,special,
event_ce006_2_intermission_01_116,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_116,True,,1,void,,,,,,,,13,idle,,,,,S_130,S_130,1.0,,privaty,,,,,3,idle,,15,special,
event_ce006_2_intermission_01_117,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_117,True,,1,void,,,,,,,,13,idle,,,,,S_130,S_130,1.0,,privaty,,,,,3,idle,,15,special,
event_ce006_2_intermission_01_118,40080,event_ce006_2_intermission_01,Self,privaty,Locale_MainScenario:event_ce006_2_intermission_01_118,False,,1,void,,,,,,,,13,idle,,,,,S_130,S_130,1.0,,,,,,,3,idle,,15,special,
event_ce006_2_intermission_01_119,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_119,True,,1,void,,,,,,,,13,idle,,,,,S_130,S_130,1.0,,privaty,,,,,3,idle,,15,special,
