id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,fade,characters/4/hide_char_id,characters/5/hide_char_id,set_filter_01
event_ce006_2_01_s_109,40080,event_ce006_2_01_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_01_s_109,True,,14,idle,,13,S_140,1.3,bgm_chapter32_field_advance,,,,,,,,,12,no,,,,,,16,idle,,,,,,,
event_ce006_2_01_s_110,40080,event_ce006_2_01_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_01_s_110,True,,14,idle,,S_140,S_140,1.0,,,,,,,,,,12,no,,,,,,16,idle,,,,,,,
event_ce006_2_01_s_111,40080,event_ce006_2_01_s,Self,privaty,,Locale_MainScenario:event_ce006_2_01_s_111,False,,14,idle,,S_140,S_140,1.0,,,,,,,,,,12,no,,,,,,16,idle,,,,,,,
event_ce006_2_01_s_112,40080,event_ce006_2_01_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_01_s_112,True,,14,angry,,S_140,S_140,1.0,,,,,,,,,,12,no,,,,,,16,idle,,,,,,,
event_ce006_2_01_s_113,40080,event_ce006_2_01_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_01_s_113,False,,14,angry,,S_140,S_140,1.0,,,,,,,,,,12,no,,,,,,16,idle,,,,,,,
event_ce006_2_01_s_114,40080,event_ce006_2_01_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_01_s_114,True,,14,idle,,S_140,S_140,1.0,,,,,,,,,,12,no,,,,,,16,idle,,,,,,,
event_ce006_2_01_s_115,40080,event_ce006_2_01_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_01_s_115,True,,14,idle,,S_140,S_140,1.0,,,,,,,,,,12,no,,,,,,16,idle,,,,,,,
event_ce006_2_01_s_116,40080,event_ce006_2_01_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_01_s_116,True,,14,idle,,S_140,S_140,1.0,,,,,,,,,,12,no,,,,,,16,idle,,,,,,,
event_ce006_2_01_s_117,40080,event_ce006_2_01_s,Self,privaty,,Locale_MainScenario:event_ce006_2_01_s_117,False,,14,idle,,S_140,S_140,1.0,,,,,,,,,,12,no,,,,,,16,idle,,,,,,,
event_ce006_2_01_s_118,40080,event_ce006_2_01_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_01_s_118,True,,14,idle,,S_140,S_140,1.0,,,,,,,,,,12,no,,,,,,16,idle,,,,,,,
