id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_footstepwalkrun2_04_e_130,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_130,True,,1300,1300,1.0,,redhood,redhood,,,,1,idle,,13,smile
event_footstepwalkrun2_04_e_131,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_131,True,,1300,130,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_132,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_132,True,,130,130,1.0,bgm_story_sceneofmemory,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_133,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_133,False,,130,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_134,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_134,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_135,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_135,True,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_136,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_136,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_137,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_137,False,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_138,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_138,True,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_139,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_139,True,,1300,1300,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_140,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_140,True,,1300,1300,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_141,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_141,True,,1300,130,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_142,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_142,False,,130,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_143,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_143,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
