id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,fade,effects/0/stop_effect_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
event_secretgarden_06_e_104,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_104,True,,5,surprise,,300,300,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_105,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_105,True,,5,surprise,,300,30,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_106,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_106,True,,5,surprise,,30,30,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_107,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_107,True,,5,surprise,,30,30,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_108,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_108,True,,5,surprise,,30,30,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_109,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_109,True,,5,surprise,,30,30,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_110,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_110,False,,5,idle,,30,53,1.0,,,flora,flora,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_111,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_111,True,,5,idle,,53,53,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_112,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_112,True,,5,idle,,53,53,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_113,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_113,True,,5,idle,,53,53,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_114,40063,event_secretgarden_06_e,Monologue,Locale_SubScenario:event_secretgarden_06_e_114,False,,3,idle,,black,black,1.0,,,rian,,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,rian,,,,,,
event_secretgarden_06_e_115,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_115,True,,3,idle,,L_130,L_130,1.0,,,nero,nero,,,1,idle,,13,angry,,,,,,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_116,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_116,True,,3,idle,,L_130,XS_10,1.0,,,biscuit,biscuit,,,1,sad,,13,angry,,,,,,,15,idle,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_117,40063,event_secretgarden_06_e,Self,Locale_SubScenario:event_secretgarden_06_e_117,False,,3,idle,,XS_10,XS_10,1.0,,,biscuit,,,,1,sad,,13,angry,,,,,,,15,idle,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_118,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_118,False,,3,sad,,XS_10,30,1.0,,,flora,flora,,,1,sad,,13,angry,,,,,,,15,idle,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_119,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_119,True,,3,sad,,30,30,1.0,,,flora,flora,,,1,sad,,13,angry,,,,,,,15,idle,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_120,40063,event_secretgarden_06_e,Narration,Locale_SubScenario:event_secretgarden_06_e_120,False,,3,sad,,black,black,1.0,,sfx_scn_sofasit,flora,,,,1,sad,,13,angry,,,,,,,15,idle,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_121,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_121,True,,3,sad,,31,31,1.0,,,biscuit,biscuit,,,1,sad,,13,idle,,,,,,,15,idle,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_122,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_122,True,,3,delight,,31,31,1.0,,,flora,flora,,,1,sad,,13,idle,,,,,,,15,idle,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_123,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_123,True,,3,delight,,31,31,1.0,,,flora,flora,,,1,sad,,13,idle,,,,,,,15,idle,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_124,40063,event_secretgarden_06_e,Self,Locale_SubScenario:event_secretgarden_06_e_124,False,,3,delight,,31,31,1.0,,,flora,,,,1,sad,,13,idle,,,,,,,15,idle,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_125,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_125,True,,3,delight,,Leo_150,Leo_150,1.0,,,leona_no,leona_no,,,1,sad,,13,idle,,,,,,,15,idle,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_126,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_126,True,,3,delight,,Leo_150,1517,1.0,,sfx_scn_lionroar,timi,timi,,,1,sad,,13,idle,,,,,,,15,idle,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_127,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_127,True,,3,delight,,1517,1517,1.0,,,leona_no,leona_no,,,1,sad,,13,idle,,,,,,,15,idle,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_128,40063,event_secretgarden_06_e,Narration,Locale_SubScenario:event_secretgarden_06_e_128,False,,3,delight,,1517,1,1.5,,sfx_scn_hungry,biscuit,,,,1,sad,,13,idle,,,,,,,15,idle,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_129,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_129,True,,3,delight,,1,1,1.0,,,biscuit,biscuit,,,1,sad,,13,idle,,,,,,,15,idle,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_130,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_130,True,,3,delight,,1,31,1.0,,,flora,flora,,,1,sad,,13,idle,,,,,,,15,idle,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_131,40063,event_secretgarden_06_e,Self,Locale_SubScenario:event_secretgarden_06_e_131,False,,3,delight,,31,31,1.0,,,flora,,,,1,sad,,13,idle,,,,,,,15,idle,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_132,40063,event_secretgarden_06_e,Self,Locale_SubScenario:event_secretgarden_06_e_132,False,,3,delight,,31,31,1.0,,,flora,,,,1,sad,,13,idle,,,,,,,15,idle,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_133,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_133,True,,3,delight,,31,31,1.0,,,biscuit,biscuit,,,1,idle,,13,idle,,,,,,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_134,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_134,True,,3,delight,,L_130,L_130,1.0,,,nero,nero,,,1,idle,,13,delight,,,,,,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_135,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_135,True,,3,delight,,30,30,1.0,,,flora,flora,,,1,idle,,13,delight,,,,,,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_136,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_136,True,,3,delight,,30,30,1.0,,,flora,flora,,,1,idle,,13,delight,,,,,,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_137,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_137,True,,3,delight,,1517,1517,1.0,,,leona_no,leona_no,,,1,idle,,13,delight,,,,,,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_138,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_138,True,,3,delight,,1517,1517,1.0,,sfx_scn_lionroar,timi,timi,,,1,idle,,13,delight,,,,,,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_139,40063,event_secretgarden_06_e,Monologue,Locale_SubScenario:event_secretgarden_06_e_139,False,,3,delight,,black,black,1.0,none,,,,flora,,1,idle,,13,delight,biscuit,nero,,,,,15,idle,,17,shy,,,,black,,,leona_no,timi,,,,
event_secretgarden_06_e_140,40063,event_secretgarden_06_e,Monologue,Locale_SubScenario:event_secretgarden_06_e_140,False,secretgarden_event,1,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_141,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_141,True,,1,idle,,secretgarden_01,secretgarden_01,1.0,event_bgm_neverland_snowflakes_day,,biscuit,biscuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_142,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_142,True,,1,idle,,secretgarden_01,secretgarden_01,1.0,,,nero,nero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_143,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_143,False,,1,idle,,secretgarden_01,secretgarden_01,1.0,,,flora,flora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_144,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_144,False,,1,idle,,secretgarden_01,secretgarden_01,1.0,,,leona_no,leona_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_145,40063,event_secretgarden_06_e,Monologue,Locale_SubScenario:event_secretgarden_06_e_145,False,,1,idle,,secretgarden_01,secretgarden_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_146,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_146,True,,1,idle,,secretgarden_01,secretgarden_02,1.5,,,biscuit,biscuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_147,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_147,True,,1,idle,,secretgarden_02,secretgarden_02,1.0,,,nero,nero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_148,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_148,True,,1,idle,,secretgarden_02,secretgarden_03,1.5,,,leona_no,leona_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_149,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_149,True,,1,idle,,secretgarden_03,secretgarden_03,1.0,,sfx_scn_liongrowl,timi,timi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_150,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_150,True,,1,idle,,secretgarden_03,secretgarden_03,1.0,,,flora,flora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_151,40063,event_secretgarden_06_e,Self,Locale_SubScenario:event_secretgarden_06_e_151,False,,1,idle,,secretgarden_03,secretgarden_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_152,40063,event_secretgarden_06_e,Monologue,Locale_SubScenario:event_secretgarden_06_e_152,False,,1,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_153,40063,event_secretgarden_06_e,Monologue,Locale_SubScenario:event_secretgarden_06_e_153,False,,1,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
