id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_unbreakablesphere2_02_s_109,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_109,True,,10,113,1.0,,mana,mana,,,,1,think,,13,idle,,3,idle,,5,idle,,OP_rightup,idle,shifty_r
event_unbreakablesphere2_02_s_110,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_110,True,,113,113,1.0,,mana,mana,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_111,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_111,True,,113,113,1.0,,mana,mana,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_112,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_112,True,,113,113,1.0,,mana,mana,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_113,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_113,True,,113,113,1.0,,mana,mana,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_114,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_114,True,,113,113,1.0,,mana,mana,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_115,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_115,True,,113,113,1.0,,mihara_b,mihara_b,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_116,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_116,True,,113,113,1.0,,mihara_b,mihara_b,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_117,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_117,True,,113,113,1.0,,mihara_b,mihara_b,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_118,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_118,True,,S_50,S_50,1.0,,mori,mori,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_119,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_119,True,,10,10,1.0,,mihara_b,mihara_b,,,,1,pain,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_120,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_120,True,,S_50,S_500,0.5,,mori,mori,,,,1,pain,,13,idle,,3,idle,,5,angry,,,,
event_unbreakablesphere2_02_s_121,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_121,True,,S_500,S_500,1.0,,mori,mori,,,,1,pain,,13,idle,,3,idle,,5,think,,,,
event_unbreakablesphere2_02_s_122,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_122,True,,S_500,S_500,1.0,,mori,mori,,,,1,pain,,13,idle,,3,idle,,5,think,,,,
event_unbreakablesphere2_02_s_123,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_123,True,,S_500,S_500,1.0,,mori,mori,,,,1,pain,,13,idle,,3,idle,,5,think,,,,
event_unbreakablesphere2_02_s_124,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_124,True,,S_500,S_500,1.0,,mori,mori,,,,1,pain,,13,idle,,3,idle,,5,think,,,,
event_unbreakablesphere2_02_s_125,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_125,True,,100,100,1.0,,mihara_b,mihara_b,,,,1,sad_01,,13,idle,,3,idle,,5,think,,,,
event_unbreakablesphere2_02_s_126,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_126,True,,S_500,S_500,1.0,,mori,mori,,,,1,sad_01,,13,idle,,3,idle,,5,think,,,,
event_unbreakablesphere2_02_s_127,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_127,True,,100,10,1.0,,mihara_b,mihara_b,,,,1,sad_01,,13,idle,,3,idle,,5,think,,,,
event_unbreakablesphere2_02_s_128,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_128,True,,10,130,1.0,,mana,mana,,,,1,sad_01,,13,idle,,3,idle,,5,think,,,,
event_unbreakablesphere2_02_s_129,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_129,True,,130,130,1.0,,mana,mana,,,,1,sad_01,,13,idle,,3,idle,,5,think,,,,
event_unbreakablesphere2_02_s_130,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_130,True,,130,130,1.0,,mana,mana,,,,1,sad_01,,13,idle,,3,idle,,5,think,,,,
event_unbreakablesphere2_02_s_131,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_131,True,,130,1300,1.0,,mana,mana,,,,1,sad_01,,13,idle,,3,idle,,5,think,,,,
event_unbreakablesphere2_02_s_132,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_132,True,,1300,1300,1.0,,mana,mana,,,,1,sad_01,,13,idle,,3,idle,,5,think,,,,
event_unbreakablesphere2_02_s_133,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_133,True,,1300,100,1.0,,mihara_b,mihara_b,,,,1,think,,13,idle,,3,idle,,5,think,,,,
event_unbreakablesphere2_02_s_134,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_134,True,,S_500,S_500,1.0,,mori,mori,,,,1,think,,13,idle,,3,idle,,5,think,,,,
event_unbreakablesphere2_02_s_135,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_135,True,,S_500,S_500,1.0,,shifty_r,shifty_r,,,,1,think,,13,idle,,3,idle,,5,think,shifty_r,OP_rightup,sad,
event_unbreakablesphere2_02_s_136,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_136,True,,S_500,S_500,1.0,,shifty_r,shifty_r,,,,1,think,,13,idle,,3,idle,,5,think,,OP_rightup,sad,
event_unbreakablesphere2_02_s_137,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_137,True,,S_500,S_500,1.0,,mori,mori,,,,1,think,,13,idle,,3,idle,,5,think,,OP_rightup,sad,
event_unbreakablesphere2_02_s_138,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_138,False,,100,100,1.0,,mihara_b,mihara_b,,,,1,think,,13,idle,,3,idle,,5,think,,OP_rightup,sad,
event_unbreakablesphere2_02_s_139,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_139,True,,100,100,1.0,,mihara_b,mihara_b,,,,1,idle,,13,idle,,3,idle,,5,think,,OP_rightup,sad,
event_unbreakablesphere2_02_s_140,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_140,True,,S_500,S_500,1.0,,mori,mori,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,sad,
event_unbreakablesphere2_02_s_141,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_141,True,,100,10,1.0,,mihara_b,mihara_b,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,sad,
event_unbreakablesphere2_02_s_142,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_142,True,,10,31,1.5,,yuni_n,yuni_n,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,sad,
event_unbreakablesphere2_02_s_143,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_143,True,,31,113,1.5,,mihara_b,mihara_b,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,sad,
event_unbreakablesphere2_02_s_144,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_144,True,,113,113,1.0,,mihara_b,mihara_b,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,sad,
event_unbreakablesphere2_02_s_145,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_145,True,,113,113,1.0,,mana,mana,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,idle,
event_unbreakablesphere2_02_s_146,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_146,False,,L_30,L_300,1.0,,yuni_n,yuni_n,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,idle,shifty_r
