id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,play_sound,characters/2/hide_char_id,set_camera_shake,set_filter_01,characters/0/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,set_filter_02
event_unbreakablesphere2_04_s_106,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_106,True,,1,idle,,,,,,,,31,31,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_107,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_107,True,,1,idle,,,,,,,,31,31,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_108,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_108,True,,1,idle,,,,,,,,31,31,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_109,40076,event_unbreakablesphere2_04_s,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere2_04_s_109,True,,1,idle,,,,,,,,31,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_110,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_110,True,,1,idle,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_111,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_111,True,,1,idle,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_112,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_112,True,,1,idle,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_113,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_113,True,,1,idle,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_114,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_114,True,,1,idle,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_115,40076,event_unbreakablesphere2_04_s,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere2_04_s_115,True,,1,think,,,,,,,,30,10,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_116,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_116,False,,1,think,,,,,,,,10,10,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_117,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_117,True,,1,think,,,,,,,,10,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,delight,,,
event_unbreakablesphere2_04_s_118,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_118,True,,1,think,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_119,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_119,True,,1,think,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_120,40076,event_unbreakablesphere2_04_s,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere2_04_s_120,True,,1,think,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_121,40076,event_unbreakablesphere2_04_s,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere2_04_s_121,True,,1,think,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_122,40076,event_unbreakablesphere2_04_s,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere2_04_s_122,False,,1,think,,,,,,,,30,300,0.5,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_123,40076,event_unbreakablesphere2_04_s,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere2_04_s_123,True,,1,think,,,,,,,,300,300,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_124,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_124,True,,1,think,,,,,,,,300,300,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_125,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_125,True,,1,think,,,,,,,,300,300,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_126,40076,event_unbreakablesphere2_04_s,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere2_04_s_126,True,,1,idle,,,,,,,,300,30,0.5,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_127,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_127,True,,1,idle,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_128,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_128,True,,1,idle,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_129,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_129,True,,1,idle,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_130,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_130,True,,1,idle,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_131,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_131,True,,1,idle,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_132,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_132,True,,1,idle,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_133,40076,event_unbreakablesphere2_04_s,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere2_04_s_133,True,,1,idle,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_134,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_134,True,,1,idle,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,delight,,,
event_unbreakablesphere2_04_s_135,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_135,True,,1,idle,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,delight,,,
event_unbreakablesphere2_04_s_136,40076,event_unbreakablesphere2_04_s,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere2_04_s_136,True,,1,idle,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,delight,,,
event_unbreakablesphere2_04_s_137,40076,event_unbreakablesphere2_04_s,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere2_04_s_137,True,,1,idle,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,delight,,,
event_unbreakablesphere2_04_s_138,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_138,True,,1,idle,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_139,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_139,True,,1,idle,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_140,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_140,True,,1,idle,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_141,40076,event_unbreakablesphere2_04_s,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere2_04_s_141,True,,1,idle,,,,,,,,30,300,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_142,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_142,True,,1,idle,,,,,,,,300,300,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_143,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_143,True,,1,idle,,,,,,,,300,300,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_144,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_144,True,,1,idle,,,,,,,,300,300,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_145,40076,event_unbreakablesphere2_04_s,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere2_04_s_145,True,,1,idle,,,,,,,,300,300,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_146,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_146,True,,1,idle,,,,,,,,300,300,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_147,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_147,True,,1,idle,,,,,,,,300,300,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_148,40076,event_unbreakablesphere2_04_s,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere2_04_s_148,True,,1,idle,,,,,,,,300,300,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_149,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_149,True,,1,think,,,,,,,,300,100,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_150,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_150,True,,1,think,,,,,,,,100,100,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_151,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_151,True,,1,think,,,,,,,,100,100,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_152,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_152,True,,1,think,,,,,,,,100,100,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_153,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_153,True,,1,think,,,,,,,,100,100,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_154,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_154,True,,1,think,,,,,,,,100,100,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_155,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_155,True,,1,think,,,,,,,,100,100,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_156,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_156,True,,1,think,,,,,,,,100,100,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_157,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_157,False,,1,think,,,,,,,,100,10,0.5,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_158,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_158,True,,1,think,,,,,,,,10,10,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_159,40076,event_unbreakablesphere2_04_s,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere2_04_s_159,True,,1,think,,,,,,,,30,300,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_160,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_160,True,,1,think,,,,,,,,300,300,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,delight,,,
event_unbreakablesphere2_04_s_161,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_161,True,,1,think,,,,,,,,300,100,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,delight,,,
event_unbreakablesphere2_04_s_162,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_162,True,,1,think,,,,,,,,100,100,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,delight,,,
event_unbreakablesphere2_04_s_163,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_163,True,,1,idle,,,,,,,,100,100,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,delight,,,
event_unbreakablesphere2_04_s_164,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_164,True,,1,idle,,,,,,,,100,10,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_165,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_165,True,,1,idle,,,,,,,,10,10,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_166,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_166,True,,1,idle,,,,,,,,10,10,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_167,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_167,True,,1,idle,,,,,,,,10,10,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_168,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_168,True,,1,idle,,,,,,,,10,10,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_169,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_169,True,,1,idle,,,,,,,,10,10,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_170,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_170,True,,1,idle,,,,,,,,10,100,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_171,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_171,False,,1,think,,,,,,,,100,100,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_172,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_172,True,,1,think,,,,,,,,100,100,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_173,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_173,True,,1,think,,,,,,,,100,100,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_174,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_174,True,,1,think,,,,,,,,100,100,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_175,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_175,True,,1,idle,,,,,,,,100,100,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,smile,,,
event_unbreakablesphere2_04_s_176,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_176,True,,1,idle,,,,,,,,100,10,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,delight,,,
event_unbreakablesphere2_04_s_177,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_177,False,,1,idle,,,,,,,EventScene_unbreakablesphere_07_1,black,black,1.0,,,sfx_scn_toothbite,,,Vignetting,mihara_b,,3,idle,black,,OP_leftup,delight,mana,jien_op,
event_unbreakablesphere2_04_s_178,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_178,False,,,,,,,,,,,1,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_179,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_179,False,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_180,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_180,False,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_181,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_181,False,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_182,40076,event_unbreakablesphere2_04_s,Speech,notification,notification,Locale_MainScenario:event_unbreakablesphere2_04_s_182,True,,,,,,,,,,,100,100,1.0,,,sfx_scn_emergencysignal,,Low_2,,,,,,,,,,,,
event_unbreakablesphere2_04_s_183,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_183,False,,,,,,,,,,,100,100,1.0,,,sfx_scn_crackle,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_184,40076,event_unbreakablesphere2_04_s,Speech,notification,notification,Locale_MainScenario:event_unbreakablesphere2_04_s_184,True,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_185,40076,event_unbreakablesphere2_04_s,Speech,notification,notification,Locale_MainScenario:event_unbreakablesphere2_04_s_185,True,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_186,40076,event_unbreakablesphere2_04_s,Speech,notification,notification,Locale_MainScenario:event_unbreakablesphere2_04_s_186,True,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_187,40076,event_unbreakablesphere2_04_s,Speech,notification,notification,Locale_MainScenario:event_unbreakablesphere2_04_s_187,True,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_188,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_188,False,,,,,,,,,,,100,100,1.0,,,sfx_scn_emergencysignal,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_189,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_189,True,,,,,,,,,,,100,1,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_190,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_190,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_191,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_191,False,,,,,,,,,,EventScene_unbreakablesphere_07_2,1,bondingchain_01,2.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_192,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_192,False,,,,,,,,,,,bondingchain_01,bondingchain_01,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_193,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_193,False,,,,,,,,,,,bondingchain_01,bondingchain_01,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_194,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_194,False,,,,,,,,,,,bondingchain_01,bondingchain_01,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_195,40076,event_unbreakablesphere2_04_s,Speech,notification,notification,Locale_MainScenario:event_unbreakablesphere2_04_s_195,True,,,,,,,,,,,bondingchain_01,bondingchain_01,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_196,40076,event_unbreakablesphere2_04_s,Speech,notification,notification,Locale_MainScenario:event_unbreakablesphere2_04_s_196,True,,,,,,,,,,,bondingchain_01,bondingchain_01,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_197,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_197,True,,,,,,,,,,,bondingchain_01,bondingchain_01,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_198,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_198,False,,,,,,,,,,,bondingchain_01,bondingchain_01,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_199,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_199,False,,,,,,,,,,,bondingchain_01,bondingchain_01,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_200,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_200,True,,,,,,,,,,,bondingchain_01,bondingchain_01,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_201,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_201,False,,,,,,,,,,,bondingchain_01,bondingchain_01,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_202,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_202,False,,,,,,,,,,,bondingchain_01,bondingchain_01,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_203,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_203,False,,,,,,,,,,,bondingchain_01,bondingchain_01,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_204,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_204,False,,,,,,,,,,,bondingchain_01,bondingchain_01,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_205,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_205,False,,,,,,,,,,,bondingchain_01,bondingchain_01,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_206,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_206,True,,,,,,,,,,,bondingchain_01,1,2.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_207,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_207,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_208,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_208,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_209,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_209,False,mihara_b,1,pain,,,,yuni_n,3,sad,SilentBeach,black,black,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_210,40076,event_unbreakablesphere2_04_s,Speech,yuni_n,unknown,Locale_MainScenario:event_unbreakablesphere2_04_s_210,True,,1,pain,,,,,3,sad,,black,black,0.5,,,,,,,,,,,,,,,,,
