id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_filter_01,characters/4/hide_char_id,characters/5/hide_char_id,fade
event_absolute2_04_e_113,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_113,True,,1,no,,13,idle,,15,idle,,,,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_114,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_114,True,,1,no,,13,idle,,15,idle,,,,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_115,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_115,True,,1,no,,13,idle,,15,idle,,,,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_116,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_116,True,,1,no,,13,idle,,15,idle,,,,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_117,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_117,True,,1,angry,,13,idle,,15,idle,,,,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_118,40086,event_absolute2_04_e,Narration,,,Locale_MainScenario:event_absolute2_04_e_118,False,,1,angry,,13,idle,,15,idle,,,,,10,100,0.5,,sfx_scn_slap,,,,,,,,,,,,,,
event_absolute2_04_e_119,40086,event_absolute2_04_e,Narration,,,Locale_MainScenario:event_absolute2_04_e_119,False,,1,angry,,13,idle,,15,idle,,,,,100,100,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_120,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_120,True,,1,angry,,13,idle,,15,worry,,,,,XS_1500,XS_1500,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_121,40086,event_absolute2_04_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_04_e_121,True,,1,angry,,13,surprise,,15,worry,,,,,XS_1500,1300,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_122,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_122,True,,1,angry,,13,surprise,,15,worry,,,,,1300,100,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_123,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_123,True,,1,angry,,13,surprise,,15,angry,,,,,XS_1500,XS_150,0.7,,,,,,,,,,,,,,,,
event_absolute2_04_e_124,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_124,True,,1,angry,,13,surprise,,15,angry,,,,,10,10,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_125,40086,event_absolute2_04_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_04_e_125,True,,1,angry,,13,idle,,15,angry,,,,,10,130,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_126,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_126,True,,1,angry,,13,idle,,15,idle,,,,,130,XS_150,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_127,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_127,True,,1,idle,,13,idle,,15,idle,,,,,10,10,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_128,40086,event_absolute2_04_e,Narration,,,Locale_MainScenario:event_absolute2_04_e_128,False,,1,idle,,13,idle,,15,idle,,,,,black,black,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_129,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_129,True,,1,angry,,13,idle,,15,idle,,,,,10,10,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_130,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_130,True,,1,angry,,13,idle,,15,idle,,,,,10,100,0.7,,,,,,,,,,,,,,,,
event_absolute2_04_e_131,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_131,True,,1,angry,,13,idle,,15,idle,,,,,XS_1500,XS_1500,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_132,40086,event_absolute2_04_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_04_e_132,True,,1,angry,,13,idle,,15,idle,,,,,XS_1500,1300,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_133,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_133,True,,1,angry,,13,idle,,15,idle,,,,,1300,100,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_134,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_134,True,,1,angry,,13,idle,,15,idle,,,,,100,100,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_135,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_135,True,,1,angry,,13,idle,,15,idle,,,,,100,100,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_136,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_136,True,,1,angry,,13,idle,,15,idle,,,,,100,100,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_137,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_137,True,,1,angry,,13,idle,,15,idle,,,,,100,100,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_138,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_138,True,,1,angry,,13,idle,,15,idle,,,,,100,10,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_139,40086,event_absolute2_04_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_04_e_139,True,,1,angry,,13,idle,,15,idle,,,,,10,130,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_140,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_140,True,,1,angry,,13,idle,,15,delight,,,,,130,XS_150,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_141,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_141,True,,1,angry,,13,idle,,15,delight,,,,,XS_150,XS_1500,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_142,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_142,True,,1,idle,,13,idle,,15,delight,,,,,100,100,1.0,,,,,,,,,,,,,,,,
