id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,set_camera_shake,play_sound,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
event_oldtales2_epilogue_153,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_153,True,,100,100,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_154,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_154,True,,100,100,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_155,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_155,True,,100,100,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_156,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_156,False,,100,100,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_157,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_157,True,,100,10,1.0,,abe,abe,black,,,,,1,pain,
event_oldtales2_epilogue_158,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_158,True,,10,10,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_159,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_159,True,,10,10,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_160,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_160,True,,10,10,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_161,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_161,True,,10,10,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_162,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_162,True,,10,10,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_163,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_163,False,,10,100,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_164,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_164,True,,100,100,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_165,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_165,True,,100,100,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_166,40062,event_oldtales2_epilogue,Narration,Locale_MainScenario:event_oldtales2_epilogue_166,False,NoCloudLand,black,black,1.0,,abe,,black,,,,,1,pain,
event_oldtales2_epilogue_167,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_167,True,,100,100,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_168,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_168,True,,100,100,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_169,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_169,True,,100,10,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_170,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_170,True,,10,10,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_171,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_171,True,,10,10,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_172,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_172,False,,10,10,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_173,40062,event_oldtales2_epilogue,Narration,Locale_MainScenario:event_oldtales2_epilogue_173,False,,10,30,1.0,,abe,,,,,,,1,pain,
event_oldtales2_epilogue_174,40062,event_oldtales2_epilogue,Narration,Locale_MainScenario:event_oldtales2_epilogue_174,False,,30,30,1.0,,abe,,,,,,,1,pain,
event_oldtales2_epilogue_175,40062,event_oldtales2_epilogue,Narration,Locale_MainScenario:event_oldtales2_epilogue_175,False,,30,300,1.0,,abe,,,,,,,1,pain,
event_oldtales2_epilogue_176,40062,event_oldtales2_epilogue,Narration,Locale_MainScenario:event_oldtales2_epilogue_176,False,,black,black,1.0,,abe,,,,,,,1,pain,
event_oldtales2_epilogue_177,40062,event_oldtales2_epilogue,Narration,Locale_MainScenario:event_oldtales2_epilogue_177,False,,black,black,1.0,,abe,,,,,,,1,pain,
event_oldtales2_epilogue_178,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_178,True,,100,100,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_179,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_179,True,,100,100,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_180,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_180,True,,100,100,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_181,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_181,True,,100,100,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_182,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_182,True,,100,100,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_183,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_183,False,,100,10,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_184,40062,event_oldtales2_epilogue,Narration,Locale_MainScenario:event_oldtales2_epilogue_184,False,EventScene_oldtales_02_2,black,black,1.0,,abe,,,,,,,1,pain,abe
event_oldtales2_epilogue_185,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_185,True,,19,1,1.5,,abe,abe,,,,,,,,
event_oldtales2_epilogue_186,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_186,True,,1,1,1.0,,abe,abe,,,,,,,,
event_oldtales2_epilogue_187,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_187,False,,1,1,1.0,,abe,abe,,,,,,,,
event_oldtales2_epilogue_188,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_188,False,,1,1,1.0,,abe,abe,,,,,,,,
event_oldtales2_epilogue_189,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_189,True,,1,1,1.0,,abe,abe,,,,,,,,
event_oldtales2_epilogue_190,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_190,True,,1,raptureboard_01,1.5,,abe,abe,,,,,,,,
event_oldtales2_epilogue_191,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_191,True,,raptureboard_01,raptureboard_01,1.0,,abe,abe,,,,,,,,
event_oldtales2_epilogue_192,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_192,True,,raptureboard_01,raptureboard_01,1.0,,abe,abe,,,,,,,,
event_oldtales2_epilogue_193,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_193,True,,raptureboard_01,raptureboard_01,1.0,,abe,abe,,,,,,,,
event_oldtales2_epilogue_194,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_194,True,,raptureboard_01,raptureboard_01,1.0,,abe,abe,,,,,,,,
event_oldtales2_epilogue_195,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_195,True,,raptureboard_01,raptureboard_01,1.0,,abe,abe,,,,,,,,
event_oldtales2_epilogue_196,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_196,True,,raptureboard_01,raptureboard_01,1.0,,abe,abe,,,,,,,,
event_oldtales2_epilogue_197,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_197,True,,raptureboard_01,raptureboard_01,1.0,,abe,abe,,,,,,,,
event_oldtales2_epilogue_198,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_198,True,,raptureboard_01,1,1.5,,abe,abe,,,,,,,,
event_oldtales2_epilogue_199,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_199,True,,1,1,1.0,,abe,abe,,,,,,,,
event_oldtales2_epilogue_200,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_200,False,,1,1,1.0,,abe,abe,,,,,,,,
event_oldtales2_epilogue_201,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_201,True,EventScene_oldtales_20,1,1,1.0,,abe,abe,,,,,,,,
event_oldtales2_epilogue_202,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_202,True,,1,1,1.0,,abe,abe,,,,,,,,
event_oldtales2_epilogue_203,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_203,True,,1,1,1.0,,abe,abe,,,,,,,,
event_oldtales2_epilogue_204,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_204,True,,1,1,1.0,,abe,abe,,,,,,,,
event_oldtales2_epilogue_205,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_205,True,,1,1,1.0,,abe,abe,,,,,,,,
event_oldtales2_epilogue_206,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_206,True,,1,100,1.0,,abe,abe,,,,,,,,
event_oldtales2_epilogue_207,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_207,True,,100,100,1.0,,abe,abe,,,,,,,,
event_oldtales2_epilogue_208,40062,event_oldtales2_epilogue,Narration,Locale_MainScenario:event_oldtales2_epilogue_208,False,,black,black,1.0,,,,,,,,,,,
