id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_filter_01,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/0/hide_char_id,characters/4/hide_char_id,characters/3/hide_char_id,characters/1/hide_char_id
event_ce006_3_01_e_124,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_124,False,,15,idle,,1300,1300,1.0,,,,ce006_02,,13,no,,,3,surprise,,5,no,,7,idle,,,,
event_ce006_3_01_e_125,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_125,True,,15,idle,,1300,1300,1.0,,,,ce006_02,,13,smile,,,3,surprise,,5,no,,7,idle,,,,
event_ce006_3_01_e_126,40080,event_ce006_3_01_e,Narration,ce006_02,Locale_MainScenario:event_ce006_3_01_e_126,False,,15,idle,,black,black,1.0,sfx_scn_raventeleport1,,,,,13,smile,,,3,surprise,,5,no,,7,idle,com,snowwhite,,
event_ce006_3_01_e_127,40080,event_ce006_3_01_e,Narration,rapunzel,Locale_MainScenario:event_ce006_3_01_e_127,False,,,,,black,black,1.0,sfx_scn_raventeleport2,collab_bgm_sb_boss_behemoth_phase1,,,,13,no,,,1,surprise,,5,no,,,,,,hongryeon,
event_ce006_3_01_e_128,40080,event_ce006_3_01_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_01_e_128,False,,,,,10,10,1.0,,,,rapunzel,,13,surprise,,,1,surprise,,,,,,,,,,
event_ce006_3_01_e_129,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_129,True,,,,,10,130,0.7,,,,ce006_02,,13,angry,,,1,surprise,,,,,,,,,,
event_ce006_3_01_e_130,40080,event_ce006_3_01_e,Narration,ce006_02,Locale_MainScenario:event_ce006_3_01_e_130,False,,,,,black,black,1.0,sfx_scn_swordsimpact,,,,,16,angry,,,4,no,hongryeon,14,no,snowwhite,6,idle,,,,
event_ce006_3_01_e_131,40080,event_ce006_3_01_e,Narration,hongryeon,Locale_MainScenario:event_ce006_3_01_e_131,False,,,,,black,black,1.0,,,,,,16,angry,,,4,no,,14,no,,6,idle,,,,
event_ce006_3_01_e_132,40080,event_ce006_3_01_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_01_e_132,False,,,,,black,black,1.0,,,,ce006_02,,16,surprise,,,4,no,,14,no,,6,idle,,,,
event_ce006_3_01_e_133,40080,event_ce006_3_01_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_01_e_133,True,,,,,140,1400,1.0,,,,hongryeon,,16,surprise,,,4,no,,14,no,,6,idle,,,,
event_ce006_3_01_e_134,40080,event_ce006_3_01_e,Narration,hongryeon,Locale_MainScenario:event_ce006_3_01_e_134,False,,,,,black,black,1.0,sfx_scn_swordhit3,,,,,16,surprise,,,4,no,,14,no,,6,idle,,,,
event_ce006_3_01_e_135,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_135,True,,,,,160,160,1.0,,,,ce006_02,,16,surprise,,,4,no,,14,no,,6,idle,,,,
event_ce006_3_01_e_136,40080,event_ce006_3_01_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_01_e_136,True,,,,,140,140,1.0,,,,hongryeon,,16,surprise,,,4,no,,14,no,,6,idle,,,,
event_ce006_3_01_e_137,40080,event_ce006_3_01_e,Narration,hongryeon,Locale_MainScenario:event_ce006_3_01_e_137,False,,,,,black,black,1.0,,,,,,16,surprise,,,4,no,,14,no,,6,idle,,,,
event_ce006_3_01_e_138,40080,event_ce006_3_01_e,Narration,hongryeon,Locale_MainScenario:event_ce006_3_01_e_138,False,,,,,black,black,1.0,,,,,,16,surprise,,,4,no,,14,no,,6,idle,,,,
event_ce006_3_01_e_139,40080,event_ce006_3_01_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_01_e_139,True,,,,,6,60,1.0,,,,snowwhite,,16,surprise,,,4,no,,14,no,,6,angry,,,,
event_ce006_3_01_e_140,40080,event_ce006_3_01_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_01_e_140,True,,,,,14,140,1.0,,,,hongryeon,,16,surprise,,,4,no,,14,no,,6,angry,,,,
event_ce006_3_01_e_141,40080,event_ce006_3_01_e,Narration,hongryeon,Locale_MainScenario:event_ce006_3_01_e_141,False,,,,,black,black,1.0,,,,,,16,surprise,,,4,no,,14,no,,6,angry,,,,
event_ce006_3_01_e_142,40080,event_ce006_3_01_e,Narration,hongryeon,Locale_MainScenario:event_ce006_3_01_e_142,False,,,,,black,black,1.0,sfx_scn_missilelauncherfires,,,,,16,surprise,,,4,no,,2,no,,6,angry,,,,
event_ce006_3_01_e_143,40080,event_ce006_3_01_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_01_e_143,True,,,,,5,5,1.0,,,,rapunzel,,16,surprise,,,4,surprise,,2,no,,6,idle,,,,
event_ce006_3_01_e_144,40080,event_ce006_3_01_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_01_e_144,True,,,,,5,5,1.0,,,,snowwhite,,16,surprise,,,4,surprise,,2,no,,6,angry,,,,
event_ce006_3_01_e_145,40080,event_ce006_3_01_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_01_e_145,True,,,,,5,5,1.0,,,,rapunzel,,16,surprise,,,4,no,,2,no,,6,angry,,,,
event_ce006_3_01_e_146,40080,event_ce006_3_01_e,Narration,ce006_02,Locale_MainScenario:event_ce006_3_01_e_146,False,,,,,black,black,1.0,sfx_scn_swordcut,,,,,16,surprise,,,4,no,,2,no,,6,angry,,,,
event_ce006_3_01_e_147,40080,event_ce006_3_01_e,Narration,ce006_02,Locale_MainScenario:event_ce006_3_01_e_147,False,,,,,black,black,1.0,,,,,,16,surprise,,,4,no,,2,no,,6,idle,,,,
event_ce006_3_01_e_148,40080,event_ce006_3_01_e,Narration,ce006_02,Locale_MainScenario:event_ce006_3_01_e_148,False,,,,,black,black,1.0,sfx_scn_explosionhuge,,,,,16,surprise,,,4,no,,2,no,,6,idle,,,,
event_ce006_3_01_e_149,40080,event_ce006_3_01_e,Narration,ce006_02,Locale_MainScenario:event_ce006_3_01_e_149,False,,,,,black,black,1.0,,,,,,16,surprise,,,4,no,,2,no,,6,idle,,,,
event_ce006_3_01_e_150,40080,event_ce006_3_01_e,Narration,ce006_02,Locale_MainScenario:event_ce006_3_01_e_150,False,,,,,black,black,1.0,,,,,,16,surprise,,,4,no,,2,no,,6,idle,,,,
event_ce006_3_01_e_151,40080,event_ce006_3_01_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_01_e_151,True,,,,,4,40,1.0,,,,rapunzel,,16,surprise,,,4,sad,,2,no,,6,idle,,,,
event_ce006_3_01_e_152,40080,event_ce006_3_01_e,Narration,rapunzel,Locale_MainScenario:event_ce006_3_01_e_152,False,,,,,black,black,1.0,sfx_scn_rapunzelfire,,,,,16,surprise,,,4,sad,,2,no,,6,idle,,,,
event_ce006_3_01_e_153,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_153,True,,,,,1600,160,1.0,,,,ce006_02,,16,surprise,,,4,sad,,2,no,,6,idle,,,,
event_ce006_3_01_e_154,40080,event_ce006_3_01_e,Narration,ce006_02,Locale_MainScenario:event_ce006_3_01_e_154,False,,,,,160,160,1.0,sfx_scn_rollingground,,,,,16,surprise,,,4,sad,,2,no,,6,idle,,,,
event_ce006_3_01_e_155,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_155,True,,,,,160,160,1.0,,,,ce006_02,,16,surprise,,,4,sad,,2,no,,6,idle,,,,
event_ce006_3_01_e_156,40080,event_ce006_3_01_e,Narration,hongryeon,Locale_MainScenario:event_ce006_3_01_e_156,False,,,,,black,black,1.0,,,,,,16,surprise,,,4,sad,,2,no,,6,idle,,,,
event_ce006_3_01_e_157,40080,event_ce006_3_01_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_01_e_157,True,,,,,3,3,1.0,,,,hongryeon,,16,surprise,,,4,sad,,2,no,,6,idle,,,,
event_ce006_3_01_e_158,40080,event_ce006_3_01_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_01_e_158,True,,,,,3,3,1.0,,,,rapunzel,,16,surprise,,,4,sad,,2,no,,6,idle,,,,
event_ce006_3_01_e_159,40080,event_ce006_3_01_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_01_e_159,True,,,,,3,5,1.3,,,,snowwhite,,16,surprise,,,4,sad,,2,no,,6,idle,,,,
event_ce006_3_01_e_160,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_160,True,,,,,160,160,1.0,,,,ce006_02,,16,smile,,,4,sad,,2,no,,6,idle,,,,
event_ce006_3_01_e_161,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_161,True,,,,,160,160,1.0,,,,ce006_02,,16,smile,,,4,sad,,2,no,,6,idle,,,,
event_ce006_3_01_e_162,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_162,False,,,,,160,160,1.0,,none,,ce006_02,,16,no,,,4,sad,,2,no,,6,idle,,,,
event_ce006_3_01_e_163,40080,event_ce006_3_01_e,Narration,ce006_02,Locale_MainScenario:event_ce006_3_01_e_163,False,,,,,black,black,1.0,,,,,,16,no,,,4,sad,,2,no,,6,idle,,,,
event_ce006_3_01_e_164,40080,event_ce006_3_01_e,Narration,ce006_02,Locale_MainScenario:event_ce006_3_01_e_164,False,,,,,black,black,1.0,,,,,,16,no,,,4,sad,,2,no,,6,idle,,,,
event_ce006_3_01_e_165,40080,event_ce006_3_01_e,Narration,ce006_02,Locale_MainScenario:event_ce006_3_01_e_165,False,,,,,black,black,1.0,,,,,,16,no,,,4,sad,,2,no,,6,idle,,,,
event_ce006_3_01_e_166,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_166,True,,,,,160,160,1.0,,collab_bgm_sb_hallofrecords,,ce006_02,,16,surprise,,,4,sad,,2,no,,6,idle,,,,
event_ce006_3_01_e_167,40080,event_ce006_3_01_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_01_e_167,True,,,,,60,60,1.0,,,,snowwhite,,16,surprise,,,4,sad,,2,no,,6,pain,,,,
event_ce006_3_01_e_168,40080,event_ce006_3_01_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_01_e_168,True,,,,,3,3,1.0,,,,hongryeon,,16,surprise,,,4,sad,,2,surprise,,6,pain,,,,
event_ce006_3_01_e_169,40080,event_ce006_3_01_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_01_e_169,True,,,,,3,5,1.3,,,,snowwhite,,16,surprise,,,4,sad,,2,surprise,,6,idle,,,,
event_ce006_3_01_e_170,40080,event_ce006_3_01_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_01_e_170,True,,,,,5,5,1.0,,,,rapunzel,,16,surprise,,,4,no,,2,surprise,,6,idle,,,,ce006_02
event_ce006_3_01_e_171,40080,event_ce006_3_01_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_01_e_171,True,,,,,5,5,1.0,,,,snowwhite,,,,,,4,no,,2,surprise,,6,idle,,,,
event_ce006_3_01_e_172,40080,event_ce006_3_01_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_01_e_172,True,,,,,5,5,1.0,,,,snowwhite,,,,,,4,no,,2,surprise,,6,idle,,,,
event_ce006_3_01_e_173,40080,event_ce006_3_01_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_01_e_173,True,,,,,5,5,1.0,,,,rapunzel,,,,,,4,no,,2,surprise,,6,idle,,,,
event_ce006_3_01_e_174,40080,event_ce006_3_01_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_01_e_174,True,,,,,5,3,1.3,,,,hongryeon,,,,,,4,no,,2,no,,6,idle,,,,
event_ce006_3_01_e_175,40080,event_ce006_3_01_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_01_e_175,True,,,,,3,3,1.0,,,,rapunzel,,,,,,4,idle,,2,no,,6,idle,,,,
event_ce006_3_01_e_176,40080,event_ce006_3_01_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_01_e_176,True,,,,,3,20,1.3,,,,hongryeon,,,,,,4,idle,,2,no,,6,idle,,,,
event_ce006_3_01_e_177,40080,event_ce006_3_01_e,Narration,hongryeon,Locale_MainScenario:event_ce006_3_01_e_177,False,,,,,black,black,1.0,,,,,,,,,,4,idle,,2,no,,6,idle,,,,
event_ce006_3_01_e_178,40080,event_ce006_3_01_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_01_e_178,True,,,,,20,20,1.0,,,,hongryeon,,,,,,4,idle,,2,surprise,,6,idle,,,,
event_ce006_3_01_e_179,40080,event_ce006_3_01_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_01_e_179,True,,,,,20,3,1.3,,,,rapunzel,,,,,,4,idle,,2,surprise,,6,idle,,,,
event_ce006_3_01_e_180,40080,event_ce006_3_01_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_01_e_180,True,,,,,3,3,1.0,,,,hongryeon,,,,,,4,idle,,2,no,,6,idle,,,,
event_ce006_3_01_e_181,40080,event_ce006_3_01_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_01_e_181,True,,,,,3,3,1.0,,,,rapunzel,,,,,,4,idle,,2,no,,6,idle,,,,
event_ce006_3_01_e_182,40080,event_ce006_3_01_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_01_e_182,True,,,,,3,3,1.0,,,,rapunzel,,,,,,4,idle,,2,no,,6,idle,,,,
event_ce006_3_01_e_183,40080,event_ce006_3_01_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_01_e_183,True,,,,,3,5,1.3,,,,snowwhite,,,,,,4,idle,,2,no,,6,idle,,,,
