id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,set_filter_01,jump_target,characters/2/hide_char_id
event_bluewaterisland2_04_s_123,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_123,True,,XS_20,XS_20,1.0,,liter_s,,12,idle,,2,delight,,,,,,,,
event_bluewaterisland2_04_s_124,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_124,True,,XS_20,XS_20,1.0,,liter_s,,12,idle,,2,delight,,,,,,,,
event_bluewaterisland2_04_s_125,40021,event_bluewaterisland2_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_04_s_125,False,,XS_20,XS_20,1.0,,,,12,idle,,2,delight,,,,,,,,
event_bluewaterisland2_04_s_126,40021,event_bluewaterisland2_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_04_s_126,True,,XS_120,XS_120,1.0,,neon_s,,12,surprise,,2,delight,,,,,,,,
event_bluewaterisland2_04_s_127,40021,event_bluewaterisland2_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_04_s_127,False,,XS_120,XS_120,1.0,,,,12,surprise,,2,delight,,,,,,,,
event_bluewaterisland2_04_s_128,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_128,True,,XS_20,XS_20,1.0,,liter_s,,12,idle,,2,no,,,,,,,,
event_bluewaterisland2_04_s_129,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_129,True,,XS_20,XS_20,1.0,,liter_s,,12,idle,,2,no,,,,,,,,
event_bluewaterisland2_04_s_130,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_130,True,,XS_20,XS_20,1.0,,liter_s,,12,idle,,2,no,,,,,,,,
event_bluewaterisland2_04_s_131,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_131,True,,XS_20,XS_20,1.0,,liter_s,,12,idle,,2,no,,,,,,,,
event_bluewaterisland2_04_s_132,40021,event_bluewaterisland2_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_04_s_132,False,,XS_20,XS_120,0.6,,neon_s,,12,surprise,,2,idle,,,,,,,,
event_bluewaterisland2_04_s_133,40021,event_bluewaterisland2_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_04_s_133,True,,XS_120,XS_120,1.0,,neon_s,,12,idle,,2,idle,,,,,,,,
event_bluewaterisland2_04_s_134,40021,event_bluewaterisland2_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_04_s_134,False,,XS_120,XS_120,1.0,,,,12,idle,,2,idle,,,,,,,,
event_bluewaterisland2_04_s_135,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_135,True,,XS_20,XS_20,1.0,,liter_s,,12,idle,,2,delight,,,,,,,,
