id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_oldtales1_04_e_119,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_119,True,,30,30,1.0,,,,,3,idle,,,5,worry,,1,angry,,,13,worry,,,15,think,
event_oldtales1_04_e_120,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_120,True,,L_150,L_150,1.0,,,,,3,idle,,,5,worry,,1,angry,,,13,worry,,,15,idle,
event_oldtales1_04_e_121,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_121,True,,L_150,12,1.0,,,,,3,idle,,,5,worry,,1,idle,,,13,idle,,,15,idle,
event_oldtales1_04_e_122,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_122,True,,12,12,1.0,,,,,3,idle,,,5,worry,,1,idle,,,13,idle,,,15,idle,
event_oldtales1_04_e_123,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_123,True,,12,30,1.0,,,,,3,idle,,,5,worry,,1,idle,,,13,idle,,,15,idle,
event_oldtales1_04_e_124,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_124,True,,30,30,1.0,,,,,3,idle,,,5,worry,,1,idle,,,13,idle,,,15,idle,
event_oldtales1_04_e_125,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_125,True,,L_150,L_150,1.0,,,,,3,idle,,,5,worry,,1,idle,,,13,idle,,,15,idle,
event_oldtales1_04_e_126,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_126,True,,S_10,S_10,1.0,,,,,3,idle,,,5,worry,,1,idle,,,13,void,,,15,idle,
event_oldtales1_04_e_127,40061,event_oldtales1_04_e,Narration,,,Locale_MainScenario:event_oldtales1_04_e_127,False,RuinTechIndoor,black,black,1.0,none,,black,,3,idle,abe,,3,worry,,13,void,,,15,void,,,1,idle,
event_oldtales1_04_e_128,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_128,True,,18,18,1.0,event_bgm_oldtales_beyond,,,,,,,,3,worry,,13,void,,,15,void,,,1,idle,
event_oldtales1_04_e_129,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_129,True,,18,14,1.0,,,,,,,,,3,worry,,13,void,,,15,void,,,1,idle,
event_oldtales1_04_e_130,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_130,True,,14,14,1.0,,,,,,,,,3,worry,,13,void,,,15,void,,,1,idle,
event_oldtales1_04_e_131,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_131,True,,14,12,1.0,,,,,,,,,3,worry,,13,void,,,15,void,,,1,idle,
event_oldtales1_04_e_132,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_132,True,,12,12,1.0,,,,,,,,,3,worry,,13,surprise,,,15,worry,,,1,idle,
event_oldtales1_04_e_133,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_133,True,,12,12,1.0,,,,,,,,,3,worry,,13,surprise,,,15,worry,,,1,idle,
event_oldtales1_04_e_134,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_134,True,,12,12,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,idle,
event_oldtales1_04_e_135,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_135,True,,12,12,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,idle,
event_oldtales1_04_e_136,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_136,False,,12,12,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,surprise,
event_oldtales1_04_e_137,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_137,True,,12,12,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,surprise,
event_oldtales1_04_e_138,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_138,True,,12,12,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,surprise,
event_oldtales1_04_e_139,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_139,True,,12,12,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,surprise,
event_oldtales1_04_e_140,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_140,True,,12,12,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,surprise,
event_oldtales1_04_e_141,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_141,True,,12,12,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,surprise,
event_oldtales1_04_e_142,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_142,True,,12,1,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,surprise,
event_oldtales1_04_e_143,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_143,False,,1,1,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,think,
event_oldtales1_04_e_144,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_144,True,,1,L_10,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,idle,
event_oldtales1_04_e_145,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_145,True,,L_10,1,0.7,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,surprise,
event_oldtales1_04_e_146,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_146,True,,1,14,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,surprise,
event_oldtales1_04_e_147,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_147,False,,14,14,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,surprise,
event_oldtales1_04_e_148,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_148,True,,14,14,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,surprise,
event_oldtales1_04_e_149,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_149,True,,30,30,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,surprise,
event_oldtales1_04_e_150,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_150,True,,30,30,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,surprise,
event_oldtales1_04_e_151,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_151,True,,30,30,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,surprise,
event_oldtales1_04_e_152,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_152,True,,30,L_10,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,think,
event_oldtales1_04_e_153,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_153,False,,L_10,13,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,think,
event_oldtales1_04_e_154,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_154,True,,13,S_130,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,think,
event_oldtales1_04_e_155,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_155,True,,S_130,S_130,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,think,
event_oldtales1_04_e_156,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_156,True,,S_130,S_130,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,think,
event_oldtales1_04_e_157,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_157,True,,S_130,S_130,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,think,
event_oldtales1_04_e_158,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_158,True,,30,30,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,think,
event_oldtales1_04_e_159,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_159,True,,S_130,S_130,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,think,
event_oldtales1_04_e_160,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_160,False,,30,30,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,think,
event_oldtales1_04_e_161,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_161,True,,30,300,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,think,
event_oldtales1_04_e_162,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_162,False,,300,L_100,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,surprise,
event_oldtales1_04_e_163,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_163,True,,L_100,L_100,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,surprise,
event_oldtales1_04_e_164,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_164,True,,L_100,L_100,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,surprise,
event_oldtales1_04_e_165,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_165,False,,S_130,S_130,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,surprise,
event_oldtales1_04_e_166,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_166,False,,300,300,1.0,,,,,,,,,3,worry,,13,void,,,15,worry,,,1,surprise,
event_oldtales1_04_e_167,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_167,True,,300,30,1.0,,,,,,,,,3,idle,,13,void,,,15,worry,,,1,surprise,
event_oldtales1_04_e_168,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_168,True,,S_130,S_130,1.0,,,,,,,,,3,idle,,13,void,,,15,worry,,,1,surprise,
event_oldtales1_04_e_169,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_169,True,,30,30,1.0,,,,,,,,,3,smile,,13,void,,,15,worry,,,1,surprise,
event_oldtales1_04_e_170,40061,event_oldtales1_04_e,Narration,,,Locale_MainScenario:event_oldtales1_04_e_170,False,Laboratory,black,black,1.0,,,black,,,,,,3,worry,,13,void,hansel,,15,worry,gretel,,1,surprise,littlemermaid
event_oldtales1_04_e_171,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_171,True,,3,3,1.0,,,,,,,,,3,worry,,,,,,,,,,,,
event_oldtales1_04_e_172,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_172,True,,3,3,1.0,,,,,,,,,3,worry,,,,,,,,,,,,
event_oldtales1_04_e_173,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_173,True,,3,3,1.0,,,,,,,,,3,worry,,,,,,,,,,,,
event_oldtales1_04_e_174,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_174,True,,3,30,1.0,,,,,,,,,3,surprise,,,,,,,,,,,,
event_oldtales1_04_e_175,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_175,False,,30,30,1.0,,,,,,,,,3,surprise,,,,,,,,,,,,
event_oldtales1_04_e_176,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_176,True,,30,30,1.0,,,,,,,,,3,think,,,,,,,,,,,,
event_oldtales1_04_e_177,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_177,True,,30,30,1.0,,,,,,,,,3,think,,,,,,,,,,,,
