id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,fade,set_filter_02,highlight,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_footstepwalkrun1_06_e_127,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_127,True,,10,10,1.0,,,,,redhood,redhood,,,3,idle,,,1,think,
event_footstepwalkrun1_06_e_128,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_128,True,,10,100,1.0,bgm_recognition,,,,redhood,redhood,,,3,idle,,,1,think,
event_footstepwalkrun1_06_e_129,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_129,False,,100,100,1.0,,,,,redhood,redhood,,,3,idle,,,1,think,
event_footstepwalkrun1_06_e_130,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_130,True,,100,10,1.0,,,,,redhood,redhood,,,3,idle,,,1,think,
event_footstepwalkrun1_06_e_131,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_131,True,,10,10,1.0,,,,,redhood,redhood,,,3,idle,,,1,think,
event_footstepwalkrun1_06_e_132,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_132,False,,10,31,1.0,,,,,rapi_m,,,,3,idle,,,1,think,
event_footstepwalkrun1_06_e_133,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_133,True,,31,31,1.0,,,,,redhood,redhood,,,3,idle,,,1,think,
event_footstepwalkrun1_06_e_134,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_134,False,,31,31,1.0,,,,,redhood,,,,3,idle,,,1,think,
event_footstepwalkrun1_06_e_135,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_135,True,,31,31,1.0,,,,,redhood,redhood,,,3,idle,,,1,think,
event_footstepwalkrun1_06_e_136,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_136,True,,31,31,1.0,,,,,rapi_m,rapi_m,,,3,idle,,,1,think,
event_footstepwalkrun1_06_e_137,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_137,True,,31,31,1.0,,,,,redhood,redhood,,,3,idle,,,1,think,
event_footstepwalkrun1_06_e_138,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_138,True,,31,31,1.0,,,,,redhood,redhood,,,3,idle,,,1,think,
event_footstepwalkrun1_06_e_139,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_139,True,,31,31,1.0,,,,,rapi_m,rapi_m,,,3,idle,,,1,think,
event_footstepwalkrun1_06_e_140,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_140,True,,31,31,1.0,,,,,redhood,redhood,,,3,idle,,,1,think,
event_footstepwalkrun1_06_e_141,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_141,True,,31,31,1.0,,,,,redhood,redhood,,,3,idle,,,1,think,
event_footstepwalkrun1_06_e_142,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_142,False,,31,31,1.0,,,,,rapi_m,rapi_m,,,3,idle,,,1,think,
event_footstepwalkrun1_06_e_143,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_143,True,,31,30,1.0,none,,,,rapi_m,rapi_m,,,3,idle,,,1,think,
event_footstepwalkrun1_06_e_144,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_144,True,,30,300,1.0,,,,,rapi_m,rapi_m,,,3,idle,,,1,think,
event_footstepwalkrun1_06_e_145,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_145,False,,black,black,1.0,,,,,,,,,3,idle,,,1,think,
