id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,play_sound,characters/5/hide_char_id,characters/6/hide_char_id,set_camera_shake,characters/3/hide_char_id,characters/4/hide_char_id,jump_target
event_bluewaterisland2_06_s_98,40021,event_bluewaterisland2_06_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_06_s_98,True,,,,,,,,8,shy,,80,80,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_99,40021,event_bluewaterisland2_06_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_06_s_99,False,,,,,,,,8,shy,,80,80,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_100,40021,event_bluewaterisland2_06_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_06_s_100,True,,,,,,,,8,idle,,80,80,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_101,40021,event_bluewaterisland2_06_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_06_s_101,False,,,,,,,,8,idle,,80,80,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_102,40021,event_bluewaterisland2_06_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_06_s_102,False,,,,,,,,8,idle,,80,80,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_103,40021,event_bluewaterisland2_06_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_06_s_103,True,,,,,,,,8,idle,,80,80,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_104,40021,event_bluewaterisland2_06_s,Choice,,,Locale_SubScenario:event_bluewaterisland2_06_s_104,False,,,,,,,,8,idle,,80,80,1.0,,,,,,,,,,,,,,,,,,,,,,,event_bluewaterisland2_06_s_106
event_bluewaterisland2_06_s_105,40021,event_bluewaterisland2_06_s,Choice,,,Locale_SubScenario:event_bluewaterisland2_06_s_105,False,,,,,,,,8,idle,,80,80,1.0,,,,,,,,,,,,,,,,,,,,,,,event_bluewaterisland2_06_s_108
event_bluewaterisland2_06_s_106,40021,event_bluewaterisland2_06_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_06_s_106,True,,,,,,,,8,idle,,80,80,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_107,40021,event_bluewaterisland2_06_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_06_s_107,True,,,,,,,,8,idle,,80,80,1.0,,,,,,,,,,,,,,,,,,,,,,,event_bluewaterisland2_06_s_111
event_bluewaterisland2_06_s_108,40021,event_bluewaterisland2_06_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_06_s_108,True,,,,,,,,8,idle,,80,80,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_109,40021,event_bluewaterisland2_06_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_06_s_109,True,,,,,,,,8,idle,,80,80,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_110,40021,event_bluewaterisland2_06_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_06_s_110,False,,,,,,,,8,idle,,80,80,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_111,40021,event_bluewaterisland2_06_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_06_s_111,True,,,,,,,,8,idle,,80,8,2.0,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_112,40021,event_bluewaterisland2_06_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_06_s_112,False,,,,,,,,8,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,
