id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_filter_01,characters/4/hide_char_id,fade,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_camera_shake,characters/5/hide_char_id,play_movie,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
event_redash2_06_e_108,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_108,True,,,,,,,,,,,,,Desert_05,black,black,1.0,none,,,,,,,,,,,,,,,,,,,,,
redash,40032,event_redash2_06_e,,,,Locale_SubScenario:none,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,redash,,,,
event_redash2_06_e_109,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_109,True,dorothy,13,surprise,hongryeon_o,15,idle,rapunzel_o,17,surprise,snowwhite_o,1,sad,,5,50,1.0,ambient_scn_wind,,,,,,,,,,,,redhood,5,smile,,,,,,,
event_redash2_06_e_110,40032,event_redash2_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_06_e_110,True,,13,surprise,,15,idle,,17,surprise,,1,sad,,13,1300,1.0,,,,,,,,,,,,,,5,go,,,,,,,
event_redash2_06_e_111,40032,event_redash2_06_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_06_e_111,True,,13,surprise,,15,idle,,17,surprise,,1,sad,,L_170,L_1700,1.0,,,,,,,,,,,,,,5,go,,,,,,,
event_redash2_06_e_112,40032,event_redash2_06_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_06_e_112,True,,13,surprise,,15,idle,,17,surprise,,1,sad,,150,1500,1.0,,,,,,,,,,,,,,5,go,,,,,,,
event_redash2_06_e_113,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_113,True,,13,surprise,,15,idle,,17,surprise,,1,sad,,S_100,S_100,1.0,,,,,,,,,,,,,,5,go,,,,,,,
event_redash2_06_e_114,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_114,True,,13,surprise,,15,idle,,17,surprise,,1,sad,,500,500,1.0,,,,,,,,,,,,,,5,go,,,,,,,
event_redash2_06_e_115,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_115,False,,13,surprise,,15,idle,,17,surprise,,1,sad,,500,50,1.0,,,,,,,,,,,,,,5,go,,,,,,,
event_redash2_06_e_116,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_116,False,,13,surprise,,15,idle,,17,surprise,,1,sad,,50,50,1.0,,,,,,,,,,,,,,5,go,,,,,,,
event_redash2_06_e_117,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_117,False,,13,surprise,,15,idle,,7,surprise,,1,sad,,black,black,1.0,,sfx_scn_down,,,,,,,,,,,,5,go,,,,,,,
event_redash2_06_e_118,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_118,True,,13,think,,15,idle,,7,surprise,,1,sad,,black,black,1.0,,,,,,,,,,,,,,5,go,,,,,,,
event_redash2_06_e_119,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_119,False,,13,think,,15,idle,,7,surprise,,1,sad,BattleShipBridge,5,500,1.0,,,,,,,,,,,,black,,5,surprise_02,,,,,,,
event_redash2_06_e_120,40032,event_redash2_06_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_06_e_120,True,,13,think,,15,idle,,7,surprise,,1,sad,,500,75,1.0,,,,,,,,,,,,,,5,surprise_02,,,,,,,
event_redash2_06_e_121,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_121,True,,13,think,,15,idle,,7,surprise,,1,sad,,75,75,1.0,,,,,,,,,,,,,,5,idle,,,,,,,
event_redash2_06_e_122,40032,event_redash2_06_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_06_e_122,True,,13,think,,15,idle,,7,smile,,1,sad,,75,75,1.0,,,,,,,,,,,,,,5,idle,,,,,,,
event_redash2_06_e_123,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_123,True,,13,think,,15,idle,,7,smile,,1,sad,,75,75,1.0,,,,,,,,,,,,,,5,idle,,,,,,,
event_redash2_06_e_124,40032,event_redash2_06_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_06_e_124,False,,13,think,,15,idle,,7,think,,1,sad,,75,75,1.0,,,,,,,,,,,,,,5,idle,,,,,,,
event_redash2_06_e_125,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_125,True,,13,think,,15,idle,,7,think,,1,sad,,75,75,1.0,,,,,,,,,,,,,,5,smile_02,,,,,,,
event_redash2_06_e_126,40032,event_redash2_06_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_06_e_126,True,,13,think,,15,idle,,7,think,,1,sad,,75,75,1.0,,,,,,,,,,,,,,5,smile_02,,,,,,,
event_redash2_06_e_127,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_127,True,,13,think,,15,idle,,7,think,,1,sad,,75,75,1.0,,,,,,,,,,,,,,5,smile_02,,,,,,,
event_redash2_06_e_128,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_128,True,,13,think,,15,idle,,7,think,,1,sad,,75,75,1.0,,,,,,,,,,,,,,5,smile_02,,,,,,,
event_redash2_06_e_129,40032,event_redash2_06_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_06_e_129,True,,13,think,,15,idle,,7,think,,1,sad,,75,75,1.0,,,,,,,,,,,,,,5,smile_02,,,,,,,
event_redash2_06_e_130,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_130,True,,13,think,,15,idle,,7,think,,1,sad,,75,75,1.0,,,,,,,,,,,,,,5,smile_02,,,,,,,
event_redash2_06_e_131,40032,event_redash2_06_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_06_e_131,True,,13,think,,15,idle,,7,think,,1,sad,,75,75,1.0,,,,,,,,,,,,,,5,smile_02,,,,,,,
event_redash2_06_e_132,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_132,True,,13,think,,15,idle,,7,think,,1,sad,,75,75,1.0,,,,,,,,,,,,,,5,smile_02,,,,,,,
event_redash2_06_e_133,40032,event_redash2_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_06_e_133,True,,13,think,,15,idle,,7,think,,1,sad,,130,130,1.0,,,,,,,,,,,,,,5,smile_02,,,,,,,
event_redash2_06_e_134,40032,event_redash2_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_06_e_134,True,,13,think,,15,idle,,7,think,,1,sad,,130,130,1.0,,,,,,,,,,,,,,5,smile_02,,,,,,,
event_redash2_06_e_135,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_135,True,,13,think,,15,idle,,7,think,,1,sad,,50,50,1.0,,,,,,,,,,,,,,5,idle,,,,,,,
event_redash2_06_e_136,40032,event_redash2_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_06_e_136,False,,13,think,,15,idle,,7,think,,1,sad,,130,130,1.0,,,,,,,,,,,,,,5,idle,,,,,,,
event_redash2_06_e_137,40032,event_redash2_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_06_e_137,True,,13,idle,,15,idle,,7,think,,1,sad,,130,1300,1.0,,,,,,,,,,,,,,5,idle,,,,,,,
event_redash2_06_e_138,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_138,True,,13,idle,,15,idle,,7,think,,1,sad,,500,500,1.0,,,,,,,,,,,,,,5,idle,,,,,,,
event_redash2_06_e_139,40032,event_redash2_06_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_06_e_139,True,,13,idle,,15,idle,,7,think,,1,sad,,1500,1500,1.0,,,,,,,,,,,,,,5,idle,,,,,,,
event_redash2_06_e_140,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_140,True,,13,idle,,15,idle,,7,think,,1,sad,,500,500,1.0,,,,,,,,,,,,,,5,idle,,,,,,,
event_redash2_06_e_141,40032,event_redash2_06_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_06_e_141,True,,13,idle,,15,idle,,7,idle,,1,sad,,500,75,1.0,,,,,,,,,,,,,,5,idle,,,,,,,
event_redash2_06_e_142,40032,event_redash2_06_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_06_e_142,True,,13,idle,,15,idle,,7,idle,,1,sad,,75,75,1.0,,,,,,,,,,,,,,5,idle,,,,,,,
event_redash2_06_e_143,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_143,True,,13,idle,,15,idle,,7,idle,,1,sad,,75,75,1.0,,,,,,,,,,,,,,5,smile_02,,,,,,,
event_redash2_06_e_144,40032,event_redash2_06_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_06_e_144,False,,13,idle,,15,idle,,7,think,,1,sad,,75,75,1.0,,,,,,,,,,,,,,5,smile_02,,,,,,,
event_redash2_06_e_145,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_145,True,,13,idle,,15,idle,,7,think,,1,sad,,75,75,1.0,,,,,,,,,,,,,,5,smile_02,,,,,,,
event_redash2_06_e_146,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_146,False,,13,idle,,15,idle,,7,think,,1,sad,,75,75,1.0,,,,,,,,,,,,,,5,smile_02,,,,,,,
event_redash2_06_e_147,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_147,False,,13,idle,,15,idle,,7,think,,1,sad,,75,5,1.0,,,,,,,,,,,,,,5,smile_02,,,,,,,
event_redash2_06_e_148,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_148,True,,13,idle,,15,idle,,7,think,,1,sad,,5,5,1.0,,,,,,,,,,,,,,5,smile_02,,,,,,,
event_redash2_06_e_149,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_149,True,,13,idle,,15,idle,,7,think,,1,sad,,5,5,1.0,,,,,,,,,,,,,,5,smile_02,,,,,,,
event_redash2_06_e_150,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_150,False,,13,idle,,15,idle,,7,think,,1,sad,,5,5,1.0,,,,,,,,,,,,,,5,smile_02,,,,,,,
event_redash2_06_e_151,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_151,False,,13,idle,,15,idle,,7,think,,3,sad,,5,53,1.0,event_bgm_redash_ourhometown,,,,,,,,,,,,,5,smile_02,,,,,,,
event_redash2_06_e_152,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_152,False,,13,idle,,15,idle,,7,think,,3,sad,,53,53,1.0,,,,,,,,,,,,,,5,smile_02,,,,,,,
event_redash2_06_e_153,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_153,True,,13,idle,,15,idle,,7,think,,3,sad,,53,53,1.0,,,,,,,,,,,,,,5,idle,,,,,,,
event_redash2_06_e_154,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_154,False,,13,idle,,15,idle,,1,think,,5,sad,,black,black,1.0,,,dorothy,hongryeon_o,rapunzel_o,snowwhite_o,,,,,,,,3,idle,,redhood,,redash_05_2,1,idle,
event_redash2_06_e_155,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_155,False,,,,,,,,,,,,,,redash_05_1_01,redash_05_1_02,1.0,,,,,,,,,,,,,,,,,,,,1,idle,
event_redash2_06_e_156,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_156,True,,,,,,,,,,,,,,redash_05_1_02,redash_05_1_02,1.0,,,,,,,,,,,,,,,,,,,,1,idle,
event_redash2_06_e_157,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_157,True,,,,,,,,,,,,,,redash_05_1_02,redash_05_1_04,3.0,,,,,,,,,,,,,,,,,,,,1,idle,
event_redash2_06_e_158,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_158,True,,,,,,,,,,,,,,redash_05_1_04,redash_05_1_04,1.0,,,,,,,,,,,,,,,,,,,,1,idle,
event_redash2_06_e_159,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_159,True,,,,,,,,,,,,,,redash_05_1_04,redash_05_1_04,1.0,,,,,,,,,,,,,,,,,,,,1,idle,
event_redash2_06_e_160,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_160,True,,,,,,,,,,,,,,redash_05_1_04,redash_05_1_03,1.0,,,,,,,,,,,,,,,,,,,,1,idle,
event_redash2_06_e_161,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_161,True,,,,,,,,,,,,,,redash_05_1_03,redash_05_1_03,3.0,,,,,,,,,,,,,,,,,,,,1,idle,
event_redash2_06_e_162,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_162,True,,,,,,,,,,,,,,redash_05_1_03,redash_05_1_03,1.0,,,,,,,,,,,,,,,,,,,,1,idle,
event_redash2_06_e_163,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_163,True,,,,,,,,,,,,,,redash_05_1_03,redash_05_1_03,1.0,,,,,,,,,,,,,,,,,,,,1,idle,
event_redash2_06_e_164,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_164,True,,,,,,,,,,,,,,redash_05_1_03,redash_05_1_04,2.0,,,,,,,,,,,,,,,,,,,,1,idle,
event_redash2_06_e_165,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_165,True,,,,,,,,,,,,,,redash_05_1_04,redash_05_1_04,1.0,,,,,,,,,,,,,,,,,,,,1,idle,
event_redash2_06_e_166,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_166,True,,,,,,,,,,,,,,redash_05_1_04,redash_05_1_04,1.0,,,,,,,,,,,,,,,,,,,,1,idle,
event_redash2_06_e_167,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_167,True,,,,,,,,,,,,,,redash_05_1_04,redash_05_1_02,2.0,,,,,,,,,,,,,,,,,,,,1,idle,
event_redash2_06_e_168,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_168,True,,,,,,,,,,,,,,redash_05_1_02,redash_05_1_02,1.0,,,,,,,,,,,,,,,,,,,,1,idle,
event_redash2_06_e_169,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_169,False,dorothy,13,idle,hongryeon_o,15,idle,rapunzel_o,1,idle,snowwhite_o,5,sad,,black,black,1.0,,,,,,,,,,,,,redhood,3,smile_02,,,,,1,idle,redash_05_2
event_redash2_06_e_170,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_170,False,,13,idle,,15,idle,,1,idle,,5,sad,,53,53,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_171,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_171,True,,13,idle,,15,idle,,1,idle,,5,sad,,53,3,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_172,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_172,True,,13,idle,,15,idle,,1,idle,,5,sad,,3,3,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_173,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_173,True,,13,idle,,15,idle,,1,idle,,5,sad,,3,30,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_174,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_174,True,,13,idle,,15,idle,,1,idle,,5,sad,,30,30,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_175,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_175,False,,13,idle,,15,idle,,1,idle,,5,sad,,S_50,S_50,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_176,40032,event_redash2_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_06_e_176,True,,13,idle,,15,idle,,1,idle,,5,sad,,130,130,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_177,40032,event_redash2_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_06_e_177,True,,13,idle,,15,idle,,1,idle,,5,sad,,130,130,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_178,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_178,True,,13,idle,,15,idle,,1,idle,,5,sad,,30,30,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_179,40032,event_redash2_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_06_e_179,True,,13,idle,,15,idle,,1,idle,,5,sad,,1300,1300,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_180,40032,event_redash2_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_06_e_180,True,,13,idle,,15,idle,,1,idle,,5,sad,,1300,1300,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_181,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_181,True,,13,idle,,15,idle,,1,idle,,5,sad,,300,300,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_182,40032,event_redash2_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_06_e_182,True,,13,idle,,15,idle,,1,idle,,5,sad,,1300,1300,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_183,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_183,True,,13,idle,,15,idle,,1,idle,,5,sad,,300,300,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_184,40032,event_redash2_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_06_e_184,True,,13,idle,,15,idle,,1,idle,,5,sad,,1300,1300,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_185,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_185,True,,13,idle,,15,idle,,1,idle,,5,sad,,300,300,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_186,40032,event_redash2_06_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_06_e_186,True,,13,idle,,15,idle,,1,idle,,5,sad,,1500,1500,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_187,40032,event_redash2_06_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_06_e_187,True,,13,idle,,15,delight,,1,idle,,5,sad,,1500,150,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_188,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_188,True,,13,idle,,15,delight,,1,idle,,5,sad,,300,300,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_189,40032,event_redash2_06_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_06_e_189,True,,13,idle,,15,delight,,1,idle,,5,sad,,150,150,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_190,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_190,True,,13,idle,,15,delight,,1,idle,,5,sad,,30,30,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_191,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_191,True,,13,idle,,15,delight,,1,idle,,5,sad,,30,30,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_192,40032,event_redash2_06_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_06_e_192,True,,13,idle,,15,idle,,1,idle,,5,sad,,150,150,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_193,40032,event_redash2_06_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_06_e_193,True,,13,idle,,15,idle,,1,pain_02,,5,sad,,L_10,L_10,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_194,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_194,True,,13,idle,,15,idle,,1,pain_02,,5,sad,,L_10,31,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_195,40032,event_redash2_06_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_06_e_195,True,,13,idle,,15,idle,,1,pain_02,,5,sad,,31,31,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_196,40032,event_redash2_06_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_06_e_196,True,,13,idle,,15,idle,,1,special,,5,sad,,31,31,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_197,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_197,True,,13,idle,,15,idle,,1,special,,5,sad,,31,31,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_198,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_198,True,,13,idle,,15,idle,,1,special,,5,sad,,31,31,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_199,40032,event_redash2_06_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_06_e_199,True,,13,idle,,15,idle,,1,idle,,5,sad,,31,31,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_200,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_200,True,,13,idle,,15,idle,,1,idle,,5,sad,,31,31,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_201,40032,event_redash2_06_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_06_e_201,False,,13,idle,,15,idle,,1,idle,,5,sad,,31,31,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_202,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_202,False,,13,idle,,15,idle,,1,idle,,5,sad,,S_50,S_50,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_203,40032,event_redash2_06_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_06_e_203,True,,13,idle,,15,idle,,1,idle,,5,sad,,L_10,L_10,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_204,40032,event_redash2_06_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_06_e_204,True,,13,idle,,15,delight,,1,idle,,5,sad,,150,150,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_205,40032,event_redash2_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_06_e_205,True,,13,idle,,15,delight,,1,idle,,5,sad,,130,130,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_206,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_206,True,,13,idle,,15,delight,,1,idle,,5,sad_02,,S_50,S_50,2.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_207,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_207,True,,13,idle,,15,idle,,1,idle,,5,sad_02,,S_50,S_50,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_208,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_208,True,,13,idle,,15,idle,,1,idle,,5,sad_02,,S_50,S_500,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_209,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_209,True,,13,idle,,15,idle,,1,idle,,5,sad_02,,S_500,S_500,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_210,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_210,True,,13,idle,,15,idle,,1,idle,,5,sad_02,,S_500,53,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_211,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_211,True,,13,idle,,15,idle,,1,idle,,5,sad_02,,53,53,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_212,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_212,True,,13,idle,,15,idle,,1,idle,,5,sad_02,,53,53,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_213,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_213,True,,13,idle,,15,idle,,1,idle,,5,sad_02,,53,53,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
event_redash2_06_e_214,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_214,True,,13,idle,,15,idle,,1,idle,,5,sad_02,,53,53,1.0,,,,,,,,,,,,,,3,smile_02,,,,,,,
