id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,speaker,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,fade,characters/9/hide_char_id,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/6/hide_char_id,characters/7/hide_char_id
event_ce004_2_06_e_104,40056,event_ce004_2_06_e,Self,ce004_03,Locale_SubScenario:event_ce004_2_06_e_104,False,,9,idle,,7,idle,,130,130,1.0,,,,,,5,idle,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,
event_ce004_2_06_e_105,40056,event_ce004_2_06_e,Speech,zwei,Locale_SubScenario:event_ce004_2_06_e_105,True,,9,idle,,7,idle,,70,70,1.0,,,,zwei,,5,idle,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,
event_ce004_2_06_e_106,40056,event_ce004_2_06_e,Speech,ein,Locale_SubScenario:event_ce004_2_06_e_106,True,,9,idle,,7,idle,,50,50,1.0,,,,ein,,5,delight,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,
event_ce004_2_06_e_107,40056,event_ce004_2_06_e,Speech,rei,Locale_SubScenario:event_ce004_2_06_e_107,True,,9,idle,,7,idle,,XS_10,XS_10,1.0,,,,rei,,5,delight,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,
event_ce004_2_06_e_108,40056,event_ce004_2_06_e,Speech,zwei,Locale_SubScenario:event_ce004_2_06_e_108,True,,9,idle,,7,idle,,70,70,1.0,,,,zwei,,5,delight,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,
event_ce004_2_06_e_109,40056,event_ce004_2_06_e,Speech,ce004_01,Locale_SubScenario:event_ce004_2_06_e_109,True,,9,think,,7,idle,,70,90,1.0,,,,ce004_01,,5,delight,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,
event_ce004_2_06_e_110,40056,event_ce004_2_06_e,Speech,ce004_01,Locale_SubScenario:event_ce004_2_06_e_110,True,,9,idle,,7,idle,,90,90,1.0,,,,ce004_01,,5,delight,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,
event_ce004_2_06_e_111,40056,event_ce004_2_06_e,Speech,ce004_04,Locale_SubScenario:event_ce004_2_06_e_111,True,,9,idle,,7,idle,,150,150,1.0,,,,ce004_04,,5,delight,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,
event_ce004_2_06_e_112,40056,event_ce004_2_06_e,Speech,ce004_04,Locale_SubScenario:event_ce004_2_06_e_112,True,,9,idle,,7,idle,,150,150,1.0,,,,ce004_04,,5,delight,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,
event_ce004_2_06_e_113,40056,event_ce004_2_06_e,Speech,ce004_04,Locale_SubScenario:event_ce004_2_06_e_113,True,,9,idle,,7,idle,,150,150,1.0,,,,ce004_04,,5,delight,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,
event_ce004_2_06_e_114,40056,event_ce004_2_06_e,Speech,ce004_03,Locale_SubScenario:event_ce004_2_06_e_114,True,,9,idle,,7,idle,,150,130,1.0,,,,ce004_03,,5,delight,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,
event_ce004_2_06_e_115,40056,event_ce004_2_06_e,Self,ce004_03,Locale_SubScenario:event_ce004_2_06_e_115,False,,9,idle,,7,idle,,130,130,1.0,,,,,,5,delight,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,
event_ce004_2_06_e_116,40056,event_ce004_2_06_e,Narration,ce004_03,Locale_SubScenario:event_ce004_2_06_e_116,False,,9,idle,,7,idle,,130,130,1.0,sfx_scn_eba004charge,none,Low_2,,,5,delight,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,
event_ce004_2_06_e_117,40056,event_ce004_2_06_e,Speech,ce004_03,Locale_SubScenario:event_ce004_2_06_e_117,True,,9,idle,,7,idle,,130,130,1.0,,,,ce004_03,,5,delight,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,
event_ce004_2_06_e_118,40056,event_ce004_2_06_e,Speech,ce004_01,Locale_SubScenario:event_ce004_2_06_e_118,True,,9,surprise,,7,idle,,90,90,1.0,,,,ce004_01,,5,delight,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,
event_ce004_2_06_e_119,40056,event_ce004_2_06_e,Speech,ce004_04,Locale_SubScenario:event_ce004_2_06_e_119,True,,9,surprise,,7,idle,,150,150,1.0,,,,ce004_04,,5,delight,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,think,,17,idle,,
event_ce004_2_06_e_120,40056,event_ce004_2_06_e,Self,ce004_04,Locale_SubScenario:event_ce004_2_06_e_120,False,,9,surprise,,7,idle,,150,150,1.0,,,,,,5,delight,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,think,,17,idle,,
event_ce004_2_06_e_121,40056,event_ce004_2_06_e,Speech,ce004_04,Locale_SubScenario:event_ce004_2_06_e_121,True,,9,surprise,,7,idle,,150,1500,1.0,,event_bgm_ce004_grosbidule,,ce004_04,,5,delight,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,go,,17,idle,,
event_ce004_2_06_e_122,40056,event_ce004_2_06_e,Self,ce004_04,Locale_SubScenario:event_ce004_2_06_e_122,False,,9,surprise,,7,idle,,1500,1500,1.0,,,,,,5,delight,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,go,,17,idle,,
event_ce004_2_06_e_123,40056,event_ce004_2_06_e,Speech,ein,Locale_SubScenario:event_ce004_2_06_e_123,True,,9,surprise,,7,idle,,50,50,1.0,,,,ein,,5,idle,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,go,,17,idle,,
event_ce004_2_06_e_124,40056,event_ce004_2_06_e,Speech,zwei,Locale_SubScenario:event_ce004_2_06_e_124,True,,9,surprise,,7,pain,,50,70,1.0,,,,zwei,,5,idle,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,go,,17,idle,,
event_ce004_2_06_e_125,40056,event_ce004_2_06_e,Speech,marciana,Locale_SubScenario:event_ce004_2_06_e_125,True,,9,surprise,,7,pain,,170,1700,1.0,,,,marciana,,5,idle,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,go,,17,idle,,
event_ce004_2_06_e_126,40056,event_ce004_2_06_e,Self,marciana,Locale_SubScenario:event_ce004_2_06_e_126,False,,9,surprise,,7,pain,,1700,1700,1.0,,,,,,5,idle,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,go,,17,idle,,
event_ce004_2_06_e_127,40056,event_ce004_2_06_e,Narration,,Locale_SubScenario:event_ce004_2_06_e_127,False,,9,surprise,,7,pain,,black,black,1.0,sfx_scn_heavybeam,,Low_2,,,5,idle,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,go,,17,idle,,
event_ce004_2_06_e_128,40056,event_ce004_2_06_e,Monologue,,Locale_SubScenario:event_ce004_2_06_e_128,False,,9,surprise,,7,pain,,black,black,1.0,,,,,,5,idle,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,go,,17,idle,ce004_04,marciana
event_ce004_2_06_e_129,40056,event_ce004_2_06_e,Monologue,,Locale_SubScenario:event_ce004_2_06_e_129,False,,9,surprise,,7,pain,,black,black,1.0,,,,,,5,idle,,,,,3,idle,,,,,,,,1,idle,,13,idle,,,,,,,,
event_ce004_2_06_e_130,40056,event_ce004_2_06_e,Narration,,Locale_SubScenario:event_ce004_2_06_e_130,False,,9,surprise,,7,pain,,black,black,1.0,sfx_scn_explosionfar,,Low_2,,,5,idle,,,,,3,idle,,,,,,,,1,idle,,13,idle,,,,,,,,
event_ce004_2_06_e_131,40056,event_ce004_2_06_e,Speech,ce004_01,Locale_SubScenario:event_ce004_2_06_e_131,True,,9,surprise,,7,pain,,9,90,1.0,,,,ce004_01,,5,idle,,,,,3,idle,,,,,,,,1,idle,,13,idle,,,,,,,,
event_ce004_2_06_e_132,40056,event_ce004_2_06_e,Speech,ce004_01,Locale_SubScenario:event_ce004_2_06_e_132,True,,9,surprise,,7,pain,,90,90,1.0,,,,ce004_01,,5,idle,,,,,3,idle,,,,,,,,1,idle,,13,idle,ce004_04,15,think,marciana,17,idle,,
event_ce004_2_06_e_133,40056,event_ce004_2_06_e,Speech,ce004_04,Locale_SubScenario:event_ce004_2_06_e_133,True,,9,surprise,,7,pain,,150,150,1.0,,,,ce004_04,,5,idle,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,think,,17,idle,,
event_ce004_2_06_e_134,40056,event_ce004_2_06_e,Speech,marciana,Locale_SubScenario:event_ce004_2_06_e_134,True,,9,surprise,,7,pain,,150,170,1.0,,,,marciana,,5,idle,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,think,,17,idle,,
event_ce004_2_06_e_135,40056,event_ce004_2_06_e,Self,marciana,Locale_SubScenario:event_ce004_2_06_e_135,False,,9,surprise,,7,pain,,170,170,1.0,,,,,,5,idle,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,think,,17,idle,,
event_ce004_2_06_e_136,40056,event_ce004_2_06_e,Speech,ein,Locale_SubScenario:event_ce004_2_06_e_136,True,,9,surprise,,7,pain,,50,50,1.0,,,,ein,,5,no,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,think,,17,idle,,
event_ce004_2_06_e_137,40056,event_ce004_2_06_e,Speech,ein,Locale_SubScenario:event_ce004_2_06_e_137,True,,9,surprise,,7,pain,,50,50,1.0,,,,ein,,5,no,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,think,,17,idle,,
event_ce004_2_06_e_138,40056,event_ce004_2_06_e,Speech,ein,Locale_SubScenario:event_ce004_2_06_e_138,True,,9,surprise,,7,pain,,50,50,1.0,,,,ein,,5,no,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,think,,17,idle,,
event_ce004_2_06_e_139,40056,event_ce004_2_06_e,Self,ein,Locale_SubScenario:event_ce004_2_06_e_139,False,,9,surprise,,7,pain,,50,50,1.0,,,,,,5,no,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,think,,17,idle,,
event_ce004_2_06_e_140,40056,event_ce004_2_06_e,Speech,zwei,Locale_SubScenario:event_ce004_2_06_e_140,True,,9,surprise,,7,pain,,50,70,1.0,,,,zwei,,5,no,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,think,,17,idle,ce004_04,marciana
event_ce004_2_06_e_141,40056,event_ce004_2_06_e,Speech,rei,Locale_SubScenario:event_ce004_2_06_e_141,True,,9,surprise,,7,pain,,70,XS_10,1.0,,,,rei,,5,no,,,,,3,idle,,,,,,,,1,surprise,,13,idle,,,,,,,,
event_ce004_2_06_e_142,40056,event_ce004_2_06_e,Monologue,rei,Locale_SubScenario:event_ce004_2_06_e_142,False,,9,surprise,,7,pain,,XS_10,1900,2.0,,,,,,5,no,,,,,3,idle,,,,,,,,1,surprise,,13,idle,,,,,,,,
event_ce004_2_06_e_143,40056,event_ce004_2_06_e,Monologue,rei,Locale_SubScenario:event_ce004_2_06_e_143,False,,9,surprise,,7,pain,,1900,1900,1.0,,,,,,5,no,,,,,3,idle,,,,,,,,1,surprise,,13,idle,,,,,,,,
event_ce004_2_06_e_144,40056,event_ce004_2_06_e,Monologue,rei,Locale_SubScenario:event_ce004_2_06_e_144,False,,9,surprise,,7,pain,,1900,1900,1.0,,,,,,5,no,,,,,3,idle,,,,,,,,1,surprise,,13,idle,,,,,,,,
event_ce004_2_06_e_145,40056,event_ce004_2_06_e,Speech,rei,Locale_SubScenario:event_ce004_2_06_e_145,False,,9,surprise,,7,pain,,XS_10,XS_10,1.0,,,,rei,,5,no,,,,,3,idle,,,,,,,,1,surprise,,13,idle,,,,,,,,
event_ce004_2_06_e_146,40056,event_ce004_2_06_e,Speech,zwei,Locale_SubScenario:event_ce004_2_06_e_146,False,,9,surprise,,7,pain,,70,70,1.0,,,,zwei,,5,no,,,,,3,idle,,,,,,,,1,surprise,,13,idle,,,,,,,,
event_ce004_2_06_e_147,40056,event_ce004_2_06_e,Speech,ein,Locale_SubScenario:event_ce004_2_06_e_147,False,,9,surprise,,7,pain,,70,50,1.0,,,,ein,,5,no,,,,,3,idle,,,,,,,,1,surprise,,13,idle,,,,,,,,
event_ce004_2_06_e_148,40056,event_ce004_2_06_e,Narration,ein,Locale_SubScenario:event_ce004_2_06_e_148,False,,9,surprise,,7,pain,,black,black,1.0,,,,,,5,no,,,,,3,idle,,,,,,,,1,surprise,,13,idle,,,,,,,,
