id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,play_ambient,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,play_sound,set_camera_shake
event_icedragonsaga2_02_e_118,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_118,True,,1,1,1.0,,guillotine_w,,2,no,,12,surprise,,,,,,,,,,
event_icedragonsaga2_02_e_119,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_119,True,,1,1,1.0,,maiden_w,,2,no,,12,surprise,,,,,,,,,,
event_icedragonsaga2_02_e_120,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_120,True,,1,1,1.0,,maiden_w,,2,no,,12,surprise,,,,,,,,,,
event_icedragonsaga2_02_e_121,40065,event_icedragonsaga2_02_e,Speech,unknown,Locale_MainScenario:event_icedragonsaga2_02_e_121,False,,1,1,1.0,none,maiden_w,,2,idle,,12,surprise,,,none,,,,,,,
event_icedragonsaga2_02_e_122,40065,event_icedragonsaga2_02_e,Speech,unknown,Locale_MainScenario:event_icedragonsaga2_02_e_122,False,,1,1,1.0,,maiden_w,,2,idle,,12,surprise,,,,,,,,,,
event_icedragonsaga2_02_e_123,40065,event_icedragonsaga2_02_e,Self,,Locale_MainScenario:event_icedragonsaga2_02_e_123,False,,1,S_140,1.0,event_bgm_icedragonsaga_castle,syuen,,2,idle,,12,surprise,,,,,syuen,14,angry,,,
event_icedragonsaga2_02_e_124,40065,event_icedragonsaga2_02_e,Speech,syuen,Locale_MainScenario:event_icedragonsaga2_02_e_124,True,,S_140,S_140,1.0,,syuen,,2,idle,,12,surprise,,,,,,14,angry,,,
event_icedragonsaga2_02_e_125,40065,event_icedragonsaga2_02_e,Speech,syuen,Locale_MainScenario:event_icedragonsaga2_02_e_125,True,,S_140,S_140,1.0,,syuen,,2,idle,,12,surprise,,,,,,14,angry,,,
event_icedragonsaga2_02_e_126,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_126,True,,S_140,L_120,1.0,,maiden_w,,2,idle,,12,surprise,,,,,,14,angry,,,
event_icedragonsaga2_02_e_127,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_127,True,,L_120,L_120,1.0,,maiden_w,,2,idle,,12,surprise,,,,,,14,angry,,,
event_icedragonsaga2_02_e_128,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_128,True,,L_120,L_120,1.0,,maiden_w,,2,idle,,12,surprise,,,,,,14,angry,,,
event_icedragonsaga2_02_e_129,40065,event_icedragonsaga2_02_e,Self,,Locale_MainScenario:event_icedragonsaga2_02_e_129,False,,L_120,L_120,1.0,,maiden_w,,2,idle,,12,surprise,,,,,,14,angry,,,
event_icedragonsaga2_02_e_130,40065,event_icedragonsaga2_02_e,Speech,narration,Locale_MainScenario:event_icedragonsaga2_02_e_130,False,,black,black,1.0,,,,2,idle,,12,surprise,guillotine_w,,,,,14,angry,syuen,sfx_scn_bigswordgroundstab,Low_2
event_icedragonsaga2_02_e_131,40065,event_icedragonsaga2_02_e,Speech,narration,Locale_MainScenario:event_icedragonsaga2_02_e_131,False,,black,black,1.0,,,,,,,12,surprise,,,,,,,,,sfx_scn_spellground,
event_icedragonsaga2_02_e_132,40065,event_icedragonsaga2_02_e,Speech,narration,Locale_MainScenario:event_icedragonsaga2_02_e_132,False,,black,black,1.0,,,,,,,12,surprise,,,,,,,,,sfx_scn_hugegroundcreak,
event_icedragonsaga2_02_e_133,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_133,True,,L_120,L_120,1.0,,maiden_w,,,,,12,surprise,,,,,,,,,,
event_icedragonsaga2_02_e_134,40065,event_icedragonsaga2_02_e,Self,,Locale_MainScenario:event_icedragonsaga2_02_e_134,False,,L_120,L_120,1.0,,maiden_w,,,,,12,surprise,,,,,,,,,,
event_icedragonsaga2_02_e_135,40065,event_icedragonsaga2_02_e,Self,,Locale_MainScenario:event_icedragonsaga2_02_e_135,False,,L_120,L_120,1.0,,maiden_w,,,,,12,surprise,,,,,,,,,,
event_icedragonsaga2_02_e_136,40065,event_icedragonsaga2_02_e,Self,,Locale_MainScenario:event_icedragonsaga2_02_e_136,False,,L_120,L_120,1.0,,maiden_w,,,,,12,surprise,,,,,,,,,,
event_icedragonsaga2_02_e_137,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_137,True,,L_120,L_120,1.0,,maiden_w,,,,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_138,40065,event_icedragonsaga2_02_e,Self,,Locale_MainScenario:event_icedragonsaga2_02_e_138,False,,L_120,L_120,1.0,,maiden_w,,,,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_139,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_139,False,,L_120,L_120,1.0,,maiden_w,,,,,12,surprise,,,,,,,,,,
event_icedragonsaga2_02_e_140,40065,event_icedragonsaga2_02_e,Self,,Locale_MainScenario:event_icedragonsaga2_02_e_140,False,,L_120,L_120,1.0,,maiden_w,,,,,12,surprise,,,,,,,,,,
event_icedragonsaga2_02_e_141,40065,event_icedragonsaga2_02_e,Self,,Locale_MainScenario:event_icedragonsaga2_02_e_141,False,,L_120,L_120,1.0,,maiden_w,,,,,12,surprise,,,,,,,,,,
event_icedragonsaga2_02_e_142,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_142,True,,L_120,L_120,1.0,,maiden_w,,,,,12,no,,,,,,,,,,
event_icedragonsaga2_02_e_143,40065,event_icedragonsaga2_02_e,Self,,Locale_MainScenario:event_icedragonsaga2_02_e_143,False,,L_120,L_120,1.0,,maiden_w,,,,,12,no,,,,,,,,,,
event_icedragonsaga2_02_e_144,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_144,False,,L_120,L_120,1.0,,maiden_w,,,,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_145,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_145,True,,L_120,L_120,1.0,,maiden_w,,,,,12,no,,,,,,,,,,
event_icedragonsaga2_02_e_146,40065,event_icedragonsaga2_02_e,Narration,,Locale_MainScenario:event_icedragonsaga2_02_e_146,False,,black,black,1.0,,,,,,,12,no,,maiden_w,,,syuen,14,angry,,sfx_scn_runaway2,
event_icedragonsaga2_02_e_147,40065,event_icedragonsaga2_02_e,Speech,syuen,Locale_MainScenario:event_icedragonsaga2_02_e_147,True,,S_140,S_140,1.0,,syuen,,,,,,,,,,,,14,angry,,,
event_icedragonsaga2_02_e_148,40065,event_icedragonsaga2_02_e,Speech,syuen,Locale_MainScenario:event_icedragonsaga2_02_e_148,True,,S_140,S_140,1.0,,syuen,,,,,,,,,,,,14,angry,,,
event_icedragonsaga2_02_e_149,40065,event_icedragonsaga2_02_e,Speech,syuen,Locale_MainScenario:event_icedragonsaga2_02_e_149,True,,S_140,S_140,1.0,,syuen,,,,,,,,,,,,14,angry,,,
event_icedragonsaga2_02_e_150,40065,event_icedragonsaga2_02_e,Speech,syuen,Locale_MainScenario:event_icedragonsaga2_02_e_150,True,,S_140,S_140,1.0,,syuen,,,,,,,,,,,,14,angry,,,
event_icedragonsaga2_02_e_151,40065,event_icedragonsaga2_02_e,Speech,syuen,Locale_MainScenario:event_icedragonsaga2_02_e_151,True,,S_140,S_140,1.0,,syuen,,,,,,,,,,,,14,angry,,,
event_icedragonsaga2_02_e_152,40065,event_icedragonsaga2_02_e,Speech,syuen,Locale_MainScenario:event_icedragonsaga2_02_e_152,True,,S_140,S_1400,0.5,,syuen,,,,,,,,,,,,14,angry,,,
event_icedragonsaga2_02_e_153,40065,event_icedragonsaga2_02_e,Speech,syuen,Locale_MainScenario:event_icedragonsaga2_02_e_153,True,,S_1400,S_1400,1.0,,syuen,,,,,,,,,,,,14,angry,,,
event_icedragonsaga2_02_e_154,40065,event_icedragonsaga2_02_e,Self,,Locale_MainScenario:event_icedragonsaga2_02_e_154,False,,S_1400,S_1400,1.0,,syuen,,,,,,,,,,,,14,angry,,,
event_icedragonsaga2_02_e_155,40065,event_icedragonsaga2_02_e,Self,,Locale_MainScenario:event_icedragonsaga2_02_e_155,False,,S_1400,S_1400,1.0,,syuen,,,,,,,,,,,,14,angry,,,
event_icedragonsaga2_02_e_156,40065,event_icedragonsaga2_02_e,Speech,syuen,Locale_MainScenario:event_icedragonsaga2_02_e_156,True,,S_1400,S_1400,1.0,,syuen,,,,,,,,,,,,14,surprise,,,
event_icedragonsaga2_02_e_157,40065,event_icedragonsaga2_02_e,Self,,Locale_MainScenario:event_icedragonsaga2_02_e_157,False,,S_1400,S_1400,1.0,,syuen,,,,,,,,,,,,14,surprise,,,
event_icedragonsaga2_02_e_158,40065,event_icedragonsaga2_02_e,Self,,Locale_MainScenario:event_icedragonsaga2_02_e_158,False,,S_1400,S_1400,1.0,,syuen,,,,,,,,,,,,14,surprise,,,
event_icedragonsaga2_02_e_159,40065,event_icedragonsaga2_02_e,Narration,,Locale_MainScenario:event_icedragonsaga2_02_e_159,False,,black,black,1.0,,,,,,,,,,,,,,14,surprise,syuen,sfx_scn_retropartyout,
