id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,play_sound,fade,set_filter_01,set_filter_02
event_lifeagain_03_e_140,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_140,True,,5,idle,,3,idle,,L_50,4,1.0,,,,,,
event_lifeagain_03_e_141,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_141,True,,5,idle,,3,idle,,4,4,1.0,,,,,,
event_lifeagain_03_e_142,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_142,True,,5,idle,,3,angry,,4,4,1.0,,,,,,
event_lifeagain_03_e_143,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_143,True,,5,think,,3,angry,,4,4,1.0,,,,,,
event_lifeagain_03_e_144,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_144,True,,5,think,,3,angry,,4,4,1.0,,,,,,
event_lifeagain_03_e_145,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_145,True,,5,idle,,3,angry,,4,4,1.0,,,,,,
event_lifeagain_03_e_146,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_146,True,,5,idle,,3,angry,,4,4,1.0,,,,,,
event_lifeagain_03_e_147,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_147,True,,5,idle,,3,angry,,4,4,1.0,,,,,,
event_lifeagain_03_e_148,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_148,True,,5,idle,,3,idle,,4,4,1.0,,,,,,
event_lifeagain_03_e_149,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_149,False,,5,idle,,3,idle,,4,4,1.0,,,,,,
event_lifeagain_03_e_150,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_150,True,,5,idle,,3,idle,,4,4,1.0,,,,,,
event_lifeagain_03_e_151,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_151,True,,5,idle,,3,idle,,4,4,1.0,,,,,,
event_lifeagain_03_e_152,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_152,True,,5,delight,,3,idle,,4,4,1.0,,,,,,
event_lifeagain_03_e_153,40060,event_lifeagain_03_e,Monologue,rumani,Monologue,Locale_SubScenario:event_lifeagain_03_e_153,False,,5,idle,,3,idle,,4,4,1.0,,,,,,
event_lifeagain_03_e_154,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_154,True,,5,idle,,3,angry,,4,4,1.0,,,,,,
event_lifeagain_03_e_155,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_155,True,,5,idle,,3,angry,,4,4,1.0,,,,,,
event_lifeagain_03_e_156,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_156,True,,5,idle,,3,angry,,4,4,1.0,,,,,,
event_lifeagain_03_e_157,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_157,True,,5,idle,,3,angry,,4,4,1.0,,,,,,
event_lifeagain_03_e_158,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_158,True,,5,delight,,3,angry,,4,4,1.0,,,,,,
event_lifeagain_03_e_159,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_159,True,,5,idle,,3,angry,,4,4,1.0,,,sfx_scn_wheelchiardry,,,
event_lifeagain_03_e_160,40060,event_lifeagain_03_e,Self,rumani,Self,Locale_SubScenario:event_lifeagain_03_e_160,False,,5,idle,,3,angry,,4,L_50,1.0,,nadia,,,,
event_lifeagain_03_e_161,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_161,True,,5,idle,,,,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_162,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_162,True,,5,idle,,,,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_163,40060,event_lifeagain_03_e,Self,rumani,Self,Locale_SubScenario:event_lifeagain_03_e_163,False,,5,idle,,,,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_164,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_164,True,,5,think,,,,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_165,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_165,True,,5,think,,,,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_166,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_166,True,,5,think,,,,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_167,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_167,True,,5,idle,,,,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_168,40060,event_lifeagain_03_e,Self,,Self,Locale_SubScenario:event_lifeagain_03_e_168,False,,5,idle,,,,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_169,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_169,True,,5,idle,,,,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_170,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_170,True,,5,delight,,,,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_171,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_171,True,,5,delight,,,,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_172,40060,event_lifeagain_03_e,Self,,Self,Locale_SubScenario:event_lifeagain_03_e_172,False,,5,idle,,,,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_173,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_173,True,,5,idle,,,,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_174,40060,event_lifeagain_03_e,Self,,Self,Locale_SubScenario:event_lifeagain_03_e_174,False,,5,idle,,,,,L_50,L_50,1.0,,,,,,
