id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,speaker,play_sound,set_camera_shake,set_filter_02,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_unbreakablesphere2_03_e_109,40076,event_unbreakablesphere2_03_e,Speech,yuni_n,Locale_MainScenario:event_unbreakablesphere2_03_e_109,True,,S_50,53,1.0,,,yuni_n,,,,,,3,idle,,,5,surprise,,,1,think,,,,,
event_unbreakablesphere2_03_e_110,40076,event_unbreakablesphere2_03_e,Speech,mori,Locale_MainScenario:event_unbreakablesphere2_03_e_110,True,,53,53,1.0,,,mori,,,,,,3,idle,,,5,delight,,,1,think,,,,,
event_unbreakablesphere2_03_e_111,40076,event_unbreakablesphere2_03_e,Speech,yuni_n,Locale_MainScenario:event_unbreakablesphere2_03_e_111,True,,53,53,1.0,,,yuni_n,,,,,,3,idle,,,5,delight,,,1,think,,,,,
event_unbreakablesphere2_03_e_112,40076,event_unbreakablesphere2_03_e,Speech,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_e_112,True,,53,1,1.0,,,mihara_b,,,,,,3,idle,,,5,delight,,,1,idle,,,,,
event_unbreakablesphere2_03_e_113,40076,event_unbreakablesphere2_03_e,Speech,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_e_113,True,,1,10,1.0,,,mihara_b,,,,,,3,idle,,,5,delight,,,1,idle,,,,,
event_unbreakablesphere2_03_e_114,40076,event_unbreakablesphere2_03_e,Speech,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_e_114,True,,10,10,1.0,,,mihara_b,,,,,,3,idle,,,5,delight,,,1,idle,,,,,
event_unbreakablesphere2_03_e_115,40076,event_unbreakablesphere2_03_e,Speech,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_e_115,True,,10,10,1.0,,,mihara_b,,,,,,3,idle,,,5,delight,,,1,idle,,,,,
event_unbreakablesphere2_03_e_116,40076,event_unbreakablesphere2_03_e,Speech,mori,Locale_MainScenario:event_unbreakablesphere2_03_e_116,True,,S_50,S_50,1.0,,,mori,,,,,,3,idle,,,5,idle,,,1,idle,,,,,
event_unbreakablesphere2_03_e_117,40076,event_unbreakablesphere2_03_e,Speech,mori,Locale_MainScenario:event_unbreakablesphere2_03_e_117,True,,S_50,S_50,1.0,,,mori,,,,,,3,idle,,,5,idle,,,1,idle,,,,,
event_unbreakablesphere2_03_e_118,40076,event_unbreakablesphere2_03_e,Speech,mori,Locale_MainScenario:event_unbreakablesphere2_03_e_118,True,,S_50,S_50,1.0,,,mori,,,,,,3,idle,,,5,idle,,,1,idle,,,,,
event_unbreakablesphere2_03_e_119,40076,event_unbreakablesphere2_03_e,Speech,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_e_119,True,,10,100,1.0,,,mihara_b,,,,,,3,idle,,,5,idle,,,1,idle,,,,,
event_unbreakablesphere2_03_e_120,40076,event_unbreakablesphere2_03_e,Speech,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_e_120,True,,100,100,1.0,,,mihara_b,,,,,,3,idle,,,5,idle,,,1,idle,,,,,
event_unbreakablesphere2_03_e_121,40076,event_unbreakablesphere2_03_e,Speech,mori,Locale_MainScenario:event_unbreakablesphere2_03_e_121,True,,S_500,S_500,1.0,,,mori,,,,,,3,idle,,,5,idle,,,1,idle,,,,,
event_unbreakablesphere2_03_e_122,40076,event_unbreakablesphere2_03_e,Narration,mori,Locale_MainScenario:event_unbreakablesphere2_03_e_122,False,,black,black,1.0,,,,sfx_scn_knock,,,,,3,idle,,,5,idle,,,1,idle,,mana,13,idle,
event_unbreakablesphere2_03_e_123,40076,event_unbreakablesphere2_03_e,Speech,mana,Locale_MainScenario:event_unbreakablesphere2_03_e_123,True,,1300,1300,1.0,,,mana,,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle,
event_unbreakablesphere2_03_e_124,40076,event_unbreakablesphere2_03_e,Narration,mana,Locale_MainScenario:event_unbreakablesphere2_03_e_124,False,,1300,130,1.0,,,,,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle,
event_unbreakablesphere2_03_e_125,40076,event_unbreakablesphere2_03_e,Speech,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_e_125,True,,130,113,1.0,,,mihara_b,,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle,
event_unbreakablesphere2_03_e_126,40076,event_unbreakablesphere2_03_e,Speech,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_e_126,True,,113,113,1.0,,,mihara_b,,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle,
event_unbreakablesphere2_03_e_127,40076,event_unbreakablesphere2_03_e,Speech,mana,Locale_MainScenario:event_unbreakablesphere2_03_e_127,True,,113,113,1.0,,,mana,,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle,
event_unbreakablesphere2_03_e_128,40076,event_unbreakablesphere2_03_e,Speech,mana,Locale_MainScenario:event_unbreakablesphere2_03_e_128,True,,113,113,1.0,,,mana,,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle,
event_unbreakablesphere2_03_e_129,40076,event_unbreakablesphere2_03_e,Narration,mana,Locale_MainScenario:event_unbreakablesphere2_03_e_129,False,,black,black,1.0,,,,,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle,
event_unbreakablesphere2_03_e_130,40076,event_unbreakablesphere2_03_e,Speech,mana,Locale_MainScenario:event_unbreakablesphere2_03_e_130,True,,1300,1300,1.0,,,mana,,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle,
event_unbreakablesphere2_03_e_131,40076,event_unbreakablesphere2_03_e,Speech,mori,Locale_MainScenario:event_unbreakablesphere2_03_e_131,True,,S_500,S_500,1.0,,,mori,,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle,
event_unbreakablesphere2_03_e_132,40076,event_unbreakablesphere2_03_e,Speech,mana,Locale_MainScenario:event_unbreakablesphere2_03_e_132,True,,1300,1300,1.0,,,mana,,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle,
event_unbreakablesphere2_03_e_133,40076,event_unbreakablesphere2_03_e,Speech,mana,Locale_MainScenario:event_unbreakablesphere2_03_e_133,True,,1300,1300,1.0,,,mana,,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle,
event_unbreakablesphere2_03_e_134,40076,event_unbreakablesphere2_03_e,Speech,mana,Locale_MainScenario:event_unbreakablesphere2_03_e_134,True,,1300,1300,1.0,,,mana,,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle,
event_unbreakablesphere2_03_e_135,40076,event_unbreakablesphere2_03_e,Speech,mana,Locale_MainScenario:event_unbreakablesphere2_03_e_135,True,,1300,1300,1.0,,,mana,,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle,
event_unbreakablesphere2_03_e_136,40076,event_unbreakablesphere2_03_e,Speech,mana,Locale_MainScenario:event_unbreakablesphere2_03_e_136,True,,1300,1300,1.0,,,mana,,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle,
event_unbreakablesphere2_03_e_137,40076,event_unbreakablesphere2_03_e,Speech,mana,Locale_MainScenario:event_unbreakablesphere2_03_e_137,True,,1300,1300,1.0,,,mana,,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle,
event_unbreakablesphere2_03_e_138,40076,event_unbreakablesphere2_03_e,Speech,mori,Locale_MainScenario:event_unbreakablesphere2_03_e_138,True,,S_500,S_500,1.0,,,mori,,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle,
event_unbreakablesphere2_03_e_139,40076,event_unbreakablesphere2_03_e,Speech,mana,Locale_MainScenario:event_unbreakablesphere2_03_e_139,True,,1300,130,1.0,,,mana,,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle,
event_unbreakablesphere2_03_e_140,40076,event_unbreakablesphere2_03_e,Speech,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_e_140,True,,130,113,1.0,,,mihara_b,,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle,
event_unbreakablesphere2_03_e_141,40076,event_unbreakablesphere2_03_e,Speech,mana,Locale_MainScenario:event_unbreakablesphere2_03_e_141,True,,113,113,1.0,,,mana,,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle,
event_unbreakablesphere2_03_e_142,40076,event_unbreakablesphere2_03_e,Speech,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_e_142,True,,113,113,1.0,,,mihara_b,,,,,,3,idle,,,5,idle,,,1,sad_01,,,13,idle,
event_unbreakablesphere2_03_e_143,40076,event_unbreakablesphere2_03_e,Speech,mana,Locale_MainScenario:event_unbreakablesphere2_03_e_143,True,,113,113,1.0,,,mana,,,,,,3,idle,,,5,idle,,,1,sad_01,,,13,idle,
event_unbreakablesphere2_03_e_144,40076,event_unbreakablesphere2_03_e,Speech,mana,Locale_MainScenario:event_unbreakablesphere2_03_e_144,True,,113,113,1.0,,,mana,,,,,,3,idle,,,5,idle,,,1,sad_01,,,13,idle,
event_unbreakablesphere2_03_e_145,40076,event_unbreakablesphere2_03_e,Speech,mana,Locale_MainScenario:event_unbreakablesphere2_03_e_145,True,,113,113,1.0,,,mana,,,,,,3,idle,,,5,idle,,,1,sad_01,,,13,idle,
event_unbreakablesphere2_03_e_146,40076,event_unbreakablesphere2_03_e,Speech,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_e_146,True,,113,113,1.0,,,mihara_b,,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle,
event_unbreakablesphere2_03_e_147,40076,event_unbreakablesphere2_03_e,Speech,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_e_147,True,,113,113,1.0,none,,mihara_b,,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle,
event_unbreakablesphere2_03_e_148,40076,event_unbreakablesphere2_03_e,Narration,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_e_148,False,,black,black,1.0,event_bgm_ubsphere_blackspace,,,sfx_scn_corrosion,,,black,,3,idle,yuni_n,,5,idle,mori,,1,idle,mihara_b,,13,idle,mana
event_unbreakablesphere2_03_e_149,40076,event_unbreakablesphere2_03_e,Narration,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_e_149,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_03_e_150,40076,event_unbreakablesphere2_03_e,Narration,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_e_150,False,,black,black,1.0,,,,sfx_scn_mudbubble,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_03_e_151,40076,event_unbreakablesphere2_03_e,Narration,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_e_151,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_03_e_152,40076,event_unbreakablesphere2_03_e,Narration,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_e_152,False,,black,black,1.0,,,,sfx_scn_mutateimpact_2,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_03_e_153,40076,event_unbreakablesphere2_03_e,Narration,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_e_153,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_03_e_154,40076,event_unbreakablesphere2_03_e,Narration,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_e_154,False,TreeOfWater_r,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_03_e_155,40076,event_unbreakablesphere2_03_e,Narration,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_e_155,False,,black,black,1.0,,,,,,,,littlemermaid,1,idle,,,,,,,,,,,,,
event_unbreakablesphere2_03_e_156,40076,event_unbreakablesphere2_03_e,Speech,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_e_156,True,,1,L_100,1.0,,,littlemermaid,,,,,,1,idle,,,,,,,,,,,,,
event_unbreakablesphere2_03_e_157,40076,event_unbreakablesphere2_03_e,Narration,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_e_157,False,,L_100,L_100,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,
event_unbreakablesphere2_03_e_158,40076,event_unbreakablesphere2_03_e,Speech,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_e_158,True,,L_100,L_100,1.0,,,littlemermaid,,,,,,1,surprise,,,,,,,,,,,,,
event_unbreakablesphere2_03_e_159,40076,event_unbreakablesphere2_03_e,Narration,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_e_159,False,,black,black,1.0,,,,,,,,,1,surprise,,,,,,,,,,,,,
