id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,fade,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,play_sound,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_romanticvalentine_01_e_119,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_119,True,,12,12,1.0,,,1,angry,,mast_m,mast_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_120,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_120,True,,12,12,1.0,,,1,angry,,mast_m,mast_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_121,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_121,True,,12,12,1.0,,,1,angry,,mast_m,mast_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_122,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_122,True,,12,12,1.0,,,1,angry,,mast_m,mast_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_123,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_123,True,,12,12,1.0,,,1,angry,,sin_m,sin_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_124,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_124,True,,12,12,1.0,,,1,idle2,,mast_m,mast_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_125,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_125,True,,12,S_10,2.0,,,1,idle2,,mast_m,mast_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_126,40069,event_romanticvalentine_01_e,Monologue,Locale_SubScenario:event_romanticvalentine_01_e_126,False,,S_10,S_10,1.0,,,1,idle2,,mast_m,,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_127,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_127,True,,S_10,S_100,2.0,,,1,shy2,,mast_m,mast_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_128,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_128,False,,S_100,S_100,1.0,,,1,shy2,,mast_m,mast_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_129,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_129,True,,S_100,S_100,1.0,,,1,surprise2,,mast_m,mast_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_130,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_130,False,,S_100,S_100,1.0,,,1,surprise2,,mast_m,,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_131,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_131,True,,S_100,S_100,1.0,,,1,shy1,,mast_m,mast_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_132,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_132,False,,S_100,S_100,1.0,,,1,shy1,,mast_m,,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_133,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_133,False,,S_100,S_10,0.5,,,1,shy2,,mast_m,mast_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_134,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_134,True,,S_10,S_10,1.0,,,1,delight,,mast_m,mast_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_135,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_135,True,,S_10,S_10,1.0,,,1,delight,,mast_m,mast_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_136,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_136,True,,S_10,S_10,1.0,,,1,delight,,mast_m,mast_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_137,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_137,True,,S_10,S_10,1.0,,,1,delight,,mast_m,mast_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_138,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_138,True,,XS_30,XS_30,1.0,,,1,delight,,anchor_m,anchor_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_139,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_139,True,,130,130,1.0,,,1,delight,,sin_m,sin_m,,3,idle,,13,smile,,mast_m,anchor_m,,,,,
event_romanticvalentine_01_e_140,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_140,False,,130,130,1.0,,,,,,sin_m,,,,,,13,smile,,,,,,,,
event_romanticvalentine_01_e_141,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_141,True,,130,130,1.0,,,,,,sin_m,sin_m,,,,,13,smile,,,,,,,,
event_romanticvalentine_01_e_142,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_142,False,,130,130,1.0,,,,,,sin_m,,,,,,13,smile,,,,,,,,
event_romanticvalentine_01_e_143,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_143,True,,130,130,1.0,,,,,,sin_m,sin_m,,,,,13,delight,,,,,,,,
event_romanticvalentine_01_e_144,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_144,True,,130,130,1.0,,,,,,sin_m,sin_m,,,,,13,delight,,,,,,,,
event_romanticvalentine_01_e_145,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_145,True,,130,130,1.0,,,,,,sin_m,sin_m,,,,,13,delight,,,,,,,,
event_romanticvalentine_01_e_146,40069,event_romanticvalentine_01_e,Choice,Locale_SubScenario:event_romanticvalentine_01_e_146,False,,130,130,1.0,,,,,,sin_m,,,,,,13,delight,event_romanticvalentine_01_e_148,,,,,,,
event_romanticvalentine_01_e_147,40069,event_romanticvalentine_01_e,Choice,Locale_SubScenario:event_romanticvalentine_01_e_147,False,,130,130,1.0,,,,,,sin_m,,,,,,13,delight,event_romanticvalentine_01_e_148,,,,,,,
event_romanticvalentine_01_e_148,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_148,True,,130,130,1.0,,,,,,sin_m,sin_m,,,,,13,smile,,,,,,,,
event_romanticvalentine_01_e_149,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_149,True,,130,130,1.0,,,,,,sin_m,sin_m,,,,,13,smile,,,,,,,,
event_romanticvalentine_01_e_150,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_150,True,,130,1300,2.0,,,,,,sin_m,sin_m,,,,,13,delight,,,,,,,,
event_romanticvalentine_01_e_151,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_151,False,,1300,1300,1.0,,,,,,sin_m,,,,,,13,delight,,,,,,,,
event_romanticvalentine_01_e_152,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_152,True,,1300,130,1.0,,,,,,sin_m,sin_m,,,,,13,delight,,,,,,,,
event_romanticvalentine_01_e_153,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_153,True,,130,130,1.0,,,,,,sin_m,sin_m,,,,,13,delight,,,,,,,,
event_romanticvalentine_01_e_154,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_154,False,,130,130,1.0,,,,,,sin_m,,,,,,13,delight,,,,,,,,
event_romanticvalentine_01_e_155,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_155,True,,130,130,1.0,,,,,,sin_m,sin_m,,,,,13,surprise,,,,,,,,
event_romanticvalentine_01_e_156,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_156,True,,130,130,1.0,,,,,,sin_m,sin_m,,,,,13,surprise,,,,,,,,
event_romanticvalentine_01_e_157,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_157,True,,130,130,1.0,,,,,,sin_m,sin_m,,,,,13,smile,,,,,,,,
event_romanticvalentine_01_e_158,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_158,False,,130,130,1.0,,,,,,sin_m,,,,,,13,smile,,,,,,,,
event_romanticvalentine_01_e_159,40069,event_romanticvalentine_01_e,Monologue,Locale_SubScenario:event_romanticvalentine_01_e_159,False,,130,130,1.0,,,,,,,,,,,,13,smile,,,,,,,,
event_romanticvalentine_01_e_160,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_160,False,,130,130,1.0,,,,,,sin_m,,,,,,13,smile,,,,,,,,
event_romanticvalentine_01_e_161,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_161,True,,130,130,1.0,,,,,,sin_m,sin_m,,,,,13,delight,,,,,,,,
event_romanticvalentine_01_e_162,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_162,False,,130,130,1.0,,,,,,sin_m,,,,,,13,delight,,,,,,,,
event_romanticvalentine_01_e_163,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_163,True,,130,130,1.0,,,,,,sin_m,sin_m,,,,,13,delight,,,,,,,,
event_romanticvalentine_01_e_164,40069,event_romanticvalentine_01_e,Monologue,Locale_SubScenario:event_romanticvalentine_01_e_164,False,,130,70,5.0,,,,,,,,,,,,13,delight,,,,,,trony_m,7,special
event_romanticvalentine_01_e_165,40069,event_romanticvalentine_01_e,Monologue,Locale_SubScenario:event_romanticvalentine_01_e_165,False,,70,70,1.0,,,,,,,,,,,,13,delight,,,,,,,7,special
event_romanticvalentine_01_e_166,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_166,True,,70,70,1.0,,,,,,trony_m,trony_m,,,,,13,delight,,,,,,,7,special
event_romanticvalentine_01_e_167,40069,event_romanticvalentine_01_e,Monologue,Locale_SubScenario:event_romanticvalentine_01_e_167,False,,70,70,1.0,,,,,,trony_m,,,,,,13,delight,,,,,,,7,special
